"","Species","DOY","population","stage","group_color","group_shape","shape_stage"
"386","Salix arctica",137,"S. Garden","bud_burst","south","garden","garden bud_burst"
"387","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"388","Salix arctica",133,"N. Garden","bud_burst","north","garden","garden bud_burst"
"389","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"390","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"391","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"392","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"393","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"394","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"395","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"396","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"397","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"398","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"399","Salix arctica",NA,"S. Garden","bud_burst","south","garden","garden bud_burst"
"400","Salix arctica",129,"N. Garden","bud_burst","north","garden","garden bud_burst"
"401","Salix arctica",132,"N. Garden","bud_burst","north","garden","garden bud_burst"
"402","Salix arctica",138,"S. Garden","bud_burst","south","garden","garden bud_burst"
"403","Salix arctica",129,"N. Garden","bud_burst","north","garden","garden bud_burst"
"404","Salix arctica",133,"S. Garden","bud_burst","south","garden","garden bud_burst"
"405","Salix arctica",139,"S. Garden","bud_burst","south","garden","garden bud_burst"
"406","Salix arctica",NA,"N. Garden","bud_burst","north","garden","garden bud_burst"
"407","Salix arctica",140,"S. Garden","bud_burst","south","garden","garden bud_burst"
"408","Salix arctica",138,"S. Garden","bud_burst","south","garden","garden bud_burst"
"409","Salix arctica",129,"N. Garden","bud_burst","north","garden","garden bud_burst"
"410","Salix arctica",139,"S. Garden","bud_burst","south","garden","garden bud_burst"
"411","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"412","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"413","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"414","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"415","Salix arctica",180,"N. Source","bud_burst","north","source","source bud_burst"
"416","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"417","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"418","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"419","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"420","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"421","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"422","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"423","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"424","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"425","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"426","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"427","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"428","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"429","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"430","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"431","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"432","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"433","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"434","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"435","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"436","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"437","Salix arctica",175,"N. Source","bud_burst","north","source","source bud_burst"
"438","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"439","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"440","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"441","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"442","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"443","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"444","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"445","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"446","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"447","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"448","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"449","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"450","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"451","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"452","Salix arctica",133,"N. Source","bud_burst","north","source","source bud_burst"
"453","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"454","Salix arctica",133,"N. Source","bud_burst","north","source","source bud_burst"
"455","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"456","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"457","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"458","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"459","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"460","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"461","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"462","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"463","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"464","Salix arctica",136,"N. Source","bud_burst","north","source","source bud_burst"
"465","Salix arctica",142,"N. Source","bud_burst","north","source","source bud_burst"
"466","Salix arctica",142,"N. Source","bud_burst","north","source","source bud_burst"
"467","Salix arctica",139,"N. Source","bud_burst","north","source","source bud_burst"
"468","Salix arctica",142,"N. Source","bud_burst","north","source","source bud_burst"
"469","Salix arctica",142,"N. Source","bud_burst","north","source","source bud_burst"
"470","Salix arctica",142,"N. Source","bud_burst","north","source","source bud_burst"
"471","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"472","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"473","Salix arctica",175,"N. Source","bud_burst","north","source","source bud_burst"
"474","Salix arctica",175,"N. Source","bud_burst","north","source","source bud_burst"
"475","Salix arctica",177,"N. Source","bud_burst","north","source","source bud_burst"
"476","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"477","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"478","Salix arctica",183,"N. Source","bud_burst","north","source","source bud_burst"
"479","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"480","Salix arctica",168,"N. Source","bud_burst","north","source","source bud_burst"
"481","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"482","Salix arctica",201,"N. Source","bud_burst","north","source","source bud_burst"
"483","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"484","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"485","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"486","Salix arctica",168,"N. Source","bud_burst","north","source","source bud_burst"
"487","Salix arctica",201,"N. Source","bud_burst","north","source","source bud_burst"
"488","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"489","Salix arctica",171,"N. Source","bud_burst","north","source","source bud_burst"
"490","Salix arctica",168,"N. Source","bud_burst","north","source","source bud_burst"
"491","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"492","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"493","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"494","Salix arctica",153,"N. Source","bud_burst","north","source","source bud_burst"
"495","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"496","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"497","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"498","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"499","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"500","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"501","Salix arctica",160,"N. Source","bud_burst","north","source","source bud_burst"
"502","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"503","Salix arctica",153,"N. Source","bud_burst","north","source","source bud_burst"
"504","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"505","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"506","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"507","Salix arctica",163,"N. Source","bud_burst","north","source","source bud_burst"
"508","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"509","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"510","Salix arctica",153,"N. Source","bud_burst","north","source","source bud_burst"
"511","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"512","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"513","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"514","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"515","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"516","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"517","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"518","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"519","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"520","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"521","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"522","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"523","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"524","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"525","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"526","Salix arctica",177,"N. Source","bud_burst","north","source","source bud_burst"
"527","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"528","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"529","Salix arctica",156,"N. Source","bud_burst","north","source","source bud_burst"
"530","Salix arctica",147,"N. Source","bud_burst","north","source","source bud_burst"
"531","Salix arctica",144,"N. Source","bud_burst","north","source","source bud_burst"
"532","Salix arctica",137,"N. Source","bud_burst","north","source","source bud_burst"
"533","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"534","Salix arctica",147,"N. Source","bud_burst","north","source","source bud_burst"
"535","Salix arctica",144,"N. Source","bud_burst","north","source","source bud_burst"
"536","Salix arctica",137,"N. Source","bud_burst","north","source","source bud_burst"
"537","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"538","Salix arctica",137,"N. Source","bud_burst","north","source","source bud_burst"
"539","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"540","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"541","Salix arctica",144,"N. Source","bud_burst","north","source","source bud_burst"
"542","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"543","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"544","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"545","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"546","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"547","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"548","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"549","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"550","Salix arctica",141,"N. Source","bud_burst","north","source","source bud_burst"
"551","Salix arctica",168,"N. Source","bud_burst","north","source","source bud_burst"
"552","Salix arctica",135,"N. Source","bud_burst","north","source","source bud_burst"
"553","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"554","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"555","Salix arctica",196,"N. Source","bud_burst","north","source","source bud_burst"
"556","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"557","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"558","Salix arctica",153,"N. Source","bud_burst","north","source","source bud_burst"
"559","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"560","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"561","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"562","Salix arctica",147,"N. Source","bud_burst","north","source","source bud_burst"
"563","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"564","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"565","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"566","Salix arctica",159,"N. Source","bud_burst","north","source","source bud_burst"
"567","Salix arctica",153,"N. Source","bud_burst","north","source","source bud_burst"
"568","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"569","Salix arctica",147,"N. Source","bud_burst","north","source","source bud_burst"
"570","Salix arctica",150,"N. Source","bud_burst","north","source","source bud_burst"
"571","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"572","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"573","Salix arctica",175,"N. Source","bud_burst","north","source","source bud_burst"
"574","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"575","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"576","Salix arctica",168,"N. Source","bud_burst","north","source","source bud_burst"
"577","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"578","Salix arctica",167,"N. Source","bud_burst","north","source","source bud_burst"
"579","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"580","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"581","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"582","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"583","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"584","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"585","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"586","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"587","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"588","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"589","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"590","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"591","Salix arctica",162,"N. Source","bud_burst","north","source","source bud_burst"
"592","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"593","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"594","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"595","Salix arctica",166,"N. Source","bud_burst","north","source","source bud_burst"
"596","Salix arctica",165,"N. Source","bud_burst","north","source","source bud_burst"
"597","Salix arctica",NA,"N. Source","bud_burst","north","source","source bud_burst"
"598","Salix arctica",227,"S. Garden","yellowing","south","garden","garden yellowing"
"599","Salix arctica",224,"S. Garden","yellowing","south","garden","garden yellowing"
"600","Salix arctica",223,"S. Garden","yellowing","south","garden","garden yellowing"
"601","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"602","Salix arctica",195,"N. Garden","yellowing","north","garden","garden yellowing"
"603","Salix arctica",203,"N. Garden","yellowing","north","garden","garden yellowing"
"604","Salix arctica",217,"N. Garden","yellowing","north","garden","garden yellowing"
"605","Salix arctica",206,"N. Garden","yellowing","north","garden","garden yellowing"
"606","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"607","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"608","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"609","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"610","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"611","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"612","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"613","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"614","Salix arctica",215,"S. Garden","yellowing","south","garden","garden yellowing"
"615","Salix arctica",207,"S. Garden","yellowing","south","garden","garden yellowing"
"616","Salix arctica",204,"S. Garden","yellowing","south","garden","garden yellowing"
"617","Salix arctica",182,"N. Garden","yellowing","north","garden","garden yellowing"
"618","Salix arctica",199,"N. Garden","yellowing","north","garden","garden yellowing"
"619","Salix arctica",192,"N. Garden","yellowing","north","garden","garden yellowing"
"620","Salix arctica",212,"S. Garden","yellowing","south","garden","garden yellowing"
"621","Salix arctica",186,"N. Garden","yellowing","north","garden","garden yellowing"
"622","Salix arctica",178,"S. Garden","yellowing","south","garden","garden yellowing"
"623","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"624","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"625","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"626","Salix arctica",211,"S. Garden","yellowing","south","garden","garden yellowing"
"627","Salix arctica",188,"N. Garden","yellowing","north","garden","garden yellowing"
"628","Salix arctica",NA,"S. Garden","yellowing","south","garden","garden yellowing"
"629","Salix arctica",196,"N. Garden","yellowing","north","garden","garden yellowing"
"630","Salix arctica",182,"N. Garden","yellowing","north","garden","garden yellowing"
"631","Salix arctica",213,"S. Garden","yellowing","south","garden","garden yellowing"
"632","Salix arctica",198,"N. Garden","yellowing","north","garden","garden yellowing"
"633","Salix arctica",197,"S. Garden","yellowing","south","garden","garden yellowing"
"634","Salix arctica",226,"S. Garden","yellowing","south","garden","garden yellowing"
"635","Salix arctica",NA,"N. Garden","yellowing","north","garden","garden yellowing"
"636","Salix arctica",218,"S. Garden","yellowing","south","garden","garden yellowing"
"637","Salix arctica",211,"S. Garden","yellowing","south","garden","garden yellowing"
"638","Salix arctica",172,"N. Garden","yellowing","north","garden","garden yellowing"
"639","Salix arctica",210,"S. Garden","yellowing","south","garden","garden yellowing"
"640","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"641","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"642","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"643","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"644","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"645","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"646","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"647","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"648","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"649","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"650","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"651","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"652","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"653","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"654","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"655","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"656","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"657","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"658","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"659","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"660","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"661","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"662","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"663","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"664","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"665","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"666","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"667","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"668","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"669","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"670","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"671","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"672","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"673","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"674","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"675","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"676","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"677","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"678","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"679","Salix arctica",194,"N. Source","yellowing","north","source","source yellowing"
"680","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"681","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"682","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"683","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"684","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"685","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"686","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"687","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"688","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"689","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"690","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"691","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"692","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"693","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"694","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"695","Salix arctica",193,"N. Source","yellowing","north","source","source yellowing"
"696","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"697","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"698","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"699","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"700","Salix arctica",211,"N. Source","yellowing","north","source","source yellowing"
"701","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"702","Salix arctica",201,"N. Source","yellowing","north","source","source yellowing"
"703","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"704","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"705","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"706","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"707","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"708","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"709","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"710","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"711","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"712","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"713","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"714","Salix arctica",213,"N. Source","yellowing","north","source","source yellowing"
"715","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"716","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"717","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"718","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"719","Salix arctica",205,"N. Source","yellowing","north","source","source yellowing"
"720","Salix arctica",198,"N. Source","yellowing","north","source","source yellowing"
"721","Salix arctica",198,"N. Source","yellowing","north","source","source yellowing"
"722","Salix arctica",238,"N. Source","yellowing","north","source","source yellowing"
"723","Salix arctica",238,"N. Source","yellowing","north","source","source yellowing"
"724","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"725","Salix arctica",198,"N. Source","yellowing","north","source","source yellowing"
"726","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"727","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"728","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"729","Salix arctica",238,"N. Source","yellowing","north","source","source yellowing"
"730","Salix arctica",238,"N. Source","yellowing","north","source","source yellowing"
"731","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"732","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"733","Salix arctica",238,"N. Source","yellowing","north","source","source yellowing"
"734","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"735","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"736","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"737","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"738","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"739","Salix arctica",189,"N. Source","yellowing","north","source","source yellowing"
"740","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"741","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"742","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"743","Salix arctica",189,"N. Source","yellowing","north","source","source yellowing"
"744","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"745","Salix arctica",210,"N. Source","yellowing","north","source","source yellowing"
"746","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"747","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"748","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"749","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"750","Salix arctica",204,"N. Source","yellowing","north","source","source yellowing"
"751","Salix arctica",189,"N. Source","yellowing","north","source","source yellowing"
"752","Salix arctica",207,"N. Source","yellowing","north","source","source yellowing"
"753","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"754","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"755","Salix arctica",NA,"N. Source","yellowing","north","source","source yellowing"
"756","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"757","Salix arctica",214,"N. Source","yellowing","north","source","source yellowing"
"758","Salix arctica",197,"N. Source","yellowing","north","source","source yellowing"
"759","Salix arctica",207,"N. Source","yellowing","north","source","source yellowing"
"760","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
"761","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
"762","Salix arctica",200,"N. Source","yellowing","north","source","source yellowing"
"763","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"764","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
"765","Salix arctica",217,"N. Source","yellowing","north","source","source yellowing"
"766","Salix arctica",217,"N. Source","yellowing","north","source","source yellowing"
"767","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
"768","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"769","Salix arctica",200,"N. Source","yellowing","north","source","source yellowing"
"770","Salix arctica",200,"N. Source","yellowing","north","source","source yellowing"
"771","Salix arctica",196,"N. Source","yellowing","north","source","source yellowing"
"772","Salix arctica",200,"N. Source","yellowing","north","source","source yellowing"
"773","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
"774","Salix arctica",212,"N. Source","yellowing","north","source","source yellowing"
