"Plot Title: QHI_HOBO_1"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 21419291, SEN S/N: 21404543, LBL: soil_moisture)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414491, LBL: air_temperature)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414493, LBL: 10cm_soil_temperature)"
1483,08/04/23 03:00:01 PM,0.4102,4.869,12.292
1484,08/04/23 03:30:01 PM,0.4095,4.895,12.896
1485,08/04/23 04:00:01 PM,0.4095,4.921,12.751
1486,08/04/23 04:30:01 PM,0.4095,4.947,13.473
1487,08/04/23 05:00:01 PM,0.4095,4.947,13.161
1488,08/04/23 05:30:01 PM,0.4095,4.973,13.137
1489,08/04/23 06:00:01 PM,0.4088,4.999,14.170
1490,08/04/23 06:30:01 PM,0.4088,4.999,13.137
1491,08/04/23 07:00:01 PM,0.4095,5.024,12.992
1492,08/04/23 07:30:01 PM,0.4095,5.024,12.847
1493,08/04/23 08:00:01 PM,0.4088,5.050,12.775
1494,08/04/23 08:30:01 PM,0.4088,5.076,12.678
1495,08/04/23 09:00:01 PM,0.4088,5.076,12.678
1496,08/04/23 09:30:01 PM,0.4088,5.076,12.847
1497,08/04/23 10:00:01 PM,0.4081,5.076,12.485
1498,08/04/23 10:30:01 PM,0.4088,5.076,12.292
1499,08/04/23 11:00:01 PM,0.4088,5.076,12.195
1500,08/04/23 11:30:01 PM,0.4088,5.076,12.316
1501,08/05/23 12:00:01 AM,0.4095,5.076,12.292
1502,08/05/23 12:30:01 AM,0.4088,5.050,12.364
1503,08/05/23 01:00:01 AM,0.4095,5.050,12.606
1504,08/05/23 01:30:01 AM,0.4095,5.050,12.389
1505,08/05/23 02:00:01 AM,0.4088,5.050,12.461
1506,08/05/23 02:30:01 AM,0.4095,5.050,12.389
1507,08/05/23 03:00:01 AM,0.4095,5.024,12.847
1508,08/05/23 03:30:01 AM,0.4102,5.024,13.088
1509,08/05/23 04:00:01 AM,0.4095,5.024,13.281
1510,08/05/23 04:30:01 AM,0.4102,5.024,13.377
1511,08/05/23 05:00:01 AM,0.4102,5.024,13.642
1512,08/05/23 05:30:01 AM,0.4102,5.024,13.690
1513,08/05/23 06:00:01 AM,0.4095,5.024,13.497
1514,08/05/23 06:30:01 AM,0.4095,5.024,13.425
1515,08/05/23 07:00:01 AM,0.4102,5.024,13.088
1516,08/05/23 07:30:01 AM,0.4095,5.024,12.751
1517,08/05/23 08:00:01 AM,0.4095,5.024,12.751
1518,08/05/23 08:30:01 AM,0.4095,5.024,12.944
1519,08/05/23 09:00:01 AM,0.4102,5.050,13.257
1520,08/05/23 09:30:01 AM,0.4095,5.050,13.618
1521,08/05/23 10:00:01 AM,0.4095,5.050,14.529
1522,08/05/23 10:30:01 AM,0.4095,5.076,14.529
1523,08/05/23 11:00:01 AM,0.4095,5.076,16.177
1524,08/05/23 11:30:01 AM,0.4095,5.102,16.868
1525,08/05/23 12:00:01 PM,0.4095,5.128,16.677
1526,08/05/23 12:30:01 PM,0.4102,5.179,17.510
1527,08/05/23 01:00:01 PM,0.4102,5.205,17.534
1528,08/05/23 01:30:01 PM,0.4102,5.257,18.343
1529,08/05/23 02:00:01 PM,0.4095,5.308,18.438
1530,08/05/23 02:30:01 PM,0.4102,5.385,18.794
1531,08/05/23 03:00:01 PM,0.4102,5.437,19.365
1532,08/05/23 03:30:01 PM,0.4102,5.488,20.698
1533,08/05/23 04:00:01 PM,0.4102,5.539,20.793
1534,08/05/23 04:30:01 PM,0.4102,5.591,20.746
1535,08/05/23 05:00:01 PM,0.4102,5.668,22.178
1536,08/05/23 05:30:01 PM,0.4102,5.693,23.136
1537,08/05/23 06:00:01 PM,0.4102,5.745,22.992
1538,08/05/23 06:30:01 PM,0.4102,5.770,21.533
1539,08/05/23 07:00:01 PM,0.4095,5.796,21.199
1540,08/05/23 07:30:01 PM,0.4102,5.821,21.127
1541,08/05/23 08:00:01 PM,0.4107,5.847,20.436
1542,08/05/23 08:30:01 PM,0.4107,5.847,19.365
1543,08/05/23 09:00:01 PM,0.4102,5.898,20.913
1544,08/05/23 09:30:01 PM,0.4102,5.898,19.888
1545,08/05/23 10:00:01 PM,0.4102,5.898,20.007
1546,08/05/23 10:30:01 PM,0.4095,5.898,18.937
1547,08/05/23 11:00:01 PM,0.4102,5.872,18.485
1548,08/05/23 11:30:01 PM,0.4095,5.872,18.390
1549,08/06/23 12:00:01 AM,0.4095,5.847,18.247
1550,08/06/23 12:30:01 AM,0.4095,5.847,17.391
1551,08/06/23 01:00:01 AM,0.4102,5.847,18.247
1552,08/06/23 01:30:01 AM,0.4102,5.821,19.008
1553,08/06/23 02:00:01 AM,0.4095,5.796,18.390
1554,08/06/23 02:30:01 AM,0.4095,5.796,18.652
1555,08/06/23 03:00:01 AM,0.4095,5.770,17.153
1556,08/06/23 03:30:01 AM,0.4102,5.745,16.463
1557,08/06/23 04:00:01 AM,0.4095,5.719,15.772
1558,08/06/23 04:30:01 AM,0.4095,5.719,16.439
1559,08/06/23 05:00:01 AM,0.4095,5.693,15.939
1560,08/06/23 05:30:01 AM,0.4095,5.668,15.414
1561,08/06/23 06:00:01 AM,0.4095,5.642,14.936
1562,08/06/23 06:30:01 AM,0.4088,5.616,15.103
1563,08/06/23 07:00:01 AM,0.4102,5.591,16.534
1564,08/06/23 07:30:01 AM,0.4102,5.565,17.891
1565,08/06/23 08:00:01 AM,0.4095,5.539,20.770
1566,08/06/23 08:30:01 AM,0.4095,5.539,19.770
1567,08/06/23 09:00:01 AM,0.4102,5.488,22.106
1568,08/06/23 09:30:01 AM,0.4102,5.488,23.809
1569,08/06/23 10:00:01 AM,0.4095,5.488,27.284
1570,08/06/23 10:30:01 AM,0.4095,5.462,25.744
1571,08/06/23 11:00:01 AM,0.4102,5.462,27.087
1572,08/06/23 11:30:01 AM,0.4095,5.488,28.270
1573,08/06/23 12:00:01 PM,0.4102,5.488,28.444
1574,08/06/23 12:30:01 PM,0.4102,5.514,28.667
1575,08/06/23 01:00:01 PM,0.4102,5.539,27.825
1576,08/06/23 01:30:01 PM,0.4102,5.565,27.899
1577,08/06/23 02:00:01 PM,0.4095,5.616,25.866
1578,08/06/23 02:30:01 PM,0.4107,5.668,26.793
1579,08/06/23 03:00:01 PM,0.4102,5.745,24.895
1580,08/06/23 03:30:01 PM,0.4107,5.796,24.653
1581,08/06/23 04:00:01 PM,0.4102,5.847,24.002
1582,08/06/23 04:30:01 PM,0.4102,5.898,24.026
1583,08/06/23 05:00:01 PM,0.4107,5.949,24.774
1584,08/06/23 05:30:01 PM,0.4102,6.000,24.098
1585,08/06/23 06:00:01 PM,0.4107,6.026,23.016
1586,08/06/23 06:30:01 PM,0.4102,6.051,22.178
1587,08/06/23 07:00:01 PM,0.4107,6.102,21.318
1588,08/06/23 07:30:01 PM,0.4102,6.102,20.174
1589,08/06/23 08:00:01 PM,0.4102,6.153,19.318
1590,08/06/23 08:30:01 PM,0.4102,6.179,20.507
1591,08/06/23 09:00:01 PM,0.4102,6.179,19.674
1592,08/06/23 09:30:01 PM,0.4107,6.204,19.365
1593,08/06/23 10:00:01 PM,0.4102,6.204,18.438
1594,08/06/23 10:30:01 PM,0.4107,6.204,17.867
1595,08/06/23 11:00:01 PM,0.4102,6.204,17.653
1596,08/06/23 11:30:01 PM,0.4114,6.204,17.296
1597,08/07/23 12:00:01 AM,0.4121,6.204,17.225
1598,08/07/23 12:30:01 AM,0.4114,6.230,17.296
1599,08/07/23 01:00:01 AM,0.4121,6.230,17.368
1600,08/07/23 01:30:01 AM,0.4128,6.255,17.201
1601,08/07/23 02:00:01 AM,0.4135,6.255,17.439
1602,08/07/23 02:30:01 AM,0.4135,6.255,17.011
1603,08/07/23 03:00:01 AM,0.4141,6.255,16.701
1604,08/07/23 03:30:01 AM,0.4141,6.255,16.487
1605,08/07/23 04:00:01 AM,0.4135,6.230,16.249
1606,08/07/23 04:30:01 AM,0.4135,6.230,15.891
1607,08/07/23 05:00:01 AM,0.4135,6.230,16.106
1608,08/07/23 05:30:01 AM,0.4141,6.204,16.153
1609,08/07/23 06:00:01 AM,0.4135,6.204,15.151
1610,08/07/23 06:30:01 AM,0.4135,6.179,15.127
1611,08/07/23 07:00:01 AM,0.4135,6.179,15.676
1612,08/07/23 07:30:01 AM,0.4135,6.153,15.509
1613,08/07/23 08:00:01 AM,0.4128,6.153,15.676
1614,08/07/23 08:30:01 AM,0.4135,6.153,17.296
1615,08/07/23 09:00:01 AM,0.4135,6.128,18.937
1616,08/07/23 09:30:01 AM,0.4135,6.102,19.746
1617,08/07/23 10:00:01 AM,0.4128,6.102,20.698
1618,08/07/23 10:30:01 AM,0.4128,6.077,20.603
1619,08/07/23 11:00:01 AM,0.4135,6.051,20.913
1620,08/07/23 11:30:01 AM,0.4135,6.051,20.746
1621,08/07/23 12:00:01 PM,0.4135,6.026,21.676
1622,08/07/23 12:30:01 PM,0.4128,6.000,24.171
1623,08/07/23 01:00:01 PM,0.4135,6.000,24.919
1624,08/07/23 01:30:01 PM,0.4128,6.000,25.550
1625,08/07/23 02:00:01 PM,0.4128,5.975,24.122
1626,08/07/23 02:30:01 PM,0.4121,5.975,23.304
1627,08/07/23 03:00:01 PM,0.4121,5.975,23.208
1628,08/07/23 03:30:01 PM,0.4114,5.949,23.472
1629,08/07/23 04:00:01 PM,0.4114,5.949,24.050
1630,08/07/23 04:30:01 PM,0.4114,5.975,23.424
1631,08/07/23 05:00:01 PM,0.4114,5.949,23.833
1632,08/07/23 05:30:01 PM,0.4121,5.975,23.136
1633,08/07/23 06:00:01 PM,0.4114,6.000,25.671
1634,08/07/23 06:30:01 PM,0.4121,5.975,25.331
1635,08/07/23 07:00:01 PM,0.4114,6.000,22.872
1636,08/07/23 07:30:01 PM,0.4114,6.026,23.256
1637,08/07/23 08:00:01 PM,0.4121,6.051,22.920
1638,08/07/23 08:30:01 PM,0.4114,6.077,21.294
1639,08/07/23 09:00:01 PM,0.4114,6.102,20.103
1640,08/07/23 09:30:01 PM,0.4114,6.128,19.722
1641,08/07/23 10:00:01 PM,0.4121,6.153,18.723
1642,08/07/23 10:30:01 PM,0.4114,6.179,17.677
1643,08/07/23 11:00:01 PM,0.4114,6.204,16.749
1644,08/07/23 11:30:01 PM,0.4114,6.204,16.296
1645,08/08/23 12:00:01 AM,0.4114,6.255,15.891
1646,08/08/23 12:30:01 AM,0.4114,6.255,16.082
1647,08/08/23 01:00:01 AM,0.4114,6.281,15.509
1648,08/08/23 01:30:01 AM,0.4114,6.306,15.676
1649,08/08/23 02:00:01 AM,0.4114,6.306,14.768
1650,08/08/23 02:30:01 AM,0.4114,6.331,14.098
1651,08/08/23 03:00:01 AM,0.4107,6.331,14.840
1652,08/08/23 03:30:01 AM,0.4114,6.331,14.649
1653,08/08/23 04:00:01 AM,0.4114,6.357,14.457
1654,08/08/23 04:30:01 AM,0.4121,6.357,14.170
1655,08/08/23 05:00:01 AM,0.4114,6.357,13.401
1656,08/08/23 05:30:01 AM,0.4114,6.357,12.558
1657,08/08/23 06:00:01 AM,0.4114,6.357,12.654
1658,08/08/23 06:30:01 AM,0.4114,6.357,12.461
1659,08/08/23 07:00:01 AM,0.4107,6.357,12.243
1660,08/08/23 07:30:01 AM,0.4121,6.357,13.233
1661,08/08/23 08:00:01 AM,0.4114,6.357,13.570
1662,08/08/23 08:30:01 AM,0.4114,6.357,13.954
1663,08/08/23 09:00:01 AM,0.4114,6.331,14.745
1664,08/08/23 09:30:01 AM,0.4121,6.357,14.888
1665,08/08/23 10:00:01 AM,0.4114,6.331,15.796
1666,08/08/23 10:30:01 AM,0.4114,6.306,16.034
1667,08/08/23 11:00:01 AM,0.4121,6.306,15.270
1668,08/08/23 11:30:01 AM,0.4121,6.306,17.772
1669,08/08/23 12:00:01 PM,0.4121,6.306,18.081
1670,08/08/23 12:30:01 PM,0.4121,6.281,18.889
1671,08/08/23 01:00:01 PM,0.4121,6.281,17.819
1672,08/08/23 01:30:01 PM,0.4121,6.255,17.629
1673,08/08/23 02:00:01 PM,0.4121,6.255,16.868
1674,08/08/23 02:30:01 PM,0.4121,6.255,18.081
1675,08/08/23 03:00:01 PM,0.4121,6.230,18.438
1676,08/08/23 03:30:01 PM,0.4121,6.204,18.010
1677,08/08/23 04:00:01 PM,0.4121,6.204,18.913
1678,08/08/23 04:30:01 PM,0.4121,6.204,18.366
1679,08/08/23 05:00:01 PM,0.4121,6.204,17.177
1680,08/08/23 05:30:01 PM,0.4121,6.179,16.796
1681,08/08/23 06:00:01 PM,0.4121,6.179,16.630
1682,08/08/23 06:30:01 PM,0.4121,6.179,16.106
1683,08/08/23 07:00:01 PM,0.4121,6.179,15.867
1684,08/08/23 07:30:01 PM,0.4121,6.153,15.676
1685,08/08/23 08:00:01 PM,0.4128,6.153,15.748
1686,08/08/23 08:30:01 PM,0.4128,6.153,16.939
1687,08/08/23 09:00:01 PM,0.4121,6.153,16.344
1688,08/08/23 09:30:01 PM,0.4128,6.153,16.511
1689,08/08/23 10:00:01 PM,0.4121,6.153,16.558
1690,08/08/23 10:30:01 PM,0.4121,6.153,15.270
1691,08/08/23 11:00:01 PM,0.4121,6.153,15.151
1692,08/08/23 11:30:01 PM,0.4135,6.153,15.414
1693,08/09/23 12:00:01 AM,0.4141,6.153,15.796
1694,08/09/23 12:30:01 AM,0.4141,6.128,15.652
1695,08/09/23 01:00:01 AM,0.4135,6.128,15.939
1696,08/09/23 01:30:01 AM,0.4135,6.128,15.629
1697,08/09/23 02:00:01 AM,0.4141,6.128,14.673
1698,08/09/23 02:30:01 AM,0.4141,6.128,15.079
1699,08/09/23 03:00:01 AM,0.4141,6.128,13.618
1700,08/09/23 03:30:01 AM,0.4141,6.128,13.762
1701,08/09/23 04:00:01 AM,0.4141,6.128,11.759
1702,08/09/23 04:30:01 AM,0.4141,6.128,11.565
1703,08/09/23 05:00:01 AM,0.4141,6.102,10.883
1704,08/09/23 05:30:01 AM,0.4148,6.102,10.638
1705,08/09/23 06:00:01 AM,0.4148,6.102,10.614
1706,08/09/23 06:30:01 AM,0.4148,6.102,10.614
1707,08/09/23 07:00:01 AM,0.4148,6.102,10.810
1708,08/09/23 07:30:01 AM,0.4148,6.102,11.102
1709,08/09/23 08:00:01 AM,0.4141,6.077,11.078
1710,08/09/23 08:30:01 AM,0.4155,6.077,11.419
1711,08/09/23 09:00:01 AM,0.4155,6.077,11.759
1712,08/09/23 09:30:01 AM,0.4148,6.051,12.074
1713,08/09/23 10:00:01 AM,0.4148,6.051,12.461
1714,08/09/23 10:30:01 AM,0.4155,6.051,12.654
1715,08/09/23 11:00:01 AM,0.4162,6.026,12.509
1716,08/09/23 11:30:01 AM,0.4162,6.000,12.823
1717,08/09/23 12:00:01 PM,0.4169,6.000,13.425
1718,08/09/23 12:30:01 PM,0.4169,6.000,14.194
1719,08/09/23 01:00:01 PM,0.4174,5.975,14.218
1720,08/09/23 01:30:01 PM,0.4195,5.975,14.290
1721,08/09/23 02:00:01 PM,0.4209,5.975,15.008
1722,08/09/23 02:30:01 PM,0.4222,5.949,14.912
1723,08/09/23 03:00:01 PM,0.4269,5.949,16.368
1724,08/09/23 03:30:01 PM,0.4310,5.949,16.773
1725,08/09/23 04:00:01 PM,0.4332,5.975,16.892
1726,08/09/23 04:30:01 PM,0.4339,6.000,16.010
1727,08/09/23 05:00:01 PM,0.4353,6.026,16.582
1728,08/09/23 05:30:01 PM,0.4353,6.051,17.843
1729,08/09/23 06:00:01 PM,0.4353,6.077,18.010
1730,08/09/23 06:30:01 PM,0.4360,6.077,17.986
1731,08/09/23 07:00:01 PM,0.4360,6.077,17.772
1732,08/09/23 07:30:01 PM,0.4360,6.102,18.319
1733,08/09/23 08:00:01 PM,0.4360,6.102,17.605
1734,08/09/23 08:30:01 PM,0.4360,6.102,17.391
1735,08/09/23 09:00:01 PM,0.4367,6.102,16.892
1736,08/09/23 09:30:01 PM,0.4360,6.102,15.963
1737,08/09/23 10:00:01 PM,0.4367,6.102,14.936
1738,08/09/23 10:30:01 PM,0.4360,6.128,15.199
1739,08/09/23 11:00:01 PM,0.4367,6.128,14.936
1740,08/09/23 11:30:01 PM,0.4360,6.128,14.673
1741,08/10/23 12:00:01 AM,0.4360,6.128,14.361
1742,08/10/23 12:30:01 AM,0.4360,6.102,14.194
1743,08/10/23 01:00:01 AM,0.4360,6.102,14.170
1744,08/10/23 01:30:01 AM,0.4360,6.102,14.529
1745,08/10/23 02:00:01 AM,0.4353,6.077,14.194
1746,08/10/23 02:30:01 AM,0.4360,6.026,14.170
1747,08/10/23 03:00:01 AM,0.4367,6.000,14.361
1748,08/10/23 03:30:01 AM,0.4367,5.975,14.218
1749,08/10/23 04:00:01 AM,0.4367,5.949,14.361
1750,08/10/23 04:30:01 AM,0.4360,5.924,14.242
1751,08/10/23 05:00:01 AM,0.4360,5.898,14.194
1752,08/10/23 05:30:01 AM,0.4360,5.872,14.026
1753,08/10/23 06:00:01 AM,0.4360,5.847,13.834
1754,08/10/23 06:30:01 AM,0.4360,5.796,13.666
1755,08/10/23 07:00:01 AM,0.4360,5.796,13.666
1756,08/10/23 07:30:01 AM,0.4360,5.770,13.594
1757,08/10/23 08:00:01 AM,0.4360,5.745,13.834
1758,08/10/23 08:30:01 AM,0.4360,5.719,13.762
1759,08/10/23 09:00:01 AM,0.4360,5.693,13.906
1760,08/10/23 09:30:01 AM,0.4360,5.693,14.002
1761,08/10/23 10:00:01 AM,0.4353,5.668,13.954
1762,08/10/23 10:30:01 AM,0.4360,5.668,14.050
1763,08/10/23 11:00:01 AM,0.4360,5.642,14.098
1764,08/10/23 11:30:01 AM,0.4360,5.642,14.098
1765,08/10/23 12:00:01 PM,0.4367,5.616,14.074
1766,08/10/23 12:30:01 PM,0.4360,5.616,14.122
1767,08/10/23 01:00:01 PM,0.4367,5.591,14.218
1768,08/10/23 01:30:01 PM,0.4367,5.591,14.314
1769,08/10/23 02:00:01 PM,0.4360,5.591,14.649
1770,08/10/23 02:30:01 PM,0.4360,5.591,15.247
1771,08/10/23 03:00:01 PM,0.4367,5.591,15.079
1772,08/10/23 03:30:01 PM,0.4360,5.591,14.984
1773,08/10/23 04:00:01 PM,0.4367,5.591,15.986
1774,08/10/23 04:30:01 PM,0.4360,5.591,15.390
1775,08/10/23 05:00:01 PM,0.4367,5.591,15.390
1776,08/10/23 05:30:01 PM,0.4367,5.591,15.103
1777,08/10/23 06:00:01 PM,0.4360,5.591,14.816
1778,08/10/23 06:30:01 PM,0.4367,5.591,14.409
1779,08/10/23 07:00:01 PM,0.4360,5.591,14.002
1780,08/10/23 07:30:01 PM,0.4367,5.591,13.425
1781,08/10/23 08:00:01 PM,0.4367,5.591,13.377
1782,08/10/23 08:30:01 PM,0.4367,5.591,12.751
1783,08/10/23 09:00:01 PM,0.4360,5.591,11.977
1784,08/10/23 09:30:01 PM,0.4353,5.616,12.001
1785,08/10/23 10:00:01 PM,0.4360,5.591,11.346
1786,08/10/23 10:30:01 PM,0.4353,5.616,10.883
1787,08/10/23 11:00:01 PM,0.4360,5.616,10.663
1788,08/10/23 11:30:01 PM,0.4353,5.616,10.345
1789,08/11/23 12:00:01 AM,0.4360,5.616,10.149
1790,08/11/23 12:30:01 AM,0.4360,5.616,9.780
1791,08/11/23 01:00:01 AM,0.4360,5.616,9.657
1792,08/11/23 01:30:01 AM,0.4360,5.616,9.361
1793,08/11/23 02:00:01 AM,0.4353,5.591,9.089
1794,08/11/23 02:30:01 AM,0.4360,5.591,8.990
1795,08/11/23 03:00:01 AM,0.4353,5.591,8.717
1796,08/11/23 03:30:01 AM,0.4360,5.591,8.494
1797,08/11/23 04:00:01 AM,0.4360,5.591,8.693
1798,08/11/23 04:30:01 AM,0.4360,5.591,8.245
1799,08/11/23 05:00:01 AM,0.4360,5.565,8.643
1800,08/11/23 05:30:01 AM,0.4360,5.565,8.469
1801,08/11/23 06:00:01 AM,0.4360,5.565,8.543
1802,08/11/23 06:30:01 AM,0.4353,5.539,8.494
1803,08/11/23 07:00:01 AM,0.4360,5.539,8.841
1804,08/11/23 07:30:01 AM,0.4353,5.539,8.618
1805,08/11/23 08:00:01 AM,0.4353,5.539,8.643
1806,08/11/23 08:30:01 AM,0.4353,5.539,9.015
1807,08/11/23 09:00:01 AM,0.4353,5.514,9.089
1808,08/11/23 09:30:01 AM,0.4360,5.514,9.287
1809,08/11/23 10:00:01 AM,0.4353,5.514,9.731
1810,08/11/23 10:30:01 AM,0.4360,5.514,9.780
1811,08/11/23 11:00:01 AM,0.4353,5.488,9.879
1812,08/11/23 11:30:01 AM,0.4360,5.488,9.903
1813,08/11/23 12:00:01 PM,0.4360,5.488,10.075
1814,08/11/23 12:30:01 PM,0.4360,5.488,10.124
1815,08/11/23 01:00:01 PM,0.4353,5.488,10.075
1816,08/11/23 01:30:01 PM,0.4367,5.462,10.222
1817,08/11/23 02:00:01 PM,0.4360,5.462,10.467
1818,08/11/23 02:30:01 PM,0.4367,5.462,10.492
1819,08/11/23 03:00:01 PM,0.4360,5.462,10.956
1820,08/11/23 03:30:01 PM,0.4367,5.437,9.731
1821,08/11/23 04:00:01 PM,0.4367,5.437,10.467
1822,08/11/23 04:30:01 PM,0.4360,5.437,11.516
1823,08/11/23 05:00:01 PM,0.4367,5.437,10.810
1824,08/11/23 05:30:01 PM,0.4367,5.437,10.492
1825,08/11/23 06:00:01 PM,0.4353,5.411,9.805
1826,08/11/23 06:30:01 PM,0.4360,5.411,9.829
1827,08/11/23 07:00:01 PM,0.4360,5.411,10.761
1828,08/11/23 07:30:01 PM,0.4360,5.385,9.558
1829,08/11/23 08:00:01 PM,0.4360,5.385,9.583
1830,08/11/23 08:30:01 PM,0.4360,5.385,8.941
1831,08/11/23 09:00:01 PM,0.4360,5.385,8.643
1832,08/11/23 09:30:01 PM,0.4360,5.385,8.270
1833,08/11/23 10:00:01 PM,0.4360,5.360,8.270
1834,08/11/23 10:30:01 PM,0.4360,5.360,8.319
1835,08/11/23 11:00:01 PM,0.4353,5.360,8.245
1836,08/11/23 11:30:01 PM,0.4353,5.360,8.120
1837,08/12/23 12:00:01 AM,0.4360,5.334,7.695
1838,08/12/23 12:30:01 AM,0.4360,5.334,8.020
1839,08/12/23 01:00:01 AM,0.4353,5.334,7.945
1840,08/12/23 01:30:01 AM,0.4353,5.308,7.795
1841,08/12/23 02:00:01 AM,0.4353,5.334,7.720
1842,08/12/23 02:30:01 AM,0.4360,5.308,7.544
1843,08/12/23 03:00:01 AM,0.4360,5.308,7.368
1844,08/12/23 03:30:01 AM,0.4353,5.282,7.393
1845,08/12/23 04:00:01 AM,0.4353,5.282,7.368
1846,08/12/23 04:30:01 AM,0.4360,5.282,7.343
1847,08/12/23 05:00:01 AM,0.4353,5.257,7.368
1848,08/12/23 05:30:01 AM,0.4353,5.257,7.343
1849,08/12/23 06:00:01 AM,0.4353,5.257,7.343
1850,08/12/23 06:30:01 AM,0.4360,5.231,7.318
1851,08/12/23 07:00:01 AM,0.4360,5.231,7.393
1852,08/12/23 07:30:01 AM,0.4353,5.231,7.393
1853,08/12/23 08:00:01 AM,0.4353,5.205,7.343
1854,08/12/23 08:30:01 AM,0.4360,5.205,7.368
1855,08/12/23 09:00:01 AM,0.4360,5.205,8.344
1856,08/12/23 09:30:01 AM,0.4353,5.179,8.717
1857,08/12/23 10:00:01 AM,0.4360,5.179,8.668
1858,08/12/23 10:30:01 AM,0.4353,5.179,8.469
1859,08/12/23 11:00:01 AM,0.4360,5.154,8.394
1860,08/12/23 11:30:01 AM,0.4353,5.154,8.767
1861,08/12/23 12:00:01 PM,0.4360,5.154,9.064
1862,08/12/23 12:30:01 PM,0.4360,5.128,8.841
1863,08/12/23 01:00:01 PM,0.4353,5.128,8.941
1864,08/12/23 01:30:01 PM,0.4360,5.128,8.841
1865,08/12/23 02:00:01 PM,0.4360,5.102,8.941
1866,08/12/23 02:30:01 PM,0.4353,5.102,9.114
1867,08/12/23 03:00:01 PM,0.4360,5.076,8.841
1868,08/12/23 03:30:01 PM,0.4360,5.076,9.903
1869,08/12/23 04:00:01 PM,0.4360,5.076,10.443
1870,08/12/23 04:30:01 PM,0.4367,5.076,10.345
1871,08/12/23 05:00:01 PM,0.4360,5.076,9.657
1872,08/12/23 05:30:01 PM,0.4353,5.050,9.361
1873,08/12/23 06:00:01 PM,0.4360,5.050,9.952
1874,08/12/23 06:30:01 PM,0.4360,5.024,9.485
1875,08/12/23 07:00:01 PM,0.4353,5.024,9.238
1876,08/12/23 07:30:01 PM,0.4360,5.024,9.040
1877,08/12/23 08:00:01 PM,0.4353,4.999,8.941
1878,08/12/23 08:30:01 PM,0.4360,4.999,8.543
1879,08/12/23 09:00:01 PM,0.4353,4.999,8.145
1880,08/12/23 09:30:01 PM,0.4353,4.973,7.670
1881,08/12/23 10:00:01 PM,0.4360,4.973,7.494
1882,08/12/23 10:30:01 PM,0.4353,4.973,7.268
1883,08/12/23 11:00:01 PM,0.4353,4.973,7.091
1884,08/12/23 11:30:01 PM,0.4353,4.947,7.015
1885,08/13/23 12:00:01 AM,0.4353,4.947,6.788
1886,08/13/23 12:30:01 AM,0.4360,4.947,6.382
1887,08/13/23 01:00:01 AM,0.4360,4.921,6.306
1888,08/13/23 01:30:01 AM,0.4353,4.921,6.382
1889,08/13/23 02:00:01 AM,0.4360,4.921,6.230
1890,08/13/23 02:30:01 AM,0.4353,4.895,6.153
1891,08/13/23 03:00:01 AM,0.4360,4.895,5.949
1892,08/13/23 03:30:01 AM,0.4360,4.895,5.847
1893,08/13/23 04:00:01 AM,0.4360,4.869,5.872
1894,08/13/23 04:30:01 AM,0.4360,4.869,5.796
1895,08/13/23 05:00:01 AM,0.4360,4.869,5.642
1896,08/13/23 05:30:01 AM,0.4360,4.844,5.796
1897,08/13/23 06:00:01 AM,0.4360,4.844,5.642
1898,08/13/23 06:30:01 AM,0.4353,4.818,5.591
1899,08/13/23 07:00:01 AM,0.4353,4.818,5.462
1900,08/13/23 07:30:01 AM,0.4353,4.818,5.770
1901,08/13/23 08:00:01 AM,0.4346,4.818,5.745
1902,08/13/23 08:30:01 AM,0.4346,4.792,5.975
1903,08/13/23 09:00:01 AM,0.4353,4.792,6.433
1904,08/13/23 09:30:01 AM,0.4353,4.766,7.544
1905,08/13/23 10:00:01 AM,0.4360,4.766,7.645
1906,08/13/23 10:30:01 AM,0.4353,4.766,7.970
1907,08/13/23 11:00:01 AM,0.4353,4.740,7.469
1908,08/13/23 11:30:01 AM,0.4353,4.740,7.945
1909,08/13/23 12:00:01 PM,0.4353,4.714,7.845
1910,08/13/23 12:30:01 PM,0.4353,4.714,7.895
1911,08/13/23 01:00:01 PM,0.4360,4.714,7.795
1912,08/13/23 01:30:01 PM,0.4353,4.714,8.095
1913,08/13/23 02:00:01 PM,0.4353,4.688,8.469
1914,08/13/23 02:30:01 PM,0.4360,4.688,9.015
1915,08/13/23 03:00:01 PM,0.4360,4.662,9.435
1916,08/13/23 03:30:01 PM,0.4360,4.662,9.435
1917,08/13/23 04:00:01 PM,0.4360,4.662,9.386
1918,08/13/23 04:30:01 PM,0.4360,4.662,9.238
1919,08/13/23 05:00:01 PM,0.4353,4.610,8.891
1920,08/13/23 05:30:01 PM,0.4353,4.610,8.742
1921,08/13/23 06:00:01 PM,0.4360,4.610,8.469
1922,08/13/23 06:30:01 PM,0.4360,4.636,12.485
1923,08/13/23 07:00:01 PM,0.4360,4.584,10.761
1924,08/13/23 07:30:01 PM,0.4360,4.584,11.370
1925,08/13/23 08:00:01 PM,0.4360,4.584,10.026
1926,08/13/23 08:30:01 PM,0.4360,4.558,9.534
1927,08/13/23 09:00:01 PM,0.4360,4.558,8.693
1928,08/13/23 09:30:01 PM,0.4360,4.558,8.543
