"Plot Title: QHI_HOBO_1"
"#","Date Time, GMT-06:00","Water Content, m³/m³ (LGR S/N: 21419291, SEN S/N: 21404543, LBL: soil_moisture)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414491, LBL: air_temperature)","Temp, °C (LGR S/N: 21419291, SEN S/N: 21414493, LBL: 10cm_soil_temperature)"
1037,07/26/23 08:00:01 AM,0.3939,4.818,12.316
1038,07/26/23 08:30:01 AM,0.3939,4.792,13.786
1039,07/26/23 09:00:01 AM,0.3946,4.766,14.864
1040,07/26/23 09:30:01 AM,0.3952,4.766,16.344
1041,07/26/23 10:00:01 AM,0.3959,4.792,16.034
1042,07/26/23 10:30:01 AM,0.3952,4.818,16.654
1043,07/26/23 11:00:01 AM,0.3959,4.869,17.106
1044,07/26/23 11:30:01 AM,0.3964,4.947,16.606
1045,07/26/23 12:00:01 PM,0.3971,5.050,19.032
1046,07/26/23 12:30:01 PM,0.3964,5.128,16.606
1047,07/26/23 01:00:01 PM,0.3964,5.231,17.891
1048,07/26/23 01:30:01 PM,0.3959,5.334,18.129
1049,07/26/23 02:00:01 PM,0.3959,5.462,20.793
1050,07/26/23 02:30:01 PM,0.3952,5.565,18.533
1051,07/26/23 03:00:01 PM,0.3946,5.668,18.747
1052,07/26/23 03:30:01 PM,0.3934,5.770,18.200
1053,07/26/23 04:00:01 PM,0.3934,5.847,18.557
1054,07/26/23 04:30:01 PM,0.3915,5.898,17.225
1055,07/26/23 05:00:01 PM,0.3915,5.949,17.011
1056,07/26/23 05:30:01 PM,0.3909,5.975,17.558
1057,07/26/23 06:00:01 PM,0.3902,5.975,16.677
1058,07/26/23 06:30:01 PM,0.3895,5.975,17.058
1059,07/26/23 07:00:01 PM,0.3883,5.975,16.463
1060,07/26/23 07:30:01 PM,0.3883,5.949,16.939
1061,07/26/23 08:00:01 PM,0.3877,5.949,16.415
1062,07/26/23 08:30:01 PM,0.3865,5.924,17.130
1063,07/26/23 09:00:01 PM,0.3865,5.898,16.511
1064,07/26/23 09:30:01 PM,0.3859,5.872,15.247
1065,07/26/23 10:00:01 PM,0.3865,5.847,14.409
1066,07/26/23 10:30:01 PM,0.3859,5.796,13.714
1067,07/26/23 11:00:01 PM,0.3854,5.745,13.305
1068,07/26/23 11:30:01 PM,0.3854,5.693,12.703
1069,07/27/23 12:00:01 AM,0.3847,5.642,12.437
1070,07/27/23 12:30:01 AM,0.3854,5.616,12.195
1071,07/27/23 01:00:01 AM,0.3847,5.591,12.219
1072,07/27/23 01:30:01 AM,0.3854,5.539,12.678
1073,07/27/23 02:00:01 AM,0.3847,5.488,12.558
1074,07/27/23 02:30:01 AM,0.3847,5.462,12.703
1075,07/27/23 03:00:01 AM,0.3854,5.437,12.582
1076,07/27/23 03:30:01 AM,0.3847,5.411,12.727
1077,07/27/23 04:00:01 AM,0.3854,5.385,12.823
1078,07/27/23 04:30:01 AM,0.3854,5.360,13.137
1079,07/27/23 05:00:01 AM,0.3854,5.334,13.425
1080,07/27/23 05:30:01 AM,0.3865,5.308,13.594
1081,07/27/23 06:00:01 AM,0.3865,5.308,13.762
1082,07/27/23 06:30:01 AM,0.3865,5.282,13.786
1083,07/27/23 07:00:01 AM,0.3865,5.282,13.738
1084,07/27/23 07:30:01 AM,0.3872,5.282,13.906
1085,07/27/23 08:00:01 AM,0.3872,5.282,14.098
1086,07/27/23 08:30:01 AM,0.3872,5.282,14.290
1087,07/27/23 09:00:01 AM,0.3877,5.308,14.625
1088,07/27/23 09:30:01 AM,0.3877,5.308,14.768
1089,07/27/23 10:00:01 AM,0.3883,5.334,15.247
1090,07/27/23 10:30:01 AM,0.3890,5.360,15.247
1091,07/27/23 11:00:01 AM,0.3890,5.385,15.461
1092,07/27/23 11:30:01 AM,0.3890,5.411,15.390
1093,07/27/23 12:00:01 PM,0.3895,5.462,15.748
1094,07/27/23 12:30:01 PM,0.3902,5.488,16.368
1095,07/27/23 01:00:01 PM,0.3895,5.539,15.986
1096,07/27/23 01:30:01 PM,0.3895,5.591,16.534
1097,07/27/23 02:00:01 PM,0.3895,5.668,16.749
1098,07/27/23 02:30:01 PM,0.3909,5.719,17.130
1099,07/27/23 03:00:01 PM,0.3909,5.796,17.272
1100,07/27/23 03:30:01 PM,0.3909,5.847,17.082
1101,07/27/23 04:00:01 PM,0.3902,5.898,16.868
1102,07/27/23 04:30:01 PM,0.3902,5.949,16.749
1103,07/27/23 05:00:01 PM,0.3895,5.975,16.939
1104,07/27/23 05:30:01 PM,0.3895,6.026,17.106
1105,07/27/23 06:00:01 PM,0.3895,6.051,16.963
1106,07/27/23 06:30:01 PM,0.3902,6.102,17.558
1107,07/27/23 07:00:01 PM,0.3895,6.102,16.392
1108,07/27/23 07:30:01 PM,0.3895,6.128,16.129
1109,07/27/23 08:00:01 PM,0.3890,6.128,16.129
1110,07/27/23 08:30:01 PM,0.3895,6.153,15.796
1111,07/27/23 09:00:01 PM,0.3895,6.153,15.366
1112,07/27/23 09:30:01 PM,0.3890,6.153,15.461
1113,07/27/23 10:00:01 PM,0.3895,6.153,14.960
1114,07/27/23 10:30:01 PM,0.3895,6.128,14.864
1115,07/27/23 11:00:01 PM,0.3890,6.102,14.888
1116,07/27/23 11:30:01 PM,0.3890,6.102,14.721
1117,07/28/23 12:00:01 AM,0.3902,6.077,14.625
1118,07/28/23 12:30:01 AM,0.3902,6.051,14.577
1119,07/28/23 01:00:01 AM,0.3895,6.000,14.649
1120,07/28/23 01:30:01 AM,0.3909,6.000,14.673
1121,07/28/23 02:00:01 AM,0.3902,5.975,14.625
1122,07/28/23 02:30:01 AM,0.3909,5.949,14.242
1123,07/28/23 03:00:01 AM,0.3909,5.924,14.505
1124,07/28/23 03:30:01 AM,0.3909,5.898,14.577
1125,07/28/23 04:00:01 AM,0.3915,5.872,14.936
1126,07/28/23 04:30:01 AM,0.3920,5.847,15.223
1127,07/28/23 05:00:01 AM,0.3920,5.821,15.390
1128,07/28/23 05:30:01 AM,0.3920,5.796,15.461
1129,07/28/23 06:00:01 AM,0.3927,5.796,15.605
1130,07/28/23 06:30:01 AM,0.3927,5.796,15.867
1131,07/28/23 07:00:01 AM,0.3934,5.796,15.843
1132,07/28/23 07:30:01 AM,0.3946,5.796,16.010
1133,07/28/23 08:00:01 AM,0.3946,5.796,15.843
1134,07/28/23 08:30:01 AM,0.3959,5.821,16.344
1135,07/28/23 09:00:01 AM,0.3959,5.821,16.558
1136,07/28/23 09:30:01 AM,0.3964,5.847,17.772
1137,07/28/23 10:00:01 AM,0.3971,5.872,18.247
1138,07/28/23 10:30:01 AM,0.3978,5.898,18.200
1139,07/28/23 11:00:01 AM,0.3971,5.949,18.699
1140,07/28/23 11:30:01 AM,0.3971,6.000,19.103
1141,07/28/23 12:00:01 PM,0.3978,6.051,18.580
1142,07/28/23 12:30:01 PM,0.3971,6.102,19.722
1143,07/28/23 01:00:01 PM,0.3971,6.179,18.580
1144,07/28/23 01:30:01 PM,0.3964,6.255,19.579
1145,07/28/23 02:00:01 PM,0.3959,6.306,19.936
1146,07/28/23 02:30:01 PM,0.3959,6.382,19.365
1147,07/28/23 03:00:01 PM,0.3946,6.458,19.532
1148,07/28/23 03:30:01 PM,0.3946,6.509,20.269
1149,07/28/23 04:00:01 PM,0.3939,6.585,19.508
1150,07/28/23 04:30:01 PM,0.3939,6.611,18.675
1151,07/28/23 05:00:01 PM,0.3927,6.661,18.985
1152,07/28/23 05:30:01 PM,0.3927,6.687,19.365
1153,07/28/23 06:00:01 PM,0.3927,6.712,18.533
1154,07/28/23 06:30:01 PM,0.3915,6.712,17.368
1155,07/28/23 07:00:01 PM,0.3915,6.712,16.511
1156,07/28/23 07:30:01 PM,0.3902,6.712,16.272
1157,07/28/23 08:00:01 PM,0.3902,6.712,16.439
1158,07/28/23 08:30:01 PM,0.3909,6.712,17.558
1159,07/28/23 09:00:01 PM,0.3902,6.687,16.963
1160,07/28/23 09:30:01 PM,0.3909,6.687,17.106
1161,07/28/23 10:00:01 PM,0.3902,6.661,16.701
1162,07/28/23 10:30:01 PM,0.3902,6.661,16.368
1163,07/28/23 11:00:01 PM,0.3895,6.661,15.867
1164,07/28/23 11:30:01 PM,0.3895,6.636,15.533
1165,07/29/23 12:00:01 AM,0.3895,6.611,15.223
1166,07/29/23 12:30:01 AM,0.3909,6.611,14.936
1167,07/29/23 01:00:01 AM,0.3909,6.560,15.127
1168,07/29/23 01:30:01 AM,0.3902,6.560,15.342
1169,07/29/23 02:00:01 AM,0.3909,6.509,15.175
1170,07/29/23 02:30:01 AM,0.3915,6.509,15.079
1171,07/29/23 03:00:01 AM,0.3909,6.458,14.840
1172,07/29/23 03:30:01 AM,0.3909,6.433,14.960
1173,07/29/23 04:00:01 AM,0.3915,6.408,14.912
1174,07/29/23 04:30:01 AM,0.3927,6.382,14.864
1175,07/29/23 05:00:01 AM,0.3927,6.357,14.864
1176,07/29/23 05:30:01 AM,0.3934,6.331,14.864
1177,07/29/23 06:00:01 AM,0.3939,6.306,14.888
1178,07/29/23 06:30:01 AM,0.3939,6.306,15.008
1179,07/29/23 07:00:01 AM,0.3952,6.255,15.270
1180,07/29/23 07:30:01 AM,0.3952,6.255,15.581
1181,07/29/23 08:00:01 AM,0.3959,6.230,15.557
1182,07/29/23 08:30:01 AM,0.3964,6.204,15.986
1183,07/29/23 09:00:01 AM,0.3964,6.204,16.296
1184,07/29/23 09:30:01 AM,0.3971,6.204,16.511
1185,07/29/23 10:00:01 AM,0.3978,6.230,17.058
1186,07/29/23 10:30:01 AM,0.3985,6.255,17.796
1187,07/29/23 11:00:01 AM,0.3985,6.281,18.366
1188,07/29/23 11:30:01 AM,0.3985,6.306,18.533
1189,07/29/23 12:00:01 PM,0.3997,6.357,18.247
1190,07/29/23 12:30:01 PM,0.3990,6.408,19.175
1191,07/29/23 01:00:01 PM,0.3990,6.484,19.888
1192,07/29/23 01:30:01 PM,0.3985,6.535,20.770
1193,07/29/23 02:00:01 PM,0.3985,6.611,20.412
1194,07/29/23 02:30:01 PM,0.3978,6.687,20.126
1195,07/29/23 03:00:01 PM,0.3971,6.763,20.555
1196,07/29/23 03:30:01 PM,0.3959,6.813,20.841
1197,07/29/23 04:00:01 PM,0.3959,6.889,20.936
1198,07/29/23 04:30:01 PM,0.3952,6.965,20.984
1199,07/29/23 05:00:01 PM,0.3946,6.990,20.841
1200,07/29/23 05:30:01 PM,0.3934,7.015,19.888
1201,07/29/23 06:00:01 PM,0.3927,7.066,19.698
1202,07/29/23 06:30:01 PM,0.3920,7.116,19.389
1203,07/29/23 07:00:01 PM,0.3915,7.116,18.985
1204,07/29/23 07:30:01 PM,0.3915,7.142,19.056
1205,07/29/23 08:00:01 PM,0.3902,7.142,18.913
1206,07/29/23 08:30:01 PM,0.3902,7.142,18.628
1207,07/29/23 09:00:01 PM,0.3902,7.142,17.962
1208,07/29/23 09:30:01 PM,0.3902,7.116,17.510
1209,07/29/23 10:00:01 PM,0.3895,7.116,17.225
1210,07/29/23 10:30:01 PM,0.3902,7.091,16.987
1211,07/29/23 11:00:01 PM,0.3890,7.066,16.868
1212,07/29/23 11:30:01 PM,0.3895,7.041,16.606
1213,07/30/23 12:00:01 AM,0.3890,7.015,16.606
1214,07/30/23 12:30:01 AM,0.3895,6.990,16.558
1215,07/30/23 01:00:01 AM,0.3902,6.965,16.558
1216,07/30/23 01:30:01 AM,0.3902,6.940,16.606
1217,07/30/23 02:00:01 AM,0.3895,6.914,16.010
1218,07/30/23 02:30:01 AM,0.3909,6.864,15.509
1219,07/30/23 03:00:01 AM,0.3909,6.813,15.127
1220,07/30/23 03:30:01 AM,0.3909,6.788,16.034
1221,07/30/23 04:00:01 AM,0.3909,6.712,15.031
1222,07/30/23 04:30:01 AM,0.3909,6.661,15.079
1223,07/30/23 05:00:01 AM,0.3920,6.585,15.843
1224,07/30/23 05:30:01 AM,0.3920,6.509,16.058
1225,07/30/23 06:00:01 AM,0.3920,6.433,16.320
1226,07/30/23 06:30:01 AM,0.3934,6.382,16.534
1227,07/30/23 07:00:01 AM,0.3927,6.306,17.058
1228,07/30/23 07:30:01 AM,0.3934,6.255,17.653
1229,07/30/23 08:00:01 AM,0.3939,6.204,18.842
1230,07/30/23 08:30:01 AM,0.3939,6.179,18.913
1231,07/30/23 09:00:01 AM,0.3946,6.179,19.103
1232,07/30/23 09:30:01 AM,0.3959,6.204,19.389
1233,07/30/23 10:00:01 AM,0.3964,6.204,20.293
1234,07/30/23 10:30:01 AM,0.3964,6.255,20.365
1235,07/30/23 11:00:01 AM,0.3964,6.306,21.008
1236,07/30/23 11:30:01 AM,0.3971,6.357,21.079
1237,07/30/23 12:00:01 PM,0.3971,6.433,21.652
1238,07/30/23 12:30:01 PM,0.3971,6.509,22.130
1239,07/30/23 01:00:01 PM,0.3964,6.611,21.652
1240,07/30/23 01:30:01 PM,0.3959,6.687,22.968
1241,07/30/23 02:00:01 PM,0.3959,6.788,22.705
1242,07/30/23 02:30:01 PM,0.3959,6.864,22.800
1243,07/30/23 03:00:01 PM,0.3946,6.965,24.074
1244,07/30/23 03:30:01 PM,0.3946,7.041,25.720
1245,07/30/23 04:00:01 PM,0.3946,7.116,26.158
1246,07/30/23 04:30:01 PM,0.3939,7.192,23.545
1247,07/30/23 05:00:01 PM,0.3934,7.242,23.833
1248,07/30/23 05:30:01 PM,0.3927,7.268,22.345
1249,07/30/23 06:00:01 PM,0.3927,7.318,21.032
1250,07/30/23 06:30:01 PM,0.3920,7.368,20.317
1251,07/30/23 07:00:01 PM,0.3920,7.393,18.295
1252,07/30/23 07:30:01 PM,0.3915,7.419,17.582
1253,07/30/23 08:00:01 PM,0.3909,7.419,16.868
1254,07/30/23 08:30:01 PM,0.3909,7.419,17.153
1255,07/30/23 09:00:01 PM,0.3902,7.393,16.630
1256,07/30/23 09:30:01 PM,0.3895,7.368,15.676
1257,07/30/23 10:00:01 PM,0.3902,7.343,14.768
1258,07/30/23 10:30:01 PM,0.3902,7.318,12.968
1259,07/30/23 11:00:01 PM,0.3895,7.268,12.001
1260,07/30/23 11:30:01 PM,0.3895,7.192,11.175
1261,07/31/23 12:00:01 AM,0.3895,7.091,11.565
1262,07/31/23 12:30:01 AM,0.3895,7.015,12.122
1263,07/31/23 01:00:01 AM,0.3890,6.940,11.734
1264,07/31/23 01:30:01 AM,0.3895,6.864,11.734
1265,07/31/23 02:00:01 AM,0.3895,6.788,11.880
1266,07/31/23 02:30:01 AM,0.3890,6.737,12.098
1267,07/31/23 03:00:01 AM,0.3890,6.687,11.783
1268,07/31/23 03:30:01 AM,0.3895,6.636,11.734
1269,07/31/23 04:00:01 AM,0.3895,6.611,11.977
1270,07/31/23 04:30:01 AM,0.3895,6.560,11.856
1271,07/31/23 05:00:01 AM,0.3895,6.509,11.832
1272,07/31/23 05:30:01 AM,0.3902,6.484,11.589
1273,07/31/23 06:00:01 AM,0.3915,6.458,11.613
1274,07/31/23 06:30:01 AM,0.3915,6.408,11.321
1275,07/31/23 07:00:01 AM,0.3909,6.357,11.589
1276,07/31/23 07:30:01 AM,0.3920,6.331,12.147
1277,07/31/23 08:00:01 AM,0.3927,6.281,12.171
1278,07/31/23 08:30:01 AM,0.3927,6.230,12.122
1279,07/31/23 09:00:01 AM,0.3934,6.204,12.678
1280,07/31/23 09:30:01 AM,0.3934,6.204,13.016
1281,07/31/23 10:00:01 AM,0.3939,6.179,14.170
1282,07/31/23 10:30:01 AM,0.3939,6.179,14.888
1283,07/31/23 11:00:01 AM,0.3946,6.179,15.915
1284,07/31/23 11:30:01 AM,0.3952,6.204,16.606
1285,07/31/23 12:00:01 PM,0.3959,6.230,17.938
1286,07/31/23 12:30:01 PM,0.3959,6.255,18.699
1287,07/31/23 01:00:01 PM,0.3959,6.306,16.439
1288,07/31/23 01:30:01 PM,0.3959,6.357,17.320
1289,07/31/23 02:00:01 PM,0.3959,6.408,17.534
1290,07/31/23 02:30:01 PM,0.3952,6.458,17.915
1291,07/31/23 03:00:01 PM,0.3946,6.509,15.605
1292,07/31/23 03:30:01 PM,0.3952,6.535,15.509
1293,07/31/23 04:00:01 PM,0.3934,6.560,15.438
1294,07/31/23 04:30:01 PM,0.3934,6.585,15.605
1295,07/31/23 05:00:01 PM,0.3939,6.611,15.939
1296,07/31/23 05:30:01 PM,0.3927,6.636,16.153
1297,07/31/23 06:00:01 PM,0.3927,6.661,15.986
1298,07/31/23 06:30:01 PM,0.3920,6.687,15.461
1299,07/31/23 07:00:01 PM,0.3927,6.712,15.199
1300,07/31/23 07:30:01 PM,0.3927,6.712,15.103
1301,07/31/23 08:00:01 PM,0.3920,6.687,14.505
1302,07/31/23 08:30:01 PM,0.3920,6.687,14.457
1303,07/31/23 09:00:01 PM,0.3920,6.661,14.266
1304,07/31/23 09:30:01 PM,0.3927,6.636,14.122
1305,07/31/23 10:00:01 PM,0.3927,6.611,13.810
1306,07/31/23 10:30:01 PM,0.3920,6.585,13.714
1307,07/31/23 11:00:01 PM,0.3927,6.560,13.594
1308,07/31/23 11:30:01 PM,0.3934,6.509,13.522
1309,08/01/23 12:00:01 AM,0.3927,6.484,13.473
1310,08/01/23 12:30:01 AM,0.3927,6.433,13.353
1311,08/01/23 01:00:01 AM,0.3927,6.408,13.401
1312,08/01/23 01:30:01 AM,0.3927,6.382,13.353
1313,08/01/23 02:00:01 AM,0.3939,6.357,13.329
1314,08/01/23 02:30:01 AM,0.3952,6.306,13.257
1315,08/01/23 03:00:01 AM,0.3952,6.306,13.185
1316,08/01/23 03:30:01 AM,0.3990,6.281,13.088
1317,08/01/23 04:00:01 AM,0.4004,6.230,12.968
1318,08/01/23 04:30:01 AM,0.4010,6.204,13.040
1319,08/01/23 05:00:01 AM,0.4004,6.204,13.233
1320,08/01/23 05:30:01 AM,0.4010,6.153,13.064
1321,08/01/23 06:00:01 AM,0.4016,6.153,12.992
1322,08/01/23 06:30:01 AM,0.4016,6.102,13.112
1323,08/01/23 07:00:01 AM,0.4010,6.102,13.329
1324,08/01/23 07:30:01 AM,0.4016,6.051,13.281
1325,08/01/23 08:00:01 AM,0.4022,6.051,13.425
1326,08/01/23 08:30:01 AM,0.4036,6.026,13.546
1327,08/01/23 09:00:01 AM,0.4041,6.000,13.714
1328,08/01/23 09:30:01 AM,0.4036,6.000,13.930
1329,08/01/23 10:00:01 AM,0.4055,5.975,13.882
1330,08/01/23 10:30:01 AM,0.4055,5.975,14.146
1331,08/01/23 11:00:01 AM,0.4055,5.975,14.122
1332,08/01/23 11:30:01 AM,0.4062,5.975,14.577
1333,08/01/23 12:00:01 PM,0.4069,5.975,15.055
1334,08/01/23 12:30:01 PM,0.4069,5.975,15.724
1335,08/01/23 01:00:01 PM,0.4074,6.000,15.533
1336,08/01/23 01:30:01 PM,0.4074,6.026,15.485
1337,08/01/23 02:00:01 PM,0.4074,6.077,16.010
1338,08/01/23 02:30:01 PM,0.4081,6.128,17.391
1339,08/01/23 03:00:01 PM,0.4081,6.179,17.249
1340,08/01/23 03:30:01 PM,0.4088,6.204,16.534
1341,08/01/23 04:00:01 PM,0.4095,6.281,16.153
1342,08/01/23 04:30:01 PM,0.4088,6.306,16.344
1343,08/01/23 05:00:01 PM,0.4095,6.357,16.272
1344,08/01/23 05:30:01 PM,0.4088,6.382,16.749
1345,08/01/23 06:00:01 PM,0.4088,6.408,14.840
1346,08/01/23 06:30:01 PM,0.4088,6.433,14.218
1347,08/01/23 07:00:01 PM,0.4088,6.458,13.714
1348,08/01/23 07:30:01 PM,0.4088,6.458,13.978
1349,08/01/23 08:00:01 PM,0.4095,6.458,13.233
1350,08/01/23 08:30:01 PM,0.4088,6.458,14.074
1351,08/01/23 09:00:01 PM,0.4088,6.433,13.449
1352,08/01/23 09:30:01 PM,0.4081,6.433,13.930
1353,08/01/23 10:00:01 PM,0.4088,6.408,13.064
1354,08/01/23 10:30:01 PM,0.4088,6.408,12.122
1355,08/01/23 11:00:01 PM,0.4081,6.357,12.485
1356,08/01/23 11:30:01 PM,0.4088,6.331,12.147
1357,08/02/23 12:00:01 AM,0.4195,6.306,12.485
1358,08/02/23 12:30:01 AM,0.4305,6.306,12.461
1359,08/02/23 01:00:01 AM,0.4339,6.281,12.799
1360,08/02/23 01:30:01 AM,0.4339,6.255,12.847
1361,08/02/23 02:00:01 AM,0.4346,6.204,12.823
1362,08/02/23 02:30:01 AM,0.4346,6.153,12.582
1363,08/02/23 03:00:01 AM,0.4353,6.077,12.437
1364,08/02/23 03:30:01 AM,0.4353,6.000,12.268
1365,08/02/23 04:00:01 AM,0.4353,5.924,11.637
1366,08/02/23 04:30:01 AM,0.4360,5.872,12.025
1367,08/02/23 05:00:01 AM,0.4353,5.796,11.783
1368,08/02/23 05:30:01 AM,0.4346,5.745,11.394
1369,08/02/23 06:00:01 AM,0.4353,5.693,11.540
1370,08/02/23 06:30:01 AM,0.4360,5.616,11.880
1371,08/02/23 07:00:01 AM,0.4360,5.565,11.880
1372,08/02/23 07:30:01 AM,0.4353,5.539,12.654
1373,08/02/23 08:00:01 AM,0.4353,5.488,13.281
1374,08/02/23 08:30:01 AM,0.4346,5.462,18.081
1375,08/02/23 09:00:01 AM,0.4339,5.437,15.199
1376,08/02/23 09:30:01 AM,0.4339,5.437,19.127
1377,08/02/23 10:00:01 AM,0.4332,5.437,17.439
1378,08/02/23 10:30:01 AM,0.4339,5.462,17.867
1379,08/02/23 11:00:01 AM,0.4339,5.488,17.296
1380,08/02/23 11:30:01 AM,0.4339,5.565,19.151
1381,08/02/23 12:00:01 PM,0.4339,5.591,17.510
1382,08/02/23 12:30:01 PM,0.4339,5.693,17.867
1383,08/02/23 01:00:01 PM,0.4346,5.770,18.937
1384,08/02/23 01:30:01 PM,0.4339,5.821,19.436
1385,08/02/23 02:00:01 PM,0.4346,5.898,19.294
1386,08/02/23 02:30:01 PM,0.4346,5.975,18.747
1387,08/02/23 03:00:01 PM,0.4353,6.051,18.913
1388,08/02/23 03:30:01 PM,0.4353,6.128,18.580
1389,08/02/23 04:00:01 PM,0.4360,6.204,18.057
1390,08/02/23 04:30:01 PM,0.4360,6.255,18.390
1391,08/02/23 05:00:01 PM,0.4360,6.306,18.010
1392,08/02/23 05:30:01 PM,0.4367,6.331,18.129
1393,08/02/23 06:00:01 PM,0.4367,6.357,16.749
1394,08/02/23 06:30:01 PM,0.4380,6.382,15.676
1395,08/02/23 07:00:01 PM,0.4380,6.382,15.342
1396,08/02/23 07:30:01 PM,0.4394,6.357,15.055
1397,08/02/23 08:00:01 PM,0.4408,6.357,14.625
1398,08/02/23 08:30:01 PM,0.4416,6.306,14.122
1399,08/02/23 09:00:01 PM,0.4430,6.281,13.762
1400,08/02/23 09:30:01 PM,0.4437,6.255,12.727
1401,08/02/23 10:00:01 PM,0.4444,6.230,12.461
1402,08/02/23 10:30:01 PM,0.4437,6.204,12.098
1403,08/02/23 11:00:01 PM,0.4437,6.204,11.783
1404,08/02/23 11:30:01 PM,0.4437,6.179,12.147
1405,08/03/23 12:00:01 AM,0.4387,6.153,12.364
1406,08/03/23 12:30:01 AM,0.4416,6.102,11.419
1407,08/03/23 01:00:01 AM,0.4451,6.077,11.200
1408,08/03/23 01:30:01 AM,0.4457,6.026,11.078
1409,08/03/23 02:00:01 AM,0.4464,5.949,11.248
1410,08/03/23 02:30:01 AM,0.4464,5.898,11.029
1411,08/03/23 03:00:01 AM,0.4471,5.847,10.687
1412,08/03/23 03:30:01 AM,0.4471,5.796,11.200
1413,08/03/23 04:00:01 AM,0.4464,5.745,10.761
1414,08/03/23 04:30:01 AM,0.4464,5.693,10.761
1415,08/03/23 05:00:01 AM,0.4457,5.642,11.029
1416,08/03/23 05:30:01 AM,0.4464,5.591,10.980
1417,08/03/23 06:00:01 AM,0.4464,5.539,10.810
1418,08/03/23 06:30:01 AM,0.4464,5.514,10.785
1419,08/03/23 07:00:01 AM,0.4457,5.462,11.492
1420,08/03/23 07:30:01 AM,0.4451,5.437,12.147
1421,08/03/23 08:00:01 AM,0.4444,5.411,11.637
1422,08/03/23 08:30:01 AM,0.4444,5.385,12.195
1423,08/03/23 09:00:01 AM,0.4437,5.385,11.613
1424,08/03/23 09:30:01 AM,0.4430,5.385,11.880
1425,08/03/23 10:00:01 AM,0.4430,5.411,12.823
1426,08/03/23 10:30:01 AM,0.4423,5.437,13.040
1427,08/03/23 11:00:01 AM,0.4416,5.437,11.977
1428,08/03/23 11:30:01 AM,0.4401,5.437,11.540
1429,08/03/23 12:00:01 PM,0.4394,5.462,12.703
1430,08/03/23 12:30:01 PM,0.4401,5.462,14.002
1431,08/03/23 01:00:01 PM,0.4394,5.488,16.225
1432,08/03/23 01:30:01 PM,0.4387,5.514,14.433
1433,08/03/23 02:00:01 PM,0.4380,5.565,13.810
1434,08/03/23 02:30:01 PM,0.4373,5.616,16.129
1435,08/03/23 03:00:01 PM,0.4367,5.668,14.912
1436,08/03/23 03:30:01 PM,0.4360,5.693,13.570
1437,08/03/23 04:00:01 PM,0.4353,5.745,14.936
1438,08/03/23 04:30:01 PM,0.4353,5.745,13.353
1439,08/03/23 05:00:01 PM,0.4346,5.796,14.697
1440,08/03/23 05:30:01 PM,0.4339,5.770,12.944
1441,08/03/23 06:00:01 PM,0.4325,5.770,13.522
1442,08/03/23 06:30:01 PM,0.4298,5.745,13.185
1443,08/03/23 07:00:01 PM,0.4250,5.693,12.678
1444,08/03/23 07:30:01 PM,0.4195,5.616,13.425
1445,08/03/23 08:00:01 PM,0.4141,5.488,12.074
1446,08/03/23 08:30:01 PM,0.4107,5.437,13.522
1447,08/03/23 09:00:01 PM,0.4107,5.360,11.686
1448,08/03/23 09:30:01 PM,0.4107,5.308,10.663
1449,08/03/23 10:00:01 PM,0.4102,5.282,10.980
1450,08/03/23 10:30:01 PM,0.4095,5.231,10.516
1451,08/03/23 11:00:01 PM,0.4095,5.231,10.320
1452,08/03/23 11:30:01 PM,0.4088,5.205,9.928
1453,08/04/23 12:00:01 AM,0.4102,5.179,9.534
1454,08/04/23 12:30:01 AM,0.4102,5.154,9.238
1455,08/04/23 01:00:01 AM,0.4095,5.128,8.220
1456,08/04/23 01:30:01 AM,0.4088,5.102,8.394
1457,08/04/23 02:00:01 AM,0.4088,5.076,7.945
1458,08/04/23 02:30:01 AM,0.4088,5.050,7.469
1459,08/04/23 03:00:01 AM,0.4088,5.024,7.695
1460,08/04/23 03:30:01 AM,0.4102,4.999,8.195
1461,08/04/23 04:00:01 AM,0.4102,4.947,8.170
1462,08/04/23 04:30:01 AM,0.4102,4.921,7.995
1463,08/04/23 05:00:01 AM,0.4102,4.895,8.145
1464,08/04/23 05:30:01 AM,0.4102,4.869,8.469
1465,08/04/23 06:00:01 AM,0.4095,4.818,8.394
1466,08/04/23 06:30:01 AM,0.4107,4.818,8.220
1467,08/04/23 07:00:01 AM,0.4107,4.792,9.139
1468,08/04/23 07:30:01 AM,0.4102,4.766,9.952
1469,08/04/23 08:00:01 AM,0.4095,4.766,10.271
1470,08/04/23 08:30:01 AM,0.4088,4.740,10.907
1471,08/04/23 09:00:01 AM,0.4095,4.740,11.078
1472,08/04/23 09:30:01 AM,0.4102,4.740,11.297
1473,08/04/23 10:00:01 AM,0.4107,4.740,11.151
1474,08/04/23 10:30:01 AM,0.4107,4.766,11.127
1475,08/04/23 11:00:01 AM,0.4107,4.766,11.248
1476,08/04/23 11:30:01 AM,0.4102,4.766,11.297
1477,08/04/23 12:00:01 PM,0.4107,4.792,11.394
1478,08/04/23 12:30:01 PM,0.4107,4.818,11.467
1479,08/04/23 01:00:01 PM,0.4102,4.818,11.419
1480,08/04/23 01:30:01 PM,0.4102,4.844,11.273
1481,08/04/23 02:00:01 PM,0.4102,4.869,12.074
1482,08/04/23 02:30:01 PM,0.4102,4.869,12.654
