"SerialID","Index","Datetime_UTC","Button Down","Button Up","Host Connected","End of File","Variable","Value"
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","81",2022-07-21 16:13:13,NA,NA,NA,NA,"Temperature",31.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","81",2022-07-21 16:13:13,NA,NA,NA,NA,"Lux",54374.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","82",2022-07-21 17:13:13,NA,NA,NA,NA,"Temperature",32
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","82",2022-07-21 17:13:13,NA,NA,NA,NA,"Lux",51712
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","83",2022-07-21 18:13:13,NA,NA,NA,NA,"Temperature",29.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","83",2022-07-21 18:13:13,NA,NA,NA,NA,"Lux",38830.08
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","84",2022-07-21 19:13:13,NA,NA,NA,NA,"Temperature",28.91
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","84",2022-07-21 19:13:13,NA,NA,NA,NA,"Lux",35696.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","85",2022-07-21 20:13:13,NA,NA,NA,NA,"Temperature",22.56
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","85",2022-07-21 20:13:13,NA,NA,NA,NA,"Lux",27238.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","86",2022-07-21 21:13:13,NA,NA,NA,NA,"Temperature",15.06
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","86",2022-07-21 21:13:13,NA,NA,NA,NA,"Lux",6041.6
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","87",2022-07-21 22:13:13,NA,NA,NA,NA,"Temperature",13.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","87",2022-07-21 22:13:13,NA,NA,NA,NA,"Lux",4944.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","88",2022-07-21 23:13:13,NA,NA,NA,NA,"Temperature",11.97
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","88",2022-07-21 23:13:13,NA,NA,NA,NA,"Lux",4103.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","89",2022-07-22 00:13:13,NA,NA,NA,NA,"Temperature",11.45
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","89",2022-07-22 00:13:13,NA,NA,NA,NA,"Lux",1443.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","90",2022-07-22 01:13:13,NA,NA,NA,NA,"Temperature",10.94
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","90",2022-07-22 01:13:13,NA,NA,NA,NA,"Lux",649.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","91",2022-07-22 02:13:13,NA,NA,NA,NA,"Temperature",10.46
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","91",2022-07-22 02:13:13,NA,NA,NA,NA,"Lux",266.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","92",2022-07-22 03:13:13,NA,NA,NA,NA,"Temperature",9.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","92",2022-07-22 03:13:13,NA,NA,NA,NA,"Lux",243.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","93",2022-07-22 04:13:13,NA,NA,NA,NA,"Temperature",9.31
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","93",2022-07-22 04:13:13,NA,NA,NA,NA,"Lux",223.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","94",2022-07-22 05:13:13,NA,NA,NA,NA,"Temperature",8.79
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","94",2022-07-22 05:13:13,NA,NA,NA,NA,"Lux",534.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","95",2022-07-22 06:13:13,NA,NA,NA,NA,"Temperature",8.66
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","95",2022-07-22 06:13:13,NA,NA,NA,NA,"Lux",2028.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","96",2022-07-22 07:13:13,NA,NA,NA,NA,"Temperature",7.93
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","96",2022-07-22 07:13:13,NA,NA,NA,NA,"Lux",2213.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","97",2022-07-22 08:13:13,NA,NA,NA,NA,"Temperature",9.05
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","97",2022-07-22 08:13:13,NA,NA,NA,NA,"Lux",5557.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","98",2022-07-22 09:13:13,NA,NA,NA,NA,"Temperature",10.51
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","98",2022-07-22 09:13:13,NA,NA,NA,NA,"Lux",8122.88
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","99",2022-07-22 10:13:13,NA,NA,NA,NA,"Temperature",12.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","99",2022-07-22 10:13:13,NA,NA,NA,NA,"Lux",11765.76
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","100",2022-07-22 11:13:13,NA,NA,NA,NA,"Temperature",13.21
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","100",2022-07-22 11:13:13,NA,NA,NA,NA,"Lux",12968.96
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","101",2022-07-22 12:13:13,NA,NA,NA,NA,"Temperature",14.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","101",2022-07-22 12:13:13,NA,NA,NA,NA,"Lux",17418.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","102",2022-07-22 13:13:13,NA,NA,NA,NA,"Temperature",17.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","102",2022-07-22 13:13:13,NA,NA,NA,NA,"Lux",18621.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","103",2022-07-22 14:13:13,NA,NA,NA,NA,"Temperature",19.39
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","103",2022-07-22 14:13:13,NA,NA,NA,NA,"Lux",21872.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","104",2022-07-22 15:13:13,NA,NA,NA,NA,"Temperature",20.55
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","104",2022-07-22 15:13:13,NA,NA,NA,NA,"Lux",19215.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","105",2022-07-22 16:13:13,NA,NA,NA,NA,"Temperature",20.46
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","105",2022-07-22 16:13:13,NA,NA,NA,NA,"Lux",22763.52
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","106",2022-07-22 17:13:13,NA,NA,NA,NA,"Temperature",22.01
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","106",2022-07-22 17:13:13,NA,NA,NA,NA,"Lux",24903.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","107",2022-07-22 18:13:13,NA,NA,NA,NA,"Temperature",22.18
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","107",2022-07-22 18:13:13,NA,NA,NA,NA,"Lux",23449.6
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","108",2022-07-22 19:13:13,NA,NA,NA,NA,"Temperature",22.52
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","108",2022-07-22 19:13:13,NA,NA,NA,NA,"Lux",22568.96
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","109",2022-07-22 20:13:13,NA,NA,NA,NA,"Temperature",20.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","109",2022-07-22 20:13:13,NA,NA,NA,NA,"Lux",21104.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","110",2022-07-22 21:13:13,NA,NA,NA,NA,"Temperature",13.77
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","110",2022-07-22 21:13:13,NA,NA,NA,NA,"Lux",10193.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","111",2022-07-22 22:13:13,NA,NA,NA,NA,"Temperature",10.59
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","111",2022-07-22 22:13:13,NA,NA,NA,NA,"Lux",6663.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","112",2022-07-22 23:13:13,NA,NA,NA,NA,"Temperature",8.49
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","112",2022-07-22 23:13:13,NA,NA,NA,NA,"Lux",2627.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","113",2022-07-23 00:13:13,NA,NA,NA,NA,"Temperature",6.65
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","113",2022-07-23 00:13:13,NA,NA,NA,NA,"Lux",1175.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","114",2022-07-23 01:13:13,NA,NA,NA,NA,"Temperature",6.3
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","114",2022-07-23 01:13:13,NA,NA,NA,NA,"Lux",563.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","115",2022-07-23 02:13:13,NA,NA,NA,NA,"Temperature",5.66
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","115",2022-07-23 02:13:13,NA,NA,NA,NA,"Lux",314.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","116",2022-07-23 03:13:13,NA,NA,NA,NA,"Temperature",6.05
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","116",2022-07-23 03:13:13,NA,NA,NA,NA,"Lux",169.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","117",2022-07-23 04:13:13,NA,NA,NA,NA,"Temperature",5.83
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","117",2022-07-23 04:13:13,NA,NA,NA,NA,"Lux",276
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","118",2022-07-23 05:13:13,NA,NA,NA,NA,"Temperature",5.45
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","118",2022-07-23 05:13:13,NA,NA,NA,NA,"Lux",495.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","119",2022-07-23 06:13:13,NA,NA,NA,NA,"Temperature",5.7
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","119",2022-07-23 06:13:13,NA,NA,NA,NA,"Lux",1472.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","120",2022-07-23 07:13:13,NA,NA,NA,NA,"Temperature",5.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","120",2022-07-23 07:13:13,NA,NA,NA,NA,"Lux",2179.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","121",2022-07-23 08:13:13,NA,NA,NA,NA,"Temperature",6.13
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","121",2022-07-23 08:13:13,NA,NA,NA,NA,"Lux",2406.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","122",2022-07-23 09:13:13,NA,NA,NA,NA,"Temperature",6.73
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","122",2022-07-23 09:13:13,NA,NA,NA,NA,"Lux",3979.52
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","123",2022-07-23 10:13:13,NA,NA,NA,NA,"Temperature",6.82
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","123",2022-07-23 10:13:13,NA,NA,NA,NA,"Lux",4051.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","124",2022-07-23 11:13:13,NA,NA,NA,NA,"Temperature",7.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","124",2022-07-23 11:13:13,NA,NA,NA,NA,"Lux",4976.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","125",2022-07-23 12:13:13,NA,NA,NA,NA,"Temperature",6.82
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","125",2022-07-23 12:13:13,NA,NA,NA,NA,"Lux",4596.48
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","126",2022-07-23 13:13:13,NA,NA,NA,NA,"Temperature",7.38
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","126",2022-07-23 13:13:13,NA,NA,NA,NA,"Lux",6525.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","127",2022-07-23 14:13:13,NA,NA,NA,NA,"Temperature",7.33
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","127",2022-07-23 14:13:13,NA,NA,NA,NA,"Lux",6656
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","128",2022-07-23 15:13:13,NA,NA,NA,NA,"Temperature",6.69
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","128",2022-07-23 15:13:13,NA,NA,NA,NA,"Lux",4794.88
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","129",2022-07-23 16:13:13,NA,NA,NA,NA,"Temperature",8.66
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","129",2022-07-23 16:13:13,NA,NA,NA,NA,"Lux",11207.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","130",2022-07-23 17:13:13,NA,NA,NA,NA,"Temperature",8.32
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","130",2022-07-23 17:13:13,NA,NA,NA,NA,"Lux",8094.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","131",2022-07-23 18:13:13,NA,NA,NA,NA,"Temperature",7.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","131",2022-07-23 18:13:13,NA,NA,NA,NA,"Lux",5025.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","132",2022-07-23 19:13:13,NA,NA,NA,NA,"Temperature",6.3
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","132",2022-07-23 19:13:13,NA,NA,NA,NA,"Lux",3919.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","133",2022-07-23 20:13:13,NA,NA,NA,NA,"Temperature",6.13
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","133",2022-07-23 20:13:13,NA,NA,NA,NA,"Lux",3877.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","134",2022-07-23 21:13:13,NA,NA,NA,NA,"Temperature",6.86
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","134",2022-07-23 21:13:13,NA,NA,NA,NA,"Lux",6323.2
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","135",2022-07-23 22:13:13,NA,NA,NA,NA,"Temperature",7.33
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","135",2022-07-23 22:13:13,NA,NA,NA,NA,"Lux",4884.48
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","136",2022-07-23 23:13:13,NA,NA,NA,NA,"Temperature",5.49
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","136",2022-07-23 23:13:13,NA,NA,NA,NA,"Lux",1669.12
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","137",2022-07-24 00:13:13,NA,NA,NA,NA,"Temperature",5.1
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","137",2022-07-24 00:13:13,NA,NA,NA,NA,"Lux",794.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","138",2022-07-24 01:13:13,NA,NA,NA,NA,"Temperature",4.72
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","138",2022-07-24 01:13:13,NA,NA,NA,NA,"Lux",387.68
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","139",2022-07-24 02:13:13,NA,NA,NA,NA,"Temperature",4.59
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","139",2022-07-24 02:13:13,NA,NA,NA,NA,"Lux",224.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","140",2022-07-24 03:13:13,NA,NA,NA,NA,"Temperature",4.46
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","140",2022-07-24 03:13:13,NA,NA,NA,NA,"Lux",99.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","141",2022-07-24 04:13:13,NA,NA,NA,NA,"Temperature",4.33
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","141",2022-07-24 04:13:13,NA,NA,NA,NA,"Lux",133.8
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","142",2022-07-24 05:13:13,NA,NA,NA,NA,"Temperature",4.33
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","142",2022-07-24 05:13:13,NA,NA,NA,NA,"Lux",369.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","143",2022-07-24 06:13:13,NA,NA,NA,NA,"Temperature",4.93
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","143",2022-07-24 06:13:13,NA,NA,NA,NA,"Lux",1117.44
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","144",2022-07-24 07:13:13,NA,NA,NA,NA,"Temperature",5.19
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","144",2022-07-24 07:13:13,NA,NA,NA,NA,"Lux",1283.84
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","145",2022-07-24 08:13:13,NA,NA,NA,NA,"Temperature",6.22
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","145",2022-07-24 08:13:13,NA,NA,NA,NA,"Lux",3654.4
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","146",2022-07-24 09:13:13,NA,NA,NA,NA,"Temperature",7.85
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","146",2022-07-24 09:13:13,NA,NA,NA,NA,"Lux",5327.36
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","147",2022-07-24 10:13:13,NA,NA,NA,NA,"Temperature",10.55
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","147",2022-07-24 10:13:13,NA,NA,NA,NA,"Lux",11658.24
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","148",2022-07-24 11:13:13,NA,NA,NA,NA,"Temperature",13.04
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","148",2022-07-24 11:13:13,NA,NA,NA,NA,"Lux",13424.64
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","149",2022-07-24 12:13:13,NA,NA,NA,NA,"Temperature",18.14
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","149",2022-07-24 12:13:13,NA,NA,NA,NA,"Lux",20961.28
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","150",2022-07-24 13:13:13,NA,NA,NA,NA,"Temperature",15.27
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","150",2022-07-24 13:13:13,NA,NA,NA,NA,"Lux",18257.92
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","151",2022-07-24 14:13:13,NA,NA,NA,NA,"Temperature",16.3
"users/egallois/groundtruthing/10082022_HOBO_Pendants/21420210 2022-08-10 16_16_50 MDT (Data MDT)(1).csv","151",2022-07-24 14:13:13,NA,NA,NA,NA,"Lux",18401.28
