"","...1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"363",810,810,"CF",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",8.3,NA,NA,NA,20.34,18.64,16.2,6.04,4.38,4.18,"H15SP19",NA,"3",4.86666666666667,18.3933333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",811,811,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",2.6,NA,NA,NA,15.68,9.91,8.08,3.17,2.54,1.75,"H15SP2",NA,"3",2.48666666666667,11.2233333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",812,812,"CF",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",5.7,NA,NA,NA,15.78,13.51,11.27,3.75,2.57,1.4,"H15SP20",NA,"3",2.57333333333333,13.52,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",813,813,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP21",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",814,814,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP22",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",815,815,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",3.7,NA,NA,NA,11.77,11.28,12.64,3.14,1.95,1.43,"H15SP23",NA,"3",2.17333333333333,11.8966666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",816,816,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",11.3,NA,NA,NA,21.14,23.09,20.79,22.79,24.78,15.4,"H15SP24",NA,"3",20.99,21.6733333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",817,817,"AB",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",5.3,NA,NA,NA,20.22,14.64,15.28,3.93,1.93,2.22,"H15SP25",NA,"3",2.69333333333333,16.7133333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",818,818,"AB",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",10.4,NA,NA,NA,24.44,24.24,24.57,4.45,3.24,3.76,"H15SP27",NA,"3",3.81666666666667,24.4166666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",819,819,"AB",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",9.6,NA,NA,NA,20.39,22.97,22.34,3.53,3.17,1.4,"H15SP29",NA,"3",2.7,21.9,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",820,820,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP3",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",821,821,"AB",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP30",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",822,822,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP4",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",823,823,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",7.4,NA,NA,NA,17.14,20.69,16.68,4.83,4.29,2.75,"H15SP5",NA,"3",3.95666666666667,18.17,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",824,824,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",3.5,NA,NA,NA,5.95,2.99,2.75,1,0.97,0.96,"H15SP6",NA,"3",0.976666666666667,3.89666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",825,825,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP7",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",826,826,"IMS",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",7.3,NA,NA,NA,21.63,20.96,22.23,4.79,2.69,2.13,"H15SP8",NA,"3",3.20333333333333,21.6066666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",827,827,"CF",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",15.1,NA,NA,NA,26.48,17.84,23.13,3.57,2.87,2.49,"H15SP9",NA,"3",2.97666666666667,22.4833333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",870,870,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP1",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",871,871,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",11.8,NA,NA,NA,24.57,25.04,21.98,5.56,4.35,2.06,"H17SP10",NA,"1",3.99,23.8633333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",872,872,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP11",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",873,873,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",5.3,NA,NA,NA,21.45,13.96,15.51,6.05,4.47,4.5,"H17SP12",NA,"1",5.00666666666667,16.9733333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",874,874,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",24.6,NA,NA,NA,20.81,17.54,16.59,4.46,3.86,2.88,"H17SP13",NA,"1",3.73333333333333,18.3133333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",875,875,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",23.3,NA,NA,NA,12.6,15.19,11.03,1.91,2,0.86,"H17SP14",NA,"1",1.59,12.94,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",876,876,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",8.3,NA,NA,NA,2.93,1.09,3.48,2.88,1.32,1.3,"H17SP15",NA,"1",1.83333333333333,2.5,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",877,877,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP15",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",878,878,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP17",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",879,879,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",3.1,NA,NA,NA,11.62,13.34,13.23,3.13,2.64,1.58,"H17SP18",NA,"1",2.45,12.73,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",880,880,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP19",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",881,881,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP2",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",882,882,"AB",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",5.5,NA,NA,NA,28.18,21.23,15.28,1.95,7.02,0.39,"H17SP20",NA,"1",3.12,21.5633333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",883,883,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",5.5,NA,NA,NA,29.39,28.09,16.68,3.17,2.32,1.13,"H17SP3",NA,"1",2.20666666666667,24.72,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",884,884,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP4",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",885,885,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP5",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",886,886,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",9.3,NA,NA,NA,33.08,34.26,29.9,2.8,2.61,2.21,"H17SP6",NA,"1",2.54,32.4133333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",887,887,"IMS",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",2.3,NA,NA,NA,20.54,8.66,12.03,2.07,1.38,1.97,"H17SP7",NA,"1",1.80666666666667,13.7433333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",888,888,"SL",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP8",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",889,889,"CF",2017,"Salix pulchra","Common_garden",NA,8,18,"2018",13.6,NA,NA,NA,32.25,33.01,33.18,4.43,4.36,4.33,"H17SP9",NA,"1",4.37333333333333,32.8133333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",931,931,"AB",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",3.8,NA,NA,NA,25.1,11.62,NA,3.34,2,NA,"HE15SP26",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",941,941,"AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP1",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",942,942,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP10",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",943,943,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP11",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",944,944,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP12",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",945,945,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP13",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",946,946,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP14",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",947,947,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",4.5,NA,NA,NA,19.96,18.07,17.74,4.65,3.45,2.08,"HE16SP15",NA,"2",3.39333333333333,18.59,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",948,948,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP16",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",949,949,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",2.9,NA,NA,NA,12.52,11.68,12.48,2.85,2.73,2.11,"HE16SP17",NA,"2",2.56333333333333,12.2266666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",950,950,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP18",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",951,951,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP19",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",952,952,"AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP2",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",953,953,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP20",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",954,954,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP21",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",955,955,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP22",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",956,956,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP23",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",957,957,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",958,958,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP25",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",959,959,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",960,960,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",961,961,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",962,962,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",963,963,"JG",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",964,964,"AB",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",965,965,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",966,966,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",967,967,"SL",2016,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",990,990,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",22.6,NA,NA,NA,27.94,32.27,28.07,6.1,5.83,4.34,"HESP11",NA,"5",5.42333333333333,29.4266666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",991,991,"CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",10.8,NA,NA,NA,13.48,14.7,15.38,3.87,3.6,3.63,"HESP12",NA,"5",3.7,14.52,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",992,992,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",30.5,NA,NA,NA,22.66,20.8,17.14,6.43,3.42,6.48,"HESP12",NA,"5",5.44333333333333,20.2,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",993,993,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",2.7,NA,NA,NA,23.25,18.73,21.75,9.45,11.86,9.45,"HESP14",NA,"5",10.2533333333333,21.2433333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",994,994,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",13.2,NA,NA,NA,14.24,12.55,12.13,3.44,3,2.3,"HESP17",NA,"5",2.91333333333333,12.9733333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",995,995,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",3.1,NA,NA,NA,6.74,2.81,5.81,1.15,0.44,0.99,"HESP18",NA,"5",0.86,5.12,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",996,996,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.2,NA,NA,NA,21.18,19.29,26.71,2.69,1.93,1.77,"HESP2",NA,"5",2.13,22.3933333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",997,997,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.3,NA,NA,NA,27.21,23.33,20.7,3.62,2.61,3.55,"HESP20",NA,"5",3.26,23.7466666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",998,998,"AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP23",NA,"5",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",999,999,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",25.4,NA,NA,NA,24.37,23.15,22.59,4.94,3.66,3.29,"HESP24",NA,"5",3.96333333333333,23.37,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",1000,1000,"AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP26",NA,"5",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",1001,1001,"AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",9.2,NA,NA,NA,25.05,32.14,31.26,7,6.27,5.76,"HESP29",NA,"5",6.34333333333333,29.4833333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",1002,1002,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",32.8,NA,NA,NA,40.06,34.5,33.3,5.54,3.66,3.71,"HESP3",NA,"5",4.30333333333333,35.9533333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",1003,1003,"AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",NA,"5",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",1004,1004,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",7.8,NA,NA,NA,14.1,14.48,13.96,5,3.1,2.99,"HESP4",NA,"5",3.69666666666667,14.18,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",1005,1005,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",13.9,NA,NA,NA,14.92,20.15,18.64,4.08,4.05,5.53,"HESP4",NA,"5",4.55333333333333,17.9033333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",1006,1006,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP5",NA,"5",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",1007,1007,"CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",14.9,NA,NA,NA,18.74,21.83,23.04,5.79,5.19,3.06,"HESP6",NA,"5",4.68,21.2033333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",1024,1024,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",1025,1025,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",1026,1026,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",1027,1027,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",1038,1038,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",1039,1039,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",1040,1040,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",1041,1041,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",1042,1042,"MG",2015,"Salix pulchra","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9",NA,"3",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",1068,1068,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",36.5,NA,NA,NA,32.05,31.99,33.66,6.25,7.28,7.17,"KLSPC1",NA,"5",6.9,32.5666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",1069,1069,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",26.6,NA,NA,NA,25.9,21.03,26.68,11.77,9.05,13.61,"KLSPC10",NA,"5",11.4766666666667,24.5366666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",1070,1070,"AB",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",49.1,NA,NA,NA,47.67,46.6,41.15,6.69,4.84,3.71,"KLSPC13",NA,"5",5.08,45.14,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",1071,1071,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",17.2,NA,NA,NA,49.55,60.98,53.09,150,55,NA,"KLSPC2",NA,"5",NA,54.54,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",1072,1072,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",25.6,NA,NA,NA,47.46,48.82,53.83,5.4,7.83,4.28,"KLSPC3",NA,"5",5.83666666666667,50.0366666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",1073,1073,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",11.2,NA,NA,NA,25.15,23.62,21.31,11.09,4.8,3.85,"KLSPC8",NA,"5",6.58,23.36,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",1074,1074,"MG",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",44.1,NA,NA,NA,18.19,21.84,24.22,53.66,83.52,54.71,"KLSPC9",NA,"5",63.9633333333333,21.4166666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",1075,1075,"IMS",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",74.9,NA,NA,NA,31.63,37.79,40.93,6.26,7.49,6.6,"KLSPE1",NA,"5",6.78333333333333,36.7833333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",1076,1076,"CF",2013,"Salix pulchra","Common_garden",NA,8,18,"2018",35.4,NA,NA,NA,40.17,47.6,36.51,185,5.69,4.79,"KLSPE10",NA,"5",65.16,41.4266666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
