"","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm"
"7361","IMS","KLSpE2",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"28",109,48,55,"62","30","20","29","34","37"
"7362","IMS","KLSpE2",2013,"Salix pulchra","Kluane","09/08/2021","8","9",2021,"30.2",109,62,49,"28","28","58","20","32","29"
"7363","IMS","KLSpE3",2013,"Salix pulchra","Kluane","19/06/2021","6","19",2021,"11",8.6,6.1,6,"4","3","7","25","25","22"
"7364","IMS","KLSpE3",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"10.2",9,6.9,7,"10","8","10","28","26","29"
"7365","IMS","KLSpE3",2013,"Salix pulchra","Kluane","09/08/2021","8","9",2021,"10.6",9,6.8,5,"11","12","7","21","24","26"
"7366","IMS","KLSpE4",2013,"Salix pulchra","Kluane","19/06/2021","6","19",2021,"47.9",91,73,63,"33","12","10","35","32","34"
"7367","IMS","KLSpE4",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"46",89,72,23,"31","12","10","25","31","29"
"7368","IMS","KLSpE4",2013,"Salix pulchra","Kluane","09/08/2021","8","9",2021,"46",85.5,74,44,"10","9","33","22","24","26"
"7369","IMS","KLSpE5",2013,"Salix pulchra","Kluane","19/06/2021","6","19",2021,"26",45,26,12,"23","28","15","35","34","31"
"7370","IMS","KLSpE5",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"23.6",45,28.5,18,"38","13","39","35","30","33"
"7371","IMS","KLSpE5",2013,"Salix pulchra","Kluane","09/08/2021","8","9",2021,"24",44.5,26,20,"44","10","30","24","28","31"
"7372","CF","KLSpE6",2013,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"79.4",189.3,192.5,41,"88","102","46","59","50","42"
"7373","CF","KLSpE6",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"68",208,172,44,"132","65","36","46","50","62"
"7374","CF","KLSpE6",2013,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"79",213,206,57,"47","196","92","54","45","44"
"7375","CF","KLSpE7",2013,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"29.6",19.7,18.2,22,"78","37","35","52","51","52"
"7376","CF","KLSpE7",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"28",30,25.5,30,"37","72","57","36","27","33"
"7377","CF","KLSpE7",2013,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"27",29,27.5,26,"20","49","42","34","35","32"
"7378","CF","KLSpE8",2013,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"66.4",134.1,108.4,56,"15","24","38","31","34","32"
"7379","CF","KLSpE8",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"41",102,26,62,"162","75","27","46","30","33"
"7380","CF","KLSpE8",2013,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"44",90,26,39,"162","18","35","40","43","33"
"7381","CF","KLSpE9",2013,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"32.8",109.6,107.5,20,"72","24","44","38","43","44"
"7382","CF","KLSpE9",2013,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"31.5",124,62,32,"64","41","22","46","49","46"
"7383","CF","KLSpE9",2013,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"36",125,72,41,"20","19","16","43","41","40"
"7384","IR","KLSrC10",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"109.1",144.2,103.5,74,"141","155","100.18","53","53","53"
"7385","IR","KLSrC10",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"109",168,112,36,"67","95","101","59","57","52"
"7386","IR","KLSrC10",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"110.6",145.3,124.8,81,"40","61","109","58","48","52"
"7387","AC","KLSrC11",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7388","AC","KLSrC11",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7389","AC","KLSrC13",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,"74.5",120,109,82,"97","72","46","55","62","60"
"7390","AC","KLSrC13",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"84",123,117,91,"122","79","62","55","58","62"
"7391","AC","KLSrC13",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"85",115,114,88,"120","39","112","47","52","48"
"7392","LB","KLSrC2",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"107",111.2,108.2,60,"105.1","115","118","116","52","51"
"7393","LB","KLSrC2",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"113",131,89,85,"58","75","67","53","50","49"
"7394","LB","KLSrC2",2013,"Salix richardsonii","Kluane","09/08/2021","8","9",2021,"117",132,113,72,"45","74","63","50","49","50"
"7395","IR","KLSrC6",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"115",111,98.4,42,"137","122","84","42","41","48"
"7396","IR","KLSrC6",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"103",121,82,37,"44","30","52","47","36","37"
"7397","IR","KLSrC6",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"93.1",116.9,108.1,50,"21","43","26","38","34","39"
"7398","IR","KLSrC7",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7399","IR","KLSrC7",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7400","IR","KLSrC7",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7401","SW","KLSrE10",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,"122",145,105,40,"25","55","20","38","42","47"
"7402","SW","KLSrE10",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"124",151,114,40,"32","25","82","41","45","39"
"7403","SW","KLSrE10",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"122",147,117,39,"53","106","35","34","46","41"
"7404","IR","KLSrE11",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"100.4",129.2,125.6,66,"79","96","98","52","57","59"
"7405","IR","KLSrE11",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"102",153,113,66,"35","29","75","44","51","66"
"7406","IR","KLSrE11",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"98.9",213,153.5,61,"56","51","25","47","41","43"
"7407","IR","KLSrE13",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"96.5",129.5,108.2,32,"183","114","154","46","43","51"
"7408","IR","KLSrE13",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"76",104,92,32,"98","54","127","44","41","40"
"7409","IR","KLSrE13",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"103.5",118.8,117.6,67,"36","83","137","36","49","44"
"7410","IR","KLSrE14",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"55.2",81.1,88.8,29,"43","45","47","50","49","53"
"7411","IR","KLSrE14",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"46",98,67,32,"30","37","20","35","38","44"
"7412","IR","KLSrE14",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"49.2",90.2,74.5,29,"30","67","17","35","36","46"
"7413","IR","KLSrE15",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"102.3",126.6,102.4,30,"115","98","22","43","43","52"
"7414","IR","KLSrE15",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"105.5",139,107,35,"580","80","50","56","54","53"
"7415","IR","KLSrE15",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"104.7",138.5,131.7,31,"198","122","25","63","54","50"
"7416","LB","KLSrE4",2013,"Salix richardsonii","Kluane","20/06/2021","6","20",2021,"101.9",106.7,215.6,49,"222.1","129","152","148","56","58"
"7417","LB","KLSrE4",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"106",236,243,112,"84","138","55","45","54","50"
"7418","LB","KLSrE4",2013,"Salix richardsonii","Kluane","09/08/2021","8","9",2021,"99",230,231,97,"84","125","50","51","57","48"
"7419","SW","KLSrE6",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,"86",112,84,43,"47","97","64","49","41","50"
"7420","SW","KLSrE6",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"88",109,86,41,"79","38","61","50","46","43"
"7421","SW","KLSrE6",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"85",98,87,35,"54","33","69","43","49","53"
"7422","SW","KLSrE7",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,"70",77,78,58,"50","109","72","46","42","43"
"7423","SW","KLSrE7",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"71",79,72,40,"74","141","54","40","39","44"
"7424","SW","KLSrE7",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"68",87,68,58,"136","73","68","52","42","43"
"7425","SW","KLSrE9",2013,"Salix richardsonii","Kluane","19/06/2021","6","19",2021,"82",98,108,54,"67","26","90","61","52","59"
"7426","SW","KLSrE9",2013,"Salix richardsonii","Kluane","14/07/2021","7","14",2021,"82",102,111,55,"40","61","29","51","48","53"
"7427","SW","KLSrE9",2013,"Salix richardsonii","Kluane","11/08/2021","8","11",2021,"83",106,115,60,"80","30","39","47","42","60"
"7428","JA","KP16Sa1",2016,"Salix arctica","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7429","JA","KP16Sa1",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7430","SAB","KP16Sa10",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7431","SAB","KP16Sa10",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7432","SAB","KP16Sa11",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7433","SAB","KP16Sa11",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7434","SAB","KP16Sa12",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7435","SAB","KP16Sa12",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7436","SAB","KP16Sa13",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7437","SAB","KP16Sa13",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7438","SAB","KP16Sa13",2016,"Salix arctica","Kluane","11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7439","SAB","KP16Sa14",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7440","SAB","KP16Sa14",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7441","SAB","KP16Sa15",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7442","SAB","KP16Sa15",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7443","SAB","KP16Sa15",2016,"Salix arctica","Kluane","11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7444","SAB","KP16Sa16",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7445","SAB","KP16Sa16",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7446","SAB","KP16Sa17",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7447","SAB","KP16Sa17",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7448","SAB","KP16Sa18",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7449","SAB","KP16Sa18",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7450","SAB","KP16Sa19",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7451","SAB","KP16Sa19",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7452","SAB","KP16Sa20",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7453","SAB","KP16Sa20",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7454","JA","KP16Sa5",2016,"Salix arctica","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7455","JA","KP16Sa5",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7456","SAB","KP16Sa6",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,"5.4",7.2,5.8,7,"7","8","9","20","23","24"
"7457","SAB","KP16Sa6",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,"5.2",7,6.5,6,"5","7","4","22","25","24"
"7458","SAB","KP16Sa6",2016,"Salix arctica","Kluane","11/08/2021","8","11",2021,"5.1",7,6.8,5,"6","4","6","24","26","20"
"7459","SAB","KP16Sa8",2016,"Salix arctica","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7460","SAB","KP16Sa8",2016,"Salix arctica","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7461","CF","KP16Sp1",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7462","CF","KP16Sp1",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7463","SL","KP16Sp11",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7464","SL","KP16Sp11",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7465","SL","KP16Sp13",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7466","SL","KP16Sp13",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7467","SL","KP16Sp14",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7468","SL","KP16Sp14",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7469","JG","KP16Sp16",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7470","JG","KP16Sp16",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7471","JG","KP16Sp17",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7472","JG","KP16Sp17",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7473","JG","KP16Sp18",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7474","JG","KP16Sp18",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7475","JG","KP16Sp19",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7476","JG","KP16Sp19",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7477","CF","KP16Sp2",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7478","CF","KP16Sp2",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7479","SL","KP16Sp21",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7480","SL","KP16Sp21",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7481","SL","KP16Sp22",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7482","SL","KP16Sp22",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7483","SL","KP16Sp23",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7484","SL","KP16Sp23",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7485","SL","KP16Sp24",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"25.8",33,17.5,12,"13","11","12","25","24","31"
"7486","SL","KP16Sp24",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"24",35,20,12,"11","6","19","26","29","30"
"7487","SL","KP16Sp24",2016,"Salix pulchra","Kluane","09/08/2021","8","9",2021,"24.5",36,21,12,"7","21","11","29","28","32"
"7488","SL","KP16Sp25",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7489","SL","KP16Sp25",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7490","IMS","KP16Sp26",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7491","IMS","KP16Sp26",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7492","IMS","KP16Sp27",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7493","IMS","KP16Sp27",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7494","IMS","KP16Sp28",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7495","IMS","KP16Sp28",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7496","IMS","KP16Sp29",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7497","IMS","KP16Sp29",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7498","CF","KP16Sp3",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7499","CF","KP16Sp3",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7500","IMS","KP16Sp30",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7501","IMS","KP16Sp30",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7502","AB","KP16Sp32",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7503","AB","KP16Sp32",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7504","AB","KP16Sp33",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"38.5",57,61,41,"11","16","7","35","32","40"
"7505","AB","KP16Sp33",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"36",64,49,37,"23","31","13","37","32","36"
"7506","AB","KP16Sp33",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"42.2",58.4,38,34,"22","9","5","36","37","28"
"7507","AB","KP16Sp34",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7508","AB","KP16Sp34",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7509","AB","KP16Sp35",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7510","AB","KP16Sp35",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7511","JG","KP16Sp36",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7512","JG","KP16Sp36",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7513","JG","KP16Sp37",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7514","JG","KP16Sp37",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7515","JG","KP16Sp38",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7516","JG","KP16Sp38",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7517","JG","KP16Sp39",2016,"Salix pulchra","Kluane","21/06/2021","6","21",2021,"3.2",4.1,3.1,3,"5","7","3","13","19","17"
"7518","JG","KP16Sp39",2016,"Salix pulchra","Kluane","15/07/2021","7","15",2021,"2",4.5,4,3,"4","7","2","14","16","12"
"7519","JG","KP16Sp39",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"2",3.3,3.1,3,"4","8",NA,"16","13","15"
"7520","IMS","KP16Sp41",2016,"Salix pulchra","Kluane","19/06/2021","6","19",2021,"12.8",7.1,5.8,10,"2",NA,NA,"23","21","20"
"7521","IMS","KP16Sp41",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7522","IMS","KP16Sp41",2016,"Salix pulchra","Kluane","09/08/2021","8","9",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7523","CF","KP16Sp42",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7524","CF","KP16Sp42",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7525","CF","KP16Sp43",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"19.2",24.2,10.9,28,"24","31","32","31","31","30"
"7526","CF","KP16Sp43",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"18.5",28,17.4,14,"14","24","11","46","30","31"
"7527","CF","KP16Sp43",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"18.5",27,18,14,"27","24","6","29","30","42"
"7528","CF","KP16Sp44",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7529","CF","KP16Sp44",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7530","CF","KP16Sp45",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7531","CF","KP16Sp45",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7532","CF","KP16Sp46",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"27.2",22.4,13.1,12,"52","55","52","38","38","41"
"7533","CF","KP16Sp46",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"23",27,23.5,13,"25","27","42","33","38","28"
"7534","CF","KP16Sp46",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"22.2",18.5,22,12,"48","12","29","42","35","32"
"7535","MG","KP16Sp47",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7536","MG","KP16Sp47",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7537","MG","KP16Sp47",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7538","MG","KP16Sp48",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7539","MG","KP16Sp48",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7540","CF","KP16Sp5",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7541","CF","KP16Sp5",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7542","CF","KP16Sp51",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"24.9",15.8,12,9,"52","21","40","28","32","27"
"7543","CF","KP16Sp51",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"13",7.4,5.5,5,"21","9","6","25","22","26"
"7544","CF","KP16Sp51",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"13.6",8.3,6.5,9,"20","18","4","23","20","26"
"7545","CF","KP16Sp52",2016,"Salix pulchra","Kluane","20/06/2021","6","20",2021,"11.2",30.5,18.1,11,"25","17","24","36","43","36"
"7546","CF","KP16Sp52",2016,"Salix pulchra","Kluane","14/07/2021","7","14",2021,"14",26.6,21,10,"33","11","17","42","37","35"
"7547","CF","KP16Sp52",2016,"Salix pulchra","Kluane","11/08/2021","8","11",2021,"16.5",25.5,17.3,12,"12","14","17","42","38","33"
