"","Species","plant_tag_id","sample_id","date_sampled","site_id","sample_remarks","total_leaf_dry_mass_g","dried_leaf_sample_remarks","SLA","leaf_mass_per_area_g_m2","LDMC","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","rehydrated_leaf_sample_remarks","LA","leaf_fresh_mass_g","number_leaves","Site","leaf_status"
"156","Betula nana","BETNAN-QHI-2023-6","171950948","2023-08-03","Qikiqtaruk","",0.067,NA,17.6701492537313,56.5926176197314,292.576419213974,39.4117647058824,0.00870005912661542,0.229,NA,11.839,0.17,12,"Qikiqtaruk","green"
"157","Salix reticulata","SALRET-QHI-2023-1","171951054","2023-08-03","Qikiqtaruk","",0.258,NA,10.7449612403101,93.0668782916095,288.590604026846,33.2903225806452,0.0186494480917683,0.894,NA,27.722,0.775,6,"Qikiqtaruk","green"
"158","Salix reticulata","SALRET-QHI-2023-2","171951109","2023-08-03","Qikiqtaruk","",0.277,NA,11.5382671480144,86.6681267795126,290.661070304302,32.5499412455934,0.01795938800413,0.953,NA,31.961,0.851,6,"Qikiqtaruk","green"
"159","Salix reticulata","SALRET-QHI-2023-4","171951314","2023-08-03","Qikiqtaruk","",0.307,NA,11.6397394136808,85.9125762579056,254.139072847682,29.4061302681992,0.0206246152124028,1.208,NA,35.734,1.044,6,"Qikiqtaruk","green"
"160","Salix reticulata","SALRET-QHI-2023-5","171951408","2023-08-03","Qikiqtaruk","",0.222,NA,12.0063063063063,83.2895625422076,236.673773987207,28.4980744544288,0.0208974262774818,0.938,NA,26.654,0.779,6,"Qikiqtaruk","green"
"161","Salix reticulata","SALRET-QHI-2023-6","171951501","2023-08-03","Qikiqtaruk","",0.309,NA,12.42071197411,80.5106826472121,293.168880455408,32.7677624602333,0.0165190203230849,1.054,NA,38.38,0.943,6,"Qikiqtaruk","green"
"162","Salix arctica","SALARC-2023-13","172390011","2023-08-08","Qikiqtaruk","",0.338,NA,12.4576923076923,80.2716887928373,336.318407960199,34.4195519348269,0.0152943691072743,1.005,NA,42.107,0.982,6,"Qikiqtaruk","green"
"163","Salix arctica","SALARC-2023-14","172390077","2023-08-08","Qikiqtaruk","",0.288,NA,12.6732638888889,78.906271404696,297.213622291022,30.3157894736842,0.0181374832187183,0.969,NA,36.499,0.95,6,"Qikiqtaruk","green"
"164","Salix arctica","SALARC-2023-15","172390108","2023-08-08","Qikiqtaruk","",0.357,NA,12.9831932773109,77.0226537216828,293.103448275862,30.1011804384486,0.0178856526429342,1.218,NA,46.35,1.186,6,"Qikiqtaruk","green"
"165","Salix arctica","SALARC-2023-16","172390155","2023-08-08","Qikiqtaruk","",0.742,NA,13.4036388140162,74.6066060027148,245.046235138705,24.824355971897,0.0225931325725202,3.028,NA,99.455,2.989,6,"Qikiqtaruk","green"
"166","Salix arctica","SALARC-2023-17","172390199","2023-08-08","Qikiqtaruk","",0.499,NA,12.2372745490982,81.7175422507533,288.773148148148,29.6494355317885,0.0193894929909603,1.728,NA,61.064,1.683,6,"Qikiqtaruk","green"
"167","Salix arctica","KP-ALP-SAAR1","109583507","2021-08-12","KP_alpine","",0.542,NA,12.7894833948339,78.1892410450237,337.905236907731,33.9811912225705,0.0151906403727694,1.604,NA,69.319,1.595,12,"Kluane Plateau","yellow"
"168","Salix arctica","KP-ALP-SAAR2","109583606","2021-08-12","KP_alpine","",0.635,NA,10.9146456692913,91.6200150054828,318.775100401606,32.6478149100257,0.018901136953887,1.992,NA,69.308,1.945,12,"Kluane Plateau","yellow"
"169","Salix richardsonii","KP-ALP-SARI1","109583578","2021-08-12","KP_alpine","",0.284,NA,13.6545774647887,73.2355140668918,315.906562847608,31.9460067491564,0.0156012274684752,0.899,NA,38.779,0.889,12,"Kluane Plateau","yellow"
"170","Salix richardsonii","KP-ALP-SARI3","109583727","2021-08-12","KP_alpine","",0.437,NA,12.0702517162471,82.8483136481696,311.253561253561,32.3224852071006,0.017346958120841,1.404,NA,52.747,1.352,12,"Kluane Plateau","yellow"
"171","Salix arctica","KP-ALP-SAAR3","109583678","2021-08-12","KP_alpine","",0.688,NA,12.8920058139535,77.5674487299458,345.208228800803,36.1914781693845,0.0136757725740442,1.993,NA,88.697,1.901,12,"Kluane Plateau","yellow"
"172","Salix richardsonii","KP-ALP-SARI2","109583645","2021-08-12","KP_alpine","",0.393,NA,14.5086513994911,68.9243936231782,290.251107828656,29.5045045045045,0.0164681948122556,1.354,NA,57.019,1.332,12,"Kluane Plateau","yellow"
"173","Salix richardsonii","KP6-2021-SARI-1","109584001","2021-08-12","KP_high","",1.082,NA,10.3243992606285,96.8579357264345,331.901840490798,33.6338203294995,0.0191119863933399,3.26,NA,111.71,3.217,12,"Kluane Plateau","yellow"
"174","Salix pulchra","KP6-2021-SAPU","109584048","2021-08-12","KP_high","",0.515,NA,11.9085436893204,83.9733242022534,369.175627240143,37.3188405797102,0.0141042573660096,1.395,NA,61.329,1.38,12,"Kluane Plateau","yellow"
"175","Salix richardsonii","KP6-2021-SARI-2","109583959","2021-08-12","KP_high","",0.448,NA,14.9801339285714,66.7550774090686,315.049226441632,32.8928046989721,0.0136192278464037,1.422,NA,67.111,1.362,12,"Kluane Plateau","yellow"
"176","Salix pulchra","KP4-2021-SAPU","109583780","2021-08-12","KP_high","",0.807,NA,11.0790582403965,90.2603793843951,399.109792284866,40.0496277915633,0.0135110952040086,2.022,NA,89.408,2.015,12,"Kluane Plateau","yellow"
"177","Salix richardsonii","KP4-2021-SARI","109583816","2021-08-12","KP_high","",0.905,NA,9.85314917127072,101.490394859315,335.807050092764,36.3016446048937,0.0178084803355351,2.695,NA,89.171,2.493,12,"Kluane Plateau","yellow"
"178","Salix richardsonii","KP8-2021-SARI-1","109583918","2021-08-12","KP_high","",1.226,NA,9.76598694942904,102.396204825818,335.52271483306,35.0686498855835,0.0189591667989076,3.654,NA,119.731,3.496,13,"Kluane Plateau","yellow"
"179","Salix richardsonii","KP8-2021-SARI-2","109583866","2021-08-12","KP_high","",1.009,NA,9.82398414271556,101.791695250393,367.443554260743,37.2324723247232,0.0171603244421129,2.746,NA,99.124,2.71,12,"Kluane Plateau","yellow"
"180","Salix pulchra","KP1-2021-SAPU-2","109584735","2021-08-12","KP_low","",0.698,NA,12.0216332378224,83.1833728593391,390.598768886402,39.954207212364,0.0125013407062245,1.787,NA,83.911,1.747,12,"Kluane Plateau","yellow"
"181","Salix pulchra","KP1-2021-SAPU-1","109584677","2021-08-12","KP_low","",0.586,NA,9.57918088737202,104.393059464852,413.841807909605,43.4074074074074,0.0136102896640182,1.416,NA,56.134,1.35,12,"Kluane Plateau","yellow"
"182","Salix richardsonii","KP2-2021-SARI","109584539","2021-08-12","KP_low","",0.674,NA,11.7621661721068,85.0183533685685,337.675350701403,33.9034205231388,0.016574794707166,1.996,NA,79.277,1.988,12,"Kluane Plateau","yellow"
"183","Salix pulchra","KP2-2021-SAPU","109584503","2021-08-12","KP_low","",0.41,NA,10.539512195122,94.8810515597519,367.054610564011,37.2050816696915,0.0160140701656947,1.117,NA,43.212,1.102,12,"Kluane Plateau","yellow"
"184","Salix richardsonii","KP7-2021-SARI-1","109584464","2021-08-12","KP_low","",0.7,NA,10.4344285714286,95.8365849317506,334.128878281623,33.8655055636188,0.0187155159431005,2.095,NA,73.041,2.067,12,"Kluane Plateau","yellow"
"185","Salix richardsonii","KP9-2021-SARI","109584349","2021-08-12","KP_mid","",0.613,NA,11.2146818923328,89.1688243679632,340.177580466149,34.6915676287493,0.0167864312105432,1.802,NA,68.746,1.767,12,"Kluane Plateau","yellow"
"186","Salix richardsonii","KP7-2021-SARI-2","109584398","2021-08-12","KP_low","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.962,12,"Kluane Plateau","yellow"
"187","Salix pulchra","KP9-2021-SAPU","109584311","2021-08-12","KP_mid","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882,12,"Kluane Plateau","yellow"
"188","Salix pulchra","KP3-2021-SAPU","109584270","2021-08-12","KP_mid","",0.534,NA,11.0417602996255,90.5652697454336,394.678492239468,40.4239212717638,0.0133473534250293,1.353,NA,58.963,1.321,12,"Kluane Plateau","yellow"
"189","Salix richardsonii","KP3-2021-SARI","109584238","2021-08-12","KP_mid","",1.263,NA,10.9552652414885,91.2803093267806,360.445205479452,43.0910951893552,0.0120550717305677,3.504,NA,138.365,2.931,12,"Kluane Plateau","yellow"
"190","Salix richardsonii","KP5-2021-SARI","109584194","2021-08-12","KP_mid","",1.037,NA,10.2801350048216,97.2749871019183,351.644625296711,35.5990387916238,0.0175976736550818,2.949,NA,106.605,2.913,12,"Kluane Plateau","yellow"
"191","Salix pulchra","KP5-2021-SAPU","109584114","2021-08-12","KP_mid","",0.715,NA,10.8588811188811,92.0905191844515,358.755644756648,35.9838953195772,0.0163830965598073,1.993,NA,77.641,1.987,12,"Kluane Plateau","yellow"
"192","Salix arctica","SARC5","140771564","2022-08-07","Qikiqtaruk","",0.2754,NA,13.6205519244735,73.4184639172509,269.471624266145,29.5810955961332,0.017477539921623,1.022,NA,37.511,0.931,6,"Qikiqtaruk","yellow"
"193","Salix reticulata","SRET4","140773130","2022-08-07","Qikiqtaruk","",0.1577,NA,15.431198478123,64.8037805629752,238.21752265861,25.3945249597424,0.0190384220258886,0.662,NA,24.335,0.621,6,"Qikiqtaruk","yellow"
"194","Salix reticulata","SRET5","140771664","2022-08-07","Qikiqtaruk","",0.1494,NA,15.4243641231593,64.8324943586183,234.536891679749,25.0251256281407,0.0194237111612567,0.637,NA,23.044,0.597,6,"Qikiqtaruk","yellow"
"195","Salix richardsonii","SRIC6","140927589","2022-08-09","Qikiqtaruk","",0.1681,NA,14.0333135038667,71.2590080542603,239.458689458689,24.3976777939042,0.0220813904196693,0.702,NA,23.59,0.689,6,"Qikiqtaruk","yellow"
"196","Salix richardsonii","SRIC5","140927538","2022-08-09","Qikiqtaruk","",0.1213,NA,17.59604286892,56.8309595202399,229.734848484848,23.64522417154,0.0183517616191904,0.528,NA,21.344,0.513,6,"Qikiqtaruk","yellow"
"197","Salix richardsonii","SRIC4","140927512","2022-08-09","Qikiqtaruk","",0.1903,NA,13.7955859169732,72.4869538719384,242.729591836735,25.4072096128171,0.0212813773663962,0.784,NA,26.253,0.749,6,"Qikiqtaruk","yellow"
"198","Salix arctica","SARC4","140776428","2022-08-07","Qikiqtaruk","",0.2141,NA,14.5030359645026,68.9510804804998,311.644832605531,33.7697160883281,0.0135229139158159,0.687,NA,31.051,0.634,6,"Qikiqtaruk","yellow"
"199","Salix arctica","SARC6","140928190","2022-08-09","Qikiqtaruk","",0.3335,NA,17.2224887556222,58.0636175287707,257.131842713955,28.7005163511188,0.0144244998868325,1.297,NA,57.437,1.162,6,"Qikiqtaruk","yellow"
"200","Salix reticulata","SRET6","140939458","2022-08-09","Qikiqtaruk","",0.3075,NA,12.6211382113821,79.2321566606545,301.175318315377,31.9979188345473,0.0168384437000773,1.021,NA,38.81,0.961,6,"Qikiqtaruk","yellow"
"201","Salix pulchra","SPUL4","140950010","2022-08-09","Qikiqtaruk","",NA,NA,NA,NA,NA,NA,NA,0.999,NA,NA,0.225,6,"Qikiqtaruk","yellow"
"202","Salix pulchra","SPUL4","140950010","2022-08-09","Qikiqtaruk","",0.1242,NA,9.56843800322061,104.510265903736,526.271186440678,55.2,0.00848199259508583,0.236,NA,11.884,0.225,6,"Qikiqtaruk","yellow"
"203","Salix pulchra","SPUL5","141036992","2022-08-10","Qikiqtaruk","",0.1004,NA,15.4541832669323,64.7073988141274,309.876543209877,32.1794871794872,0.0136375354472802,0.324,NA,15.516,0.312,5,"Qikiqtaruk","yellow"
"204","Salix richardsonii","SALRIC-SEN-QHI-2023-9","172389348","2023-08-08","Qikiqtaruk","",0.139,NA,18.1856115107914,54.988527573384,218.897637795276,28.8981288981289,0.0135295513885592,0.635,NA,25.278,0.481,6,"Qikiqtaruk","yellow"
"205","Salix reticulata","SALRET-SEN-QHI-2023-1","172376976","2023-08-09","Qikiqtaruk","",0.34,NA,12.2176470588235,81.8488204140588,297.462817147856,36.2473347547974,0.0143957631198844,1.143,NA,41.54,0.938,6,"Qikiqtaruk","yellow"
"206","Salix reticulata","SALRET-SEN-QHI-2023-2","172377097","2023-08-09","Qikiqtaruk","",0.258,NA,13.7077519379845,72.9514222699768,271.008403361345,34.5844504021448,0.0137985635921507,0.952,NA,35.366,0.746,6,"Qikiqtaruk","yellow"
"207","Salix reticulata","SALRET-SEN-QHI-2023-3","172377185","2023-08-09","Qikiqtaruk","",0.695,NA,10.4486330935252,95.7062987138175,290.794979079498,37.7922784121805,0.0157536698890082,2.39,NA,72.618,1.839,6,"Qikiqtaruk","yellow"
"208","Salix reticulata","SALRET-SEN-QHI-2023-4","172377288","2023-08-09","Qikiqtaruk","",0.241,NA,13.9315352697095,71.7795979151154,257.754010695187,32.3924731182796,0.0149813849590469,0.935,NA,33.575,0.744,6,"Qikiqtaruk","yellow"
"209","Salix reticulata","SALRET-SEN-QHI-2023-5","172377362","2023-08-09","Qikiqtaruk","",0.262,NA,14.2389312977099,70.229989813971,295.045045045045,34.3832020997375,0.0134026698118265,0.888,NA,37.306,0.762,6,"Qikiqtaruk","yellow"
"210","Salix reticulata","SALRET-SEN-QHI-2023-6","172377434","2023-08-09","Qikiqtaruk","",0.234,NA,13.1576923076923,76.0011692487577,287.116564417178,33.3808844507846,0.0151677547175939,0.815,NA,30.789,0.701,6,"Qikiqtaruk","yellow"
"211","Salix reticulata","SALRET-SEN-QHI-2023-7","172377550","2023-08-09","Qikiqtaruk","CHECK AREA",0.436,NA,229.128440366972,4.36436436436436,311.428571428571,32.4646314221891,0.000907907907907908,1.4,NA,999,1.343,6,"Qikiqtaruk","yellow"
"212","Salix richardsonii","SALRIC-SEN-QHI-2023-1","172384590","2023-08-08","Qikiqtaruk","",0.208,NA,16.2485576923077,61.5439240169246,331.210191082803,49.5238095238095,0.006272746101725,0.628,NA,33.797,0.42,6,"Qikiqtaruk","yellow"
"213","Salix richardsonii","SALRIC-SEN-QHI-2023-2","172384673","2023-08-08","Qikiqtaruk","",0.18,NA,15.9133333333333,62.8403854210306,269.058295964126,32.9067641681901,0.0128124563608435,0.669,NA,28.644,0.547,6,"Qikiqtaruk","yellow"
"214","Salix richardsonii","SALRIC-SEN-QHI-2023-3","172384751","2023-08-08","Qikiqtaruk","",0.15,NA,17.702,56.4907920009038,221.565731166913,24.7116968698517,0.0172108612962754,0.677,NA,26.553,0.607,6,"Qikiqtaruk","yellow"
"215","Salix richardsonii","SALRIC-SEN-QHI-2023-4","172384846","2023-08-08","Qikiqtaruk","",0.188,NA,13.4734042553191,74.2202921437031,286.149162861492,33.2155477031802,0.0149230161863403,0.657,NA,25.33,0.566,6,"Qikiqtaruk","yellow"
"216","Salix richardsonii","SALRIC-SEN-QHI-2023-5","172384938","2023-08-08","Qikiqtaruk","",0.177,NA,14.7327683615819,67.8759059707788,269.406392694064,32.2992700729927,0.014227096675231,0.657,NA,26.077,0.548,6,"Qikiqtaruk","yellow"
"217","Salix richardsonii","SALRIC-SEN-QHI-2023-6","172385056","2023-08-08","Qikiqtaruk","",0.186,NA,14.8236559139785,67.45974176701,234.256926952141,27.4741506646972,0.0178079210793559,0.794,NA,27.572,0.677,6,"Qikiqtaruk","yellow"
"218","Salix pulchra","SALPUL-SEN-QHI-2023-1","172376625","2023-08-09","Qikiqtaruk","",0.288,NA,9.31666666666667,107.334525939177,405.633802816901,42.7299703264095,0.0143858079904592,0.71,NA,26.832,0.674,6,"Qikiqtaruk","yellow"
"219","Salix richardsonii","SALRIC-SEN-QHI-2023-7","172385133","2023-08-08","Qikiqtaruk","",0.156,NA,15.6826923076923,63.7645616186389,272.727272727273,35.9447004608295,0.0113631718781933,0.572,NA,24.465,0.434,6,"Qikiqtaruk","yellow"
"220","Salix richardsonii","SALRIC-SEN-QHI-2023-8","172389244","2023-08-08","Qikiqtaruk","",0.25,NA,15.4996,64.5177940075873,246.305418719212,31.1332503113325,0.0142713360344783,1.015,NA,38.749,0.803,6,"Qikiqtaruk","yellow"
"221","Salix pulchra","SALPUL-SEN-QHI-2023-2","172376774","2023-08-09","Qikiqtaruk","",0.266,NA,10.0052631578947,99.947396107312,409.861325115562,52.465483234714,0.00905538438415871,0.649,NA,26.614,0.507,6,"Qikiqtaruk","yellow"
"222","Salix pulchra","SALPUL-SEN-QHI-2023-3","172376900","2023-08-09","Qikiqtaruk","",0.211,NA,11.1981042654028,89.3008295242932,406.55105973025,53.2828282828283,0.00782969358388353,0.519,NA,23.628,0.396,6,"Qikiqtaruk","yellow"
"223","Salix pulchra","SALPUL-SEN-QHI-2023-4","172376994","2023-08-09","Qikiqtaruk","",0.261,NA,11.7448275862069,85.143863769818,421.647819063005,48.3333333333333,0.0091015854374633,0.619,NA,30.654,0.54,6,"Qikiqtaruk","yellow"
"224","Salix richardsonii","SALRIC-SEN-QHI-2023-10","172389699","2023-08-08","Qikiqtaruk","",0.167,NA,14.8994011976048,67.1167912547223,260.9375,29.4532627865961,0.0160758781448437,0.64,NA,24.882,0.567,6,"Qikiqtaruk","yellow"
"225","Salix pulchra","SALPUL-SEN-QHI-2023-5","172377099","2023-08-09","Qikiqtaruk","",0.214,NA,11.0397196261682,90.5820105820106,373.47294938918,43.2323232323232,0.0118941798941799,0.573,NA,23.625,0.495,6,"Qikiqtaruk","yellow"
"226","Salix pulchra","SALPUL-SEN-QHI-2023-6","172377191","2023-08-09","Qikiqtaruk","",0.261,NA,11.1904214559387,89.3621392132023,363.509749303621,40.9733124018838,0.0128736261855035,0.718,NA,29.207,0.637,10,"Qikiqtaruk","yellow"
"227","Salix pulchra","SALPUL-SEN-QHI-2023-7","172377279","2023-08-09","Qikiqtaruk","",0.238,NA,10.9159663865546,91.6089299461124,404.761904761905,46.1240310077519,0.0107005388760585,0.588,NA,25.98,0.516,6,"Qikiqtaruk","yellow"
"228","Salix arctica","SALARC-SEN-QHI-2023-1","172384127","2023-08-08","Qikiqtaruk","",0.18,NA,14.3227777777778,69.8188588495404,297.520661157025,34.6153846153846,0.0131880066715798,0.605,NA,25.781,0.52,6,"Qikiqtaruk","yellow"
"229","Salix arctica","SALARC-SEN-QHI-2023-3","172384321","2023-08-08","Qikiqtaruk","",0.179,NA,16.7223463687151,59.8002204924331,296.35761589404,36.9072164948454,0.0102228309892092,0.604,NA,29.933,0.485,6,"Qikiqtaruk","yellow"
"230","Salix arctica","SALARC-SEN-QHI-2023-4","172384442","2023-08-08","Qikiqtaruk","",0.335,NA,12.5746268656716,79.5252225519288,269.076305220884,29.8042704626335,0.0187299703264095,1.245,NA,42.125,1.124,6,"Qikiqtaruk","yellow"
"231","Salix arctica","SALARC-SEN-QHI-2023-5","172384586","2023-08-08","Qikiqtaruk","",0.287,NA,15.7456445993031,63.5096260234565,256.938227394808,29.3456032719836,0.015290993582651,1.117,NA,45.19,0.978,6,"Qikiqtaruk","yellow"
"232","Salix arctica","SALARC-SEN-QHI-2023-6","172384687","2023-08-09","Qikiqtaruk","",0.297,NA,12.8821548821549,77.6267642446419,339.428571428571,34.1772151898734,0.0149503397804496,0.875,NA,38.26,0.869,6,"Qikiqtaruk","yellow"
"233","Salix arctica","SALARC-SEN-QHI-2023-7","172384805","2023-08-09","Qikiqtaruk","",0.41,NA,11.4273170731707,87.5096047127124,374.429223744292,42.4870466321244,0.0118458123452574,1.095,NA,46.852,0.965,6,"Qikiqtaruk","yellow"
"234","Salix arctica","SALARC-SEN-QHI-2023-2","172399659","2023-08-08","Qikiqtaruk","",0.202,NA,15.5608910891089,64.2636719371361,256.345177664975,28.0555555555556,0.0164794960710082,0.788,NA,31.433,0.72,6,"Qikiqtaruk","yellow"
"235","Salix arctica","SALARC-SEN-QHI-2023-8","172461606","2023-08-09","Qikiqtaruk","",0.273,NA,14.4630036630037,69.1419309087225,279.141104294478,31.1288483466363,0.0152973356296221,0.978,NA,39.484,0.877,6,"Qikiqtaruk","yellow"
"236","Salix pulchra","SALPUL-SEN-QHI-2023-8","172461756","2023-08-09","Qikiqtaruk","",0.213,NA,9.62206572769953,103.927787265187,418.467583497053,49.3055555555556,0.0106855330568431,0.509,NA,20.495,0.432,6,"Qikiqtaruk","yellow"
"237","Salix arctica","SALARC-SEN-QHI-2023-9","172461748","2023-08-09","Qikiqtaruk","",0.382,NA,10.4366492146597,95.8161934383465,351.425942962282,37.67258382643,0.0158523126316846,1.087,NA,39.868,1.014,6,"Qikiqtaruk","yellow"
"238","Salix arctica","SALARC-SEN-QHI-2023-10","172461857","2023-08-09","Qikiqtaruk","",0.555,NA,10.4796396396396,95.4231285031464,356.225930680359,38.7840670859539,0.0150613802826588,1.558,NA,58.162,1.431,6,"Qikiqtaruk","yellow"
"239","Salix pulchra","SALPUL-SEN-QHI-2023-9","172461874","2023-08-09","Qikiqtaruk","",0.233,NA,11.3330472103004,88.2375217753541,429.097605893186,48.643006263048,0.00931606453078846,0.543,NA,26.406,0.479,6,"Qikiqtaruk","yellow"
"240","Salix pulchra","SALPUL-SEN-QHI-2023-10","172461931","2023-08-09","Qikiqtaruk","",0.191,NA,11.5989528795812,86.2146790647287,395.445134575569,47.2772277227723,0.00961451656585718,0.483,NA,22.154,0.404,6,"Qikiqtaruk","yellow"
"241","Salix reticulata","SALRET-SEN-QHI-2023-8","172462137","2023-08-09","Qikiqtaruk","",0.751,NA,12.1652463382157,82.2013769551559,294.625343271871,35.3079454630936,0.0150611311172163,2.549,NA,91.361,2.127,6,"Qikiqtaruk","yellow"
"242","Salix reticulata","SALRET-SEN-QHI-2023-10","172462268","2023-08-09","Qikiqtaruk","",0.407,NA,12.9012285012285,77.5119981717072,269.358041032429,36.145648312611,0.0136931515197684,1.511,NA,52.508,1.126,6,"Qikiqtaruk","yellow"
"243","Salix reticulata","SALRET-SEN-QHI-2023-9","172462203","2023-08-09","Qikiqtaruk","",0.226,NA,14.553982300885,68.7097166484251,291.989664082687,34.6625766871166,0.0129514775629332,0.774,NA,32.892,0.652,6,"Qikiqtaruk","yellow"
