"","Lat","Lon","Elevation_m","Site","date","Canopy_Height_cm","...8","SampleID","Latitude","Longitude","Elevation","SampleDate","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleYear","SampleID_standard","...1","Year_measured","Species"
"222",NA,NA,NA,"Kluane",NA,32,NA,"PC16CESP7",NA,NA,NA,2016-06-30,233,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,"PC16CESp7","Pika Camp",NA,2016-07-02,2016,35,28.8,9.5,2016,"PC16CESP7",232,NA,"Salix pulchra"
"223",NA,NA,NA,"Kluane",NA,40,NA,"PC16CESP8",NA,NA,NA,2016-06-30,306,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.5,"PC16CESp8","Pika Camp",NA,2016-07-02,2016,22,29.9,9.7,2016,"PC16CESP8",233,NA,"Salix pulchra"
"224",NA,NA,NA,"Kluane",NA,38,NA,"PC16CESP9",NA,NA,NA,2016-06-30,105,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"PC16CESp9","Pika Camp",NA,2016-07-02,2016,12,25,9.2,2016,"PC16CESP9",234,NA,"Salix pulchra"
"225",NA,NA,NA,"Kluane",NA,61,NA,"PC16CESP10",NA,NA,NA,2016-06-30,251,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,"PC16CESp10","Pika Camp",NA,2016-07-02,2016,30,24.8,8.8,2016,"PC16CESP10",235,NA,"Salix pulchra"
"226",NA,NA,NA,"Kluane",NA,29,NA,"PP16TSR1",NA,NA,NA,2016-07-01,88,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"PP16TSR1","Printers Pass",2016-07-02,2016-08-08,2016,7,29.7,8.7,2016,"PP16TSR1",241,NA,"Salix richardsonii"
"227",NA,NA,NA,"Kluane",NA,27,NA,"PP16TSR2",NA,NA,NA,2016-07-01,54,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,"PP16TSR2","Printers Pass",2016-07-02,2016-08-08,2016,12,27.5,6.2,2016,"PP16TSR2",242,NA,"Salix richardsonii"
"228",NA,NA,NA,"Kluane",NA,29,NA,"PP16TSR3",NA,NA,NA,2016-07-01,49,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,"PP16TSR3","Printers Pass",2016-07-02,2016-08-08,2016,8,26.4,12.6,2016,"PP16TSR3",243,NA,"Salix richardsonii"
"229",NA,NA,NA,"Kluane",NA,14,NA,"PP16TSR4",NA,NA,NA,2016-07-01,56,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,"PP16TSR4","Printers Pass",2016-07-02,2016-08-08,2016,21,29.5,9.4,2016,"PP16TSR4",244,NA,"Salix richardsonii"
"230",NA,NA,NA,"Kluane",NA,42,NA,"PP16TSR5",NA,NA,NA,2016-07-01,89,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,"PP16TSR5","Printers Pass",2016-07-02,2016-08-08,2016,11,30.9,10,2016,"PP16TSR5",245,NA,"Salix richardsonii"
"231",NA,NA,NA,"Kluane",NA,55,NA,"PP16TSR6",NA,NA,NA,2016-07-01,86,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"PP16TSr6","Printers Pass",NA,2016-07-02,2016,24,33.2,17.2,2016,"PP16TSR6",246,NA,"Salix richardsonii"
"232",NA,NA,NA,"Kluane",NA,31,NA,"PP16TSR7",NA,NA,NA,2016-07-01,79,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,"PP16TSr7","Printers Pass",NA,2016-07-02,2016,18,30.5,13.7,2016,"PP16TSR7",247,NA,"Salix richardsonii"
"233",NA,NA,NA,"Kluane",NA,35,NA,"PP16TSR8",NA,NA,NA,2016-07-01,94,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,"PP16TSr8","Printers Pass",NA,2016-07-02,2016,17,32.2,11.6,2016,"PP16TSR8",248,NA,"Salix richardsonii"
"234",NA,NA,NA,"Kluane",NA,41,NA,"PP16TSR9",NA,NA,NA,2016-07-01,80,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"PP16TSr9","Printers Pass",NA,2016-07-02,2016,18,27.9,12.4,2016,"PP16TSR9",249,NA,"Salix richardsonii"
"235",NA,NA,NA,"Kluane",NA,36,NA,"PP16TSR10",NA,NA,NA,2016-07-01,65,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,"PP16TSr10","Printers Pass",NA,2016-07-02,2016,19,33.7,12.4,2016,"PP16TSR10",250,NA,"Salix richardsonii"
"236",NA,NA,NA,"Kluane",NA,48,NA,"PP16TSP1",NA,NA,NA,2016-07-01,162,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.5,"PP16TSP1","Printers Pass",2016-07-02,2016-08-08,2016,17,32.1,9.7,2016,"PP16TSP1",251,NA,"Salix pulchra"
"237",NA,NA,NA,"Kluane",NA,44,NA,"PP16TSP2",NA,NA,NA,2016-07-01,84,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"PP16TSP2","Printers Pass",2016-07-02,2016-08-08,2016,13,30.3,8.9,2016,"PP16TSP2",252,NA,"Salix pulchra"
"238",NA,NA,NA,"Kluane",NA,27,NA,"PP16TSP3",NA,NA,NA,2016-07-01,168,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.5,"PP16TSP3","Printers Pass",2016-07-02,2016-08-08,2016,12,28.1,8.8,2016,"PP16TSP3",253,NA,"Salix pulchra"
"239",NA,NA,NA,"Kluane",NA,23,NA,"PP16TSP4",NA,NA,NA,2016-07-01,77,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"PP16TSP4","Printers Pass",2016-07-02,2016-08-08,2016,10,32,10.1,2016,"PP16TSP4",254,NA,"Salix pulchra"
"240",NA,NA,NA,"Kluane",NA,22,NA,"PP16TSP5",NA,NA,NA,2016-07-01,91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,"PP16TSP5","Printers Pass",2016-07-02,2016-08-08,2016,6,22.7,6.7,2016,"PP16TSP5",255,NA,"Salix pulchra"
"241",NA,NA,NA,"Kluane",NA,45,NA,"PP16TSP6",NA,NA,NA,2016-07-01,131,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"PP16TSp6","Printers Pass",NA,2016-07-02,2016,10,NA,NA,2016,"PP16TSP6",256,NA,"Salix pulchra"
"242",NA,NA,NA,"Kluane",NA,39,NA,"PP16TSP7",NA,NA,NA,2016-07-01,152,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,"PP16TSp7","Printers Pass",NA,2016-07-02,2016,25,NA,NA,2016,"PP16TSP7",257,NA,"Salix pulchra"
"243",NA,NA,NA,"Kluane",NA,58,NA,"PP16TSP8",NA,NA,NA,2016-07-01,141,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,"PP16TSp8","Printers Pass",NA,2016-07-02,2016,29,NA,NA,2016,"PP16TSP8",258,NA,"Salix pulchra"
"244",NA,NA,NA,"Kluane",NA,33,NA,"PP16TSP9",NA,NA,NA,2016-07-01,226,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.5,"PP16TSp9","Printers Pass",NA,2016-07-02,2016,22,NA,NA,2016,"PP16TSP9",259,NA,"Salix pulchra"
"245",NA,NA,NA,"Kluane",NA,64,NA,"PP16TSP10",NA,NA,NA,2016-07-01,104,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,"PP16TSp10","Printers Pass",NA,2016-07-02,2016,18,NA,NA,2016,"PP16TSP10",260,NA,"Salix pulchra"
"246",NA,NA,NA,"Kluane",NA,143,NA,"KP16SR1",NA,NA,NA,2016-07-05,151,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,"KP16SR1","Kluane Plateau",2016-07-06,2016-08-08,2016,48.9,33.4,6.7,2016,"KP16SR1",266,NA,"Salix richardsonii"
"247",NA,NA,NA,"Kluane",NA,131,NA,"KP16SR2",NA,NA,NA,2016-07-05,181,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.5,"KP16SR2","Kluane Plateau",2016-07-06,2016-08-08,2016,49.9,34.5,8.4,2016,"KP16SR2",267,NA,"Salix richardsonii"
"248",NA,NA,NA,"Kluane",NA,80,NA,"KP16SR3",NA,NA,NA,2016-07-05,92,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,"KP16SR3","Kluane Plateau",2016-07-06,2016-08-08,2016,27.1,36.7,13.6,2016,"KP16SR3",268,NA,"Salix richardsonii"
"249",NA,NA,NA,"Kluane",NA,81,NA,"KP16SR4",NA,NA,NA,2016-07-05,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,"KP16SR4","Kluane Plateau",2016-07-06,2016-08-09,2016,25.7,40.6,12.1,2016,"KP16SR4",269,NA,"Salix richardsonii"
"250",NA,NA,NA,"Kluane",NA,157,NA,"KP16SR5",NA,NA,NA,2016-07-05,329,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,326,"KP16SR5","Kluane Plateau",2016-07-06,2016-08-08,2016,57.3,36.4,10.2,2016,"KP16SR5",270,NA,"Salix richardsonii"
"251",NA,NA,NA,"Kluane",NA,70,NA,"KP16SR6",NA,NA,NA,2016-07-05,78,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,"KP16SR6","Kluane Plateau",2016-07-06,2016-08-08,2016,14.1,40.1,9.6,2016,"KP16SR6",271,NA,"Salix richardsonii"
"252",NA,NA,NA,"Kluane",NA,54,NA,"KP16SR7",NA,NA,NA,2016-07-05,102,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.5,"KP16SR7","Kluane Plateau",2016-07-06,2016-08-08,2016,18.1,29.9,10.8,2016,"KP16SR7",272,NA,"Salix richardsonii"
"253",NA,NA,NA,"Kluane",NA,58,NA,"KP16SR8",NA,NA,NA,2016-07-05,131,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,"KP16SR8","Kluane Plateau",2016-07-06,2016-08-08,2016,29.4,35.7,12.4,2016,"KP16SR8",273,NA,"Salix richardsonii"
"254",NA,NA,NA,"Kluane",NA,86,NA,"KP16SR9",NA,NA,NA,2016-07-05,104,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,"KP16SR9","Kluane Plateau",2016-07-06,2016-08-08,2016,25.6,33.8,7.5,2016,"KP16SR9",274,NA,"Salix richardsonii"
"255",NA,NA,NA,"Kluane",NA,88,NA,"KP16SR10",NA,NA,NA,2016-07-05,68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"KP16SR10","Kluane Plateau",2016-07-06,2016-08-08,2016,24.6,37.2,10.3,2016,"KP16SR10",275,NA,"Salix richardsonii"
"256",NA,NA,NA,"Kluane",NA,90,NA,"KP16SR11",NA,NA,NA,2016-07-05,173,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,"KP16SR11","Kluane Plateau",2016-07-06,2016-08-08,2016,35.6,26,12,2016,"KP16SR11",276,NA,"Salix richardsonii"
"257",NA,NA,NA,"Kluane",NA,132,NA,"KP16SR12",NA,NA,NA,2016-07-05,173,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,"KP16SR12","Kluane Plateau",2016-07-06,2016-08-08,2016,29.7,35.7,8.1,2016,"KP16SR12",277,NA,"Salix richardsonii"
"258",NA,NA,NA,"Kluane",NA,106,NA,"KP16SR13",NA,NA,NA,2016-07-05,323,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,261,"KP16SR13","Kluane Plateau",2016-07-06,2016-08-08,2016,35.4,30.1,12.9,2016,"KP16SR13",278,NA,"Salix richardsonii"
"259",NA,NA,NA,"Kluane",NA,130,NA,"KP16SR14",NA,NA,NA,2016-07-05,221,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,"KP16SR14","Kluane Plateau",2016-07-06,2016-08-08,2016,41.4,40.3,10.3,2016,"KP16SR14",279,NA,"Salix richardsonii"
"260",NA,NA,NA,"Kluane",NA,64,NA,"KP16SR15",NA,NA,NA,2016-07-05,100,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,"KP16SR15","Kluane Plateau",2016-07-06,2016-08-08,2016,26.2,32.1,10,2016,"KP16SR15",280,NA,"Salix richardsonii"
"261",NA,NA,NA,"Kluane",NA,60,NA,"KP16SR16",NA,NA,NA,2016-07-05,97,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"KP16SR16","Kluane Plateau",2016-07-06,2016-08-08,2016,15.2,31.7,9.2,2016,"KP16SR16",281,NA,"Salix richardsonii"
"262",NA,NA,NA,"Kluane",NA,42,NA,"KP16SR17",NA,NA,NA,2016-07-05,62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,"KP16SR17","Kluane Plateau",2016-07-06,2016-08-08,2016,128,33.7,9.2,2016,"KP16SR17",282,NA,"Salix richardsonii"
"263",NA,NA,NA,"Kluane",NA,16,NA,"KP16SR18",NA,NA,NA,2016-07-05,311,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.5,"KP16SR18","Kluane Plateau",2016-07-06,2016-08-08,2016,43.3,39.2,9.7,2016,"KP16SR18",283,NA,"Salix richardsonii"
"264",NA,NA,NA,"Kluane",NA,81,NA,"KP16SR19",NA,NA,NA,2016-07-05,191,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.5,"KP16SR19","Kluane Plateau",2016-07-06,2016-08-08,2016,31.7,31.7,10.3,2016,"KP16SR19",284,NA,"Salix richardsonii"
"265",NA,NA,NA,"Kluane",NA,112,NA,"KP16SR20",NA,NA,NA,2016-07-05,326,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.5,"KP16SR20","Kluane Plateau",2016-07-06,2016-08-08,2016,50,26.6,9.5,2016,"KP16SR20",285,NA,"Salix richardsonii"
"266",NA,NA,NA,"Kluane",NA,91,NA,"KP16SR21",NA,NA,NA,2016-07-05,321,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,"KP16Sr21","Kluane Plateau",NA,2016-07-06,2016,36.8,36.2,8.5,2016,"KP16SR21",286,NA,"Salix richardsonii"
"267",NA,NA,NA,"Kluane",NA,94,NA,"KP16SR22",NA,NA,NA,2016-07-05,152,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.5,"KP16Sr22","Kluane Plateau",NA,2016-07-06,2016,31.4,38.1,12.4,2016,"KP16SR22",287,NA,"Salix richardsonii"
"268",NA,NA,NA,"Kluane",NA,104,NA,"KP16SR23",NA,NA,NA,2016-07-05,241,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.5,"KP16Sr23","Kluane Plateau",NA,2016-07-06,2016,36.6,37.2,10.2,2016,"KP16SR23",288,NA,"Salix richardsonii"
"269",NA,NA,NA,"Kluane",NA,98,NA,"KP16SR24",NA,NA,NA,2016-07-05,300,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,"KP16Sr24","Kluane Plateau",NA,2016-07-06,2016,48.4,32.4,10.7,2016,"KP16SR24",289,NA,"Salix richardsonii"
"270",NA,NA,NA,"Kluane",NA,43,NA,"KP16SR25",NA,NA,NA,2016-07-05,107,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,"KP16Sr25","Kluane Plateau",NA,2016-07-06,2016,8,26.1,10.5,2016,"KP16SR25",290,NA,"Salix richardsonii"
"271",NA,NA,NA,"Kluane",NA,87,NA,"KP16SR26",NA,NA,NA,2016-07-05,124,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,"KP16Sr26","Kluane Plateau",NA,2016-07-06,2016,40,42.4,16,2016,"KP16SR26",291,NA,"Salix richardsonii"
"272",NA,NA,NA,"Kluane",NA,102,NA,"KP16SR27",NA,NA,NA,2016-07-05,168,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5,"KP16Sr27","Kluane Plateau",NA,2016-07-06,2016,20,41.7,16.6,2016,"KP16SR27",292,NA,"Salix richardsonii"
"273",NA,NA,NA,"Kluane",NA,74,NA,"KP16SR28",NA,NA,NA,2016-07-05,101,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"KP16Sr28","Kluane Plateau",NA,2016-07-06,2016,26,36.9,15.9,2016,"KP16SR28",293,NA,"Salix richardsonii"
"274",NA,NA,NA,"Kluane",NA,86,NA,"KP16SR29",NA,NA,NA,2016-07-05,167,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,"KP16Sr29","Kluane Plateau",NA,2016-07-06,2016,39,32.9,14.1,2016,"KP16SR29",294,NA,"Salix richardsonii"
"275",NA,NA,NA,"Kluane",NA,95,NA,"KP16SR30",NA,NA,NA,2016-07-05,188,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,"KP16Sr30","Kluane Plateau",NA,2016-07-06,2016,39,36.5,15.7,2016,"KP16SR30",295,NA,"Salix richardsonii"
"276",NA,NA,NA,"Kluane",NA,106,NA,"KP16SR31",NA,NA,NA,2016-07-05,208,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.5,"KP16Sr31","Kluane Plateau",NA,2016-07-06,2016,35,37,18.4,2016,"KP16SR31",296,NA,"Salix richardsonii"
"277",NA,NA,NA,"Kluane",NA,97,NA,"KP16SR32",NA,NA,NA,2016-07-05,222,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.5,"KP16Sr32","Kluane Plateau",NA,2016-07-06,2016,27,44.8,21.4,2016,"KP16SR32",297,NA,"Salix richardsonii"
"278",NA,NA,NA,"Kluane",NA,78,NA,"KP16SR33",NA,NA,NA,2016-07-05,179,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.5,"KP16Sr33","Kluane Plateau",NA,2016-07-06,2016,47,43.4,20.7,2016,"KP16SR33",298,NA,"Salix richardsonii"
"279",NA,NA,NA,"Kluane",NA,71,NA,"KP16SR34",NA,NA,NA,2016-07-05,158,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,"KP16Sr34","Kluane Plateau",NA,2016-07-06,2016,21,33.9,15.6,2016,"KP16SR34",299,NA,"Salix richardsonii"
"280",NA,NA,NA,"Kluane",NA,72,NA,"KP16SR35",NA,NA,NA,2016-07-05,170,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,"KP16Sr35","Kluane Plateau",NA,2016-07-06,2016,45,38,19.6,2016,"KP16SR35",300,NA,"Salix richardsonii"
"281",NA,NA,NA,"Kluane",NA,83,NA,"KP16SR36",NA,NA,NA,2016-07-05,130,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.5,"KP16Sr36","Kluane Plateau",NA,2016-07-07,2016,32,37.1,17.4,2016,"KP16SR36",301,NA,"Salix richardsonii"
"282",NA,NA,NA,"Kluane",NA,127,NA,"KP16SR37",NA,NA,NA,2016-07-05,157,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,"KP16Sr37","Kluane Plateau",NA,2016-07-07,2016,33,49.3,15.1,2016,"KP16SR37",302,NA,"Salix richardsonii"
"283",NA,NA,NA,"Kluane",NA,86,NA,"KP16SR38",NA,NA,NA,2016-07-05,191,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"KP16Sr38","Kluane Plateau",NA,2016-07-07,2016,31,29,17.5,2016,"KP16SR38",303,NA,"Salix richardsonii"
"284",NA,NA,NA,"Kluane",NA,86,NA,"KP16SR39",NA,NA,NA,2016-07-05,175,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,"KP16Sr39","Kluane Plateau",NA,2016-07-07,2016,30,34.2,17.6,2016,"KP16SR39",304,NA,"Salix richardsonii"
"285",NA,NA,NA,"Kluane",NA,80,NA,"KP16SR40",NA,NA,NA,2016-07-05,81,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,"KP16Sr40","Kluane Plateau",NA,2016-07-07,2016,23,33.8,9.6,2016,"KP16SR40",305,NA,"Salix richardsonii"
"286",NA,NA,NA,"Kluane",NA,181,NA,"KP16SP1",NA,NA,NA,2016-07-05,366,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.5,"KP16SP1","Kluane Plateau",2016-07-06,2016-08-08,2016,45.5,36.1,11.1,2016,"KP16SP1",306,NA,"Salix pulchra"
"287",NA,NA,NA,"Kluane",NA,83,NA,"KP16SP2",NA,NA,NA,2016-07-05,170,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,"KP16SP2","Kluane Plateau",2016-07-06,2016-08-08,2016,27.6,34.3,11,2016,"KP16SP2",307,NA,"Salix pulchra"
"288",NA,NA,NA,"Kluane",NA,39,NA,"KP16SP3",NA,NA,NA,2016-07-05,99,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,"KP16SP3","Kluane Plateau",2016-07-06,2016-08-08,2016,21.1,31.5,11.9,2016,"KP16SP3",308,NA,"Salix pulchra"
"289",NA,NA,NA,"Kluane",NA,83,NA,"KP16SP4",NA,NA,NA,2016-07-05,97,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.5,"KP16SP4","Kluane Plateau",2016-07-06,2016-08-08,2016,16.6,34.4,9.9,2016,"KP16SP4",309,NA,"Salix pulchra"
"290",NA,NA,NA,"Kluane",NA,133,NA,"KP16SP5",NA,NA,NA,2016-07-05,224,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,"KP16SP5","Kluane Plateau",2016-07-06,2016-08-08,2016,30.4,28,7.6,2016,"KP16SP5",310,NA,"Salix pulchra"
"291",NA,NA,NA,"Kluane",NA,37,NA,"KP16SP6",NA,NA,NA,2016-07-05,99,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,"KP16SP6","Kluane Plateau",2016-07-06,2016-08-08,2016,16.9,28.4,11.2,2016,"KP16SP6",311,NA,"Salix pulchra"
"292",NA,NA,NA,"Kluane",NA,107,NA,"KP16SP7",NA,NA,NA,2016-07-05,266,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,"KP16SP7","Kluane Plateau",2016-07-06,2016-08-08,2016,31.8,33,8.5,2016,"KP16SP7",312,NA,"Salix pulchra"
"293",NA,NA,NA,"Kluane",NA,104,NA,"KP16SP8",NA,NA,NA,2016-07-05,323,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.5,"KP16SP8","Kluane Plateau",2016-07-06,2016-08-08,2016,27,44.3,9.1,2016,"KP16SP8",313,NA,"Salix pulchra"
"294",NA,NA,NA,"Kluane",NA,55,NA,"KP16SP9",NA,NA,NA,2016-07-05,84,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,"KP16SP9","Kluane Plateau",2016-07-06,2016-08-08,2016,10.4,30.9,8.3,2016,"KP16SP9",314,NA,"Salix pulchra"
"295",NA,NA,NA,"Kluane",NA,129,NA,"KP16SP10",NA,NA,NA,2016-07-05,166,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,"KP16SP10","Kluane Plateau",2016-07-06,2016-08-08,2016,46.1,34.2,9.9,2016,"KP16SP10",315,NA,"Salix pulchra"
"296",NA,NA,NA,"Kluane",NA,209,NA,"KP16SP11",NA,NA,NA,2016-07-05,577,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,"KP16SP11","Kluane Plateau",2016-07-06,2016-08-08,2016,92,34.3,9.1,2016,"KP16SP11",316,NA,"Salix pulchra"
"297",NA,NA,NA,"Kluane",NA,147,NA,"KP16SP12",NA,NA,NA,2016-07-05,214,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,"KP16SP12","Kluane Plateau",2016-07-06,2016-08-08,2016,48.8,25.8,7.4,2016,"KP16SP12",317,NA,"Salix pulchra"
"298",NA,NA,NA,"Kluane",NA,131,NA,"KP16SP13",NA,NA,NA,2016-07-05,356,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.5,"KP16SP13","Kluane Plateau",2016-07-06,2016-08-08,2016,36.1,25,9.3,2016,"KP16SP13",318,NA,"Salix pulchra"
"299",NA,NA,NA,"Kluane",NA,73,NA,"KP16SP14",NA,NA,NA,2016-07-05,218,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,"KP16SP14","Kluane Plateau",2016-07-06,2016-08-08,2016,28.1,40.1,9.3,2016,"KP16SP14",319,NA,"Salix pulchra"
"300",NA,NA,NA,"Kluane",NA,152,NA,"KP16SP15",NA,NA,NA,2016-07-05,390,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.5,"KP16SP15","Kluane Plateau",2016-07-06,2016-08-08,2016,41.8,43.3,10.1,2016,"KP16SP15",320,NA,"Salix pulchra"
"301",NA,NA,NA,"Kluane",NA,113,NA,"KP16SP16",NA,NA,NA,2016-07-05,269,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,"KP16SP16","Kluane Plateau",2016-07-06,2016-08-08,2016,25.1,35.9,10.5,2016,"KP16SP16",321,NA,"Salix pulchra"
"302",NA,NA,NA,"Kluane",NA,173,NA,"KP16SP17",NA,NA,NA,2016-07-05,257,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.5,"KP16SP17","Kluane Plateau",2016-07-06,2016-08-08,2016,43.7,36,8.3,2016,"KP16SP17",322,NA,"Salix pulchra"
"303",NA,NA,NA,"Kluane",NA,82,NA,"KP16SP18",NA,NA,NA,2016-07-05,195,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,"KP16SP18","Kluane Plateau",2016-07-06,2016-08-08,2016,18.3,32.5,8.9,2016,"KP16SP18",323,NA,"Salix pulchra"
"304",NA,NA,NA,"Kluane",NA,126,NA,"KP16SP19",NA,NA,NA,2016-07-05,232,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,"KP16SP19","Kluane Plateau",2016-07-06,2016-08-08,2016,33.5,33.2,11.1,2016,"KP16SP19",324,NA,"Salix pulchra"
"305",NA,NA,NA,"Kluane",NA,92,NA,"KP16SP20",NA,NA,NA,2016-07-05,245,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.5,"KP16SP20","Kluane Plateau",2016-07-06,2016-08-08,2016,21.1,35.7,10.7,2016,"KP16SP20",325,NA,"Salix pulchra"
"306",NA,NA,NA,"Kluane",NA,80,NA,"KP16SP21",NA,NA,NA,2016-07-05,172,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"KP16Sp21","Kluane Plateau",NA,2016-07-09,2016,27.6,40.3,7.7,2016,"KP16SP21",326,NA,"Salix pulchra"
"307",NA,NA,NA,"Kluane",NA,85,NA,"KP16SP22",NA,NA,NA,2016-07-05,178,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,"KP16Sp22","Kluane Plateau",NA,2016-07-09,2016,24,35.2,9.2,2016,"KP16SP22",327,NA,"Salix pulchra"
"308",NA,NA,NA,"Kluane",NA,98,NA,"KP16SP23",NA,NA,NA,2016-07-05,261,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.5,"KP16Sp23","Kluane Plateau",NA,2016-07-09,2016,40.4,34.4,10.5,2016,"KP16SP23",328,NA,"Salix pulchra"
"309",NA,NA,NA,"Kluane",NA,111,NA,"KP16SP24",NA,NA,NA,2016-07-05,352,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,"KP16Sp24","Kluane Plateau",NA,2016-07-09,2016,46.9,28.8,11.1,2016,"KP16SP24",329,NA,"Salix pulchra"
"310",NA,NA,NA,"Kluane",NA,98,NA,"KP16SP25",NA,NA,NA,2016-07-05,328,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,"KP16Sp25","Kluane Plateau",NA,2016-07-09,2016,78.2,32.1,11.3,2016,"KP16SP25",330,NA,"Salix pulchra"
