"","Lat","Lon","Elevation_m","Site","date","Canopy_Height_cm","...8","SampleID","Latitude","Longitude","Elevation","SampleDate","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleYear","SampleID_standard","...1","Year_measured","Species"
"443",NA,NA,NA,"Qikiqtaruk",NA,24,NA,"H15SP25",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP25","QHI",2015-07-18,2015-08-18,2015,0.7,33.6,7,2015,"H15SP25",574,NA,"Salix pulchra"
"444",NA,NA,NA,"Qikiqtaruk",NA,29,NA,"H15SP26",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15sp26","QHI",2015-07-18,2015-08-18,2015,0.6,34,6,2015,"H15SP26",575,NA,"Salix pulchra"
"445",NA,NA,NA,"Qikiqtaruk",NA,24,NA,"H15SP27",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp27","QHI",2015-07-18,2015-08-18,2015,1,490,10,2015,"H15SP27",576,NA,"Salix pulchra"
"446",NA,NA,NA,"Qikiqtaruk",NA,19,NA,"H15SP28",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP28","QHI",2015-07-18,2015-08-18,2015,1.1,255,12,2015,"H15SP28",577,NA,"Salix pulchra"
"447",NA,NA,NA,"Qikiqtaruk",NA,32,NA,"H15SP29",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp29","QHI",2015-07-18,2015-08-18,2015,0.9,373,7,2015,"H15SP29",578,NA,"Salix pulchra"
"448",NA,NA,NA,"Qikiqtaruk",NA,29,NA,"H15SP3",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp3","QHI",2015-07-18,2015-08-18,2015,0.6,32.2,6,2015,"H15SP3",579,NA,"Salix pulchra"
"449",NA,NA,NA,"Qikiqtaruk",NA,26,NA,"H15SP30",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp30","QHI",2015-07-18,2015-08-18,2015,1.1,32,8,2015,"H15SP30",580,NA,"Salix pulchra"
"450",NA,NA,NA,"Qikiqtaruk",NA,23,NA,"H15SP4",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp4","QHI",2015-07-18,2015-08-18,2015,0.6,35.8,7,2015,"H15SP4",581,NA,"Salix pulchra"
"451",NA,NA,NA,"Qikiqtaruk",NA,13,NA,"H15SP5",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp5","QHI",2015-07-18,2015-08-18,2015,0.8,38,8,2015,"H15SP5",582,NA,"Salix pulchra"
"452",NA,NA,NA,"Qikiqtaruk",NA,22,NA,"H15SP6",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp6","QHI",2015-07-18,2015-08-18,2015,0.9,47,11,2015,"H15SP6",583,NA,"Salix pulchra"
"453",NA,NA,NA,"Qikiqtaruk",NA,39,NA,"H15SP7",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp7","QHI",2015-07-18,2015-08-18,2015,0.8,39,8,2015,"H15SP7",584,NA,"Salix pulchra"
"454",NA,NA,NA,"Qikiqtaruk",NA,21,NA,"H15SP8",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp8","QHI",2015-07-18,2015-08-18,2015,1,47.8,10,2015,"H15SP8",585,NA,"Salix pulchra"
"455",NA,NA,NA,"Qikiqtaruk",NA,22,NA,"H15SP9",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp9","QHI",2015-07-18,2015-08-18,2015,0.9,58.1,8,2015,"H15SP9",586,NA,"Salix pulchra"
"456",NA,NA,NA,"Qikiqtaruk",NA,73.5,NA,"H15SR1",NA,NA,NA,2015-07-18,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr1","QHI",2015-07-18,2015-08-18,2015,3,35.4,7,2015,"H15SR1",587,NA,"Salix richardsonii"
"457",NA,NA,NA,"Qikiqtaruk",NA,42,NA,"H15SR10",NA,NA,NA,2015-07-18,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr10","QHI",2015-07-18,2015-08-18,2015,1.6,39.5,11,2015,"H15SR10",588,NA,"Salix richardsonii"
"458",NA,NA,NA,"Qikiqtaruk",NA,26,NA,"H15SR11",NA,NA,NA,2015-07-18,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr11","QHI",2015-07-18,2015-08-18,2015,2.3,27.4,11,2015,"H15SR11",589,NA,"Salix richardsonii"
"459",NA,NA,NA,"Qikiqtaruk",NA,36,NA,"H15SR12",NA,NA,NA,2015-07-18,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr12","QHI",2015-07-18,2015-08-18,2015,1.7,43.5,12,2015,"H15SR12",590,NA,"Salix richardsonii"
"460",NA,NA,NA,"Qikiqtaruk",NA,22,NA,"H15SR13",NA,NA,NA,2015-07-18,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr13","QHI",2015-07-18,2015-08-18,2015,1.8,27.8,8,2015,"H15SR13",591,NA,"Salix richardsonii"
"461",NA,NA,NA,"Qikiqtaruk",NA,26,NA,"H15SR14",NA,NA,NA,2015-07-18,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr14","QHI",2015-07-18,2015-08-18,2015,1.7,32.6,12,2015,"H15SR14",592,NA,"Salix richardsonii"
"462",NA,NA,NA,"Qikiqtaruk",NA,42,NA,"H15SR15",NA,NA,NA,2015-07-18,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr15","QHI",2015-07-18,2015-08-18,2015,2.1,36.1,6,2015,"H15SR15",593,NA,"Salix richardsonii"
"463",NA,NA,NA,"Qikiqtaruk",NA,54,NA,"H15SR16",NA,NA,NA,2015-07-18,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr16","QHI",2015-07-18,2015-08-18,2015,2.3,40.3,8,2015,"H15SR16",594,NA,"Salix richardsonii"
"464",NA,NA,NA,"Qikiqtaruk",NA,59,NA,"H15SR17",NA,NA,NA,2015-07-18,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr17","QHI",2015-07-18,2015-08-18,2015,2.4,49.8,11,2015,"H15SR17",595,NA,"Salix richardsonii"
"465",NA,NA,NA,"Qikiqtaruk",NA,54,NA,"H15SR18",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr18","QHI",2015-07-18,2015-08-18,2015,1.9,40.5,8,2015,"H15SR18",596,NA,"Salix richardsonii"
"466",NA,NA,NA,"Qikiqtaruk",NA,38,NA,"H15SR19",NA,NA,NA,2015-07-18,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr19","QHI",2015-07-18,2015-08-18,2015,1.9,35,8,2015,"H15SR19",597,NA,"Salix richardsonii"
"467",NA,NA,NA,"Qikiqtaruk",NA,45,NA,"H15SR2",NA,NA,NA,2015-07-18,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr2","QHI",2015-07-18,2015-08-18,2015,0.8,42.5,7,2015,"H15SR2",598,NA,"Salix richardsonii"
"468",NA,NA,NA,"Qikiqtaruk",NA,36,NA,"H15SR20",NA,NA,NA,2015-07-18,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr20","QHI",2015-07-18,2015-08-18,2015,1.6,40.5,9,2015,"H15SR20",599,NA,"Salix richardsonii"
"469",NA,NA,NA,"Qikiqtaruk",NA,48,NA,"H15SR21",NA,NA,NA,2015-07-18,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr21","QHI",2015-07-18,2015-08-18,2015,1.5,39.5,6,2015,"H15SR21",600,NA,"Salix richardsonii"
"470",NA,NA,NA,"Qikiqtaruk",NA,34,NA,"H15SR22",NA,NA,NA,2015-07-18,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr22","QHI",2015-07-18,2015-08-18,2015,1.9,29.6,12,2015,"H15SR22",601,NA,"Salix richardsonii"
"471",NA,NA,NA,"Qikiqtaruk",NA,31,NA,"H15SR23",NA,NA,NA,2015-07-18,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr23","QHI",2015-07-18,2015-08-18,2015,1.6,36.5,9,2015,"H15SR23",602,NA,"Salix richardsonii"
"472",NA,NA,NA,"Qikiqtaruk",NA,44,NA,"H15SR24",NA,NA,NA,2015-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr24","QHI",2015-07-18,2015-08-18,2015,2.4,36.7,9,2015,"H15SR24",603,NA,"Salix richardsonii"
"473",NA,NA,NA,"Qikiqtaruk",NA,40,NA,"H15SR25",NA,NA,NA,2015-07-18,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr25","QHI",2015-07-18,2015-08-18,2015,1.4,30,10,2015,"H15SR25",604,NA,"Salix richardsonii"
"474",NA,NA,NA,"Qikiqtaruk",NA,59,NA,"H15SR26",NA,NA,NA,2015-07-18,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr26","QHI",2015-07-18,2015-08-18,2015,3.4,60.8,10,2015,"H15SR26",605,NA,"Salix richardsonii"
"475",NA,NA,NA,"Qikiqtaruk",NA,41,NA,"H15SR27",NA,NA,NA,2015-07-18,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr27","QHI",2015-07-18,2015-08-18,2015,1.7,38.9,10,2015,"H15SR27",606,NA,"Salix richardsonii"
"476",NA,NA,NA,"Qikiqtaruk",NA,48,NA,"H15SR28",NA,NA,NA,2015-07-18,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr28","QHI",2015-07-18,2015-08-18,2015,1.6,44.2,9,2015,"H15SR28",607,NA,"Salix richardsonii"
"477",NA,NA,NA,"Qikiqtaruk",NA,51,NA,"H15SR29",NA,NA,NA,2015-07-18,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR29","QHI",2015-07-18,2015-08-18,2015,1.2,52.6,9,2015,"H15SR29",608,NA,"Salix richardsonii"
"478",NA,NA,NA,"Qikiqtaruk",NA,40,NA,"H15SR3",NA,NA,NA,2015-07-18,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr3","QHI",2015-07-18,2015-08-18,2015,2,28.9,7,2015,"H15SR3",609,NA,"Salix richardsonii"
"479",NA,NA,NA,"Qikiqtaruk",NA,39,NA,"H15SR30",NA,NA,NA,2015-07-18,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr30","QHI",2015-07-18,2015-08-18,2015,1.1,34.1,6,2015,"H15SR30",610,NA,"Salix richardsonii"
"480",NA,NA,NA,"Qikiqtaruk",NA,33,NA,"H15SR4",NA,NA,NA,2015-07-18,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr4","QHI",2015-07-18,2015-08-18,2015,1.2,39.2,7,2015,"H15SR4",611,NA,"Salix richardsonii"
"481",NA,NA,NA,"Qikiqtaruk",NA,44,NA,"H15SR5",NA,NA,NA,2015-07-18,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr5","QHI",2015-07-18,2015-08-18,2015,2.1,41.7,8,2015,"H15SR5",612,NA,"Salix richardsonii"
"482",NA,NA,NA,"Qikiqtaruk",NA,48,NA,"H15SR6",NA,NA,NA,2015-07-18,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr6","QHI",2015-07-18,2015-08-18,2015,1.8,37,7,2015,"H15SR6",613,NA,"Salix richardsonii"
"483",NA,NA,NA,"Qikiqtaruk",NA,29,NA,"H15SR7",NA,NA,NA,2015-07-18,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr7","QHI",2015-07-18,2015-08-18,2015,1.3,29.2,8,2015,"H15SR7",614,NA,"Salix richardsonii"
"484",NA,NA,NA,"Qikiqtaruk",NA,59,NA,"H15SR8",NA,NA,NA,2015-07-18,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr8","QHI",2015-07-18,2015-08-18,2015,1.5,33.9,7,2015,"H15SR8",615,NA,"Salix richardsonii"
"485",NA,NA,NA,"Qikiqtaruk",NA,31,NA,"H15SR9",NA,NA,NA,2015-07-18,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr9","QHI",2015-07-18,2015-08-18,2015,2,35.9,8,2015,"H15SR9",616,NA,"Salix richardsonii"
"486",NA,NA,NA,"Kluane",NA,84,NA,"K15PSP10",NA,NA,NA,2015-07-04,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp10","Kluane Plateau",2015-07-04,2015-08-18,2015,2.3,34,10.1,2015,"K15PSP10",627,NA,"Salix pulchra"
"487",NA,NA,NA,"Kluane",NA,73,NA,"K15PSP6",NA,NA,NA,2015-07-04,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp6","Kluane Plateau",2015-07-04,2015-08-18,2015,2,33.8,10,2015,"K15PSP6",628,NA,"Salix pulchra"
"488",NA,NA,NA,"Kluane",NA,44,NA,"K15PSP7",NA,NA,NA,2015-07-04,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp7","Kluane Plateau",2015-07-04,2015-08-18,2015,0.9,32,9,2015,"K15PSP7",629,NA,"Salix pulchra"
"489",NA,NA,NA,"Kluane",NA,69,NA,"K15PSP8",NA,NA,NA,2015-07-04,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp8","Kluane Plateau",2015-07-04,2015-08-18,2015,1.4,30.3,7.5,2015,"K15PSP8",630,NA,"Salix pulchra"
"490",NA,NA,NA,"Kluane",NA,78,NA,"K15PSP9",NA,NA,NA,2015-07-04,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp9","Kluane Plateau",2015-07-04,2015-08-18,2015,2.4,36.7,9.9,2015,"K15PSP9",631,NA,"Salix pulchra"
"491",NA,NA,NA,"Kluane",NA,44,NA,"KPSP11",NA,NA,NA,2015-07-04,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSp11","Kluane Plateau",2015-07-04,2015-08-18,2015,1.9,32.7,8.6,2015,"KPSP11",632,NA,"Salix pulchra"
"492",NA,NA,NA,"Kluane",NA,76,NA,"KPSP12",NA,NA,NA,2015-07-04,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP12","Kluane Plateau",2015-07-04,2015-08-18,2015,5.4,26.9,6,2015,"KPSP12",633,NA,"Salix pulchra"
"493",NA,NA,NA,"Kluane",NA,76,NA,"KPSP13",NA,NA,NA,2015-07-04,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP13","Kluane Plateau",2015-07-04,2015-08-18,2015,2.4,33.4,5.6,2015,"KPSP13",634,NA,"Salix pulchra"
"494",NA,NA,NA,"Kluane",NA,137,NA,"KPSP14",NA,NA,NA,2015-07-04,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14","Kluane Plateau",2015-07-04,2015-08-18,2015,3.3,32.6,8.1,2015,"KPSP14",635,NA,"Salix pulchra"
"495",NA,NA,NA,"Kluane",NA,132,NA,"KPSP15",NA,NA,NA,2015-07-04,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15","Kluane Plateau",2015-07-04,2015-08-18,2015,10.4,37,8.9,2015,"KPSP15",636,NA,"Salix pulchra"
"496",NA,NA,NA,"Kluane",NA,81,NA,"K15PSR10",NA,NA,NA,2015-07-04,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr10","Kluane Plateau",2015-07-04,2015-08-18,2015,6.4,31.5,10.4,2015,"K15PSR10",637,NA,"Salix richardsonii"
"497",NA,NA,NA,"Kluane",NA,63,NA,"K15PSR11",NA,NA,NA,2015-07-04,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr11","Kluane Plateau",2015-07-04,2015-08-18,2015,3.6,27.2,11.7,2015,"K15PSR11",638,NA,"Salix richardsonii"
"498",NA,NA,NA,"Kluane",NA,48,NA,"K15PSR12",NA,NA,NA,2015-07-04,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr12","Kluane Plateau",2015-07-04,2015-08-18,2015,2.7,32.7,11.8,2015,"K15PSR12",639,NA,"Salix richardsonii"
"499",NA,NA,NA,"Kluane",NA,43,NA,"K15PSR13",NA,NA,NA,2015-07-04,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR13","Kluane Plateau",2015-07-04,2015-08-18,2015,2.8,26.1,9.8,2015,"K15PSR13",640,NA,"Salix richardsonii"
"500",NA,NA,NA,"Kluane",NA,71,NA,"K15PSR14",NA,NA,NA,2015-07-04,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14","Kluane Plateau",2015-07-04,2015-08-18,2015,5,29.4,12.9,2015,"K15PSR14",641,NA,"Salix richardsonii"
"501",NA,NA,NA,"Kluane",NA,NA,NA,"K15PSR15",NA,NA,NA,2015-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15","Kluane Plateau",2015-07-04,2015-08-18,2015,NA,33.4,12.6,2015,"K15PSR15",642,NA,"Salix richardsonii"
"502",NA,NA,NA,"Kluane",NA,88,NA,"K15PSR6",NA,NA,NA,2015-07-04,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr6","Kluane Plateau",2015-07-04,2015-08-18,2015,6.8,31.2,14.2,2015,"K15PSR6",643,NA,"Salix richardsonii"
"503",NA,NA,NA,"Kluane",NA,66,NA,"K15PSR7",NA,NA,NA,2015-07-04,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr7","Kluane Plateau",2015-07-04,2015-08-18,2015,2,34,11.3,2015,"K15PSR7",644,NA,"Salix richardsonii"
"504",NA,NA,NA,"Kluane",NA,78,NA,"K15PSR8",NA,NA,NA,2015-07-04,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr8","Kluane Plateau",2015-07-04,2015-08-18,2015,3.1,21.9,8.8,2015,"K15PSR8",645,NA,"Salix richardsonii"
"505",NA,NA,NA,"Kluane",NA,72,NA,"K15PSR9",NA,NA,NA,2015-07-04,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr9","Kluane Plateau",2015-07-04,2015-08-18,2015,3.2,39.2,11,2015,"K15PSR9",646,NA,"Salix richardsonii"
"506",NA,NA,NA,"Kluane",NA,34,NA,"K15SSR1",NA,NA,NA,2015-06-28,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr1","Pika Camp",2015-06-28,2015-08-18,2015,1.3,22.8,9,2015,"K15SSR1",658,NA,"Salix richardsonii"
"507",NA,NA,NA,"Kluane",NA,50,NA,"K15SSR10",NA,NA,NA,2015-06-28,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15Ssr10","Pika Camp",2015-06-28,2015-08-18,2015,2.6,49.4,10.5,2015,"K15SSR10",659,NA,"Salix richardsonii"
"508",NA,NA,NA,"Kluane",NA,49,NA,"K15SSR2",NA,NA,NA,2015-06-28,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr2","Pika Camp",2015-06-28,2015-08-18,2015,2.4,47.3,11.5,2015,"K15SSR2",660,NA,"Salix richardsonii"
"509",NA,NA,NA,"Kluane",NA,76,NA,"K15SSR3",NA,NA,NA,2015-06-28,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr3","Pika Camp",2015-06-28,2015-08-18,2015,3.6,50.3,12.4,2015,"K15SSR3",661,NA,"Salix richardsonii"
"510",NA,NA,NA,"Kluane",NA,58,NA,"K15SSR4",NA,NA,NA,2015-06-28,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr4","Pika Camp",2015-06-28,2015-08-18,2015,1.9,45.5,11.5,2015,"K15SSR4",662,NA,"Salix richardsonii"
"511",NA,NA,NA,"Kluane",NA,28,NA,"K15SSR5",NA,NA,NA,2015-06-28,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr5","Pika Camp",2015-06-28,2015-08-18,2015,0.8,31.1,7.7,2015,"K15SSR5",663,NA,"Salix richardsonii"
"512",NA,NA,NA,"Kluane",NA,66,NA,"K15SSR6",NA,NA,NA,2015-06-28,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr6","Pika Camp",2015-06-28,2015-08-18,2015,2.9,42.5,10.5,2015,"K15SSR6",664,NA,"Salix richardsonii"
"513",NA,NA,NA,"Kluane",NA,71,NA,"K15SSR7",NA,NA,NA,2015-06-28,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr7","Pika Camp",2015-06-28,2015-08-18,2015,2.3,41.4,11.5,2015,"K15SSR7",665,NA,"Salix richardsonii"
"514",NA,NA,NA,"Kluane",NA,64,NA,"K15SSR8",NA,NA,NA,2015-06-28,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr8","Pika Camp",2015-06-28,2015-08-18,2015,1.4,59.8,10.3,2015,"K15SSR8",666,NA,"Salix richardsonii"
"515",NA,NA,NA,"Kluane",NA,51,NA,"K15SSR9",NA,NA,NA,2015-06-28,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSr9","Pika Camp",2015-06-28,2015-08-18,2015,3.4,61.1,9.1,2015,"K15SSR9",667,NA,"Salix richardsonii"
"516",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP1",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp1","Pika Camp",2015-06-27,2015-08-18,2015,NA,39.2,8.7,2015,"K15CSP1",679,NA,"Salix pulchra"
"517",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP2",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp2","Pika Camp",2015-06-27,2015-08-18,2015,NA,4,9.2,2015,"K15CSP2",680,NA,"Salix pulchra"
"518",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP3",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp3","Pika Camp",2015-06-27,2015-08-18,2015,NA,34.9,9.7,2015,"K15CSP3",681,NA,"Salix pulchra"
"519",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP4",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp4","Pika Camp",2015-06-27,2015-08-18,2015,NA,24.5,9.1,2015,"K15CSP4",682,NA,"Salix pulchra"
"520",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP5",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp5","Pika Camp",2015-06-27,2015-08-18,2015,NA,39,6.4,2015,"K15CSP5",683,NA,"Salix pulchra"
"521",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP6",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp6","Pika Camp",2015-06-27,2015-08-18,2015,NA,48.8,7.9,2015,"K15CSP6",684,NA,"Salix pulchra"
"522",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP7",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp7","Pika Camp",2015-06-27,2015-08-18,2015,NA,47.2,8,2015,"K15CSP7",685,NA,"Salix pulchra"
"523",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP8",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp8","Pika Camp",2015-06-27,2015-08-18,2015,NA,413,9.2,2015,"K15CSP8",686,NA,"Salix pulchra"
"524",NA,NA,NA,"Kluane",NA,NA,NA,"K15CSP9",NA,NA,NA,2015-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSp9","Pika Camp",2015-06-27,2015-08-18,2015,NA,34.7,6.4,2015,"K15CSP9",687,NA,"Salix pulchra"
"525",NA,NA,NA,"Kluane",NA,47,NA,"K15ESP1",NA,NA,NA,2015-06-27,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp1","Pika Camp",2015-06-27,2015-08-18,2015,2.2,32,9.7,2015,"K15ESP1",688,NA,"Salix pulchra"
"526",NA,NA,NA,"Kluane",NA,47,NA,"K15ESP10",NA,NA,NA,2015-06-27,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp10","Pika Camp",2015-06-27,2015-08-18,2015,3.6,30.3,6.7,2015,"K15ESP10",689,NA,"Salix pulchra"
"527",NA,NA,NA,"Kluane",NA,49,NA,"K15ESP2",NA,NA,NA,2015-06-27,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp2","Pika Camp",2015-06-27,2015-08-18,2015,1.4,30,9.7,2015,"K15ESP2",690,NA,"Salix pulchra"
"528",NA,NA,NA,"Kluane",NA,58,NA,"K15ESP3",NA,NA,NA,2015-06-27,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp3","Pika Camp",2015-06-27,2015-08-18,2015,1.4,48.9,11.3,2015,"K15ESP3",691,NA,"Salix pulchra"
"529",NA,NA,NA,"Kluane",NA,58,NA,"K15ESP4",NA,NA,NA,2015-06-27,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp4","Pika Camp",2015-06-27,2015-08-18,2015,1.8,50.6,9.2,2015,"K15ESP4",692,NA,"Salix pulchra"
"530",NA,NA,NA,"Kluane",NA,43,NA,"K15ESP5",NA,NA,NA,2015-06-27,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp5","Pika Camp",2015-06-27,2015-08-18,2015,2.5,42.1,9.4,2015,"K15ESP5",693,NA,"Salix pulchra"
"531",NA,NA,NA,"Kluane",NA,36,NA,"K15ESP6",NA,NA,NA,2015-06-27,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESp6","Pika Camp",2015-06-27,2015-08-18,2015,1,23.4,9.8,2015,"K15ESP6",694,NA,"Salix pulchra"
