"","...1","...2","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","...9","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","max_mean_width_cm","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard","Species"
"121",569,630,NA,NA,NA,42,2013,"Kluane",NA,2013-08-11,"KL-SPC 6",194,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,"#N/A","Pika Camp",NA,2013-08-13,2013,1,NA,NA,"KLSPC6","Salix pulchra"
"122",571,632,NA,NA,NA,62,2013,"Kluane",NA,2013-08-11,"KL-SPC 8",466,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,"KL-SPC 8","Pika Camp",NA,2013-08-13,2013,2.5,NA,NA,"KLSPC8","Salix pulchra"
"123",573,633,NA,NA,NA,48,2013,"Kluane",NA,2013-08-11,"KL-SPC 9",374,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,"KL-SPC 9","Pika Camp",NA,2013-08-13,2013,1,NA,NA,"KLSPC9","Salix pulchra"
"124",588,647,NA,NA,NA,58,2013,"Kluane",NA,2013-08-10,"KL-SPE 11",128,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.5,"KL-SPE 11","Pika Camp",NA,2013-08-13,2013,1.6,NA,NA,"KLSPE11","Salix pulchra"
"125",589,648,NA,NA,NA,41,2013,"Kluane",NA,2013-08-10,"KL-SPE 12",37,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,"KL-SPE 12","Pika Camp",NA,2013-08-13,2013,1.9,NA,NA,"KLSPE12","Salix pulchra"
"126",590,649,NA,NA,NA,72,2013,"Kluane",NA,2013-08-10,"KL-SPE 14",184,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,"KL-SPE 14","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,"KLSPE14","Salix pulchra"
"127",591,650,NA,NA,NA,27,2013,"Kluane",NA,2013-08-10,"KL-SPE 15",136,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.5,"KL-SPE 15","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,"KLSPE15","Salix pulchra"
"128",592,651,NA,NA,NA,46,2013,"Kluane",NA,2013-08-10,"KL-SPE 2",227,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.5,"KL-SPE 2","Pika Camp",NA,2013-08-13,2013,2.8,NA,NA,"KLSPE2","Salix pulchra"
"129",593,652,NA,NA,NA,44,2013,"Kluane",NA,2013-08-10,"KL-SPE 3",118,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,"KL-SPE 3","Pika Camp",NA,2013-08-13,2013,2.1,NA,NA,"KLSPE3","Salix pulchra"
"130",594,653,NA,NA,NA,52,2013,"Kluane",NA,2013-08-10,"KL-SPE 4",218,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.5,"KL-SPE 4","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,"KLSPE4","Salix pulchra"
"131",595,654,NA,NA,NA,35,2013,"Kluane",NA,2013-08-10,"KL-SPE 5",108,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.5,"KL-SPE 5","Pika Camp",NA,2013-08-13,2013,0.9,NA,NA,"KLSPE5","Salix pulchra"
"132",596,655,NA,NA,NA,37,2013,"Kluane",NA,2013-08-10,"KL-SPE 6",54,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"KL-SPE 6","Pika Camp",NA,2013-08-13,2013,0.5,NA,NA,"KLSPE6","Salix pulchra"
"133",597,656,NA,NA,NA,66,2013,"Kluane",NA,2013-08-10,"KL-SPE 7",274,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,"KL-SPE 7","Pika Camp",NA,2013-08-13,2013,1.7,NA,NA,"KLSPE7","Salix pulchra"
"134",598,657,NA,NA,NA,47,2013,"Kluane",NA,2013-08-10,"KL-SPE 8",262,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,"KL-SPE 8","Pika Camp",NA,2013-08-13,2013,1.3,NA,NA,"KLSPE8","Salix pulchra"
"135",599,658,NA,NA,NA,58,2013,"Kluane",NA,2013-08-10,"KL-SPE 9",259,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,"KL-SPE 9","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,"KLSPE9","Salix pulchra"
"136",575,634,NA,NA,NA,163,2013,"Kluane",NA,2013-08-11,"KL-SRC 1",275,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.5,"KL-SRC 1","Pika Camp",NA,2013-08-13,2013,6.5,NA,NA,"KLSRC1","Salix richardsonii"
"137",576,635,NA,NA,NA,69,2013,"Kluane",NA,2013-08-11,"KL-SRC 10",178,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.5,"KL-SRC 10","Pika Camp",NA,2013-08-13,2013,2.7,NA,NA,"KLSRC10","Salix richardsonii"
"138",577,636,NA,NA,NA,137,2013,"Kluane",NA,2013-08-11,"KL-SRC 11",327,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.5,"KL-SRC 11","Pika Camp",NA,2013-08-13,2013,4.7,NA,NA,"KLSRC11","Salix richardsonii"
"139",578,637,NA,NA,NA,161,2013,"Kluane",NA,2013-08-11,"KL-SRC 12",325,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.5,"#N/A","Pika Camp",NA,2013-08-13,2013,5.5,NA,NA,"KLSRC12","Salix richardsonii"
"140",579,638,NA,NA,NA,138,2013,"Kluane",NA,2013-08-11,"KL-SRC 13",202,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,"KL-SRC 13","Pika Camp",NA,2013-08-13,2013,2.6,NA,NA,"KLSRC13","Salix richardsonii"
"141",580,639,NA,NA,NA,193,2013,"Kluane",NA,2013-08-11,"KL-SRC 14",215,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,"#N/A","Pika Camp",NA,2013-08-13,2013,5.4,NA,NA,"KLSRC14","Salix richardsonii"
"142",582,641,NA,NA,NA,146,2013,"Kluane",NA,2013-08-11,"KL-SRC 3",184,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.5,"#N/A","Pika Camp",NA,2013-08-13,2013,7.1,NA,NA,"KLSRC3","Salix richardsonii"
"143",584,643,NA,NA,NA,118,2013,"Kluane",NA,2013-08-11,"KL-SRC 5",156,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,"#N/A","Pika Camp",NA,2013-08-13,2013,3.9,NA,NA,"KLSRC5","Salix richardsonii"
"144",585,644,NA,NA,NA,155,2013,"Kluane",NA,2013-08-11,"KL-SRC 7",198,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,"KL-SRC 7","Pika Camp",NA,2013-08-13,2013,5.5,NA,NA,"KLSRC7","Salix richardsonii"
"145",586,645,NA,NA,NA,38,2013,"Kluane",NA,2013-08-11,"KL-SRC 8",112,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"#N/A","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,"KLSRC8","Salix richardsonii"
"146",587,646,NA,NA,NA,53,2013,"Kluane",NA,2013-08-11,"KL-SRC 9",179,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.5,"#N/A","Pika Camp",NA,2013-08-13,2013,2.4,NA,NA,"KLSRC9","Salix richardsonii"
"147",600,659,NA,NA,NA,43,2013,"Kluane",NA,2013-08-10,"KL-SRE 1",145,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.5,"#N/A","Pika Camp",NA,2013-08-13,2013,NA,NA,NA,"KLSRE1","Salix richardsonii"
"148",601,660,NA,NA,NA,34,2013,"Kluane",NA,2013-08-10,"KL-SRE 11",62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"KL-SRE 11","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,"KLSRE11","Salix richardsonii"
"149",602,661,NA,NA,NA,36,2013,"Kluane",NA,2013-08-10,"KL-SRE 12",46,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,"#N/A","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,"KLSRE12","Salix richardsonii"
"150",603,662,NA,NA,NA,43,2013,"Kluane",NA,2013-08-10,"KL-SRE 13",130,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5,"KL-SRE 13","Pika Camp",NA,2013-08-13,2013,1.4,NA,NA,"KLSRE13","Salix richardsonii"
"151",604,663,NA,NA,NA,35,2013,"Kluane",NA,2013-08-10,"KL-SRE 14",62,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,"KL-SRE 14","Pika Camp",NA,2013-08-13,2013,1.7,NA,NA,"KLSRE14","Salix richardsonii"
"152",605,664,NA,NA,NA,48,2013,"Kluane",NA,2013-08-10,"KL-SRE 15",119,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"KL-SRE 15","Pika Camp",NA,2013-08-13,2013,1.9,NA,NA,"KLSRE15","Salix richardsonii"
"153",606,665,NA,NA,NA,49,2013,"Kluane",NA,2013-08-10,"KL-SRE 3",48,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,"#N/A","Pika Camp",NA,2013-08-13,2013,1.4,NA,NA,"KLSRE3","Salix richardsonii"
"154",607,666,NA,NA,NA,36,2013,"Kluane",NA,2013-08-10,"KL-SRE 5",60,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,"#N/A","Pika Camp",NA,2013-08-13,2013,1.2,NA,NA,"KLSRE5","Salix richardsonii"
"155",552,618,NA,NA,NA,64,2013,"Kluane",NA,2013-08-18,"KL-SRE 8",124,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,"#N/A","Pika Camp",NA,2013-08-21,2013,1.1,NA,NA,"KLSRE8","Salix richardsonii"
"156",259,250,NA,NA,NA,4,2016,"Kluane",NA,2016-07-08,"KP16SA1",37,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"KP16Sa1","Kluane Plateau",NA,2016-07-09,2016,4,13.6,4.7,"KP16SA1","Salix arctica"
"157",854,259,NA,NA,NA,7,2016,"Kluane",NA,2016-07-08,"KP16SA10",66,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15,"KP16Sa10","Kluane Plateau",NA,2016-07-09,2016,20,17.8,10.3,"KP16SA10","Salix arctica"
"158",266,260,NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA11",62,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,"KP16Sa11","Kluane Plateau",2016-07-08,2016-08-08,2016,8,20.1,7.5,"KP16SA11","Salix arctica"
"159",267,261,NA,NA,NA,4.5,2016,"Kluane",NA,2016-07-08,"KP16SA13",50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,"KP16Sa13","Kluane Plateau",2016-07-08,2016-08-08,2016,13,13.1,9.8,"KP16SA13","Salix arctica"
"160",268,262,NA,NA,NA,7,2016,"Kluane",NA,2016-07-08,"KP16SA14",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,"KP16Sa14","Kluane Plateau",2016-07-08,2016-08-08,2016,9,17.2,9.7,"KP16SA14","Salix arctica"
"161",269,263,NA,NA,NA,4.5,2016,"Kluane",NA,2016-07-08,"KP16SA15",53,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,"KP16Sa15","Kluane Plateau",2016-07-08,2016-08-08,2016,8,16.9,7.4,"KP16SA15","Salix arctica"
"162",270,264,NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA16",68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,"KP16Sa16","Kluane Plateau",2016-07-08,2016-08-08,2016,6,13,6.9,"KP16SA16","Salix arctica"
"163",271,265,NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA18",7.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,"KP16Sa18","Kluane Plateau",2016-07-08,2016-08-08,2016,6,15.4,6.5,"KP16SA18","Salix arctica"
"164",855,266,NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA19",64,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,"KP16Sa19","Kluane Plateau",2016-07-08,2016-08-08,2016,6,17.5,6.7,"KP16SA19","Salix arctica"
"165",852,251,NA,NA,NA,7,2016,"Kluane",NA,2016-07-08,"KP16SA2",122,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,"KP16Sa2","Kluane Plateau",NA,2016-07-09,2016,7,26.1,9.1,"KP16SA2","Salix arctica"
"166",260,252,NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA3",50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5,"KP16Sa3","Kluane Plateau",NA,2016-07-09,2016,5,5.3,7.2,"KP16SA3","Salix arctica"
"167",261,253,NA,NA,NA,6.5,2016,"Kluane",NA,2016-07-08,"KP16SA4",54,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,"KP16Sa4","Kluane Plateau",NA,2016-07-09,2016,8,21.4,8,"KP16SA4","Salix arctica"
"168",262,254,NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA5",45,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"KP16Sa5","Kluane Plateau",NA,2016-07-09,2016,7,11.5,8.1,"KP16SA5","Salix arctica"
"169",263,255,NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA6",55,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,"KP16Sa6","Kluane Plateau",NA,2016-07-09,2016,7,19.9,7.8,"KP16SA6","Salix arctica"
"170",853,256,NA,NA,NA,4,2016,"Kluane",NA,2016-07-08,"KP16SA7",155,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,"KP16Sa7","Kluane Plateau",NA,2016-07-09,2016,5,14.2,4.9,"KP16SA7","Salix arctica"
"171",264,257,NA,NA,NA,6,2016,"Kluane",NA,2016-07-08,"KP16SA8",57,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,"KP16Sa8","Kluane Plateau",NA,2016-07-09,2016,6,15.9,8.3,"KP16SA8","Salix arctica"
"172",265,258,NA,NA,NA,5,2016,"Kluane",NA,2016-07-08,"KP16SA9",55,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,"KP16Sa9","Kluane Plateau",NA,2016-07-09,2016,10,19.1,9.5,"KP16SA9","Salix arctica"
"173",227,218,NA,NA,NA,181,2016,"Kluane",NA,2016-07-05,"KP16SP1",366,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.5,"KP16SP1","Kluane Plateau",2016-07-06,2016-08-08,2016,45.5,36.1,11.1,"KP16SP1","Salix pulchra"
"174",232,223,NA,NA,NA,129,2016,"Kluane",NA,2016-07-05,"KP16SP10",166,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,"KP16SP10","Kluane Plateau",2016-07-06,2016-08-08,2016,46.1,34.2,9.9,"KP16SP10","Salix pulchra"
"175",233,224,NA,NA,NA,209,2016,"Kluane",NA,2016-07-05,"KP16SP11",577,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,"KP16SP11","Kluane Plateau",2016-07-06,2016-08-08,2016,92,34.3,9.1,"KP16SP11","Salix pulchra"
"176",234,225,NA,NA,NA,147,2016,"Kluane",NA,2016-07-05,"KP16SP12",214,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,"KP16SP12","Kluane Plateau",2016-07-06,2016-08-08,2016,48.8,25.8,7.4,"KP16SP12","Salix pulchra"
"177",235,226,NA,NA,NA,131,2016,"Kluane",NA,2016-07-05,"KP16SP13",356,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.5,"KP16SP13","Kluane Plateau",2016-07-06,2016-08-08,2016,36.1,25,9.3,"KP16SP13","Salix pulchra"
"178",236,227,NA,NA,NA,73,2016,"Kluane",NA,2016-07-05,"KP16SP14",218,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,"KP16SP14","Kluane Plateau",2016-07-06,2016-08-08,2016,28.1,40.1,9.3,"KP16SP14","Salix pulchra"
"179",237,228,NA,NA,NA,152,2016,"Kluane",NA,2016-07-05,"KP16SP15",390,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.5,"KP16SP15","Kluane Plateau",2016-07-06,2016-08-08,2016,41.8,43.3,10.1,"KP16SP15","Salix pulchra"
"180",238,229,NA,NA,NA,113,2016,"Kluane",NA,2016-07-05,"KP16SP16",269,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,"KP16SP16","Kluane Plateau",2016-07-06,2016-08-08,2016,25.1,35.9,10.5,"KP16SP16","Salix pulchra"
"181",239,230,NA,NA,NA,173,2016,"Kluane",NA,2016-07-05,"KP16SP17",257,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.5,"KP16SP17","Kluane Plateau",2016-07-06,2016-08-08,2016,43.7,36,8.3,"KP16SP17","Salix pulchra"
"182",240,231,NA,NA,NA,82,2016,"Kluane",NA,2016-07-05,"KP16SP18",195,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,"KP16SP18","Kluane Plateau",2016-07-06,2016-08-08,2016,18.3,32.5,8.9,"KP16SP18","Salix pulchra"
"183",241,232,NA,NA,NA,126,2016,"Kluane",NA,2016-07-05,"KP16SP19",232,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.5,"KP16SP19","Kluane Plateau",2016-07-06,2016-08-08,2016,33.5,33.2,11.1,"KP16SP19","Salix pulchra"
"184",228,219,NA,NA,NA,83,2016,"Kluane",NA,2016-07-05,"KP16SP2",170,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,"KP16SP2","Kluane Plateau",2016-07-06,2016-08-08,2016,27.6,34.3,11,"KP16SP2","Salix pulchra"
"185",242,233,NA,NA,NA,92,2016,"Kluane",NA,2016-07-05,"KP16SP20",245,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.5,"KP16SP20","Kluane Plateau",2016-07-06,2016-08-08,2016,21.1,35.7,10.7,"KP16SP20","Salix pulchra"
"186",243,234,NA,NA,NA,80,2016,"Kluane",NA,2016-07-05,"KP16SP21",172,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"KP16Sp21","Kluane Plateau",NA,2016-07-09,2016,27.6,40.3,7.7,"KP16SP21","Salix pulchra"
"187",244,235,NA,NA,NA,85,2016,"Kluane",NA,2016-07-05,"KP16SP22",178,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,"KP16Sp22","Kluane Plateau",NA,2016-07-09,2016,24,35.2,9.2,"KP16SP22","Salix pulchra"
"188",245,236,NA,NA,NA,98,2016,"Kluane",NA,2016-07-05,"KP16SP23",261,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.5,"KP16Sp23","Kluane Plateau",NA,2016-07-09,2016,40.4,34.4,10.5,"KP16SP23","Salix pulchra"
"189",246,237,NA,NA,NA,111,2016,"Kluane",NA,2016-07-05,"KP16SP24",352,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,"KP16Sp24","Kluane Plateau",NA,2016-07-09,2016,46.9,28.8,11.1,"KP16SP24","Salix pulchra"
"190",247,238,NA,NA,NA,98,2016,"Kluane",NA,2016-07-05,"KP16SP25",328,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,"KP16Sp25","Kluane Plateau",NA,2016-07-09,2016,78.2,32.1,11.3,"KP16SP25","Salix pulchra"
"191",248,239,NA,NA,NA,71,2016,"Kluane",NA,2016-07-05,"KP16SP27",166,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.5,"KP16Sp27","Kluane Plateau",NA,2016-07-09,2016,31.9,22.1,6.3,"KP16SP27","Salix pulchra"
"192",249,240,NA,NA,NA,72,2016,"Kluane",NA,2016-07-05,"KP16SP28",370,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,"KP16Sp28","Kluane Plateau",NA,2016-07-09,2016,30.2,26.6,9.4,"KP16SP28","Salix pulchra"
"193",250,241,NA,NA,NA,90,2016,"Kluane",NA,2016-07-05,"KP16SP29",189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,"KP16Sp29","Kluane Plateau",NA,2016-07-09,2016,24.6,29.5,14.7,"KP16SP29","Salix pulchra"
"194",251,242,NA,NA,NA,66,2016,"Kluane",NA,2016-07-08,"KP16SP31",300,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,"KP16Sp31","Kluane Plateau",NA,2016-07-09,2016,19,32.4,12.6,"KP16SP31","Salix pulchra"
"195",252,243,NA,NA,NA,55,2016,"Kluane",NA,2016-07-08,"KP16SP32",121,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.5,"KP16Sp32","Kluane Plateau",NA,2016-07-09,2016,34,33.6,24.1,"KP16SP32","Salix pulchra"
"196",253,244,NA,NA,NA,91,2016,"Kluane",NA,2016-07-08,"KP16SP33",158,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.5,"KP16Sp33","Kluane Plateau",NA,2016-07-09,2016,25,45.4,16.6,"KP16SP33","Salix pulchra"
"197",254,245,NA,NA,NA,75,2016,"Kluane",NA,2016-07-08,"KP16SP34",125,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5,"KP16Sp34","Kluane Plateau",NA,2016-07-09,2016,15,42.6,13.9,"KP16SP34","Salix pulchra"
"198",255,246,NA,NA,NA,60,2016,"Kluane",NA,2016-07-08,"KP16SP35",170,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,"KP16Sp35","Kluane Plateau",NA,2016-07-09,2016,31,36.2,14,"KP16SP35","Salix pulchra"
"199",256,247,NA,NA,NA,51,2016,"Kluane",NA,2016-07-08,"KP16SP37",111,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,"KP16Sp37","Kluane Plateau",NA,2016-07-09,2016,2.6,30,13.7,"KP16SP37","Salix pulchra"
"200",257,248,NA,NA,NA,71,2016,"Kluane",NA,2016-07-08,"KP16SP38",121,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5,"KP16Sp38","Kluane Plateau",NA,2016-07-09,2016,35,34.7,9.6,"KP16SP38","Salix pulchra"
"201",258,249,NA,NA,NA,92,2016,"Kluane",NA,2016-07-08,"KP16SP40",367,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.5,"KP16Sp40","Kluane Plateau",NA,2016-07-09,2016,38,27.8,6.7,"KP16SP40","Salix pulchra"
"202",325,327,NA,NA,NA,106,2016,"Kluane",NA,2016-08-07,"KP16SP41",179,73,151,145,NA,74,81,NA,NA,NA,NA,126,"KP16SP41","Kluane Plateau",NA,2016-08-08,2016,34,50.8,7.6,"KP16SP41","Salix pulchra"
"203",326,328,NA,NA,NA,99.5,2016,"Kluane",NA,2016-08-07,"KP16SP42",248,251,121,140,NA,52,55,NA,NA,NA,NA,249.5,"KP16SP42","Kluane Plateau",NA,2016-08-08,2016,25,42,9.8,"KP16SP42","Salix pulchra"
"204",327,329,NA,NA,NA,73,2016,"Kluane",NA,2016-08-07,"KP16SP43",251,162,87,263,NA,66,62,NA,NA,NA,NA,206.5,"KP16SP43","Kluane Plateau",NA,2016-08-08,2016,17,47.5,8.3,"KP16SP43","Salix pulchra"
"205",328,330,NA,NA,NA,127,2016,"Kluane",NA,2016-08-07,"KP16SP44",256,191,65,115,NA,86,87,NA,NA,NA,NA,223.5,"KP16SP44","Kluane Plateau",NA,2016-08-08,2016,34,41.9,7.4,"KP16SP44","Salix pulchra"
"206",329,331,NA,NA,NA,93,2016,"Kluane",NA,2016-08-07,"KP16SP45",185,154,135,141,NA,59,54,NA,NA,NA,NA,169.5,"KP16SP45","Kluane Plateau",NA,2016-08-08,2016,24,41.1,8.7,"KP16SP45","Salix pulchra"
"207",330,332,NA,NA,NA,140,2016,"Kluane",NA,2016-08-07,"KP16SP46",276,273,12.6,18.7,NA,9.4,8.7,NA,NA,NA,NA,274.5,"KP16SP46","Kluane Plateau",NA,2016-08-08,2016,37,42.9,10.3,"KP16SP46","Salix pulchra"
"208",331,333,NA,NA,NA,108,2016,"Kluane",NA,2016-08-07,"KP16SP47",279,190,13.3,13.2,NA,8.1,7.3,NA,NA,NA,NA,234.5,"KP16SP47","Kluane Plateau",NA,2016-08-08,2016,29.1,32.5,14.9,"KP16SP47","Salix pulchra"
"209",332,334,NA,NA,NA,52,2016,"Kluane",NA,2016-08-07,"KP16SP48",118,107,8,13.7,NA,3.1,4.3,NA,NA,NA,NA,112.5,"KP16SP48","Kluane Plateau",NA,2016-08-08,2016,19.5,36.2,11.6,"KP16SP48","Salix pulchra"
"210",333,335,NA,NA,NA,101,2016,"Kluane",NA,2016-08-07,"KP16SP49",310,226,12.3,7.4,NA,6.3,5.8,NA,NA,NA,NA,268,"KP16SP49","Kluane Plateau",NA,2016-08-08,2016,43.8,36.4,11,"KP16SP49","Salix pulchra"
"211",229,220,NA,NA,NA,133,2016,"Kluane",NA,2016-07-05,"KP16SP5",224,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,"KP16SP5","Kluane Plateau",2016-07-06,2016-08-08,2016,30.4,28,7.6,"KP16SP5","Salix pulchra"
"212",334,336,NA,NA,NA,58,2016,"Kluane",NA,2016-08-07,"KP16SP50",132,212,16.6,13.9,NA,6.8,7.1,NA,NA,NA,NA,172,"KP16SP50","Kluane Plateau",NA,2016-08-08,2016,22.7,41.5,13.4,"KP16SP50","Salix pulchra"
"213",335,337,NA,NA,NA,150,2016,"Kluane",NA,2016-08-07,"KP16SP51",146,121,121,85,NA,75,77,NA,NA,NA,NA,133.5,"KP16SP51","Kluane Plateau",NA,2016-08-09,2016,26,42.3,12.4,"KP16SP51","Salix pulchra"
"214",336,338,NA,NA,NA,37,2016,"Kluane",NA,2016-08-07,"KP16SP52",193,97,110,140,NA,61,72,NA,NA,NA,NA,145,"KP16SP52","Kluane Plateau",NA,2016-08-09,2016,19,35,8.1,"KP16SP52","Salix pulchra"
"215",337,339,NA,NA,NA,112,2016,"Kluane",NA,2016-08-07,"KP16SP53",264,257,136,148,NA,65,72,NA,NA,NA,NA,260.5,"KP16SP53","Kluane Plateau",NA,2016-08-09,2016,39,30.5,7,"KP16SP53","Salix pulchra"
"216",338,340,NA,NA,NA,107,2016,"Kluane",NA,2016-08-07,"KP16SP56",159,148,8,3.1,NA,6.2,5.9,NA,NA,NA,NA,153.5,"KP16SP56","Kluane Plateau",NA,2016-08-09,2016,33,41.2,10.8,"KP16SP56","Salix pulchra"
"217",339,341,NA,NA,NA,47,2016,"Kluane",NA,2016-08-07,"KP16SP57",184,184,7.2,7.5,NA,6.3,6.2,NA,NA,NA,NA,184,"KP16SP57","Kluane Plateau",NA,2016-08-09,2016,15.1,34.8,7.9,"KP16SP57","Salix pulchra"
"218",340,342,NA,NA,NA,41,2016,"Kluane",NA,2016-08-07,"KP16SP59",146,102,3.9,5.5,NA,4.9,4.6,NA,NA,NA,NA,124,"KP16SP59","Kluane Plateau",NA,2016-08-09,2016,15.2,47.5,10.4,"KP16SP59","Salix pulchra"
"219",341,343,NA,NA,NA,87,2016,"Kluane",NA,2016-08-07,"KP16SP60",354,338,9.8,13.4,NA,7.2,6.6,NA,NA,NA,NA,346,"KP16SP60","Kluane Plateau",NA,2016-08-09,2016,31.7,37.8,18.6,"KP16SP60","Salix pulchra"
