"","...1","...2","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","...9","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","max_mean_width_cm","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard","Species"
"23",113,100,NA,NA,NA,35,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR13",261,174,40,29,36,43,50,46,NA,35,46.3333333333333,217.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,20,43.9,10.5,"H17SR13","Salix richardsonii"
"24",114,101,NA,NA,NA,24,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR14",228,211,33,24,11,43,46,44,NA,22.6666666666667,44.3333333333333,219.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,12,28.5,13,"H17SR14","Salix richardsonii"
"25",115,102,NA,NA,NA,38,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR15",300,219,32,37,21,35,35,40,NA,30,36.6666666666667,259.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,19,30.5,11.2,"H17SR15","Salix richardsonii"
"26",116,103,NA,NA,NA,59,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR16",216,285,45,34,37,41,44,40,NA,38.6666666666667,41.6666666666667,250.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,26,33,15.6,"H17SR16","Salix richardsonii"
"27",117,104,NA,NA,NA,48,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR17",208,159,57,52,45,56,49,49,NA,51.3333333333333,51.3333333333333,183.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,25,35.5,12.3,"H17SR17","Salix richardsonii"
"28",119,106,NA,NA,NA,43,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR19",148,153,16,30,27,34,31,32,NA,24.3333333333333,32.3333333333333,150.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,12,23.1,15.1,"H17SR19","Salix richardsonii"
"29",102,89,NA,NA,NA,23,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR2",204,165,26,15,23,40,40,37,NA,21.3333333333333,39,184.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,14,31.2,9.5,"H17SR2","Salix richardsonii"
"30",120,107,NA,NA,NA,55,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR20",212,196,22,31,29,47,47,40,NA,27.3333333333333,44.6666666666667,204,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,21,37.8,10.1,"H17SR20","Salix richardsonii"
"31",121,108,NA,NA,NA,52.5,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR21",482,402,46,36,32,50,48,48,NA,38,48.6666666666667,442,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,30,28.2,11,"H17SR21","Salix richardsonii"
"32",122,109,NA,NA,NA,48,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR22",321,307,21,20,26,41,41,38,NA,22.3333333333333,40,314,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,24,35.3,9.4,"H17SR22","Salix richardsonii"
"33",103,90,NA,NA,NA,27,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR3",152,132,38,32,15,40,42,42,NA,28.3333333333333,41.3333333333333,142,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,9,32.7,10.7,"H17SR3","Salix richardsonii"
"34",123,110,NA,NA,NA,46.5,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR35",392,339,110,78,111,55,51,59,NA,99.6666666666667,55,365.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,28,39.2,12.2,"H17SR35","Salix richardsonii"
"35",124,111,NA,NA,NA,41,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR36",134,117,250,221,88,55,51,58,NA,186.333333333333,54.6666666666667,125.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,19,41.1,14.8,"H17SR36","Salix richardsonii"
"36",125,112,NA,NA,NA,57,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR37",178,139,92,53,70,51,55,47,NA,71.6666666666667,51,158.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,23,40.9,8.3,"H17SR37","Salix richardsonii"
"37",126,113,NA,NA,NA,36,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR39",128,123,48,30,44,44,41,43,NA,40.6666666666667,42.6666666666667,125.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,11,35.9,13.6,"H17SR39","Salix richardsonii"
"38",127,114,NA,NA,NA,32,2017,"Qikiqtaruk",NA,2017-08-14,"H17SR40",151,124,24,28,24,36,33,33,NA,25.3333333333333,34,137.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,12,31.6,13.1,"H17SR40","Salix richardsonii"
"39",105,92,NA,NA,NA,27,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR5",500,425,24,17,21,49,46,41,NA,20.6666666666667,45.3333333333333,462.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,15,35.2,10.5,"H17SR5","Salix richardsonii"
"40",106,93,NA,NA,NA,23,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR6",192,167,21,22,31,47,45,47,NA,24.6666666666667,46.3333333333333,179.5,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,14,30.5,15,"H17SR6","Salix richardsonii"
"41",107,94,NA,NA,NA,34,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR7",184,132,24,26,25,44,40,45,NA,25,43,158,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,9,30.5,12,"H17SR7","Salix richardsonii"
"42",108,95,NA,NA,NA,32,2017,"Qikiqtaruk",NA,2017-08-13,"H17SR8",305,195,27,21,25,44,39,37,NA,24.3333333333333,40,250,"#N/A","Qikiqtaruk",NA,2017-08-20,2017,13,31.9,11.4,"H17SR8","Salix richardsonii"
"43",303,305,NA,NA,NA,6,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA10",40,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"HE16SA10","Qikiqtaruk",2016-07-24,2016-08-06,2016,23.6,20.8,6.2,"HE16SA10","Salix arctica"
"44",321,323,NA,NA,NA,8,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SA11",44,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,"HE16SA11","Qikiqtaruk",2016-07-25,2016-08-06,2016,9,28,8.4,"HE16SA11","Salix arctica"
"45",322,324,NA,NA,NA,12,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SA12",54,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,"HE16SA12","Qikiqtaruk",2016-07-25,2016-08-06,2016,7,15.6,7.7,"HE16SA12","Salix arctica"
"46",323,325,NA,NA,NA,8.5,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SA13",44,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,"HE16SA13","Qikiqtaruk",2016-07-25,2016-08-06,2016,5,24,3.5,"HE16SA13","Salix arctica"
"47",324,326,NA,NA,NA,12,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SA14",39,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,"HE16SA14","Qikiqtaruk",2016-07-25,2016-08-06,2016,5.1,19.1,5.7,"HE16SA14","Salix arctica"
"48",856,290,NA,NA,NA,8,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA3",172,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,"HE16Sa3","Qikiqtaruk",2016-07-24,2016-08-06,2016,10,18.1,7,"HE16SA3","Salix arctica"
"49",857,291,NA,NA,NA,10,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA5",235,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,"HE16Sa5","Qikiqtaruk",2016-07-24,2016-08-06,2016,6.9,26.9,6.9,"HE16SA5","Salix arctica"
"50",301,302,NA,NA,NA,8,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA6",60,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,"HE16SA6","Qikiqtaruk",2016-07-24,2016-08-06,2016,8,20.2,7.7,"HE16SA6","Salix arctica"
"51",302,303,NA,NA,NA,11,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA7",56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,"HE16SA7","Qikiqtaruk",2016-07-24,2016-08-06,2016,6,27.6,6.1,"HE16SA7","Salix arctica"
"52",858,304,NA,NA,NA,7,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SA9",127,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,"HE16SA9","Qikiqtaruk",2016-07-24,2016-08-06,2016,8.6,30.2,8.3,"HE16SA9","Salix arctica"
"53",272,270,NA,NA,NA,23,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP1",39,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"HE16SP1","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,43,NA,"HE16SP1","Salix pulchra"
"54",281,279,NA,NA,NA,40,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP10",232,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.5,"HE16SP10","Qikiqtaruk",2016-07-11,2016-08-06,2016,25,59,NA,"HE16SP10","Salix pulchra"
"55",282,280,NA,NA,NA,17,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP12",40,47,40,38,NA,38,42,NA,NA,NA,NA,43.5,"HE16SP12","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,18.3,4.6,"HE16SP12","Salix pulchra"
"56",283,281,NA,NA,NA,23,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP13",100,59,30,21,NA,36,50,NA,NA,NA,NA,79.5,"HE16SP13","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,25.1,7.1,"HE16SP13","Salix pulchra"
"57",284,282,NA,NA,NA,19,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP15",111,72,35,15,NA,43,41,NA,NA,NA,NA,91.5,"HE16SP15","Qikiqtaruk",2016-07-24,2016-08-06,2016,7,19.9,6.6,"HE16SP15","Salix pulchra"
"58",285,283,NA,NA,NA,21,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP16",194,153,54,53,NA,42,41,NA,NA,NA,NA,173.5,"HE16SP16","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.5,31.5,9,"HE16SP16","Salix pulchra"
"59",286,284,NA,NA,NA,28.5,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP17",188,155,40,42,NA,33,33,NA,NA,NA,NA,171.5,"HE16SP17","Qikiqtaruk",2016-07-24,2016-08-06,2016,7.3,30.4,7.4,"HE16SP17","Salix pulchra"
"60",287,285,NA,NA,NA,39,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP18",281,175,49,76,NA,47,48,NA,NA,NA,NA,228,"HE16SP18","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.9,35,8.6,"HE16SP18","Salix pulchra"
"61",288,286,NA,NA,NA,13,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP19",59,46,105,57,NA,57,49,NA,NA,NA,NA,52.5,"HE16SP19","Qikiqtaruk",2016-07-24,2016-08-06,2016,10.6,31.4,7.1,"HE16SP19","Salix pulchra"
"62",273,271,NA,NA,NA,26,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP2",39,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,"HE16SP2","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,37,NA,"HE16SP2","Salix pulchra"
"63",289,287,NA,NA,NA,26.5,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SP20",230,130,22,26,NA,46,46,NA,NA,NA,NA,180,"HE16SP20","Qikiqtaruk",2016-07-24,2016-08-06,2016,7.9,38.2,5.9,"HE16SP20","Salix pulchra"
"64",304,306,NA,NA,NA,39,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP21",217,277,124,49,NA,48,52,NA,NA,NA,NA,247,"HE16SP21","Qikiqtaruk",2016-07-25,2016-08-06,2016,16.9,45.2,11.9,"HE16SP21","Salix pulchra"
"65",305,307,NA,NA,NA,55,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP23",1005,462,112,103,NA,50,48,NA,NA,NA,NA,733.5,"HE16SP23","Qikiqtaruk",2016-07-25,2016-08-06,2016,12,46.4,9.3,"HE16SP23","Salix pulchra"
"66",306,308,NA,NA,NA,77,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP24",515,306,205,66,NA,62,46,NA,NA,NA,NA,410.5,"HE16SP24","Qikiqtaruk",2016-07-25,2016-08-06,2016,15.6,44.9,8.8,"HE16SP24","Salix pulchra"
"67",307,309,NA,NA,NA,83,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP25",238,283,81,137,NA,53,51,NA,NA,NA,NA,260.5,"HE16SP25","Qikiqtaruk",2016-07-25,2016-08-06,2016,14.9,47.2,13.6,"HE16SP25","Salix pulchra"
"68",308,310,NA,NA,NA,91,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP26",367,568,109,88,NA,66,67,NA,NA,NA,NA,467.5,"HE16SP26","Qikiqtaruk",2016-07-25,2016-08-06,2016,12.7,35.2,9.8,"HE16SP26","Salix pulchra"
"69",309,311,NA,NA,NA,39,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP27",141,89,31,38,NA,40,42,NA,NA,NA,NA,115,"HE16SP27","Qikiqtaruk",2016-07-25,2016-08-06,2016,12.9,36,11.5,"HE16SP27","Salix pulchra"
"70",311,313,NA,NA,NA,53,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP29",652,426,166,156,NA,51,55,NA,NA,NA,NA,539,"HE16SP29","Qikiqtaruk",2016-07-25,2016-08-06,2016,13,44.5,12.1,"HE16SP29","Salix pulchra"
"71",274,272,NA,NA,NA,24,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP3",36,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"HE16SP3","Qikiqtaruk",2016-07-11,2016-08-06,2016,10,49,NA,"HE16SP3","Salix pulchra"
"72",312,314,NA,NA,NA,52,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SP30",428,402,181,260,NA,97,76,NA,NA,NA,NA,415,"HE16SP30","Qikiqtaruk",2016-07-25,2016-08-06,2016,15.6,46.5,12.9,"HE16SP30","Salix pulchra"
"73",275,273,NA,NA,NA,35,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP4",43,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,"HE16SP4","Qikiqtaruk",2016-07-11,2016-08-06,2016,10,51,NA,"HE16SP4","Salix pulchra"
"74",276,274,NA,NA,NA,29,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP5",55,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"HE16SP5","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,62,NA,"HE16SP5","Salix pulchra"
"75",277,275,NA,NA,NA,71,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP6",496,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,"HE16SP6","Qikiqtaruk",2016-07-11,2016-08-06,2016,23,57,NA,"HE16SP6","Salix pulchra"
"76",279,277,NA,NA,NA,34,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP8",184,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,"HE16SP8","Qikiqtaruk",2016-07-11,2016-08-06,2016,9,31,NA,"HE16SP8","Salix pulchra"
"77",280,278,NA,NA,NA,53,2016,"Qikiqtaruk",NA,2016-07-11,"HE16SP9",222,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,196,"HE16SP9","Qikiqtaruk",2016-07-11,2016-08-06,2016,11,41,NA,"HE16SP9","Salix pulchra"
"78",292,293,NA,NA,NA,68,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR12",427,237,105,50,NA,47,43,NA,NA,NA,NA,332,"HE16Sr12","Qikiqtaruk",2016-07-24,2016-08-09,2016,24,39.2,8.8,"HE16SR12","Salix richardsonii"
"79",293,294,NA,NA,NA,70,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR13",491,284,60,71,NA,45,54,NA,NA,NA,NA,387.5,"HE16Sr13","Qikiqtaruk",2016-07-24,2016-08-09,2016,27,28.7,9.3,"HE16SR13","Salix richardsonii"
"80",294,295,NA,NA,NA,34,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR14",206,147,30,24,NA,44,40,NA,NA,NA,NA,176.5,"HE16Sr14","Qikiqtaruk",2016-07-24,2016-08-09,2016,16,28.2,8.7,"HE16SR14","Salix richardsonii"
"81",295,296,NA,NA,NA,38,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR15",232,150,24,25,NA,40,35,NA,NA,NA,NA,191,"HE16Sr15","Qikiqtaruk",2016-07-24,2016-08-09,2016,18,32.1,10.2,"HE16SR15","Salix richardsonii"
"82",296,297,NA,NA,NA,67,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR16",331,220,95,48,NA,47,46,NA,NA,NA,NA,275.5,"HE16SR16","Qikiqtaruk",2016-07-24,2016-08-09,2016,33,31.2,11.2,"HE16SR16","Salix richardsonii"
"83",297,298,NA,NA,NA,65,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR17",229,221,65,63,NA,104,89,NA,NA,NA,NA,225,"HE16SR17","Qikiqtaruk",2016-07-24,2016-08-09,2016,26.6,36.5,10.9,"HE16SR17","Salix richardsonii"
"84",298,299,NA,NA,NA,59,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR18",183,155,270,277,NA,82,81,NA,NA,NA,NA,169,"HE16SR18","Qikiqtaruk",2016-07-24,2016-08-09,2016,20.3,36.7,9.6,"HE16SR18","Salix richardsonii"
"85",299,300,NA,NA,NA,62,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR19",403,624,172,151,NA,58,62,NA,NA,NA,NA,513.5,"HE16SR19","Qikiqtaruk",2016-07-24,2016-08-09,2016,21.7,33.6,10,"HE16SR19","Salix richardsonii"
"86",300,301,NA,NA,NA,33,2016,"Qikiqtaruk",NA,2016-07-23,"HE16SR20",132,188,61,67,NA,50,48,NA,NA,NA,NA,160,"HE16SR20","Qikiqtaruk",2016-07-24,2016-08-09,2016,9,38,7.1,"HE16SR20","Salix richardsonii"
"87",313,315,NA,NA,NA,69,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR21",115,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,"HE16SR21","Qikiqtaruk",2016-07-25,2016-08-06,2016,20,35.6,8.5,"HE16SR21","Salix richardsonii"
"88",314,316,NA,NA,NA,77,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR22",120,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.5,"HE16SR22","Qikiqtaruk",2016-07-25,2016-08-06,2016,15,34.7,10.1,"HE16SR22","Salix richardsonii"
"89",315,317,NA,NA,NA,62,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR23",157,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.5,"HE16SR23","Qikiqtaruk",2016-07-25,2016-08-06,2016,24,39.1,8.5,"HE16SR23","Salix richardsonii"
"90",316,318,NA,NA,NA,29,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR25",68,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"HE16SR25","Qikiqtaruk",2016-07-25,2016-08-06,2016,25,22.5,7.4,"HE16SR25","Salix richardsonii"
"91",317,319,NA,NA,NA,35,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR26",110,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"HE16Sr26","Qikiqtaruk",2016-07-25,2016-08-06,2016,10,25.2,8.8,"HE16SR26","Salix richardsonii"
"92",318,320,NA,NA,NA,25,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR27",127,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,"HE16Sr27","Qikiqtaruk",2016-07-25,2016-08-06,2016,15,30.4,8.2,"HE16SR27","Salix richardsonii"
"93",319,321,NA,NA,NA,30,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR28",106,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,"HE16Sr28","Qikiqtaruk",2016-07-25,2016-08-06,2016,19,24,8,"HE16SR28","Salix richardsonii"
"94",320,322,NA,NA,NA,38,2016,"Qikiqtaruk",NA,2016-07-24,"HE16SR29",126,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.5,"HE16Sr29","Qikiqtaruk",2016-07-25,2016-08-06,2016,19,30.5,9.5,"HE16SR29","Salix richardsonii"
"95",11,80,NA,NA,NA,5.6,2022,"Qikiqtaruk",NA,2022-07-19,"HESA04",8,4.1,24,22,11,32,36,26,5,19,31.3333333333333,6.05,NA,NA,NA,NA,NA,NA,NA,NA,"HESA04","Salix arctica"
"96",12,81,NA,NA,NA,4,2022,"Qikiqtaruk",NA,2022-07-19,"HESA05",4.4,2.7,10,7,18,29,14,25,NA,11.6666666666667,22.6666666666667,3.55,NA,NA,NA,NA,NA,NA,NA,NA,"HESA05","Salix arctica"
"97",13,82,NA,NA,NA,6.4,2022,"Qikiqtaruk",NA,2022-07-19,"HESA06",3.1,2.6,14,16,9,32,29,18,4,13,26.3333333333333,2.85,NA,NA,NA,NA,NA,NA,NA,NA,"HESA06","Salix arctica"
"98",14,83,NA,NA,NA,7.4,2022,"Qikiqtaruk",NA,2022-07-19,"HESA07",6.5,4.9,10,14,9,41,32,17,6,11,30,5.7,NA,NA,NA,NA,NA,NA,NA,NA,"HESA07","Salix arctica"
"99",15,84,NA,NA,NA,10.2,2022,"Qikiqtaruk",NA,2022-07-19,"HESA08",33,6.4,27,19,22,42,27,57,33,22.6666666666667,42,19.7,NA,NA,NA,NA,NA,NA,NA,NA,"HESA08","Salix arctica"
"100",16,85,NA,NA,NA,9.1,2022,"Qikiqtaruk",NA,2022-07-19,"HESA09",6.9,4.1,14,5,12,49,18,22,NA,10.3333333333333,29.6666666666667,5.5,NA,NA,NA,NA,NA,NA,NA,NA,"HESA09","Salix arctica"
"101",17,86,NA,NA,NA,6.5,2022,"Qikiqtaruk",NA,2022-07-19,"HESA10",15,7.2,18,12,15,32,51,18,NA,15,33.6666666666667,11.1,NA,NA,NA,NA,NA,NA,NA,NA,"HESA10","Salix arctica"
"102",1,64,NA,NA,NA,16.4,2022,"Qikiqtaruk",NA,2022-07-19,"HESP04",21,12.6,26,19,43,26,24,17,7,29.3333333333333,22.3333333333333,16.8,NA,NA,NA,NA,NA,NA,NA,NA,"HESP04","Salix pulchra"
"103",2,65,NA,NA,NA,16.2,2022,"Qikiqtaruk",NA,2022-07-19,"HESP05",27.5,9.4,54,31,27,34,25,29,8,37.3333333333333,29.3333333333333,18.45,NA,NA,NA,NA,NA,NA,NA,NA,"HESP05","Salix pulchra"
"104",3,66,NA,NA,NA,16.1,2022,"Qikiqtaruk",NA,2022-07-19,"HESP06",18.5,5.2,13,34,20,34,31,18,5,22.3333333333333,27.6666666666667,11.85,NA,NA,NA,NA,NA,NA,NA,NA,"HESP06","Salix pulchra"
"105",4,70,NA,NA,NA,31.3,2022,"Qikiqtaruk",NA,2022-07-20,"HESR04",130.3,92.1,35,28,41,37,38,22,34,34.6666666666667,32.3333333333333,111.2,NA,NA,NA,NA,NA,NA,NA,NA,"HESR04","Salix richardsonii"
"106",5,71,NA,NA,NA,27.2,2022,"Qikiqtaruk",NA,2022-07-20,"HESR05",63,61.5,32,31,24,34,44,29,26,29,35.6666666666667,62.25,NA,NA,NA,NA,NA,NA,NA,NA,"HESR05","Salix richardsonii"
"107",6,72,NA,NA,NA,61,2022,"Qikiqtaruk",NA,2022-07-20,"HESR06",157,105,66,78,72,44,41,38,35,72,41,131,NA,NA,NA,NA,NA,NA,NA,NA,"HESR06","Salix richardsonii"
"108",7,73,NA,NA,NA,36.7,2022,"Qikiqtaruk",NA,2022-07-20,"HESR07",284,314,39,28,37,51,36,41,12,34.6666666666667,42.6666666666667,299,NA,NA,NA,NA,NA,NA,NA,NA,"HESR07","Salix richardsonii"
"109",8,74,NA,NA,NA,19.4,2022,"Qikiqtaruk",NA,2022-07-20,"HESR08",44,15,44,18,7,41,41,42,10,23,41.3333333333333,29.5,NA,NA,NA,NA,NA,NA,NA,NA,"HESR08","Salix richardsonii"
"110",9,75,NA,NA,NA,23.2,2022,"Qikiqtaruk",NA,2022-07-20,"HESR09",207,114,22,23,32,29,34,36,11,25.6666666666667,33,160.5,NA,NA,NA,NA,NA,NA,NA,NA,"HESR09","Salix richardsonii"
"111",10,76,NA,NA,NA,24.5,2022,"Qikiqtaruk",NA,2022-07-20,"HESR10",84,79,16,22,15,30,25,30,15,17.6666666666667,28.3333333333333,81.5,NA,NA,NA,NA,NA,NA,NA,NA,"HESR10","Salix richardsonii"
"112",553,619,NA,NA,NA,150,2013,"Kluane",NA,2013-08-11,"KL-SPC 1",487,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,"KL-SPC 1","Pika Camp",NA,2013-08-13,2013,5.8,NA,NA,"KLSPC1","Salix pulchra"
"113",555,620,NA,NA,NA,41,2013,"Kluane",NA,2013-08-11,"KL-SPC 10",344,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.5,"KL-SPC 10","Pika Camp",NA,2013-08-13,2013,1.1,NA,NA,"KLSPC10","Salix pulchra"
"114",557,621,NA,NA,NA,83,2013,"Kluane",NA,2013-08-11,"KL-SPC 11",397,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.5,"#N/A","Pika Camp",NA,2013-08-13,2013,3.2,NA,NA,"KLSPC11","Salix pulchra"
"115",558,622,NA,NA,NA,97,2013,"Kluane",NA,2013-08-11,"KL-SPC 12",419,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.5,"KL-SPC 12","Pika Camp",NA,2013-08-13,2013,3,NA,NA,"KLSPC12","Salix pulchra"
"116",559,623,NA,NA,NA,102,2013,"Kluane",NA,2013-08-11,"KL-SPC 13",128,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,"KL-SPC 13","Pika Camp",NA,2013-08-13,2013,2,NA,NA,"KLSPC13","Salix pulchra"
"117",561,624,NA,NA,NA,166,2013,"Kluane",NA,2013-08-11,"KL-SPC 14",345,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,"#N/A","Pika Camp",NA,2013-08-13,2013,6.9,NA,NA,"KLSPC14","Salix pulchra"
"118",563,626,NA,NA,NA,77,2013,"Kluane",NA,2013-08-11,"KL-SPC 2",453,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,"KL-SPC 2","Pika Camp",NA,2013-08-13,2013,3,NA,NA,"KLSPC2","Salix pulchra"
"119",565,627,NA,NA,NA,118,2013,"Kluane",NA,2013-08-11,"KL-SPC 3",447,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,"KL-SPC 3","Pika Camp",NA,2013-08-13,2013,5.9,NA,NA,"KLSPC3","Salix pulchra"
"120",567,628,NA,NA,NA,95,2013,"Kluane",NA,2013-08-11,"KL-SPC 4",462,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,308.5,"#N/A","Pika Camp",NA,2013-08-13,2013,3.6,NA,NA,"KLSPC4","Salix pulchra"
