"","Latitude","Longitude","Elevation","Canopy_Height_cm","SampleYear","Site","Species","...8","SampleDate","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","biovolume","Match","SampleSite","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleID_standard"
"405",NA,NA,NA,44,2016,"Kluane",NA,NA,2016-08-07,"KP16SR55",102,65,90,96,NA,50,53,NA,NA,NA,NA,83.5,291720,"KP16SR55","Kluane Plateau",NA,2016-08-09,2016,12,31.7,8.1,"KP16SR55"
"406",NA,NA,NA,102,2016,"Kluane",NA,NA,2016-08-07,"KP16SR56",189,197,12.2,12.1,NA,5.3,5.8,NA,NA,NA,NA,193,3797766,"KP16SR56","Kluane Plateau",NA,2016-08-09,2016,36.8,46.6,9.6,"KP16SR56"
"407",NA,NA,NA,70,2016,"Kluane",NA,NA,2016-08-07,"KP16SR57",122,95,9.6,4,NA,6.7,6.1,NA,NA,NA,NA,108.5,811300,"KP16SR57","Kluane Plateau",NA,2016-08-09,2016,22.7,43.4,12.7,"KP16SR57"
"408",NA,NA,NA,54,2016,"Kluane",NA,NA,2016-08-07,"KP16SR58",104,84,4.4,5.5,NA,5.7,5.6,NA,NA,NA,NA,94,471744,"KP16SR58","Kluane Plateau",NA,2016-08-09,2016,20.8,33.2,9.2,"KP16SR58"
"409",NA,NA,NA,96,2016,"Kluane",NA,NA,2016-08-07,"KP16SR59",119,66,4.3,6.1,NA,5.9,4.3,NA,NA,NA,NA,92.5,753984,"KP16SR59","Kluane Plateau",NA,2016-08-09,2016,27.1,45.9,15.9,"KP16SR59"
"410",NA,NA,NA,71,2016,"Kluane",NA,NA,2016-08-07,"KP16SR60",175,162,14.3,9.2,NA,6,6.6,NA,NA,NA,NA,168.5,2012850,"KP16SR60","Kluane Plateau",NA,2016-08-09,2016,26.9,45.4,12.7,"KP16SR60"
"411",NA,NA,NA,17.1,2015,"Kluane",NA,NA,2015-08-18,"K15psa1",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa1","Kluane Plateau",2015-08-18,2015-08-20,2015,0.7,22,5,"K15PSA1"
"412",NA,NA,NA,23,2015,"Kluane",NA,NA,2015-08-18,"K15psa10",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa10","Kluane Plateau",2015-08-18,2015-08-20,2015,0.7,23,6,"K15PSA10"
"413",NA,NA,NA,30,2015,"Kluane",NA,NA,2015-08-18,"K15psa11",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa11","Kluane Plateau",2015-08-18,2015-08-20,2015,0.8,38,9,"K15PSA11"
"414",NA,NA,NA,34,2015,"Kluane",NA,NA,2015-08-18,"K15psa12",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa12","Kluane Plateau",2015-08-18,2015-08-20,2015,1.2,30,6,"K15PSA12"
"415",NA,NA,NA,20.5,2015,"Kluane",NA,NA,2015-08-18,"K15psa14",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa14","Kluane Plateau",2015-08-18,2015-08-20,2015,1.3,25,11,"K15PSA14"
"416",NA,NA,NA,23,2015,"Kluane",NA,NA,2015-08-18,"K15psa15",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa15","Kluane Plateau",2015-08-18,2015-08-20,2015,1.4,26,11,"K15PSA15"
"417",NA,NA,NA,17.6,2015,"Kluane",NA,NA,2015-08-18,"K15psa3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa3","Kluane Plateau",2015-08-18,2015-08-20,2015,0.9,17,6,"K15PSA3"
"418",NA,NA,NA,23.5,2015,"Kluane",NA,NA,2015-08-18,"K15psa4",31.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa4","Kluane Plateau",2015-08-18,2015-08-20,2015,0.6,21,7,"K15PSA4"
"419",NA,NA,NA,17.4,2015,"Kluane",NA,NA,2015-08-18,"K15psa5",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa5","Kluane Plateau",2015-08-18,2015-08-20,2015,1,16,7,"K15PSA5"
"420",NA,NA,NA,28.1,2015,"Kluane",NA,NA,2015-08-18,"K15psa6",38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa6","Kluane Plateau",2015-08-18,2015-08-20,2015,1.1,29,10,"K15PSA6"
"421",NA,NA,NA,20.5,2015,"Kluane",NA,NA,2015-08-18,"K15psa7",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa7","Kluane Plateau",2015-08-18,2015-08-20,2015,0.7,23,6,"K15PSA7"
"422",NA,NA,NA,26,2015,"Kluane",NA,NA,2015-08-18,"K15psa9",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSa9","Kluane Plateau",2015-08-18,2015-08-20,2015,0.8,28,7,"K15PSA9"
"423",NA,NA,NA,7,2015,"Qikiqtaruk",NA,NA,2015-07-22,"H15sa10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa10","QHI",2015-07-22,2015-08-20,2015,1.1,42,11,"H15SA10"
"424",NA,NA,NA,7,2015,"Qikiqtaruk",NA,NA,2015-07-22,"H15sa6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa6","QHI",2015-07-22,2015-08-20,2015,0.8,37,8,"H15SA6"
"425",NA,NA,NA,8.5,2015,"Qikiqtaruk",NA,NA,2015-07-22,"H15sa7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa7","QHI",2015-07-22,2015-08-20,2015,0.7,42,4,"H15SA7"
"426",NA,NA,NA,9,2015,"Qikiqtaruk",NA,NA,2015-07-22,"H15sa8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa8","QHI",2015-07-22,2015-08-20,2015,1.5,33,9,"H15SA8"
"427",NA,NA,NA,6,2015,"Qikiqtaruk",NA,NA,2015-07-22,"H15sa9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa9","QHI",2015-07-22,2015-08-20,2015,1,31,6,"H15SA9"
"428",NA,NA,NA,7,2015,"Qikiqtaruk",NA,NA,2015-07-21,"H15sa3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa3","QHI",2015-07-21,2015-08-20,2015,0.7,44,9,"H15SA3"
"429",NA,NA,NA,4,2015,"Qikiqtaruk",NA,NA,2015-07-21,"H15sa4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa4","QHI",2015-07-21,2015-08-20,2015,0.5,34,8,"H15SA4"
"430",NA,NA,NA,13,2015,"Qikiqtaruk",NA,NA,2015-07-21,"H15sa5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa5","QHI",2015-07-21,2015-08-20,2015,1.2,43,6,"H15SA5"
"431",NA,NA,NA,16,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp1","QHI",2015-07-18,2015-08-18,2015,0.9,46.7,9,"H15SP1"
"432",NA,NA,NA,35,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp10","QHI",2015-07-18,2015-08-18,2015,1.2,83.1,9,"H15SP10"
"433",NA,NA,NA,25,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp11","QHI",2015-07-18,2015-08-18,2015,0.8,39.8,7,"H15SP11"
"434",NA,NA,NA,38,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp12","QHI",2015-07-18,2015-08-18,2015,0.6,53.6,4,"H15SP12"
"435",NA,NA,NA,33,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp13","QHI",2015-07-18,2015-08-18,2015,1.7,61,11,"H15SP13"
"436",NA,NA,NA,38,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp14","QHI",2015-07-18,2015-08-18,2015,1.5,34.6,6,"H15SP14"
"437",NA,NA,NA,28,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp15","QHI",2015-07-18,2015-08-18,2015,0.9,35,9,"H15SP15"
"438",NA,NA,NA,24,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp16","QHI",2015-07-18,2015-08-18,2015,1.3,49.6,12,"H15SP16"
"439",NA,NA,NA,43,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp17","QHI",2015-07-18,2015-08-18,2015,1.6,52.8,8,"H15SP17"
"440",NA,NA,NA,35,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp18","QHI",2015-07-18,2015-08-18,2015,0.9,48,11,"H15SP18"
"441",NA,NA,NA,47,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp19","QHI",2015-07-18,2015-08-18,2015,1.2,52,9,"H15SP19"
"442",NA,NA,NA,21,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp2","QHI",2015-07-18,2015-08-18,2015,0.9,50.7,9,"H15SP2"
"443",NA,NA,NA,25,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp20","QHI",2015-07-18,2015-08-18,2015,1.5,34,17,"H15SP20"
"444",NA,NA,NA,30,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp21","QHI",2015-07-18,2015-08-18,2015,0.9,51.8,7,"H15SP21"
"445",NA,NA,NA,42,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp22","QHI",2015-07-18,2015-08-18,2015,0.8,42.1,6,"H15SP22"
"446",NA,NA,NA,26,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp23","QHI",2015-07-18,2015-08-18,2015,0.8,38.9,5,"H15SP23"
"447",NA,NA,NA,24,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp24","QHI",2015-07-18,2015-08-18,2015,0.6,39.9,6,"H15SP24"
"448",NA,NA,NA,24,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP25","QHI",2015-07-18,2015-08-18,2015,0.7,33.6,7,"H15SP25"
"449",NA,NA,NA,29,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15sp26","QHI",2015-07-18,2015-08-18,2015,0.6,34,6,"H15SP26"
"450",NA,NA,NA,24,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp27","QHI",2015-07-18,2015-08-18,2015,1,490,10,"H15SP27"
"451",NA,NA,NA,19,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP28","QHI",2015-07-18,2015-08-18,2015,1.1,255,12,"H15SP28"
"452",NA,NA,NA,32,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp29","QHI",2015-07-18,2015-08-18,2015,0.9,373,7,"H15SP29"
"453",NA,NA,NA,29,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp3","QHI",2015-07-18,2015-08-18,2015,0.6,32.2,6,"H15SP3"
"454",NA,NA,NA,26,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp30","QHI",2015-07-18,2015-08-18,2015,1.1,32,8,"H15SP30"
"455",NA,NA,NA,23,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp4","QHI",2015-07-18,2015-08-18,2015,0.6,35.8,7,"H15SP4"
"456",NA,NA,NA,13,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp5","QHI",2015-07-18,2015-08-18,2015,0.8,38,8,"H15SP5"
"457",NA,NA,NA,22,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp6","QHI",2015-07-18,2015-08-18,2015,0.9,47,11,"H15SP6"
"458",NA,NA,NA,39,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp7","QHI",2015-07-18,2015-08-18,2015,0.8,39,8,"H15SP7"
"459",NA,NA,NA,21,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp8","QHI",2015-07-18,2015-08-18,2015,1,47.8,10,"H15SP8"
"460",NA,NA,NA,22,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sp9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp9","QHI",2015-07-18,2015-08-18,2015,0.9,58.1,8,"H15SP9"
"461",NA,NA,NA,73.5,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr1",372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr1","QHI",2015-07-18,2015-08-18,2015,3,35.4,7,"H15SR1"
"462",NA,NA,NA,42,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr10",209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr10","QHI",2015-07-18,2015-08-18,2015,1.6,39.5,11,"H15SR10"
"463",NA,NA,NA,26,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr11",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr11","QHI",2015-07-18,2015-08-18,2015,2.3,27.4,11,"H15SR11"
"464",NA,NA,NA,36,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr12",280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr12","QHI",2015-07-18,2015-08-18,2015,1.7,43.5,12,"H15SR12"
"465",NA,NA,NA,22,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr13",226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr13","QHI",2015-07-18,2015-08-18,2015,1.8,27.8,8,"H15SR13"
"466",NA,NA,NA,26,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr14",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr14","QHI",2015-07-18,2015-08-18,2015,1.7,32.6,12,"H15SR14"
"467",NA,NA,NA,42,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr15",340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr15","QHI",2015-07-18,2015-08-18,2015,2.1,36.1,6,"H15SR15"
"468",NA,NA,NA,54,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr16",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr16","QHI",2015-07-18,2015-08-18,2015,2.3,40.3,8,"H15SR16"
"469",NA,NA,NA,59,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr17",281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr17","QHI",2015-07-18,2015-08-18,2015,2.4,49.8,11,"H15SR17"
"470",NA,NA,NA,54,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr18","QHI",2015-07-18,2015-08-18,2015,1.9,40.5,8,"H15SR18"
"471",NA,NA,NA,38,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr19",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr19","QHI",2015-07-18,2015-08-18,2015,1.9,35,8,"H15SR19"
"472",NA,NA,NA,45,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr2",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr2","QHI",2015-07-18,2015-08-18,2015,0.8,42.5,7,"H15SR2"
"473",NA,NA,NA,36,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr20",201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr20","QHI",2015-07-18,2015-08-18,2015,1.6,40.5,9,"H15SR20"
"474",NA,NA,NA,48,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr21",193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr21","QHI",2015-07-18,2015-08-18,2015,1.5,39.5,6,"H15SR21"
"475",NA,NA,NA,34,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr22",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr22","QHI",2015-07-18,2015-08-18,2015,1.9,29.6,12,"H15SR22"
"476",NA,NA,NA,31,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr23",379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr23","QHI",2015-07-18,2015-08-18,2015,1.6,36.5,9,"H15SR23"
"477",NA,NA,NA,44,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr24","QHI",2015-07-18,2015-08-18,2015,2.4,36.7,9,"H15SR24"
"478",NA,NA,NA,40,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr25",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr25","QHI",2015-07-18,2015-08-18,2015,1.4,30,10,"H15SR25"
"479",NA,NA,NA,59,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr26",412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr26","QHI",2015-07-18,2015-08-18,2015,3.4,60.8,10,"H15SR26"
"480",NA,NA,NA,41,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr27",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr27","QHI",2015-07-18,2015-08-18,2015,1.7,38.9,10,"H15SR27"
"481",NA,NA,NA,48,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr28",229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr28","QHI",2015-07-18,2015-08-18,2015,1.6,44.2,9,"H15SR28"
"482",NA,NA,NA,51,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr29",400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR29","QHI",2015-07-18,2015-08-18,2015,1.2,52.6,9,"H15SR29"
"483",NA,NA,NA,40,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr3",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr3","QHI",2015-07-18,2015-08-18,2015,2,28.9,7,"H15SR3"
"484",NA,NA,NA,39,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr30",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr30","QHI",2015-07-18,2015-08-18,2015,1.1,34.1,6,"H15SR30"
"485",NA,NA,NA,33,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr4",327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr4","QHI",2015-07-18,2015-08-18,2015,1.2,39.2,7,"H15SR4"
"486",NA,NA,NA,44,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr5",366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr5","QHI",2015-07-18,2015-08-18,2015,2.1,41.7,8,"H15SR5"
"487",NA,NA,NA,48,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr6",208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr6","QHI",2015-07-18,2015-08-18,2015,1.8,37,7,"H15SR6"
"488",NA,NA,NA,29,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr7",218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr7","QHI",2015-07-18,2015-08-18,2015,1.3,29.2,8,"H15SR7"
"489",NA,NA,NA,59,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr8",261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr8","QHI",2015-07-18,2015-08-18,2015,1.5,33.9,7,"H15SR8"
"490",NA,NA,NA,31,2015,"Qikiqtaruk",NA,NA,2015-07-18,"H15sr9",246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sr9","QHI",2015-07-18,2015-08-18,2015,2,35.9,8,"H15SR9"
"491",NA,NA,NA,84,2015,"Kluane",NA,NA,2015-07-04,"K15psp10",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp10","Kluane Plateau",2015-07-04,2015-08-18,2015,2.3,34,10.1,"K15PSP10"
"492",NA,NA,NA,73,2015,"Kluane",NA,NA,2015-07-04,"K15psp6",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp6","Kluane Plateau",2015-07-04,2015-08-18,2015,2,33.8,10,"K15PSP6"
"493",NA,NA,NA,44,2015,"Kluane",NA,NA,2015-07-04,"K15psp7",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp7","Kluane Plateau",2015-07-04,2015-08-18,2015,0.9,32,9,"K15PSP7"
"494",NA,NA,NA,69,2015,"Kluane",NA,NA,2015-07-04,"K15psp8",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp8","Kluane Plateau",2015-07-04,2015-08-18,2015,1.4,30.3,7.5,"K15PSP8"
"495",NA,NA,NA,78,2015,"Kluane",NA,NA,2015-07-04,"K15psp9",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSp9","Kluane Plateau",2015-07-04,2015-08-18,2015,2.4,36.7,9.9,"K15PSP9"
"496",NA,NA,NA,44,2015,"Kluane",NA,NA,2015-07-04,"Kpsp11",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSp11","Kluane Plateau",2015-07-04,2015-08-18,2015,1.9,32.7,8.6,"KPSP11"
"497",NA,NA,NA,76,2015,"Kluane",NA,NA,2015-07-04,"Kpsp12",304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP12","Kluane Plateau",2015-07-04,2015-08-18,2015,5.4,26.9,6,"KPSP12"
"498",NA,NA,NA,76,2015,"Kluane",NA,NA,2015-07-04,"Kpsp13",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP13","Kluane Plateau",2015-07-04,2015-08-18,2015,2.4,33.4,5.6,"KPSP13"
"499",NA,NA,NA,137,2015,"Kluane",NA,NA,2015-07-04,"Kpsp14",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP14","Kluane Plateau",2015-07-04,2015-08-18,2015,3.3,32.6,8.1,"KPSP14"
"500",NA,NA,NA,132,2015,"Kluane",NA,NA,2015-07-04,"Kpsp15",253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KPSP15","Kluane Plateau",2015-07-04,2015-08-18,2015,10.4,37,8.9,"KPSP15"
"501",NA,NA,NA,81,2015,"Kluane",NA,NA,2015-07-04,"K15psr10",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr10","Kluane Plateau",2015-07-04,2015-08-18,2015,6.4,31.5,10.4,"K15PSR10"
"502",NA,NA,NA,63,2015,"Kluane",NA,NA,2015-07-04,"K15psr11",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr11","Kluane Plateau",2015-07-04,2015-08-18,2015,3.6,27.2,11.7,"K15PSR11"
"503",NA,NA,NA,48,2015,"Kluane",NA,NA,2015-07-04,"K15psr12",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr12","Kluane Plateau",2015-07-04,2015-08-18,2015,2.7,32.7,11.8,"K15PSR12"
"504",NA,NA,NA,71,2015,"Kluane",NA,NA,2015-07-04,"K15psr14",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR14","Kluane Plateau",2015-07-04,2015-08-18,2015,5,29.4,12.9,"K15PSR14"
"505",NA,NA,NA,88,2015,"Kluane",NA,NA,2015-07-04,"K15psr6",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr6","Kluane Plateau",2015-07-04,2015-08-18,2015,6.8,31.2,14.2,"K15PSR6"
"506",NA,NA,NA,78,2015,"Kluane",NA,NA,2015-07-04,"K15psr8",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr8","Kluane Plateau",2015-07-04,2015-08-18,2015,3.1,21.9,8.8,"K15PSR8"
"507",NA,NA,NA,72,2015,"Kluane",NA,NA,2015-07-04,"K15psr9",212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSr9","Kluane Plateau",2015-07-04,2015-08-18,2015,3.2,39.2,11,"K15PSR9"
