Species,SLA_mm2_mg,Plant_height_veg_m,Plant_height_repro_m,Seed_mass_dry_mg,LDMC_g_g,Wood_density_mg_mm3,Leaf_area_mm2,Leaf_fresh_mass_g,Leaf_dry_mass_mg,Species_sex,Lat,Lon,Elevation_m,Site,Subsite_name,Treatment,date,DOY,Year_measured,Data_contributor,Data_coPIs,ValueKindName
Salix pulchra,,,,,,,195.4,,,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,252.9,,,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,178.9,,,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,268.7,,,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,356.3,,,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,0.201,,,,,,0.006,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2016,208,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.248,,,,,,0.018,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2016,208,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.235,,,,,,0.058,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2016,208,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.29,,,,,,0.051,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2016,208,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.315,,,,,,0.034,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2016,208,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.44,,,,,,0.017,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.205,,,,,,0.032,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.2,,,,,,0.036,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.364,,,,,,0.061,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.329,,,,,,0.023,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,24/07/2016,206,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.322,0.163,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.27,0,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.288,0,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.162,0,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.613,0,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.701,0.617,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.266,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,1.028,0.925,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,2.82,2.44,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,0.408,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix pulchra,,1.07,0.98,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,1.46,1.27,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,1.06,0.9,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,1.83,,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,1.26,1.18,,,,,,,,60.97682,138.41019,1472,Kluane,KP17Traits1,None,06/08/2017,218,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.84,0.73,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.62,0.555,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.49,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.84,0.39,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.68,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.81,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.28,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.4,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.89,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.33,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix richardsonii,,0.731,0.714,,,,,,20,m,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.803,0.781,,,,,,20,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.61,0.55,,,,,,20,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.566,0.531,,,,,,40,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.575,0.137,,,,,,15,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.69,0.47,,,,,,50,unk,61.1726,-138.3824,980,Kluane,,none,08-Jul,189,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.69,0.62,,,,,,40,f,61.1726,-138.3824,980,Kluane,,none,08-Jul,189,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.72,,,,,,,35,,61.1726,-138.3824,980,Kluane,,none,08-Jul,189,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.61,,,,,,,45,,61.1726,-138.3824,980,Kluane,,none,08-Jul,189,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,,0.74,0.69,,,,,,15,unk,61.1726,-138.3824,980,Kluane,,none,08-Jul,189,2014,Isla Myers-Smith,,Individual Mean
Salix richardsonii,17.30952381,,,,,,340,,21,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,17.4375,,,,,,504,,24,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,18.56315789,,,,,,372.7,,19,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,20.94210526,,,,,,742.6,,38,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,15.17631579,,,,,,233.4,,19,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,12.55897436,,,,,,490.8,,39,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,13.66455696,,,,,,523.2,,39.5,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,13.52555556,,,,,,646.4,,45,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,10.29009901,,,,,,509,,50.5,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,15.74666667,,,,,,378,,22.5,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,12.10483871,,,,,,899,,62,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,12.39325843,,,,,,1179,,89,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,11.17532468,,,,,,820,,77,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,9.970760234,,,,,,1083,,85.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,10.23664122,,,,,,622,,65.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,10.76875,,,,,,761,,80,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,12.68306011,,,,,,1114,,91.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,14.32258065,,,,,,718,,62,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,9.990654206,,,,,,1158,,107,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,387,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,333,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,332.7,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,849,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,343.3,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,488.8,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,556.3,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,570.9,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,530.3,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,330.6,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,602,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,1027,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,901,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,622,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,719,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,962,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,1207,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,1058,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,,980,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas; Jennifer Lowe,Individual Mean
Salix richardsonii,,,,,,0.744760479,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.803592814,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.657327586,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.70095518,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.748654467,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.659192825,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.538229982,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.544132918,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.614583333,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.572864322,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.554140127,,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.534847051,,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.641657335,,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.699870634,,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.548472076,,,,,61.1726,-138.3824,980,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.65290222,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.703477444,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.74516129,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.726870079,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,,,,,,0.718028696,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix richardsonii,9.566791511,0.321,0.269,,0.445,0.715343915,428.7,0.09,40.05,Male,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,22/07/2015,203,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.19388464,0.374,0.228,,0.368974359,0.69339207,609.6,0.195,71.95,Female,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,22/07/2015,203,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.6117837,0.35,0.28,,0.427241379,0.717326733,468.1,0.145,61.95,Female,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,11.48864418,0.495,0.471,,0.322888889,0.65778781,784.7,0.225,72.65,Female,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,12.30016051,0.31,0.189,,0.366470588,0.653741497,440.7,0.085,31.15,Female,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,11.6475827,0.412,0.395,,0.393,0.731313131,531.3,0.1,39.3,Male,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,11.61092715,0.423,,,0.355294118,0.717312349,348.3,0.085,30.2,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,9.796788141,0.431,0.3,,0.394878049,0.720276498,856.1,0.205,80.95,,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,20.20352997,0.372,0.35,,0.190575758,0.662912309,723.9,0.165,31.445,Female,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.16045627,0.43,0.425,,0.365277778,0.673846154,621.5,0.18,65.75,Female,69.56985,138.89821,-4,Qikiqtaruk,HE15PTS3,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,14.39469129,0.495,0.474,,0.353673469,0.560465116,1135.6,0.245,86.65,Female,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,9.98019802,0.544,0.489,,0.538666667,0.487905605,500.1,0.075,40.4,Male,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,11.58942065,0.357,,,0.425357143,0.594944708,934,0.14,59.55,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.81847826,0.263,,,0.484210526,0.72305141,554.3,0.095,46,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,9.736352357,0.414,,,0.374883721,0.604516129,929.7,0.215,80.6,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.40228789,0.253,0.227,,0.4196,0.745414527,540.9,0.125,52.45,Male,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.62539185,0.428,0.405,,0.39875,0.659183673,811.4,0.16,63.8,Male,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,10.14553473,0.312,,,0.4535,0.708597285,388.2,0.1,45.35,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,9.579346558,0.41,0.354,,0.476111111,0.689626556,689.1,0.18,85.7,Male,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,8.855405405,0.31,,,0.493333333,0.756256801,307.6,0.075,37,,69.58015,138.92355,74,Qikiqtaruk,HE15PTS9,None,01/08/2015,213,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,337.6,,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,22/07/2015,203,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,857.3,,,,69.57645,-138.994435,49,Qikiqtaruk,HE15PTS1,None,22/07/2015,203,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix richardsonii,,,,,,,846.7,,,,69.57677,138.90984,29,Qikiqtaruk,HE15PTS2,None,25/07/2015,206,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
