Species,SLA_mm2_mg,Plant_height_veg_m,Plant_height_repro_m,Seed_mass_dry_mg,LDMC_g_g,Wood_density_mg_mm3,Leaf_area_mm2,Leaf_fresh_mass_g,Leaf_dry_mass_mg,Species_sex,Lat,Lon,Elevation_m,Site,Subsite_name,Treatment,date,DOY,Year_measured,Data_contributor,Data_coPIs,ValueKindName
Salix arctica,,0.028,0.036,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.059,0.022,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.041,0.036,,,,,,,,61.21649,-138.28606,1631,Kluane,HE16PCTraits1,None,28/06/2016,180,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.067,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.065,0.086,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.128,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.049,0.045,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.057,0,,,,,,,,61.219,-138.28477,1577,Kluane,HE16PCTraits4,None,29/06/2016,181,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.038,0,,,,,,,,60.95528,-138.41401,1875,Kluane,HE16KPTraits3,None,08/07/2016,190,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.07,0.085,,,,,,,,60.95528,-138.41401,1875,Kluane,HE16KPTraits3,None,08/07/2016,190,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.05,0.078,,,,,,,,60.95528,-138.41401,1875,Kluane,HE16KPTraits3,None,08/07/2016,190,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.054,0.046,,,,,,,,60.95528,-138.41401,1875,Kluane,HE16KPTraits3,None,08/07/2016,190,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.06,0.099,,,,,,,,60.95528,-138.41401,1875,Kluane,HE16KPTraits3,None,08/07/2016,190,2016,Haydn Thomas,"Sandra Angers-Blondin, John Godlee, Eleanor Walker",Single
Salix arctica,,0.048,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.05,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.03,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.05,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.05,0,,,,,,,,60.96206,-138.41288,1716,Kluane,KP17Traits2,None,07/08/2017,219,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.098,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.028,0.043,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.035,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.066,0.041,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,0.055,,,,,,,,,61.21222,-138.27775,1649,Kluane,PCTRAITSS1,None,13/08/2017,225,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix arctica,,,,,,,,,,,61.2143,-138.28691,1652,Kluane,PCTRAITSS2,None,14/08/2017,226,2017,Haydn Thomas,"Izzy Rich, Cameron Cosgrove, Matt Little",Single
Salix pulchra,,0.548,0.502,,,,,,5,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.374,0.36,,,,,,5,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.53,0.495,,,,,,10,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.663,0.661,,,,,,15,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.325,0.26,,,,,,5,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.505,0.48,,,,,,5,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.373,0.243,,,,,,5,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.211,0.171,,,,,,5,m,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.445,0.441,,,,,,10,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,,0.676,0.611,,,,,,,f,61.10549,-138.6618,1693,Kluane,,none,07-Jul,188,2014,Isla Myers-Smith,,Individual Mean
Salix pulchra,17.38,,,,,,246,,13,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,15.78,,,,,,132,,9,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,12.88,,,,,,301,,17,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,12.03,,,,,,230,,19,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,12.56,,,,,,127,,12.5,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,19.97,,,,,,273,,16,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,17.89,,,,,,150,,9,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,1.8,,,,,,148,,96,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,13.17,,,,,,222,,18,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,25.41,,,,,,218,,8.5,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,10.24,,,,,,198,,18.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,8.21,,,,,,288,,31,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,9.16,,,,,,323,,37.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,10.91,,,,,,585,,52,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,9.58,,,,,,325,,30,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,11.61,,,,,,420,,38.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,9.97,,,,,,614,,57,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,9.33,,,,,,406,,42.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,8.83,,,,,,316,,38.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,9.04,,,,,,483,,51.5,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,206,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,152,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,137,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,227,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,187,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,366,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,172,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,197,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,252,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,214,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,181,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,221,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,364,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,550,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,250,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,474,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,523,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,387,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,364,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,,448,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Jennifer Lowe; Haydn Thomas,Individual Mean
Salix pulchra,,,,,,0.742819843,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.624430956,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.7015625,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.602391629,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.712230216,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.68852459,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.723577236,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.74556213,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.700447094,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.782352941,,,,,69.5749,-138.8631,76,Qikiqtaruk,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.500633714,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.592369478,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.620839363,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.560869565,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.644366197,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.52173913,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.606557377,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.643695015,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.606714628,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,,,,,,0.541341654,,,,,61.10549,-138.6618,1693,Kluane,,none,Jul,July,2014,Isla Myers-Smith,Haydn Thomas,Single
Salix pulchra,9.916461916,0.211,,,0.626153846,0.593180016,423.8,0.065,40.7,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,7.536470588,0.215,,,0.566666667,0.655487805,161.9,0.075,42.5,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.581491713,0.301,,,0.724,0.542508711,331,0.05,36.2,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,10.42857143,0.245,,,0.665,0.646373057,250.4,0.03,19.95,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,8.513657056,0.211,,,0.5272,0.585654596,513,0.125,65.9,Male,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,11.07738815,0.413,,,0.459444444,0.619765494,606.5,0.09,41.35,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,11.55797101,0.321,,,0.591428571,0.649321267,179.5,0.035,20.7,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,11.12051121,0.253,,,0.427346154,0.57195122,557.9,0.13,55.555,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,11.44375,0.506,,,0.451282051,0.571743929,1268,0.195,88,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,10.79466119,0.478,,,0.487,0.502902903,235.2,0.05,24.35,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,10.31221719,0.213,,,0.736666667,0.653266332,216.4,0.03,22.1,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.24584323,0.233,,,0.52625,0.567630058,314.1,0.08,42.1,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.053977273,0.214,,,0.541538462,0.566120219,346.4,0.065,35.2,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,10.60450563,0.12,0.038,,0.499375,0.592173913,384.6,0.08,39.95,Female,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.52259332,0.336,0.07,,0.565555556,0.705497382,484.7,0.09,50.9,Female,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,11.33333333,0.275,,,1.71,0.66563147,192.2,0.01,17.1,Male,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.344761905,0.221,,,0.875,0.725239617,237.7,0.03,26.25,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.778969957,0.294,,,1.165,0.698033708,276.8,0.02,23.3,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,10.03219697,0.201,,,0.754285714,0.760722348,261,0.035,26.4,,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,9.713382508,0.285,,,0.499473684,0.662182362,565.5,0.095,47.45,Female,69.57536,138.86479,63,Qikiqtaruk,HE15PTS16,None,04/08/2015,216,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,383.4,,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,478.7,,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,362.7,,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,165.7,,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,609.1,,,,69.57751,138.91127,67,Qikiqtaruk,HE15PTS4,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,309.6,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,299,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,677.7,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,746.1,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,290.5,,,,69.57794,138.94218,40,Qikiqtaruk,HE15PTS5,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,239.4,,,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,464.4,,,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,291,,,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,462.7,,,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
Salix pulchra,,,,,,,,,,,69.57891,138.94557,56,Qikiqtaruk,HE15PTS6,None,26/07/2015,207,2015,"Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid",Single
