"","Species","Latitude","Longitude","Elevation","Site","SampleDate","Canopy_Height_cm","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","Match","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleYear"
"332","Salix richardsonii",60.97015,138.41283,1581,"Kluane",2022-07-31,126,"KPSR01",159,116,100,105,200,47,45,40,43,135,44,137.5,NA,NA,NA,NA,NA,NA,NA,2022
"333","Salix richardsonii",60.9701,138.41283,1581,"Kluane",2022-07-31,130,"KPSR02",180,102,190,100,60,46,63,49,40,116.666666666667,52.6666666666667,141,NA,NA,NA,NA,NA,NA,NA,2022
"334","Salix richardsonii",60.97012,138.41273,1581,"Kluane",2022-07-31,147,"KPSR03",180,153,170,90,135,50,55,52,77,131.666666666667,52.3333333333333,166.5,NA,NA,NA,NA,NA,NA,NA,2022
"335","Salix richardsonii",60.97005,138.41264,1582,"Kluane",2022-07-31,140.5,"KPSR04",136,160,170,120,110,49,50,55,54,133.333333333333,51.3333333333333,148,NA,NA,NA,NA,NA,NA,NA,2022
"336","Salix richardsonii",60.97005,138.41322,1582,"Kluane",2022-07-31,159.5,"KPSR05",178,192,270,160,190,55,56,55,43,206.666666666667,55.3333333333333,185,NA,NA,NA,NA,NA,NA,NA,2022
"337","Salix richardsonii",60.97198,138.41141,1550,"Kluane",2022-07-31,151,"KPSR06",226,248,230,160,235,61,45,52,143,208.333333333333,52.6666666666667,237,NA,NA,NA,NA,NA,NA,NA,2022
"338","Salix richardsonii",60.97199,138.41205,1547,"Kluane",2022-07-31,158,"KPSR07",176,175,71,150,165,57,62,46,53,128.666666666667,55,175.5,NA,NA,NA,NA,NA,NA,NA,2022
"339","Salix richardsonii",60.97193,138.412,1550,"Kluane",2022-07-31,172,"KPSR08",222,255,60,75,150,57,53,55,38,95,55,238.5,NA,NA,NA,NA,NA,NA,NA,2022
"340","Salix richardsonii",60.97213,138.41197,1546,"Kluane",2022-07-31,84,"KPSR09",71,74,35,50,25,43,39,33,26,36.6666666666667,38.3333333333333,72.5,NA,NA,NA,NA,NA,NA,NA,2022
"341","Salix richardsonii",60.97151,138.411,1555,"Kluane",2022-07-31,120,"KPSR10",155,225,125,250,230,46,52,55,35,201.666666666667,51,190,NA,NA,NA,NA,NA,NA,NA,2022
"342","Salix pulchra",60.9702,138.41289,1580,"Kluane",2022-07-08,150,"KPSP01",303,240,180,60,140,59,42,58,250,126.666666666667,53,271.5,NA,NA,NA,NA,NA,NA,NA,2022
"343","Salix pulchra",60.9701,138.4128,1581,"Kluane",2022-07-08,141,"KPSP02",102,107,120,150,220,61,71,67,42,163.333333333333,66.3333333333333,104.5,NA,NA,NA,NA,NA,NA,NA,2022
"344","Salix pulchra",60.97008,138.4127,1582,"Kluane",2022-07-08,130,"KPSP03",180,120,200,120,150,47,42,52,50,156.666666666667,47,150,NA,NA,NA,NA,NA,NA,NA,2022
"345","Salix pulchra",60.97015,138.41316,1580,"Kluane",2022-07-08,155,"KPSP04",165,120,55,105,85,53,80,62,45,81.6666666666667,65,142.5,NA,NA,NA,NA,NA,NA,NA,2022
"346","Salix pulchra",60.96988,138.41269,1583,"Kluane",2022-07-08,185,"KPSP05",260,255,32,67,90,72,60,65,41,63,65.6666666666667,257.5,NA,NA,NA,NA,NA,NA,NA,2022
"347","Salix pulchra",60.97185,138.41124,1552,"Kluane",2022-07-08,164,"KPSP06",210,165,140,85,130,67,58,66,50,118.333333333333,63.6666666666667,187.5,NA,NA,NA,NA,NA,NA,NA,2022
"348","Salix pulchra",60.97206,138.41098,1549,"Kluane",2022-07-08,79,"KPSP07",122,76,115,70,25,52,61,56,23,70,56.3333333333333,99,NA,NA,NA,NA,NA,NA,NA,2022
"349","Salix pulchra",60.97199,138.41196,1547,"Kluane",2022-07-08,114,"KPSP08",192,158,40,35,110,50,55,44,37,61.6666666666667,49.6666666666667,175,NA,NA,NA,NA,NA,NA,NA,2022
"350","Salix pulchra",60.972,138.41205,1548,"Kluane",2022-07-08,160,"KPSP09",220,132,120,130,150,72,68,60,57,133.333333333333,66.6666666666667,176,NA,NA,NA,NA,NA,NA,NA,2022
"351","Salix pulchra",60.97153,138.41092,1553,"Kluane",2022-07-08,69,"KPSP10",101,107,50,20,25,41,47,48,12,31.6666666666667,45.3333333333333,104,NA,NA,NA,NA,NA,NA,NA,2022
"352","Salix richardsonii",60.97015,138.41283,1581,"Kluane",2022-07-08,108,"KPSR01",143,102.5,65,50,110,52,46,47,43,75,48.3333333333333,122.75,NA,NA,NA,NA,NA,NA,NA,2022
"353","Salix richardsonii",60.9701,138.41283,1581,"Kluane",2022-07-08,91,"KPSR02",199,154,60,52,160,64,52,51,36,90.6666666666667,55.6666666666667,176.5,NA,NA,NA,NA,NA,NA,NA,2022
"354","Salix richardsonii",60.97012,138.41273,1581,"Kluane",2022-07-08,136,"KPSR03",217,149,60,90,80,49,48,36,91,76.6666666666667,44.3333333333333,183,NA,NA,NA,NA,NA,NA,NA,2022
"355","Salix richardsonii",60.97005,138.41264,1582,"Kluane",2022-07-08,110,"KPSR04",133,150,160,115,90,52,48,57,57,121.666666666667,52.3333333333333,141.5,NA,NA,NA,NA,NA,NA,NA,2022
"356","Salix richardsonii",60.97005,138.41322,1582,"Kluane",2022-07-08,53,"KPSR05",170,172,13,24,114,40,51,32,55,50.3333333333333,41,171,NA,NA,NA,NA,NA,NA,NA,2022
"357","Salix richardsonii",60.97198,138.41141,1550,"Kluane",2022-07-08,125,"KPSR06",250,220,140,50,110,60,55,57,61,100,57.3333333333333,235,NA,NA,NA,NA,NA,NA,NA,2022
"358","Salix richardsonii",60.97199,138.41205,1547,"Kluane",2022-07-08,143,"KPSR07",176,136,180,170,90,66,56,42,40,146.666666666667,54.6666666666667,156,NA,NA,NA,NA,NA,NA,NA,2022
"359","Salix richardsonii",60.97193,138.412,1550,"Kluane",2022-07-08,134,"KPSR08",262,243,45,55,60,63,50,54,47,53.3333333333333,55.6666666666667,252.5,NA,NA,NA,NA,NA,NA,NA,2022
"360","Salix richardsonii",60.97213,138.41197,1546,"Kluane",2022-07-08,76,"KPSR09",63,61,65,20,45,43,30,40,30,43.3333333333333,37.6666666666667,62,NA,NA,NA,NA,NA,NA,NA,2022
"361","Salix richardsonii",60.97151,138.411,1555,"Kluane",2022-07-08,95,"KPSR10",188,149,100,190,90,55,46,55,31,126.666666666667,52,168.5,NA,NA,NA,NA,NA,NA,NA,2022
"362","Salix pulchra",60.9702,138.41289,1580,"Kluane",2022-08-12,200,"KPSP01",207,274,70,130,160,53,37,53,203,120,47.6666666666667,240.5,NA,NA,NA,NA,NA,NA,NA,2022
"363","Salix pulchra",60.9701,138.4128,1581,"Kluane",2022-08-12,160,"KPSP02",116,114,200,160,180,66,57,73,45,180,65.3333333333333,115,NA,NA,NA,NA,NA,NA,NA,2022
"364","Salix pulchra",60.97008,138.4127,1582,"Kluane",2022-08-12,165,"KPSP03",169,135,100,110,155,36,64,57,37,121.666666666667,52.3333333333333,152,NA,NA,NA,NA,NA,NA,NA,2022
"365","Salix pulchra",60.97015,138.41316,1580,"Kluane",2022-08-12,190,"KPSP04",200,195,109,150,160,71,73,61,45,139.666666666667,68.3333333333333,197.5,NA,NA,NA,NA,NA,NA,NA,2022
"366","Salix pulchra",60.96988,138.41269,1583,"Kluane",2022-08-12,180,"KPSP05",112,292,75,108,106,67,52,57,45,96.3333333333333,58.6666666666667,202,NA,NA,NA,NA,NA,NA,NA,2022
"367","Salix pulchra",60.97185,138.41124,1552,"Kluane",2022-08-12,180,"KPSP06",210,160,190,200,200,58,53,68,48,196.666666666667,59.6666666666667,185,NA,NA,NA,NA,NA,NA,NA,2022
"368","Salix pulchra",60.97206,138.41098,1549,"Kluane",2022-08-12,85,"KPSP07",130,131,160,170,55,51,49,60,17,128.333333333333,53.3333333333333,130.5,NA,NA,NA,NA,NA,NA,NA,2022
"369","Salix pulchra",60.97199,138.41196,1547,"Kluane",2022-08-12,120,"KPSP08",197,170,130,150,100,40,50,51,36,126.666666666667,47,183.5,NA,NA,NA,NA,NA,NA,NA,2022
"370","Salix pulchra",60.972,138.41205,1548,"Kluane",2022-08-12,165,"KPSP09",170,214,180,95,190,59,40,64,51,155,54.3333333333333,192,NA,NA,NA,NA,NA,NA,NA,2022
"371","Salix pulchra",60.97153,138.41092,1553,"Kluane",2022-08-12,70,"KPSP10",99,100,65,80,100,42,36,47,15,81.6666666666667,41.6666666666667,99.5,NA,NA,NA,NA,NA,NA,NA,2022
"372","Salix richardsonii",60.97015,138.41283,1581,"Kluane",2022-08-12,130,"KPSR01",161,140,95,65,130,52,47,54,43,96.6666666666667,51,150.5,NA,NA,NA,NA,NA,NA,NA,2022
"373","Salix richardsonii",60.9701,138.41283,1581,"Kluane",2022-08-12,137,"KPSR02",124,120,110,90,130,51,59,45,51,110,51.6666666666667,122,NA,NA,NA,NA,NA,NA,NA,2022
"374","Salix richardsonii",60.97012,138.41273,1581,"Kluane",2022-08-12,150,"KPSR03",186,160,260,110,170,56,48,53,86,180,52.3333333333333,173,NA,NA,NA,NA,NA,NA,NA,2022
"375","Salix richardsonii",60.97005,138.41264,1582,"Kluane",2022-08-12,150,"KPSR04",180,137,165,150,160,53,47,40,55,158.333333333333,46.6666666666667,158.5,NA,NA,NA,NA,NA,NA,NA,2022
"376","Salix richardsonii",60.97005,138.41322,1582,"Kluane",2022-08-12,63,"KPSR05",180,185,106,102,200,52,56,51,43,136,53,182.5,NA,NA,NA,NA,NA,NA,NA,2022
"377","Salix richardsonii",60.97198,138.41141,1550,"Kluane",2022-08-12,160,"KPSR06",259,220,230,170,240,53,57,55,154,213.333333333333,55,239.5,NA,NA,NA,NA,NA,NA,NA,2022
"378","Salix richardsonii",60.97199,138.41205,1547,"Kluane",2022-08-12,170,"KPSR07",174,158,150,170,140,57,48,51,35,153.333333333333,52,166,NA,NA,NA,NA,NA,NA,NA,2022
"379","Salix richardsonii",60.97193,138.412,1550,"Kluane",2022-08-12,165,"KPSR08",245,235,40,65,130,50,65,52,49,78.3333333333333,55.6666666666667,240,NA,NA,NA,NA,NA,NA,NA,2022
"380","Salix richardsonii",60.97213,138.41197,1546,"Kluane",2022-08-12,87,"KPSR09",75,70,69,35,33,40,37,36,27,45.6666666666667,37.6666666666667,72.5,NA,NA,NA,NA,NA,NA,NA,2022
"381","Salix richardsonii",60.97151,138.411,1555,"Kluane",2022-08-12,129,"KPSR10",192,163,90,100,140,66,45,62,36,110,57.6666666666667,177.5,NA,NA,NA,NA,NA,NA,NA,2022
"382","Salix pulchra",60.9702,138.41289,1580,"Kluane",2022-07-16,195,"KPSP01",285,168,47,23,44,74,54,57,122,38,61.6666666666667,226.5,NA,NA,NA,NA,NA,NA,NA,2022
"383","Salix pulchra",60.9701,138.4128,1581,"Kluane",2022-07-16,152,"KPSP02",118,98,132,111,124,77,70,55,43,122.333333333333,67.3333333333333,108,NA,NA,NA,NA,NA,NA,NA,2022
"384","Salix pulchra",60.97008,138.4127,1582,"Kluane",2022-07-16,155,"KPSP03",125,220,66,104,160,50,48,46,41,110,48,172.5,NA,NA,NA,NA,NA,NA,NA,2022
"385","Salix pulchra",60.97015,138.41316,1580,"Kluane",2022-07-16,174,"KPSP04",179,130,86,106,85,58,62,45,46,92.3333333333333,55,154.5,NA,NA,NA,NA,NA,NA,NA,2022
"386","Salix pulchra",60.96988,138.41269,1583,"Kluane",2022-07-16,176,"KPSP05",286,255,102,76,107,58,53,65,48,95,58.6666666666667,270.5,NA,NA,NA,NA,NA,NA,NA,2022
"387","Salix pulchra",60.97185,138.41124,1552,"Kluane",2022-07-16,177,"KPSP06",153,190,95,70,77,63,47,63,52,80.6666666666667,57.6666666666667,171.5,NA,NA,NA,NA,NA,NA,NA,2022
"388","Salix pulchra",60.97206,138.41098,1549,"Kluane",2022-07-16,83,"KPSP07",99,123,33,105,104,55,62,55,20,80.6666666666667,57.3333333333333,111,NA,NA,NA,NA,NA,NA,NA,2022
"389","Salix pulchra",60.97199,138.41196,1547,"Kluane",2022-07-16,123,"KPSP08",167,175,50,28,57,51,40,43,34,45,44.6666666666667,171,NA,NA,NA,NA,NA,NA,NA,2022
"390","Salix pulchra",60.972,138.41205,1548,"Kluane",2022-07-16,157,"KPSP09",203,145,55,124,141,68,62,67,56,106.666666666667,65.6666666666667,174,NA,NA,NA,NA,NA,NA,NA,2022
"391","Salix pulchra",60.97153,138.41092,1553,"Kluane",2022-07-16,66,"KPSP10",96,107,34,35,19,49,60,48,16,29.3333333333333,52.3333333333333,101.5,NA,NA,NA,NA,NA,NA,NA,2022
"392","Salix richardsonii",60.97015,138.41283,1581,"Kluane",2022-07-16,143,"KPSR01",154,109,46,54,86,44,55,48,52,62,49,131.5,NA,NA,NA,NA,NA,NA,NA,2022
"393","Salix richardsonii",60.9701,138.41283,1581,"Kluane",2022-07-16,125.5,"KPSR02",110,164,51,82,75,38,61,49,40,69.3333333333333,49.3333333333333,137,NA,NA,NA,NA,NA,NA,NA,2022
"394","Salix richardsonii",60.97012,138.41273,1581,"Kluane",2022-07-16,145,"KPSR03",200,154,75,60,46,53,45,53,65,60.3333333333333,50.3333333333333,177,NA,NA,NA,NA,NA,NA,NA,2022
"395","Salix richardsonii",60.97005,138.41264,1582,"Kluane",2022-07-16,140,"KPSR04",139,144,108,160,155,43,41,38,57,141,40.6666666666667,141.5,NA,NA,NA,NA,NA,NA,NA,2022
"396","Salix richardsonii",60.97005,138.41322,1582,"Kluane",2022-07-16,155.2,"KPSR05",171,184,80,137,170,55,50,48,46,129,51,177.5,NA,NA,NA,NA,NA,NA,NA,2022
"397","Salix richardsonii",60.97198,138.41141,1550,"Kluane",2022-07-16,132,"KPSR06",236,242,120,138,160,51,56,38,67,139.333333333333,48.3333333333333,239,NA,NA,NA,NA,NA,NA,NA,2022
"398","Salix richardsonii",60.97199,138.41205,1547,"Kluane",2022-07-16,159,"KPSR07",163,173,141,124,75,43,53,55,46,113.333333333333,50.3333333333333,168,NA,NA,NA,NA,NA,NA,NA,2022
"399","Salix richardsonii",60.97193,138.412,1550,"Kluane",2022-07-16,171,"KPSR08",245,221,80,45,100,45,48,58,46,75,50.3333333333333,233,NA,NA,NA,NA,NA,NA,NA,2022
"400","Salix richardsonii",60.97213,138.41197,1546,"Kluane",2022-07-16,84.5,"KPSR09",81,73,37,47,31,42,44,37,24,38.3333333333333,41,77,NA,NA,NA,NA,NA,NA,NA,2022
"401","Salix richardsonii",60.97151,138.411,1555,"Kluane",2022-07-16,113,"KPSR10",210,147,94,136,95,52,56,53,33,108.333333333333,53.6666666666667,178.5,NA,NA,NA,NA,NA,NA,NA,2022
"402","Salix pulchra",60.9702,138.41289,1580,"Kluane",2022-07-24,204,"KPSP01",315,210,105,150,135,59,74,81,210,130,71.3333333333333,262.5,NA,NA,NA,NA,NA,NA,NA,2022
"403","Salix pulchra",60.9701,138.4128,1581,"Kluane",2022-07-24,159,"KPSP02",111,112,165,150,120,53,47,75,51,145,58.3333333333333,111.5,NA,NA,NA,NA,NA,NA,NA,2022
"404","Salix pulchra",60.97008,138.4127,1582,"Kluane",2022-07-24,150,"KPSP03",220,198,180,140,160,51,49,61,42,160,53.6666666666667,209,NA,NA,NA,NA,NA,NA,NA,2022
"405","Salix pulchra",60.97015,138.41316,1580,"Kluane",2022-07-24,183,"KPSP04",220,180,170,165,180,61,70,71,41,171.666666666667,67.3333333333333,200,NA,NA,NA,NA,NA,NA,NA,2022
"406","Salix pulchra",60.96988,138.41269,1583,"Kluane",2022-07-24,175,"KPSP05",262,282,110,140,130,60,42,56,49,126.666666666667,52.6666666666667,272,NA,NA,NA,NA,NA,NA,NA,2022
"407","Salix pulchra",60.97185,138.41124,1552,"Kluane",2022-07-24,181,"KPSP06",160,218,120,95,110,66,59,55,44,108.333333333333,60,189,NA,NA,NA,NA,NA,NA,NA,2022
"408","Salix pulchra",60.97206,138.41098,1549,"Kluane",2022-07-24,83,"KPSP07",125,105,135,160,60,58,71,56,25,118.333333333333,61.6666666666667,115,NA,NA,NA,NA,NA,NA,NA,2022
"409","Salix pulchra",60.97199,138.41196,1547,"Kluane",2022-07-24,132,"KPSP08",184,193,240,200,100,52,49,45,35,180,48.6666666666667,188.5,NA,NA,NA,NA,NA,NA,NA,2022
"410","Salix pulchra",60.972,138.41205,1548,"Kluane",2022-07-24,169,"KPSP09",212,180,200,180,160,73,54,66,82,180,64.3333333333333,196,NA,NA,NA,NA,NA,NA,NA,2022
"411","Salix pulchra",60.97153,138.41092,1553,"Kluane",2022-07-24,67,"KPSP10",100,97,110,90,60,52,44,45,15,86.6666666666667,47,98.5,NA,NA,NA,NA,NA,NA,NA,2022
"412","Salix richardsonii",60.97015,138.41283,1581,"Kluane",2022-07-24,147,"KPSR01",160,120,115,120,80,53,52,49,56,105,51.3333333333333,140,NA,NA,NA,NA,NA,NA,NA,2022
"413","Salix richardsonii",60.9701,138.41283,1581,"Kluane",2022-07-24,128,"KPSR02",171,118,95,145,125,50,48,53,40,121.666666666667,50.3333333333333,144.5,NA,NA,NA,NA,NA,NA,NA,2022
"414","Salix richardsonii",60.97012,138.41273,1581,"Kluane",2022-07-24,151,"KPSR03",173,178,130,165,100,47,41,49,60,131.666666666667,45.6666666666667,175.5,NA,NA,NA,NA,NA,NA,NA,2022
"415","Salix richardsonii",60.97005,138.41264,1582,"Kluane",2022-07-24,141,"KPSR04",135,141,120,130,115,47,48,50,50,121.666666666667,48.3333333333333,138,NA,NA,NA,NA,NA,NA,NA,2022
"416","Salix richardsonii",60.97005,138.41322,1582,"Kluane",2022-07-24,154,"KPSR05",191,196,150,200,195,50,45,54,41,181.666666666667,49.6666666666667,193.5,NA,NA,NA,NA,NA,NA,NA,2022
"417","Salix richardsonii",60.97198,138.41141,1550,"Kluane",2022-07-24,149,"KPSR06",236,249,47,63,130,49,55,48,170,80,50.6666666666667,242.5,NA,NA,NA,NA,NA,NA,NA,2022
"418","Salix richardsonii",60.97199,138.41205,1547,"Kluane",2022-07-24,171,"KPSR07",161,142,260,290,345,55,61,60,40,298.333333333333,58.6666666666667,151.5,NA,NA,NA,NA,NA,NA,NA,2022
"419","Salix richardsonii",60.97193,138.412,1550,"Kluane",2022-07-24,172,"KPSR08",236,240,140,129,73,61,52,40,58,114,51,238,NA,NA,NA,NA,NA,NA,NA,2022
"420","Salix richardsonii",60.97213,138.41197,1546,"Kluane",2022-07-24,84.5,"KPSR09",64,72,49,25,24,36,42,39,25,32.6666666666667,39,68,NA,NA,NA,NA,NA,NA,NA,2022
"421","Salix richardsonii",60.97151,138.411,1555,"Kluane",2022-07-24,118,"KPSR10",191,152,55,140,140,65,63,66,35,111.666666666667,64.6666666666667,171.5,NA,NA,NA,NA,NA,NA,NA,2022
"422",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,84,"KP17SP1",113,123,51,97,86,59,62,61,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,33,37.8,9.9,2017
"423",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,62,"KP17SP2",93,84,72,41,30,50,48,60,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,25,25.4,11.24,2017
"424",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,49,"KP17SP3",55,42,59,59,45,53,59,55,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,12,38.9,10.15,2017
"425",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,54,"KP17SP4",184,202,48,22,45,56,61,55,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,15,42.7,15.18,2017
"426",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,68,"KP17SP5",115,84,90,58,102,56,56,56,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,20,32.7,10.6,2017
"427",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,108,"KP17SR1",233,182,68,52,66,61,55,55,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,55,36.3,22.49,2017
"428",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,60,"KP17SR2",94,77,31,60,53,41,45,46,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,18,38.6,12.2,2017
"429",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,44,"KP17SR3",113,115,51,62,89,52,44,44,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,21,34.1,13.24,2017
"430",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,38,"KP17SR4",72,65,99,63,66,46,48,47,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,21,33.7,14.83,2017
"431",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,106,"KP17SR5",182,154,57,71,82,45,47,51,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,45,39.7,12.87,2017
"432",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,4.8,"KP17SA1",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,4,19,7.67,2017
"433",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,5,"KP17SA2",35,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,3,17.6,6.85,2017
"434",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,3,"KP17SA3",28,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,10,12.1,7.66,2017
"435",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,5,"KP17SA4",57,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,11,14.9,8.47,2017
"436",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,5,"KP17SA5",29,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,8,16.4,12,2017
"437",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,10,"KP17SA6",23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,10,9.7,16.45,2017
"438",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,4,"KP17SA7",45,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,45,14.8,7.71,2017
"439",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,6,"KP17SA8",61,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,9,17.4,6.42,2017
"440",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,4,"KP17SA9",45,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,8,13,9.07,2017
"441",NA,NA,NA,NA,"Kluane Plateau",2017-08-09,5,"KP17SA10",44,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"#N/A",NA,0017-08-10,2017,10,12.7,9.9,2017
"442",NA,NA,NA,NA,"Pika Camp",2017-08-13,38.8,"PC17SR1",47,24,75,70,60,49,40,41,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,20.3,32.4,12.2,2017
"443",NA,NA,NA,NA,"Pika Camp",2017-08-13,66,"PC17SR2",71,48,42,55,40,44,44,39,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,25.9,31.2,11.5,2017
"444",NA,NA,NA,NA,"Pika Camp",2017-08-13,55,"PC17SR3",68,69,45,38,61,45,44,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,10.7,38.2,8.4,2017
"445",NA,NA,NA,NA,"Pika Camp",2017-08-13,31,"PC17SR4",45,36,48,32,33,42,38,41,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,9.4,35.5,11.1,2017
"446",NA,NA,NA,NA,"Pika Camp",2017-08-13,66,"PC17SR5",112,96,37,39,50,54,46,56,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,47.5,33.8,11.8,2017
"447",NA,NA,NA,NA,"Pika Camp",2017-08-13,56,"PC17SR6",128,52,65,60,70,52,52,46,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,25.6,28.3,12.1,2017
"448",NA,NA,NA,NA,"Pika Camp",2017-08-13,64,"PC17SR7",157,137,135,84,113,56,50,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,21.2,34.7,10.2,2017
"449",NA,NA,NA,NA,"Pika Camp",2017-08-13,64,"PC17SR8",102,157,64,71,98,40,46,45,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,22.1,41.4,14.2,2017
"450",NA,NA,NA,NA,"Pika Camp",2017-08-13,63,"PC17SR9",110,72,41,30,18,41,42,38,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,15.5,33.4,13.7,2017
"451",NA,NA,NA,NA,"Pika Camp",2017-08-13,78,"PC17SR10",109,89,82,65,46,62,53,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,51.7,35.3,11.7,2017
"452",NA,NA,NA,NA,"Pika Camp",2017-08-14,80,"PC17SR11",120,171,73,83,87,63,47,54,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,33.4,38.6,12.1,2017
"453",NA,NA,NA,NA,"Pika Camp",2017-08-14,41,"PC17SR12",45,60,36,90,51,54,53,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,8.9,38,8.4,2017
"454",NA,NA,NA,NA,"Pika Camp",2017-08-14,77,"PC17SR13",136,65,52,45,71,58,54,54,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,17.7,29.3,11.3,2017
"455",NA,NA,NA,NA,"Pika Camp",2017-08-14,97,"PC17SR14",145,109,156,100,85,60,54,58,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,23.8,41.3,11.6,2017
"456",NA,NA,NA,NA,"Pika Camp",2017-08-14,109,"PC17SR15",242,224,84,57,66,61,65,56,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,74.4,36.2,14.8,2017
"457",NA,NA,NA,NA,"Printers Pass",2017-08-15,81,"PP17SR16",137,121,45,59,57,38,44,41,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,31,35.6,11.3,2017
"458",NA,NA,NA,NA,"Printers Pass",2017-08-15,78.5,"PP17SR17",154,150,55,50,35,53,50,59,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,25,37.7,14.3,2017
"459",NA,NA,NA,NA,"Printers Pass",2017-08-15,52,"PP17SR18",102,43,57,51,65,46,50,48,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,11,36.5,8.4,2017
"460",NA,NA,NA,NA,"Printers Pass",2017-08-15,45,"PP17SR19",66,46,30,37,34,41,42,45,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,16,24.2,10,2017
"461",NA,NA,NA,NA,"Printers Pass",2017-08-15,37,"PP17SR20",32,30,40,31,22,42,44,39,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,11,23.6,10.9,2017
"462",NA,NA,NA,NA,"Pika Camp",2017-08-13,81,"PC17SP1",73,61,63,58,70,45,53,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,19.4,42,9.8,2017
"463",NA,NA,NA,NA,"Pika Camp",2017-08-13,28,"PC17SP2",226,191,26,26,24,45,44,39,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,14.5,26.9,10.4,2017
"464",NA,NA,NA,NA,"Pika Camp",2017-08-13,40,"PC17SP3",90,94,86,36,39,57,50,51,NA,NA,NA,NA,"#N/A",NA,0017-08-16,2017,16.9,27,12.7,2017
