"","Species","Latitude","Longitude","Elevation","Site","SampleDate","Canopy_Height_cm","SampleID","Width_cm","Width_2_cm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Stem_diameter","mean_stem_elong","mean_leaf_length","mean_width","Match","Date_propagated","Date_planted","Year_planted","Mother_LS","Cutting_length","Cutting_diameter","SampleYear"
"666",NA,NA,NA,NA,"Printers Pass",2016-07-01,42,"PP16TSR5",89,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR5",0016-07-02,0016-08-08,2016,11,30.9,10,2016
"667",NA,NA,NA,NA,"Printers Pass",2016-07-01,55,"PP16TSR6",86,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSr6",NA,0016-07-02,2016,24,33.2,17.2,2016
"668",NA,NA,NA,NA,"Printers Pass",2016-07-01,31,"PP16TSR7",79,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSr7",NA,0016-07-02,2016,18,30.5,13.7,2016
"669",NA,NA,NA,NA,"Printers Pass",2016-07-01,35,"PP16TSR8",94,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSr8",NA,0016-07-02,2016,17,32.2,11.6,2016
"670",NA,NA,NA,NA,"Printers Pass",2016-07-01,41,"PP16TSR9",80,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSr9",NA,0016-07-02,2016,18,27.9,12.4,2016
"671",NA,NA,NA,NA,"Printers Pass",2016-07-01,36,"PP16TSR10",65,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSr10",NA,0016-07-02,2016,19,33.7,12.4,2016
"672",NA,NA,NA,NA,"Printers Pass",2016-07-01,48,"PP16TSP1",162,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP1",0016-07-02,0016-08-08,2016,17,32.1,9.7,2016
"673",NA,NA,NA,NA,"Printers Pass",2016-07-01,44,"PP16TSP2",84,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP2",0016-07-02,0016-08-08,2016,13,30.3,8.9,2016
"674",NA,NA,NA,NA,"Printers Pass",2016-07-01,27,"PP16TSP3",168,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP3",0016-07-02,0016-08-08,2016,12,28.1,8.8,2016
"675",NA,NA,NA,NA,"Printers Pass",2016-07-01,23,"PP16TSP4",77,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP4",0016-07-02,0016-08-08,2016,10,32,10.1,2016
"676",NA,NA,NA,NA,"Printers Pass",2016-07-01,22,"PP16TSP5",91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSP5",0016-07-02,0016-08-08,2016,6,22.7,6.7,2016
"677",NA,NA,NA,NA,"Printers Pass",2016-07-01,45,"PP16TSP6",131,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSp6",NA,0016-07-02,2016,10,NA,NA,2016
"678",NA,NA,NA,NA,"Printers Pass",2016-07-01,39,"PP16TSP7",152,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSp7",NA,0016-07-02,2016,25,NA,NA,2016
"679",NA,NA,NA,NA,"Printers Pass",2016-07-01,58,"PP16TSP8",141,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSp8",NA,0016-07-02,2016,29,NA,NA,2016
"680",NA,NA,NA,NA,"Printers Pass",2016-07-01,33,"PP16TSP9",226,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSp9",NA,0016-07-02,2016,22,NA,NA,2016
"681",NA,NA,NA,NA,"Printers Pass",2016-07-01,64,"PP16TSP10",104,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSp10",NA,0016-07-02,2016,18,NA,NA,2016
"682",NA,NA,NA,NA,"Printers Pass",2016-07-01,11,"PP16MSA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSa1",NA,0016-07-02,2016,5,18.2,4.6,2016
"683",NA,NA,NA,NA,"Printers Pass",2016-07-01,7,"PP16MSA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSa2",NA,0016-07-02,2016,6,8.8,6.8,2016
"684",NA,NA,NA,NA,"Printers Pass",2016-07-01,7,"PP16MSA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSa3",NA,0016-07-02,2016,8,5.3,7.9,2016
"685",NA,NA,NA,NA,"Printers Pass",2016-07-01,8,"PP16MSA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSa4",NA,0016-07-02,2016,4,20.6,5.1,2016
"686",NA,NA,NA,NA,"Printers Pass",2016-07-01,7,"PP16MSA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSa5",NA,0016-07-02,2016,4,13.4,7.3,2016
"687",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,143,"KP16SR1",151,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1",0016-07-06,0016-08-08,2016,48.9,33.4,6.7,2016
"688",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,131,"KP16SR2",181,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR2",0016-07-06,0016-08-08,2016,49.9,34.5,8.4,2016
"689",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,80,"KP16SR3",92,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR3",0016-07-06,0016-08-08,2016,27.1,36.7,13.6,2016
"690",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,81,"KP16SR4",44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR4",0016-07-06,0016-08-09,2016,25.7,40.6,12.1,2016
"691",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,157,"KP16SR5",329,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR5",0016-07-06,0016-08-08,2016,57.3,36.4,10.2,2016
"692",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,70,"KP16SR6",78,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR6",0016-07-06,0016-08-08,2016,14.1,40.1,9.6,2016
"693",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,54,"KP16SR7",102,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR7",0016-07-06,0016-08-08,2016,18.1,29.9,10.8,2016
"694",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,58,"KP16SR8",131,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR8",0016-07-06,0016-08-08,2016,29.4,35.7,12.4,2016
"695",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,86,"KP16SR9",104,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR9",0016-07-06,0016-08-08,2016,25.6,33.8,7.5,2016
"696",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,88,"KP16SR10",68,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR10",0016-07-06,0016-08-08,2016,24.6,37.2,10.3,2016
"697",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,90,"KP16SR11",173,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11",0016-07-06,0016-08-08,2016,35.6,26,12,2016
"698",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,132,"KP16SR12",173,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",0016-07-06,0016-08-08,2016,29.7,35.7,8.1,2016
"699",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,106,"KP16SR13",323,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13",0016-07-06,0016-08-08,2016,35.4,30.1,12.9,2016
"700",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,130,"KP16SR14",221,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR14",0016-07-06,0016-08-08,2016,41.4,40.3,10.3,2016
"701",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,64,"KP16SR15",100,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR15",0016-07-06,0016-08-08,2016,26.2,32.1,10,2016
"702",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,60,"KP16SR16",97,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16",0016-07-06,0016-08-08,2016,15.2,31.7,9.2,2016
"703",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,42,"KP16SR17",62,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17",0016-07-06,0016-08-08,2016,128,33.7,9.2,2016
"704",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,16,"KP16SR18",311,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18",0016-07-06,0016-08-08,2016,43.3,39.2,9.7,2016
"705",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,81,"KP16SR19",191,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19",0016-07-06,0016-08-08,2016,31.7,31.7,10.3,2016
"706",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,112,"KP16SR20",326,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",0016-07-06,0016-08-08,2016,50,26.6,9.5,2016
"707",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,91,"KP16SR21",321,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr21",NA,0016-07-06,2016,36.8,36.2,8.5,2016
"708",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,94,"KP16SR22",152,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr22",NA,0016-07-06,2016,31.4,38.1,12.4,2016
"709",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,104,"KP16SR23",241,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr23",NA,0016-07-06,2016,36.6,37.2,10.2,2016
"710",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,98,"KP16SR24",300,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr24",NA,0016-07-06,2016,48.4,32.4,10.7,2016
"711",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,43,"KP16SR25",107,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr25",NA,0016-07-06,2016,8,26.1,10.5,2016
"712",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,87,"KP16SR26",124,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr26",NA,0016-07-06,2016,40,42.4,16,2016
"713",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,102,"KP16SR27",168,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr27",NA,0016-07-06,2016,20,41.7,16.6,2016
"714",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,74,"KP16SR28",101,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr28",NA,0016-07-06,2016,26,36.9,15.9,2016
"715",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,86,"KP16SR29",167,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr29",NA,0016-07-06,2016,39,32.9,14.1,2016
"716",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,95,"KP16SR30",188,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr30",NA,0016-07-06,2016,39,36.5,15.7,2016
"717",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,106,"KP16SR31",208,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr31",NA,0016-07-06,2016,35,37,18.4,2016
"718",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,97,"KP16SR32",222,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr32",NA,0016-07-06,2016,27,44.8,21.4,2016
"719",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,78,"KP16SR33",179,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr33",NA,0016-07-06,2016,47,43.4,20.7,2016
"720",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,71,"KP16SR34",158,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr34",NA,0016-07-06,2016,21,33.9,15.6,2016
"721",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,72,"KP16SR35",170,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr35",NA,0016-07-06,2016,45,38,19.6,2016
"722",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,83,"KP16SR36",130,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr36",NA,0016-07-07,2016,32,37.1,17.4,2016
"723",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,127,"KP16SR37",157,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr37",NA,0016-07-07,2016,33,49.3,15.1,2016
"724",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,86,"KP16SR38",191,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr38",NA,0016-07-07,2016,31,29,17.5,2016
"725",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,86,"KP16SR39",175,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr39",NA,0016-07-07,2016,30,34.2,17.6,2016
"726",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,80,"KP16SR40",81,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr40",NA,0016-07-07,2016,23,33.8,9.6,2016
"727",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,181,"KP16SP1",366,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP1",0016-07-06,0016-08-08,2016,45.5,36.1,11.1,2016
"728",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,83,"KP16SP2",170,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP2",0016-07-06,0016-08-08,2016,27.6,34.3,11,2016
"729",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,39,"KP16SP3",99,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP3",0016-07-06,0016-08-08,2016,21.1,31.5,11.9,2016
"730",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,83,"KP16SP4",97,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP4",0016-07-06,0016-08-08,2016,16.6,34.4,9.9,2016
"731",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,133,"KP16SP5",224,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP5",0016-07-06,0016-08-08,2016,30.4,28,7.6,2016
"732",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,37,"KP16SP6",99,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP6",0016-07-06,0016-08-08,2016,16.9,28.4,11.2,2016
"733",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,107,"KP16SP7",266,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP7",0016-07-06,0016-08-08,2016,31.8,33,8.5,2016
"734",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,104,"KP16SP8",323,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP8",0016-07-06,0016-08-08,2016,27,44.3,9.1,2016
"735",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,55,"KP16SP9",84,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP9",0016-07-06,0016-08-08,2016,10.4,30.9,8.3,2016
"736",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,129,"KP16SP10",166,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP10",0016-07-06,0016-08-08,2016,46.1,34.2,9.9,2016
"737",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,209,"KP16SP11",577,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11",0016-07-06,0016-08-08,2016,92,34.3,9.1,2016
"738",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,147,"KP16SP12",214,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP12",0016-07-06,0016-08-08,2016,48.8,25.8,7.4,2016
"739",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,131,"KP16SP13",356,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP13",0016-07-06,0016-08-08,2016,36.1,25,9.3,2016
"740",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,73,"KP16SP14",218,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP14",0016-07-06,0016-08-08,2016,28.1,40.1,9.3,2016
"741",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,152,"KP16SP15",390,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP15",0016-07-06,0016-08-08,2016,41.8,43.3,10.1,2016
"742",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,113,"KP16SP16",269,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP16",0016-07-06,0016-08-08,2016,25.1,35.9,10.5,2016
"743",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,173,"KP16SP17",257,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP17",0016-07-06,0016-08-08,2016,43.7,36,8.3,2016
"744",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,82,"KP16SP18",195,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP18",0016-07-06,0016-08-08,2016,18.3,32.5,8.9,2016
"745",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,126,"KP16SP19",232,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP19",0016-07-06,0016-08-08,2016,33.5,33.2,11.1,2016
"746",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,92,"KP16SP20",245,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP20",0016-07-06,0016-08-08,2016,21.1,35.7,10.7,2016
"747",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,80,"KP16SP21",172,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp21",NA,0016-07-09,2016,27.6,40.3,7.7,2016
"748",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,85,"KP16SP22",178,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp22",NA,0016-07-09,2016,24,35.2,9.2,2016
"749",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,98,"KP16SP23",261,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp23",NA,0016-07-09,2016,40.4,34.4,10.5,2016
"750",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,111,"KP16SP24",352,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp24",NA,0016-07-09,2016,46.9,28.8,11.1,2016
"751",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,98,"KP16SP25",328,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp25",NA,0016-07-09,2016,78.2,32.1,11.3,2016
"752",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,38,"KP16SP26",94,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp26",NA,0016-07-09,2016,12.9,31.2,8.9,2016
"753",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,71,"KP16SP27",166,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp27",NA,0016-07-09,2016,31.9,22.1,6.3,2016
"754",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,72,"KP16SP28",370,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp28",NA,0016-07-09,2016,30.2,26.6,9.4,2016
"755",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,90,"KP16SP29",189,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp29",NA,0016-07-09,2016,24.6,29.5,14.7,2016
"756",NA,NA,NA,NA,"Kluane Plateau",2016-07-05,85,"KP16SP30",84,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp30",NA,0016-07-09,2016,27.4,37.4,9.7,2016
"757",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,66,"KP16SP31",300,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp31",NA,0016-07-09,2016,19,32.4,12.6,2016
"758",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,55,"KP16SP32",121,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp32",NA,0016-07-09,2016,34,33.6,24.1,2016
"759",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,91,"KP16SP33",158,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp33",NA,0016-07-09,2016,25,45.4,16.6,2016
"760",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,75,"KP16SP34",125,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp34",NA,0016-07-09,2016,15,42.6,13.9,2016
"761",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,60,"KP16SP35",170,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp35",NA,0016-07-09,2016,31,36.2,14,2016
"762",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,45,"KP16SP36",95,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp36",NA,0016-07-09,2016,11,35,9.1,2016
"763",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,51,"KP16SP37",111,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp37",NA,0016-07-09,2016,2.6,30,13.7,2016
"764",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,71,"KP16SP38",121,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp38",NA,0016-07-09,2016,35,34.7,9.6,2016
"765",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,32,"KP16SP39",86,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp39",NA,0016-07-09,2016,8,29.9,7.2,2016
"766",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,92,"KP16SP40",367,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp40",NA,0016-07-09,2016,38,27.8,6.7,2016
"767",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,4,"KP16SA1",37,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa1",NA,0016-07-09,2016,4,13.6,4.7,2016
"768",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,7,"KP16SA2",122,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa2",NA,0016-07-09,2016,7,26.1,9.1,2016
"769",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,5,"KP16SA3",50,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa3",NA,0016-07-09,2016,5,5.3,7.2,2016
"770",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6.5,"KP16SA4",54,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa4",NA,0016-07-09,2016,8,21.4,8,2016
"771",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA5",45,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa5",NA,0016-07-09,2016,7,11.5,8.1,2016
"772",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,5,"KP16SA6",55,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa6",NA,0016-07-09,2016,7,19.9,7.8,2016
"773",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,4,"KP16SA7",155,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa7",NA,0016-07-09,2016,5,14.2,4.9,2016
"774",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA8",57,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa8",NA,0016-07-09,2016,6,15.9,8.3,2016
"775",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,5,"KP16SA9",55,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa9",NA,0016-07-09,2016,10,19.1,9.5,2016
"776",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,7,"KP16SA10",66,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa10",NA,0016-07-09,2016,20,17.8,10.3,2016
"777",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA11",62,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa11",0016-07-08,0016-08-08,2016,8,20.1,7.5,2016
"778",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,7,"KP16SA12",97,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa12",0016-07-08,0016-08-08,2016,15,19,6.7,2016
"779",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,4.5,"KP16SA13",50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa13",0016-07-08,0016-08-08,2016,13,13.1,9.8,2016
"780",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,7,"KP16SA14",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa14",0016-07-08,0016-08-08,2016,9,17.2,9.7,2016
"781",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,4.5,"KP16SA15",53,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa15",0016-07-08,0016-08-08,2016,8,16.9,7.4,2016
"782",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,5,"KP16SA16",68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa16",0016-07-08,0016-08-08,2016,6,13,6.9,2016
"783",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,5,"KP16SA17",80,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa17",0016-07-08,0016-08-08,2016,8,17.2,11.5,2016
"784",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA18",7.2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa18",0016-07-08,0016-08-08,2016,6,15.4,6.5,2016
"785",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA19",64,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa19",0016-07-08,0016-08-08,2016,6,17.5,6.7,2016
"786",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,6,"KP16SA20",76,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa20",0016-07-08,0016-08-08,2016,4,20.1,5,2016
"787",NA,NA,NA,NA,"Kluane Plateau",2016-07-08,89,"KP16BN1",130,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16BN1",NA,0016-07-09,2016,15,27.6,6,2016
