"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","X","Bed","Year_planted","Sample_Date","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","biovolume","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"108","H15SR17",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,99,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"109","H15SR18",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,100,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"110","H15SR19",29,31,10,8,11,2016,"Common_garden","Northern","Salix richardsonii",23.3333333333333,101,"SW",2015,NA,5.4,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"111","H15SR2",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,102,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"112","H15SR20",21,25,19,8,11,2016,"Common_garden","Northern","Salix richardsonii",21.6666666666667,103,"SW",2015,NA,5.4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113","H15SR21",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,104,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114","H15SR22",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,105,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"115","H15SR23",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,106,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"116","H15SR24",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,107,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"117","H15SR25",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,108,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"118","H15SR28",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,109,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"119","H15SR3",11,16,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,110,"LB",2015,NA,1.7,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"120","H15SR30",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,111,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"121","H15SR4",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,112,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"122","H15SR5",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,113,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"123","H15SR6",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,114,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124","H15SR7",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,115,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125","H15SR8",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,116,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"126","H15SR9",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,117,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"127","HESP11",45,39,48,8,11,2016,"Common_garden","Northern","Salix pulchra",44,118,"MG",2013,NA,26.6,NA,NA,NA,39,30,36,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"128","HESP12",59,53,64,8,11,2016,"Common_garden","Northern","Salix pulchra",58.6666666666667,119,"CF",2013,NA,13.5,NA,NA,NA,37,45,50,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"129","HESP12",33,30,34,8,11,2016,"Common_garden","Northern","Salix pulchra",32.3333333333333,120,"MG",2013,NA,28.5,NA,NA,NA,31,55,43,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"130","HESP14",31,36,30,8,11,2016,"Common_garden","Northern","Salix pulchra",32.3333333333333,121,"MG",2013,NA,5.9,NA,NA,NA,34,21,15,NA,23.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"131","HESP17",16,21,21,8,11,2016,"Common_garden","Northern","Salix pulchra",19.3333333333333,122,"MG",2013,NA,12.3,NA,NA,NA,22,19,21,NA,20.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"132","HESP18",35,33,31,8,11,2016,"Common_garden","Northern","Salix pulchra",33,123,"MG",2013,NA,8.3,NA,NA,NA,36,29,34,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"133","HESP2",26,20,23,8,11,2016,"Common_garden","Northern","Salix pulchra",23,124,"IMS",2013,NA,12.3,NA,NA,NA,32,29,26,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"134","HESP20",39,42,34,8,11,2016,"Common_garden","Northern","Salix pulchra",38.3333333333333,125,"MG",2013,NA,12,NA,NA,NA,41,36,36,NA,37.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"135","HESP23",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,126,"AB",2013,NA,NA,NA,NA,NA,55,29,29,NA,37.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"136","HESP24",29,27,24,8,11,2016,"Common_garden","Northern","Salix pulchra",26.6666666666667,127,"IMS",2013,NA,21.5,NA,NA,NA,144,62,32,NA,79.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"137","HESP26",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,128,"AB",2013,NA,NA,NA,NA,NA,20,10,19,NA,16.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"138","HESP29",31,32,31,8,11,2016,"Common_garden","Northern","Salix pulchra",31.3333333333333,129,"AB",2013,NA,6.1,NA,NA,NA,35,44,29,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"139","HESP3",39,31,37,8,11,2016,"Common_garden","Northern","Salix pulchra",35.6666666666667,130,"IMS",2013,NA,37.2,NA,NA,NA,42,40,38,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"140","HESP30",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,131,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"141","HESP4",24,20,26,8,11,2016,"Common_garden","Northern","Salix pulchra",23.3333333333333,132,"IMS",2013,NA,46,NA,NA,NA,31,31,25,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"142","HESP4",63,67,71,8,11,2016,"Common_garden","Northern","Salix pulchra",67,133,"IMS",2013,NA,31,NA,NA,NA,302,202,310,NA,271.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"143","HESP5",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,134,"IMS",2013,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"144","HESP6",40,32,33,8,11,2016,"Common_garden","Northern","Salix pulchra",35,135,"CF",2013,NA,17.4,NA,NA,NA,35,45,31,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"145","HESP9",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix pulchra",NA,136,"IMS",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"146","HESR13",32,25,22,8,11,2016,"Common_garden","Northern","Salix richardsonii",26.3333333333333,137,"SW",2013,NA,8.2,NA,NA,NA,35,29,12,NA,25.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"147","HESR17",NA,NA,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,138,"IR",2013,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"148","HESR2",30,22,32,8,11,2016,"Common_garden","Northern","Salix richardsonii",28,139,"LB",2013,NA,4.4,NA,NA,NA,27,30,21,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"149","HESR21",15,16,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",17.3333333333333,140,"AC",2013,NA,22,NA,NA,NA,54,25,33,NA,37.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"150","HESR23",21,24,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",22,141,"AC",2013,NA,3,NA,NA,NA,30,26,29,NA,28.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"151","HESR26",33,30,26,8,11,2016,"Common_garden","Northern","Salix richardsonii",29.6666666666667,142,"AC",2013,NA,12.5,NA,NA,NA,25,18,19,NA,20.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"152","HESR27",25,17,NA,8,11,2016,"Common_garden","Northern","Salix richardsonii",NA,143,"AC",2013,NA,8,NA,NA,NA,65,26,49,NA,46.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"153","HESR3",27,26,30,8,11,2016,"Common_garden","Northern","Salix richardsonii",27.6666666666667,144,"LB",2013,NA,5.6,NA,NA,NA,28,31,19,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"154","HESR4",31,31,33,8,11,2016,"Common_garden","Northern","Salix richardsonii",31.6666666666667,145,"LB",2013,NA,5.2,NA,NA,NA,40,54,62,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"155","HESR4B",20,18,21,8,11,2016,"Common_garden","Northern","Salix richardsonii",19.6666666666667,146,"LB",2013,NA,2.5,NA,NA,NA,16,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"156","HESR6",27,25,30,8,11,2016,"Common_garden","Northern","Salix richardsonii",27.3333333333333,147,"SW",2013,NA,15.3,NA,NA,NA,26,45,23,NA,31.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"157","HESR7",32,34,35,8,11,2016,"Common_garden","Northern","Salix richardsonii",33.6666666666667,148,"SW",2013,NA,19.5,NA,NA,NA,36,31,49,NA,38.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"158","HESR8",29,27,29,8,11,2016,"Common_garden","Northern","Salix richardsonii",28.3333333333333,149,"SW",2013,NA,26,NA,NA,NA,54,39,34,NA,42.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"159","K15CSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,150,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"160","K15CSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,151,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"161","K15CSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,152,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"162","K15CSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,153,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"163","K15CSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,154,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"164","K15CSP6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,155,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"165","K15CSP7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,156,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"166","K15CSP8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,157,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"167","K15CSP9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,158,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"168","K15CSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,159,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"169","K15CSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,160,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"170","K15CSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,161,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"171","K15CSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,162,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"172","K15CSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,163,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"173","K15CSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,164,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"174","K15CSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,165,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"175","K15CSR8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,166,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"176","K15CSR9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,167,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"177","K15ESP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,168,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"178","K15ESP10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,169,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"179","K15ESP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,170,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"180","K15ESP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,171,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"181","K15ESP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,172,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"182","K15ESP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,173,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"183","K15ESP6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,174,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"184","K15ESP7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,175,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"185","K15ESP8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,176,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"186","K15ESR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,177,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"187","K15PSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,178,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"188","K15PSP1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,179,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"189","K15PSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,180,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"190","K15PSP2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,181,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"191","K15PSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,182,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"192","K15PSP3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,183,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"193","K15PSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,184,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"194","K15PSP4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,185,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"195","K15PSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,186,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"196","K15PSP5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix pulchra",NA,187,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"197","K15PSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,188,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"198","K15PSR10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,189,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"199","K15PSR11",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,190,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"200","K15PSR12",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,191,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"201","K15PSR13",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,192,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"202","K15PSR14",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,193,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"203","K15PSR15",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,194,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"204","K15PSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,195,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"205","K15PSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,196,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"206","K15PSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,197,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"207","K15PSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,198,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"208","K15PSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,199,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"209","K15PSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,200,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"210","K15PSR8",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,201,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"211","K15PSR9",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,202,"IR",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"212","K15SSR1",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,203,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"213","K15SSR10",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,204,"AC",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"214","K15SSR2",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,205,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"215","K15SSR3",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,206,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"216","K15SSR4",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,207,"LB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"217","K15SSR5",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,208,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"218","K15SSR6",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,209,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"219","K15SSR7",NA,NA,NA,8,11,2016,"Common_garden","Southern","Salix richardsonii",NA,210,"SW",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
