"Date","mean_moist","sd_moist"
2022-11-27,26.5397320898623,8.13337115701695
2022-11-28,26.3326260288066,8.08331825562015
2022-11-29,26.0996452348449,8.00420578942535
2022-11-30,26.1888465990029,7.94141819667346
2022-12-01,26.2335013799858,7.98817494615166
2022-12-02,27.6563798373694,8.4973752069278
2022-12-03,27.7081911305002,8.52472818448657
2022-12-04,27.2909030992798,8.58994622916996
2022-12-05,27.074492026749,8.48064676120578
2022-12-06,26.9093512583096,8.42308337812162
2022-12-07,26.7043627829218,8.35040608887306
2022-12-08,26.4893891955524,8.25685453868417
2022-12-09,26.4611650245331,8.1680820387443
2022-12-10,26.3835408258151,8.15063358336987
2022-12-11,26.3341562549462,8.12085944763709
2022-12-12,26.3821497111428,8.05839030114067
2022-12-13,26.3926294416746,8.05797410477524
2022-12-14,26.3550693455207,8.04519642249298
2022-12-15,26.2424817980374,8.02279703524944
2022-12-16,26.1912424076053,8.00238402424718
2022-12-17,26.073414994856,7.97519685149768
2022-12-18,25.8697403499921,7.90058175677614
2022-12-19,25.7580338418012,7.80737276490888
2022-12-20,25.8054863089585,7.81286295981021
2022-12-21,25.7060525235438,7.78055038847485
2022-12-22,25.7611252077398,7.777237813693
2022-12-23,25.579847509101,7.75478521653373
2022-12-24,25.4203639403292,7.69153054510091
2022-12-25,25.2804641747784,7.63443804410892
2022-12-26,25.1624203664134,7.56781442834757
2022-12-27,25.0477616037512,7.50800238919656
2022-12-28,25.0250555209323,7.46459129313524
2022-12-29,25.0944875999129,7.45781826696983
2022-12-30,25.156299461855,7.46104720907605
2022-12-31,25.1573505262741,7.4656224380403
2023-01-01,25.1831634318613,7.45612348480641
2023-01-02,25.2364276669832,7.44419075065183
2023-01-03,25.3119497368629,7.44538032469784
2023-01-04,25.3683517084125,7.45626189362422
2023-01-05,25.4045516035533,7.47223491731234
2023-01-06,25.3939018478949,7.50490720203369
2023-01-07,25.3690936362377,7.49777219545665
2023-01-08,25.3304979324945,7.48505907670086
2023-01-09,25.3667596549541,7.47733344488267
2023-01-10,25.2981622447768,7.5129896091167
2023-01-11,25.2162410474042,7.50743186525317
2023-01-12,25.1720190576527,7.48083000493338
2023-01-13,25.2071369747151,7.45746315627461
2023-01-14,25.2349747249921,7.44195267829882
2023-01-15,25.2608494578981,7.44840121729617
2023-01-16,25.2564906319247,7.44771072260628
2023-01-17,25.2319915568613,7.44023928728286
2023-01-18,25.2433986971747,7.4164953979423
2023-01-19,25.2797067901235,7.41399046306596
2023-01-20,25.2842201843938,7.43042769399223
2023-01-21,25.2754561619579,7.42738762375971
2023-01-22,25.2574180417062,7.44867683493812
2023-01-23,25.2045711409861,7.43957468005144
2023-01-24,25.2107847865226,7.40958209008657
2023-01-25,25.218064953308,7.40589463001391
2023-01-26,25.1808758210668,7.40406794064019
2023-01-27,25.1298837399098,7.39924094100879
2023-01-28,25.1254167161285,7.36139020721319
2023-01-29,25.1936122487338,7.35942573958089
2023-01-30,25.1931640006727,7.39088876009161
2023-01-31,25.1620030320117,7.40370276287875
2023-02-01,25.1236700943732,7.40967357304577
2023-02-02,25.0748419693732,7.40031693431513
2023-02-03,25.0216704752295,7.3750467452689
2023-02-04,24.958823005698,7.34884117592972
2023-02-05,24.8946462488129,7.32436611745165
2023-02-06,24.8320460885565,7.30223701713876
2023-02-07,24.829603909465,7.2719406020405
2023-02-08,24.8197733657803,7.25970035232543
2023-02-09,24.7868812321937,7.25430374476404
2023-02-10,24.8183049669595,7.23484404086279
2023-02-11,24.8258169861903,7.24451051279977
2023-02-12,24.7761696492165,7.24139107713806
2023-02-13,24.7264759417537,7.21747080977916
2023-02-14,24.7082677963754,7.20555047841819
2023-02-15,24.6929809918091,7.21553359649766
2023-02-16,24.6426380974992,7.21707889534842
2023-02-17,24.6019093512583,7.20928558310396
2023-02-18,24.5869935106046,7.18303746880496
2023-02-19,24.6077056623932,7.16460309452002
2023-02-20,24.6376609983381,7.17726891276525
2023-02-21,24.636656304408,7.18321188334323
2023-02-22,24.6147539767331,7.15370004119711
2023-02-23,24.7469716979266,7.05824948045809
2023-02-24,24.8877679595996,7.05992805336425
2023-02-25,24.9266109726179,7.10266605715738
2023-02-26,24.8922813538699,7.16431169186121
2023-02-27,24.7918119608658,7.19521768871341
2023-02-28,24.7112664213359,7.18496568462992
2023-03-01,24.6816665924739,7.16907684139602
2023-03-02,24.6627938034188,7.16884807235807
2023-03-03,24.5983851940883,7.16287740244888
2023-03-04,24.5445799699272,7.1448545648102
2023-03-05,24.533667448164,7.11254213059362
2023-03-06,24.5730514502216,7.09758674394487
2023-03-07,24.652916889245,7.03692729207922
2023-03-08,24.8315050995173,6.98204402155692
2023-03-09,24.8717701408674,7.05862791257634
2023-03-10,24.8235293753957,7.08354117688923
2023-03-11,24.8289856362773,7.06404446444286
2023-03-12,24.8311032219452,7.11342047606469
2023-03-13,24.7679002453308,7.13605191876181
2023-03-14,24.7092724903055,7.14288153591393
2023-03-15,24.6530714575419,7.13794702031655
2023-03-16,24.5794660345442,7.12736082164526
2023-03-17,24.5477331631846,7.1043558958575
2023-03-18,24.546249307534,7.06919292307253
2023-03-19,24.6513402926163,7.00295282602938
2023-03-20,24.7890606451804,6.97068683120996
2023-03-21,24.8843829138968,6.97332583644581
2023-03-22,24.9107831790123,6.97530386665023
2023-03-23,24.9915142004986,6.94142625366703
2023-03-24,25.0648568573916,6.93640487504423
2023-03-25,25.0653823896011,6.97554096403942
2023-03-26,25.0970843473014,6.93106396225836
2023-03-27,25.2244949944603,6.89768501033262
2023-03-28,25.2283746587132,6.9636071603225
2023-03-29,25.1440421959085,6.98387470054319
2023-03-30,25.1446604690962,6.97160135672723
2023-03-31,25.1192648979107,6.99504489542796
2023-04-01,25.0695093631292,6.99084132650533
2023-04-02,25.1054001216762,6.96625127720493
2023-04-03,25.139837938232,6.96428739548104
2023-04-04,25.1386477623457,6.9968258120228
2023-04-05,25.1038389818772,7.01694815214994
2023-04-06,25.0867437282368,7.02070658120824
2023-04-07,25.059246028213,7.05481828065973
2023-04-08,25.008810392925,7.04933485103426
2023-04-09,25.0434027777778,7.02042283128335
2023-04-10,25.049430941358,7.05122937016259
2023-04-11,25.0142357401472,7.09280142963543
2023-04-12,24.9629963497151,7.10473711524829
2023-04-13,24.9485596707819,7.09251361543789
2023-04-14,24.9415268132716,7.07851820718219
2023-04-15,24.9483741888256,7.06772790051125
2023-04-16,24.9609096777066,7.0682107514908
2023-04-17,24.98237921415,7.06028979864373
2023-04-18,25.0088567634141,7.04284097238269
2023-04-19,25.0697566724042,7.01798794624689
2023-04-20,25.1426665380658,6.98981755505191
2023-04-21,25.187661369302,7.01244721072886
2023-04-22,25.1333306129313,7.08105659962382
2023-04-23,25.0712868985438,7.09303038135622
2023-04-24,25.0574066654796,7.08600444982368
2023-04-25,25.0549799432178,7.08863913579559
2023-04-26,25.063527570038,7.06835798851409
2023-04-27,25.0826785820275,7.0599415907356
2023-04-28,25.1277816110715,7.04404364593165
2023-04-29,25.1691131736705,7.02001193934005
2023-04-30,25.2309714061016,7.00364654639583
2023-05-01,25.2924741314498,6.99025584388661
2023-05-02,25.3636373753561,6.98451326547443
2023-05-03,25.4300244588873,6.97586868291872
2023-05-04,25.4817275542102,6.97401847921315
2023-05-05,25.5391342196898,6.96258817802301
2023-05-06,25.6194788204337,6.94214006071568
2023-05-07,25.8068619668012,6.95180581058503
2023-05-08,25.870095857075,6.92425920953098
2023-05-09,26.3207551836024,7.17576276478462
2023-05-10,26.4921559680674,7.19542786729212
2023-05-11,26.5026202417695,6.99520525241915
2023-05-12,26.7824197728712,6.66990462363663
2023-05-13,27.151559779598,6.83068230081571
2023-05-14,28.7348646723647,7.47724722405268
2023-05-15,30.5643350348211,8.17306871752382
2023-05-16,29.1864514086736,7.69352890468983
2023-05-17,28.6545664421098,7.53173821041071
2023-05-18,28.6477808938746,7.6596988111899
2023-05-19,30.927230482352,9.31927094019127
2023-05-20,33.7481637286325,8.71600187803292
2023-05-21,34.5310521525799,7.41576255241675
2023-05-22,42.2689729493115,16.2284561853458
2023-05-23,44.3327843067426,16.6771386377888
2023-05-24,39.6810359538224,12.4007837603793
2023-05-25,37.4663195680991,10.0363795431665
2023-05-26,39.4355660414688,10.1684196209633
2023-05-27,42.5138091316477,16.4098778907449
2023-05-28,42.3992276531339,16.380045209658
2023-05-29,43.0474870904558,17.0043760776355
2023-05-30,43.9265015382637,17.3391448698561
2023-05-31,39.6235056337053,12.7217329303558
2023-06-01,38.0981638522871,13.1796657382948
2023-06-02,39.8843087211143,15.2805844698757
2023-06-03,42.3770161888651,18.5567325738633
2023-06-04,42.7610102089269,19.603018833339
2023-06-05,43.9624386672998,20.1032471690349
2023-06-06,45.0179391965416,20.7147778493343
2023-06-07,44.9443337735438,21.9416061544427
2023-06-08,45.4165553774929,21.5614101399707
2023-06-09,51.2154014324153,20.9931752129458
2023-06-10,50.9759442268123,22.0263576876182
2023-06-11,49.3991930298354,21.8208837955862
2023-06-12,49.7487646901709,22.2930132152155
2023-06-13,49.1828901551124,21.7353539370656
2023-06-14,49.2925099912947,21.4788887175243
2023-06-15,49.5111932177904,20.9068545577673
2023-06-16,49.3662081552707,20.3924238927472
2023-06-17,48.7701773454812,19.6176396260967
2023-06-18,48.394761865899,18.928693332279
2023-06-19,48.7430351525404,18.3946352705042
2023-06-20,47.922942139522,19.4174960514495
2023-06-21,47.2526103493985,19.0803956138604
2023-06-22,46.3054776531339,20.2442771269788
2023-06-23,48.8076292438272,18.795279306261
2023-06-24,52.2706546523821,14.4933408393391
2023-06-25,52.305293407724,13.9179460226508
2023-06-26,51.281348796388,13.7776589181862
2023-06-27,51.0872938919157,13.6156807413516
2023-06-28,51.3747466872467,13.1284934492787
2023-06-29,50.940252870851,14.1092168078075
2023-06-30,50.7610542881683,14.0585815437257
2023-07-01,50.2379624392492,13.938333486298
2023-07-02,51.7569614651416,14.8991674849023
2023-07-03,52.4497038398693,14.8480782150893
2023-07-04,51.6434628739316,14.0678388460274
2023-07-05,50.9728965036869,13.8327649665324
2023-07-06,50.3060943260851,13.7033712533904
2023-07-07,53.2602327122088,16.42360781125
2023-07-08,62.6070012673873,20.4980876157153
2023-07-09,61.272709537875,19.4589887765231
2023-07-10,57.1672846489023,19.5517923862412
2023-07-11,53.7198912198912,19.7075458636193
2023-07-12,55.4521493649098,20.8448947957905
2023-07-13,56.3460332828822,21.1891312544965
2023-07-14,54.7480134882479,20.0645680679493
2023-07-15,53.804466776472,19.6156074495955
2023-07-16,53.3298029934315,19.267413662625
2023-07-17,54.1065380196311,18.9995940035576
2023-07-18,53.9865909638428,18.6548576387772
2023-07-19,53.9369199870119,18.6664937054751
2023-07-20,53.9484253236551,18.7354817267329
2023-07-21,53.9956413922407,18.7437875423256
2023-07-22,53.9124363687783,18.5648567036878
2023-07-23,53.4502426103989,18.7347601923902
2023-07-24,53.4262336077593,18.8994414175736
2023-07-25,53.4681470745349,19.3018535878222
2023-07-26,53.0317953169516,20.3299814741553
2023-07-27,52.8345679885202,21.1866684375282
2023-07-28,52.7784651520865,21.4025378640749
2023-07-29,52.9039882983016,21.5587954188676
2023-07-30,55.8645630394252,19.4130424127351
2023-07-31,56.2049769827803,19.7936642359854
2023-08-01,61.4142922794118,19.2125881334912
2023-08-02,66.2254705568125,20.4218419313839
2023-08-03,65.8484621145467,20.6440959912948
2023-08-04,64.0279185258505,21.8331688958251
2023-08-05,63.604856004902,22.6417130283557
2023-08-06,62.9096587219289,23.4323171478762
2023-08-07,63.2461775442014,23.1228710639109
2023-08-08,63.7878284994553,23.2333330150389
2023-08-09,64.2557994752388,23.6045065129563
2023-08-10,64.0383764349757,24.3873153394974
2023-08-11,64.2361274771661,24.0132425514277
2023-08-12,65.8276608586811,23.8823287574986
2023-08-13,66.236396011396,25.3153775541538
2023-08-14,64.085374104704,25.2441065435648
