"Date","mean_temp","month"
2021-07-30,10.110381155303,"07"
2021-07-31,12.1969696969697,"07"
2021-08-01,13.9558475378788,"08"
2021-08-02,12.5464015151515,"08"
2021-08-03,9.71182528409091,"08"
2021-08-04,10.5479995265152,"08"
2021-08-05,12.5442116477273,"08"
2021-08-06,9.92495265151515,"08"
2021-08-07,12.2368016098485,"08"
2021-08-08,7.43365293560606,"08"
2021-08-09,7.95566998106061,"08"
2021-08-10,8.89743134469697,"08"
2021-08-11,7.45685369318182,"08"
2021-08-12,10.0437973484848,"08"
2021-08-13,5.88902698863636,"08"
2021-08-14,5.98390151515152,"08"
2021-08-15,4.30255681818182,"08"
2021-08-16,5.53864820075758,"08"
2021-08-17,7.02817234848485,"08"
2021-08-18,4.20638020833333,"08"
2021-08-19,6.13322679924242,"08"
2021-08-20,3.60102982954545,"08"
2021-08-21,1.44614109848485,"08"
2021-08-22,3.56906960227273,"08"
2021-08-23,5.59268465909091,"08"
2021-08-24,7.05054450757576,"08"
2021-08-25,4.64086174242424,"08"
2021-08-26,3.80587121212121,"08"
2021-08-27,4.77379261363636,"08"
2021-08-28,0.873342803030303,"08"
2021-08-29,0.180397727272727,"08"
2021-08-30,0.870501893939394,"08"
2021-08-31,1.34422348484848,"08"
2021-09-01,1.60008285984848,"09"
2021-09-02,4.58895596590909,"09"
2021-09-03,3.76124526515152,"09"
2021-09-04,3.15364583333333,"09"
2021-09-05,4.81889204545455,"09"
2021-09-06,4.12937973484848,"09"
2021-09-07,4.3010771780303,"09"
2021-09-08,4.62174479166667,"09"
2021-09-09,3.22674005681818,"09"
2021-09-10,4.6194365530303,"09"
2021-09-11,2.19886363636364,"09"
2021-09-12,2.7731415719697,"09"
2021-09-13,3.73928740530303,"09"
2021-09-14,0.264145359848485,"09"
2021-09-15,-0.319779829545455,"09"
2021-09-16,0.09765625,"09"
2021-09-17,-0.739524147727273,"09"
2021-09-18,0.013967803030303,"09"
2021-09-19,0.548177083333333,"09"
2021-09-20,-0.81741240530303,"09"
2021-09-21,-3.83345170454545,"09"
2021-09-22,-6.08688446969697,"09"
2021-09-23,-3.10114820075758,"09"
2021-09-24,-1.69424715909091,"09"
2021-09-25,-5.27746212121212,"09"
2021-09-26,-4.11038115530303,"09"
2021-09-27,-2.19700704225352,"09"
2021-09-28,-1.7854521780303,"09"
2021-09-29,-1.73585464015152,"09"
2021-09-30,-1.75041429924242,"09"
2021-10-01,-1.68140388257576,"10"
2021-10-02,-1.26077178030303,"10"
2021-10-03,-1.14530066287879,"10"
2021-10-04,-1.03722774621212,"10"
2021-10-05,-1.03551136363636,"10"
2021-10-06,-1.13352272727273,"10"
2021-10-07,-1.24461410984848,"10"
2021-10-08,-1.18673058712121,"10"
2021-10-09,-1.46638257575758,"10"
2021-10-10,-2.07889441287879,"10"
2021-10-11,-2.15873579545455,"10"
2021-10-12,-1.85067471590909,"10"
2021-10-13,-1.91352982954545,"10"
2021-10-14,-2.11919981060606,"10"
2021-10-15,-2.56983901515152,"10"
2021-10-16,-3.23934659090909,"10"
2021-10-17,-3.25917376893939,"10"
2021-10-18,-3.021484375,"10"
2021-10-19,-2.71596827651515,"10"
2021-10-20,-2.27331912878788,"10"
2021-10-21,-2.19460227272727,"10"
2021-10-22,-1.87008759469697,"10"
2021-10-23,-1.9377959280303,"10"
2021-10-24,-2.70099431818182,"10"
2021-10-25,-2.97591145833333,"10"
2021-10-26,-3.18921638257576,"10"
2021-10-27,-2.99431818181818,"10"
2021-10-28,-2.96525804924242,"10"
2021-10-29,-3.18223248106061,"10"
2021-10-30,-2.83499053030303,"10"
2021-10-31,-2.6520478219697,"10"
2021-11-01,-2.64861505681818,"11"
2021-11-02,-2.17785274621212,"11"
2021-11-03,-2.2379853219697,"11"
2021-11-04,-2.93826941287879,"11"
2021-11-05,-2.89275568181818,"11"
2021-11-06,-3.04225852272727,"11"
2021-11-07,-3.92791193181818,"11"
2021-11-08,-4.90808475378788,"11"
2021-11-09,-4.93761837121212,"11"
2021-11-10,-4.82415956439394,"11"
2021-11-11,-4.89441287878788,"11"
2021-11-12,-4.59434185606061,"11"
2021-11-13,-4.57238399621212,"11"
2021-11-14,-5.38873106060606,"11"
2021-11-15,-6.00065104166667,"11"
2021-11-16,-5.54427083333333,"11"
2021-11-17,-5.36967329545455,"11"
2021-11-18,-5.97283380681818,"11"
2021-11-19,-6.26278409090909,"11"
2021-11-20,-6.15956439393939,"11"
2021-11-21,-5.66228693181818,"11"
2021-11-22,-5.67057291666667,"11"
2021-11-23,-5.70614346590909,"11"
2021-11-24,-5.36677320075758,"11"
2021-11-25,-4.85487689393939,"11"
2021-11-26,-5.04444839015152,"11"
2021-11-27,-5.29598721590909,"11"
2021-11-28,-5.30563446969697,"11"
2021-11-29,-5.23354640151515,"11"
2021-11-30,-5.41536458333333,"11"
2021-12-01,-5.13458806818182,"12"
2021-12-02,-5.78207859848485,"12"
2021-12-03,-6.68542850378788,"12"
2021-12-04,-6.92779356060606,"12"
2021-12-05,-6.91879734848485,"12"
2021-12-06,-5.85067471590909,"12"
2021-12-07,-5.12576941287879,"12"
2021-12-08,-5.14103929924242,"12"
2021-12-09,-5.1640625,"12"
2021-12-10,-5.02876420454545,"12"
2021-12-11,-6.01893939393939,"12"
2021-12-12,-7.12647964015152,"12"
2021-12-13,-7.71579071969697,"12"
2021-12-14,-7.18264678030303,"12"
2021-12-15,-7.96028645833333,"12"
2021-12-16,-7.59866240530303,"12"
2021-12-17,-6.91370738636364,"12"
2021-12-18,-6.83978456439394,"12"
