"Plot Title: Phenology"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10737643, SEN S/N: 10737643, LBL: Air Temp)","Temp, °C (LGR S/N: 10737643, SEN S/N: 10737643, LBL: Canopy Temp)","Temp, °C (LGR S/N: 10737643, SEN S/N: 10737643, LBL: Ground Temp)","Temp, °C (LGR S/N: 10737643, SEN S/N: 10737643, LBL: Soil Temp)","Good Battery (LGR S/N: 10737643)","Host Connected (LGR S/N: 10737643)","End Of File (LGR S/N: 10737643)"
338,08/10/17 04:00:00  AM,12.001,10.614,4.298,7.142,,,
339,08/10/17 05:00:00  AM,12.316,10.736,4.298,7.041,,,
340,08/10/17 06:00:00  AM,11.977,10.492,4.246,6.940,,,
341,08/10/17 07:00:00  AM,12.219,10.932,4.246,6.864,,,
342,08/10/17 08:00:00  AM,9.928,9.879,4.220,6.788,,,
343,08/10/17 09:00:00  AM,9.114,8.990,4.194,6.788,,,
344,08/10/17 10:00:00  AM,8.866,8.841,4.168,6.687,,,
345,08/10/17 11:00:00  AM,9.064,9.064,4.115,6.560,,,
346,08/10/17 12:00:00  PM,8.693,8.767,4.063,6.484,,,
347,08/10/17 01:00:00  PM,8.916,8.941,4.037,6.382,,,
348,08/10/17 02:00:00  PM,8.519,8.668,4.011,6.306,,,
349,08/10/17 03:00:00  PM,8.668,9.213,3.958,6.281,,,
350,08/10/17 04:00:00  PM,9.682,10.075,3.932,6.306,,,
351,08/10/17 05:00:00  PM,10.467,10.858,3.880,6.433,,,
352,08/10/17 06:00:00  PM,10.687,11.589,3.854,6.560,,,
353,08/10/17 07:00:00  PM,10.516,11.443,3.827,6.636,,,
354,08/10/17 08:00:00  PM,9.977,10.296,3.827,6.687,,,
355,08/10/17 09:00:00  PM,10.222,10.369,3.801,6.636,,,
356,08/10/17 10:00:00  PM,10.198,10.198,3.801,6.585,,,
357,08/10/17 11:00:00  PM,10.051,9.805,3.827,6.509,,,
358,08/11/17 12:00:00  AM,9.780,9.336,3.827,6.408,,,
359,08/11/17 01:00:00  AM,9.509,9.213,3.801,6.306,,,
360,08/11/17 02:00:00  AM,9.829,9.435,3.775,6.204,,,
361,08/11/17 03:00:00  AM,10.100,9.632,3.749,6.153,,,
362,08/11/17 04:00:00  AM,10.198,9.879,3.722,6.102,,,
363,08/11/17 05:00:00  AM,9.977,9.632,3.722,6.077,,,
364,08/11/17 06:00:00  AM,8.344,7.995,3.670,6.026,,,
365,08/11/17 07:00:00  AM,8.891,7.544,3.670,5.898,,,
366,08/11/17 08:00:00  AM,12.268,8.891,3.617,5.719,,,
367,08/11/17 09:00:00  AM,12.799,10.467,3.591,5.668,,,
368,08/11/17 10:00:00  AM,14.912,12.992,3.564,5.719,,,
369,08/11/17 11:00:00  AM,16.106,15.748,3.538,5.924,,,
370,08/11/17 12:00:00  PM,17.843,17.772,3.512,6.281,,,
371,08/11/17 01:00:00  PM,18.081,18.057,3.538,6.788,,,
372,08/11/17 02:00:00  PM,15.986,15.390,3.538,7.217,,,
373,08/11/17 03:00:00  PM,17.368,16.129,3.591,7.368,,,
374,08/11/17 04:00:00  PM,17.558,16.844,3.617,7.569,,,
375,08/11/17 05:00:00  PM,13.185,14.577,3.696,7.770,,,
376,08/11/17 06:00:00  PM,13.353,14.146,3.749,7.795,,,
377,08/11/17 07:00:00  PM,16.058,15.915,3.801,7.820,,,
378,08/11/17 08:00:00  PM,13.978,13.954,3.827,7.870,,,
379,08/11/17 09:00:00  PM,15.676,16.296,3.880,7.820,,,
380,08/11/17 10:00:00  PM,13.497,12.292,3.932,7.720,,,
381,08/11/17 11:00:00  PM,12.751,10.271,3.958,7.519,,,
382,08/12/17 12:00:00  AM,9.064,8.095,3.985,7.242,,,
383,08/12/17 01:00:00  AM,9.460,8.618,4.011,6.864,,,
384,08/12/17 02:00:00  AM,10.590,9.879,4.011,6.585,,,
385,08/12/17 03:00:00  AM,11.175,10.590,3.985,6.509,,,
386,08/12/17 04:00:00  AM,11.078,10.712,3.958,6.509,,,
387,08/12/17 05:00:00  AM,10.247,10.173,3.958,6.509,,,
388,08/12/17 06:00:00  AM,10.541,10.443,3.906,6.408,,,
389,08/12/17 07:00:00  AM,10.883,10.736,3.906,6.331,,,
390,08/12/17 08:00:00  AM,10.100,10.100,3.906,6.281,,,
391,08/12/17 09:00:00  AM,9.805,9.903,3.985,6.230,,,
392,08/12/17 10:00:00  AM,10.100,10.394,3.880,6.204,,,
393,08/12/17 11:00:00  AM,10.663,11.005,3.880,6.204,,,
394,08/12/17 12:00:00  PM,11.151,11.370,3.854,6.255,,,
395,08/12/17 01:00:00  PM,11.492,11.783,3.827,6.306,,,
396,08/12/17 02:00:00  PM,11.078,11.346,3.801,6.357,,,
397,08/12/17 03:00:00  PM,11.248,11.492,3.827,6.382,,,
398,08/12/17 04:00:00  PM,11.540,11.759,3.854,6.458,,,
399,08/12/17 05:00:00  PM,11.151,11.273,3.854,6.484,,,
400,08/12/17 06:00:00  PM,11.005,11.053,3.854,6.509,,,
401,08/12/17 07:00:00  PM,10.541,10.541,3.827,6.484,,,
402,08/12/17 08:00:00  PM,10.001,10.075,3.854,6.382,,,
403,08/12/17 09:00:00  PM,9.509,9.460,3.880,6.281,,,
404,08/12/17 09:44:42  PM,,,,,,Logged,Logged
