"","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population"
"954",954,"JG","HE16Sp21",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP21",NA,2,NA,NA,NA,"Northern"
"955",955,"JG","HE16Sp22",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP22",NA,2,NA,NA,NA,"Northern"
"956",956,"JG","HE16Sp23",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP23",NA,2,NA,NA,NA,"Northern"
"957",957,"JG","HE16Sp24",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24",NA,2,NA,NA,NA,"Northern"
"958",958,"JG","HE16Sp25",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP25",NA,2,NA,NA,NA,"Northern"
"959",959,"JG","HE16Sp26",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26",NA,2,NA,NA,NA,"Northern"
"960",960,"JG","HE16Sp27",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27",NA,2,NA,NA,NA,"Northern"
"961",961,"JG","HE16Sp28",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28",NA,2,NA,NA,NA,"Northern"
"962",962,"JG","HE16Sp29",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29",NA,2,NA,NA,NA,"Northern"
"963",963,"JG","HE16Sp30",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30",NA,2,NA,NA,NA,"Northern"
"964",964,"AB","HE16Sp4",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4",NA,2,NA,NA,NA,"Northern"
"965",965,"SL","HE16Sp6",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6",NA,2,NA,NA,NA,"Northern"
"966",966,"SL","HE16Sp7",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7",NA,2,NA,NA,NA,"Northern"
"967",967,"SL","HE16Sp8",2016,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8",NA,2,NA,NA,NA,"Northern"
"968",968,"IR","HE16Sr1",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",NA,2,NA,NA,NA,"Northern"
"969",969,"AC","HE16Sr10",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10",NA,2,NA,NA,NA,"Northern"
"970",970,"EW","HE16Sr11",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11",NA,2,NA,NA,NA,"Northern"
"971",971,"EW","HE16Sr13",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13",NA,2,NA,NA,NA,"Northern"
"972",972,"EW","HE16Sr15",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15",NA,2,NA,NA,NA,"Northern"
"973",973,"GD","HE16Sr17",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17",NA,2,NA,NA,NA,"Northern"
"974",974,"GD","HE16Sr18",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18",NA,2,NA,NA,NA,"Northern"
"975",975,"GD","HE16Sr19",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19",NA,2,NA,NA,NA,"Northern"
"976",976,"IR","HE16Sr2",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2",NA,2,NA,NA,NA,"Northern"
"977",977,"GD","HE16Sr20",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR20",NA,2,NA,NA,NA,"Northern"
"978",978,"GD","HE16Sr21",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR21",NA,2,NA,NA,NA,"Northern"
"979",979,"GD","HE16Sr22",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR22",NA,2,NA,NA,NA,"Northern"
"980",980,"GD","HE16Sr23",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR23",NA,2,NA,NA,NA,"Northern"
"981",981,"GD","HE16Sr25",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR25",NA,2,NA,NA,NA,"Northern"
"982",982,"EW","HE16Sr26",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR26",NA,2,NA,NA,NA,"Northern"
"983",983,"EW","HE16Sr27",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",NA,2,NA,NA,NA,"Northern"
"984",984,"EW","HE16Sr27",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",NA,2,NA,NA,NA,"Northern"
"985",985,"IR","HE16Sr4",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR4",NA,2,NA,NA,NA,"Northern"
"986",986,"IR","HE16Sr5",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR5",NA,2,NA,NA,NA,"Northern"
"987",987,"AC","HE16Sr6",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR6",NA,2,NA,NA,NA,"Northern"
"988",988,"AC","HE16Sr7",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR7",NA,2,NA,NA,NA,"Northern"
"989",989,"AC","HE16Sr9",2016,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR9",NA,2,NA,NA,NA,"Northern"
"990",990,"MG","HESp11",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,22.6,NA,NA,NA,27.94,32.27,28.07,6.1,5.83,4.34,"HESP11",NA,5,5.42333333333333,29.4266666666667,NA,"Northern"
"991",991,"CF","HESp12",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,10.8,NA,NA,NA,13.48,14.7,15.38,3.87,3.6,3.63,"HESP12",NA,5,3.7,14.52,NA,"Northern"
"992",992,"MG","HESp12",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,30.5,NA,NA,NA,22.66,20.8,17.14,6.43,3.42,6.48,"HESP12",NA,5,5.44333333333333,20.2,NA,"Northern"
"993",993,"MG","HESp14",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,2.7,NA,NA,NA,23.25,18.73,21.75,9.45,11.86,9.45,"HESP14",NA,5,10.2533333333333,21.2433333333333,NA,"Northern"
"994",994,"MG","HESp17",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,13.2,NA,NA,NA,14.24,12.55,12.13,3.44,3,2.3,"HESP17",NA,5,2.91333333333333,12.9733333333333,NA,"Northern"
"995",995,"MG","HESp18",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,3.1,NA,NA,NA,6.74,2.81,5.81,1.15,0.44,0.99,"HESP18",NA,5,0.86,5.12,NA,"Northern"
"996",996,"IMS","HESp2",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,11.2,NA,NA,NA,21.18,19.29,26.71,2.69,1.93,1.77,"HESP2",NA,5,2.13,22.3933333333333,NA,"Northern"
"997",997,"MG","HESp20",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,11.3,NA,NA,NA,27.21,23.33,20.7,3.62,2.61,3.55,"HESP20",NA,5,3.26,23.7466666666667,NA,"Northern"
"998",998,"AB","HESp23",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP23",NA,5,NA,NA,NA,"Northern"
"999",999,"IMS","HESp24",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,25.4,NA,NA,NA,24.37,23.15,22.59,4.94,3.66,3.29,"HESP24",NA,5,3.96333333333333,23.37,NA,"Northern"
"1000",1000,"AB","HESp26",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP26",NA,5,NA,NA,NA,"Northern"
"1001",1001,"AB","HESp29",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,9.2,NA,NA,NA,25.05,32.14,31.26,7,6.27,5.76,"HESP29",NA,5,6.34333333333333,29.4833333333333,NA,"Northern"
"1002",1002,"IMS","HESp3",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,32.8,NA,NA,NA,40.06,34.5,33.3,5.54,3.66,3.71,"HESP3",NA,5,4.30333333333333,35.9533333333333,NA,"Northern"
"1003",1003,"AB","HESp30",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP30",NA,5,NA,NA,NA,"Northern"
"1004",1004,"IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,7.8,NA,NA,NA,14.1,14.48,13.96,5,3.1,2.99,"HESP4",NA,5,3.69666666666667,14.18,NA,"Northern"
"1005",1005,"IMS","HESp4",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,13.9,NA,NA,NA,14.92,20.15,18.64,4.08,4.05,5.53,"HESP4",NA,5,4.55333333333333,17.9033333333333,NA,"Northern"
"1006",1006,"IMS","HESp5",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESP5",NA,5,NA,NA,NA,"Northern"
"1007",1007,"CF","HESp6",2013,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,14.9,NA,NA,NA,18.74,21.83,23.04,5.79,5.19,3.06,"HESP6",NA,5,4.68,21.2033333333333,NA,"Northern"
"1008",1008,"SW","HESr13",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,12.5,NA,NA,NA,19.93,18.76,19.35,16.93,17.79,13.15,"HESR13",NA,5,15.9566666666667,19.3466666666667,NA,"Northern"
"1009",1009,"IR","HESr17",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",NA,5,NA,NA,NA,"Northern"
"1010",1010,"LB","HESr2",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,5.4,NA,NA,NA,20.25,24.95,18.97,29.3,32.88,22.86,"HESR2",NA,5,28.3466666666667,21.39,NA,"Northern"
"1011",1011,"AC","HESr21",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,8.3,NA,NA,NA,19.52,17.17,15.16,18.02,20.62,15.08,"HESR21",NA,5,17.9066666666667,17.2833333333333,NA,"Northern"
"1012",1012,"AC","HESr23",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,3.8,NA,NA,NA,16.9,9.3,12.17,8,6.25,4.55,"HESR23",NA,5,6.26666666666667,12.79,NA,"Northern"
"1013",1013,"AC","HESr26",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,NA,NA,NA,NA,21.57,26.59,25.56,19.82,11.65,17.14,"HESR26",NA,5,16.2033333333333,24.5733333333333,NA,"Northern"
"1014",1014,"AC","HESr27",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,8.8,NA,NA,NA,8.62,7.31,5.64,13.21,4.81,5.68,"HESR27",NA,5,7.9,7.19,NA,"Northern"
"1015",1015,"LB","HESr3",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,10.3,NA,NA,NA,21.47,23.11,20.86,16.34,11.95,16.62,"HESR3",NA,5,14.97,21.8133333333333,NA,"Northern"
"1016",1016,"LB","HESr4",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,7.4,NA,NA,NA,25.68,22.33,20.01,14.59,11.21,10.45,"HESR4",NA,5,12.0833333333333,22.6733333333333,NA,"Northern"
"1017",1017,"LB","HESr4B_clone",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,3.1,NA,NA,NA,16.16,NA,NA,9.44,2.36,8.4,"HESR4B_CLONE",NA,5,6.73333333333333,NA,NA,"Northern"
"1018",1018,"SW","HESr6",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,13.4,NA,NA,NA,18.74,21.44,19.95,17.11,13.22,16.16,"HESR6",NA,5,15.4966666666667,20.0433333333333,NA,"Northern"
"1019",1019,"SW","HESr7",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,10.9,NA,NA,NA,22.94,26.92,25.66,17.9,12.09,32,"HESR7",NA,5,20.6633333333333,25.1733333333333,NA,"Northern"
"1020",1020,"SW","HESr8",2013,"Salix richardsonii","Qikiqtaruk","2018-08-18",8,18,2018,12.5,NA,NA,NA,15.7,11.42,14.56,21.62,13.13,16.8,"HESR8",NA,5,17.1833333333333,13.8933333333333,NA,"Northern"
"1021",1021,"LB","K15CSr2",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,3,NA,NA,NA,"Southern"
"1022",1022,"LB","K15CSr3",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,3,NA,NA,NA,"Southern"
"1023",1023,"SW","K15CSr5",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,3,NA,NA,NA,"Southern"
"1024",1024,"MG","K15ESp6",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP6",NA,3,NA,NA,NA,"Southern"
"1025",1025,"MG","K15ESp7",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP7",NA,3,NA,NA,NA,"Southern"
"1026",1026,"MG","K15ESp8",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP8",NA,3,NA,NA,NA,"Southern"
"1027",1027,"MG","K15ESp9",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15ESP9",NA,3,NA,NA,NA,"Southern"
"1028",1028,"JB","K15PSa10",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,1.9,NA,NA,NA,12.64,NA,NA,3.97,NA,NA,"K15PSA10",NA,3,NA,NA,NA,"Southern"
"1029",1029,"JB","K15PSa11",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,5.7,NA,NA,NA,28.74,30.14,29.05,13.83,12.09,13.28,"K15PSA11",NA,3,13.0666666666667,29.31,NA,"Southern"
"1030",1030,"JB","K15PSa12",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,5.6,NA,NA,NA,30.38,27.44,29.82,7.21,7.76,8.8,"K15PSA12",NA,3,7.92333333333333,29.2133333333333,NA,"Southern"
"1031",1031,"JB","K15PSa13",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,3,NA,NA,NA,27.18,25.83,27.29,4.2,5.4,6.67,"K15PSA13",NA,3,5.42333333333333,26.7666666666667,NA,"Southern"
"1032",1032,"JB","K15PSa15",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,3.8,NA,NA,NA,37.73,38.97,28.73,10.71,8.93,6.08,"K15PSA15",NA,3,8.57333333333333,35.1433333333333,NA,"Southern"
"1033",1033,"JB","K15PSa2",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,5.5,NA,NA,NA,39.1,33.05,27.3,16.05,16.52,8.4,"K15PSA2",NA,3,13.6566666666667,33.15,NA,"Southern"
"1034",1034,"JB","K15PSa6",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,2.8,NA,NA,NA,25.76,23.88,26.61,21.67,9.93,11.94,"K15PSA6",NA,3,14.5133333333333,25.4166666666667,NA,"Southern"
"1035",1035,"JB","K15PSa7",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,3.5,NA,NA,NA,48.73,46.01,40.12,21.87,26.35,26.36,"K15PSA7",NA,3,24.86,44.9533333333333,NA,"Southern"
"1036",1036,"JB","K15PSa8",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,7.8,NA,NA,NA,37.57,20.67,34.46,73.83,39.47,18.01,"K15PSA8",NA,3,43.77,30.9,NA,"Southern"
"1037",1037,"JB","K15PSa9",2015,"Salix arctica","Kluane","2018-08-18",8,18,2018,6.5,NA,NA,NA,36.3,40.78,32.29,11.15,8.68,10.75,"K15PSA9",NA,3,10.1933333333333,36.4566666666667,NA,"Southern"
"1038",1038,"MG","K15PSp10",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP10",NA,3,NA,NA,NA,"Southern"
"1039",1039,"MG","K15PSp6",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP6",NA,3,NA,NA,NA,"Southern"
"1040",1040,"MG","K15PSp7",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP7",NA,3,NA,NA,NA,"Southern"
"1041",1041,"MG","K15PSp8",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP8",NA,3,NA,NA,NA,"Southern"
"1042",1042,"MG","K15PSp9",2015,"Salix pulchra","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSP9",NA,3,NA,NA,NA,"Southern"
"1043",1043,"IR","K15PSr10",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,3,NA,NA,NA,"Southern"
"1044",1044,"IR","K15PSr11",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11",NA,3,NA,NA,NA,"Southern"
"1045",1045,"IR","K15PSr12",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12",NA,3,NA,NA,NA,"Southern"
"1046",1046,"AC","K15PSr15",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15",NA,3,NA,NA,NA,"Southern"
"1047",1047,"IR","K15PSr6",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6",NA,3,NA,NA,NA,"Southern"
"1048",1048,"IR","K15PSr7",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7",NA,3,NA,NA,NA,"Southern"
"1049",1049,"IR","K15PSr9",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9",NA,3,NA,NA,NA,"Southern"
"1050",1050,"SW","K15SSr5",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5",NA,3,NA,NA,NA,"Southern"
"1051",1051,"SW","K15SSr7",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR7",NA,3,NA,NA,NA,"Southern"
"1052",1052,"SW","K15SSr8",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,9.8,NA,NA,NA,33.97,31.52,30.34,40.48,22.02,24.79,"K15SSR8",NA,3,29.0966666666667,31.9433333333333,NA,"Southern"
"1053",1053,"SW","K15SSr9",2015,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR9",NA,3,NA,NA,NA,"Southern"
"1054",1054,"JA","K17Sa1",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SA1",NA,1,NA,NA,NA,"Southern"
"1055",1055,"JB","K17Sa10",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,2.2,NA,NA,NA,10.02,15.72,10.2,4.98,1.64,1.68,"K17SA10",NA,1,2.76666666666667,11.98,NA,"Southern"
"1056",1056,"JB","K17Sa20",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SA20",NA,1,NA,NA,NA,"Southern"
"1057",1057,"JA","K17Sa5",2017,"Salix arctica","Kluane","2018-08-18",8,18,2018,1.5,NA,NA,NA,16.17,12.79,13.28,4.04,3.51,3.82,"K17SA5",NA,1,3.79,14.08,NA,"Southern"
"1058",1058,"SW","K17Sr10",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR10",NA,1,NA,NA,NA,"Southern"
"1059",1059,"SW","K17Sr11",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR11",NA,1,NA,NA,NA,"Southern"
"1060",1060,"IR","K17Sr12",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR12",NA,1,NA,NA,NA,"Southern"
"1061",1061,"IR","K17Sr13",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR13",NA,1,NA,NA,NA,"Southern"
"1062",1062,"IR","K17Sr14",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR14",NA,1,NA,NA,NA,"Southern"
"1063",1063,"IR","K17Sr15",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR15",NA,1,NA,NA,NA,"Southern"
"1064",1064,"LB","K17Sr6",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,7.3,NA,NA,NA,40.29,45.24,37.36,28.23,50.25,NA,"K17SR6",NA,1,NA,40.9633333333333,NA,"Southern"
"1065",1065,"LB","K17Sr7",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR7",NA,1,NA,NA,NA,"Southern"
"1066",1066,"LB","K17Sr8",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K17SR8",NA,1,NA,NA,NA,"Southern"
"1067",1067,"LB","K17Sr9",2017,"Salix richardsonii","Kluane","2018-08-18",8,18,2018,5.7,NA,NA,NA,15.64,18.99,17.91,2.85,NA,NA,"K17SR9",NA,1,NA,17.5133333333333,NA,"Southern"
"1068",1068,"IMS","KLSPC1",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,36.5,NA,NA,NA,32.05,31.99,33.66,6.25,7.28,7.17,"KLSPC1",NA,5,6.9,32.5666666666667,NA,"Southern"
"1069",1069,"MG","KLSPC10",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,26.6,NA,NA,NA,25.9,21.03,26.68,11.77,9.05,13.61,"KLSPC10",NA,5,11.4766666666667,24.5366666666667,NA,"Southern"
"1070",1070,"AB","KLSPC13",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,49.1,NA,NA,NA,47.67,46.6,41.15,6.69,4.84,3.71,"KLSPC13",NA,5,5.08,45.14,NA,"Southern"
"1071",1071,"IMS","KLSPC2",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,17.2,NA,NA,NA,49.55,60.98,53.09,150,55,NA,"KLSPC2",NA,5,NA,54.54,NA,"Southern"
"1072",1072,"IMS","KLSPC3",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,25.6,NA,NA,NA,47.46,48.82,53.83,5.4,7.83,4.28,"KLSPC3",NA,5,5.83666666666667,50.0366666666667,NA,"Southern"
"1073",1073,"MG","KLSPC8",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,11.2,NA,NA,NA,25.15,23.62,21.31,11.09,4.8,3.85,"KLSPC8",NA,5,6.58,23.36,NA,"Southern"
"1074",1074,"MG","KLSPC9",2013,"Salix pulchra","Kluane","2018-08-18",8,18,2018,44.1,NA,NA,NA,18.19,21.84,24.22,53.66,83.52,54.71,"KLSPC9",NA,5,63.9633333333333,21.4166666666667,NA,"Southern"
