1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: D800000033EA6221
Is Mission Active?  true
Mission Start:  Thu Aug 10 17:52:00 PDT 2017
Sample Rate:  Every 240 minute(s)
Number of Mission Samples:  1988
Total Samples:  4404
Roll Over Enabled?  true
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
10/08/17 17:52:00,C,20.5
10/08/17 21:52:00,C,23.5
11/08/17 01:52:00,C,26
11/08/17 05:52:00,C,16
11/08/17 09:52:00,C,13.5
11/08/17 13:52:00,C,9
11/08/17 17:52:00,C,14
11/08/17 21:52:00,C,20
12/08/17 01:52:00,C,17
12/08/17 05:52:00,C,12.5
12/08/17 09:52:00,C,8.5
12/08/17 13:52:00,C,7
12/08/17 17:52:00,C,12.5
12/08/17 21:52:00,C,23.5
13/08/17 01:52:00,C,17
13/08/17 05:52:00,C,13.5
13/08/17 09:52:00,C,10.5
13/08/17 13:52:00,C,7
13/08/17 17:52:00,C,11.5
13/08/17 21:52:00,C,19
14/08/17 01:52:00,C,20
14/08/17 05:52:00,C,11.5
14/08/17 09:52:00,C,6.5
14/08/17 13:52:00,C,6.5
14/08/17 17:52:00,C,10
14/08/17 21:52:00,C,19.5
15/08/17 01:52:00,C,17
15/08/17 05:52:00,C,11
15/08/17 09:52:00,C,8.5
15/08/17 13:52:00,C,7
15/08/17 17:52:00,C,8.5
15/08/17 21:52:00,C,19.5
16/08/17 01:52:00,C,21
16/08/17 05:52:00,C,9.5
16/08/17 09:52:00,C,5.5
16/08/17 13:52:00,C,3.5
16/08/17 17:52:00,C,9.5
16/08/17 21:52:00,C,19.5
17/08/17 01:52:00,C,29
17/08/17 05:52:00,C,12
17/08/17 09:52:00,C,7.5
17/08/17 13:52:00,C,3.5
17/08/17 17:52:00,C,10.5
17/08/17 21:52:00,C,23.5
18/08/17 01:52:00,C,32.5
18/08/17 05:52:00,C,10.5
18/08/17 09:52:00,C,7
18/08/17 13:52:00,C,7.5
18/08/17 17:52:00,C,9
18/08/17 21:52:00,C,20.5
19/08/17 01:52:00,C,20
19/08/17 05:52:00,C,9
19/08/17 09:52:00,C,5
19/08/17 13:52:00,C,4.5
19/08/17 17:52:00,C,10
19/08/17 21:52:00,C,18.5
20/08/17 01:52:00,C,14.5
20/08/17 05:52:00,C,10
20/08/17 09:52:00,C,4
20/08/17 13:52:00,C,2
20/08/17 17:52:00,C,9
20/08/17 21:52:00,C,19
21/08/17 01:52:00,C,15.5
21/08/17 05:52:00,C,9.5
21/08/17 09:52:00,C,8
21/08/17 13:52:00,C,7.5
21/08/17 17:52:00,C,11
21/08/17 21:52:00,C,19.5
22/08/17 01:52:00,C,21.5
22/08/17 05:52:00,C,12.5
22/08/17 09:52:00,C,10
22/08/17 13:52:00,C,6.5
22/08/17 17:52:00,C,12
22/08/17 21:52:00,C,17
23/08/17 01:52:00,C,15.5
23/08/17 05:52:00,C,11.5
23/08/17 09:52:00,C,10
23/08/17 13:52:00,C,9
23/08/17 17:52:00,C,9.5
23/08/17 21:52:00,C,13.5
24/08/17 01:52:00,C,15
24/08/17 05:52:00,C,10
24/08/17 09:52:00,C,7
24/08/17 13:52:00,C,5
24/08/17 17:52:00,C,8.5
24/08/17 21:52:00,C,16.5
25/08/17 01:52:00,C,18
25/08/17 05:52:00,C,9.5
25/08/17 09:52:00,C,8.5
25/08/17 13:52:00,C,6.5
25/08/17 17:52:00,C,9
25/08/17 21:52:00,C,16.5
26/08/17 01:52:00,C,13
26/08/17 05:52:00,C,9
26/08/17 09:52:00,C,6.5
26/08/17 13:52:00,C,6
26/08/17 17:52:00,C,9
26/08/17 21:52:00,C,13.5
27/08/17 01:52:00,C,30
27/08/17 05:52:00,C,6.5
27/08/17 09:52:00,C,6
27/08/17 13:52:00,C,5
27/08/17 17:52:00,C,6.5
27/08/17 21:52:00,C,19
28/08/17 01:52:00,C,18
28/08/17 05:52:00,C,9
28/08/17 09:52:00,C,4.5
28/08/17 13:52:00,C,1.5
28/08/17 17:52:00,C,5.5
28/08/17 21:52:00,C,16
29/08/17 01:52:00,C,14.5
29/08/17 05:52:00,C,9
29/08/17 09:52:00,C,7
29/08/17 13:52:00,C,7
29/08/17 17:52:00,C,9
29/08/17 21:52:00,C,19
30/08/17 01:52:00,C,23.5
30/08/17 05:52:00,C,14
30/08/17 09:52:00,C,13
30/08/17 13:52:00,C,13
30/08/17 17:52:00,C,13.5
30/08/17 21:52:00,C,23
31/08/17 01:52:00,C,31
31/08/17 05:52:00,C,8
31/08/17 09:52:00,C,7.5
31/08/17 13:52:00,C,5.5
31/08/17 17:52:00,C,9.5
31/08/17 21:52:00,C,14
01/09/17 01:52:00,C,15.5
01/09/17 05:52:00,C,7.5
01/09/17 09:52:00,C,3
01/09/17 13:52:00,C,2.5
01/09/17 17:52:00,C,5
01/09/17 21:52:00,C,19.5
02/09/17 01:52:00,C,22.5
02/09/17 05:52:00,C,7.5
02/09/17 09:52:00,C,5
02/09/17 13:52:00,C,3
02/09/17 17:52:00,C,6.5
02/09/17 21:52:00,C,13.5
03/09/17 01:52:00,C,30
03/09/17 05:52:00,C,6
03/09/17 09:52:00,C,2
03/09/17 13:52:00,C,0
03/09/17 17:52:00,C,5.5
03/09/17 21:52:00,C,14.5
04/09/17 01:52:00,C,13
04/09/17 05:52:00,C,8.5
04/09/17 09:52:00,C,7.5
04/09/17 13:52:00,C,6
04/09/17 17:52:00,C,9.5
04/09/17 21:52:00,C,18
05/09/17 01:52:00,C,17.5
05/09/17 05:52:00,C,9.5
05/09/17 09:52:00,C,7.5
05/09/17 13:52:00,C,9
05/09/17 17:52:00,C,11.5
05/09/17 21:52:00,C,20
06/09/17 01:52:00,C,30
06/09/17 05:52:00,C,16
06/09/17 09:52:00,C,16
06/09/17 13:52:00,C,13.5
06/09/17 17:52:00,C,13.5
06/09/17 21:52:00,C,22
07/09/17 01:52:00,C,18
07/09/17 05:52:00,C,11
07/09/17 09:52:00,C,9.5
07/09/17 13:52:00,C,8.5
07/09/17 17:52:00,C,8.5
07/09/17 21:52:00,C,18
08/09/17 01:52:00,C,17
08/09/17 05:52:00,C,8
08/09/17 09:52:00,C,6.5
08/09/17 13:52:00,C,5
08/09/17 17:52:00,C,8
08/09/17 21:52:00,C,13.5
09/09/17 01:52:00,C,13
09/09/17 05:52:00,C,7.5
09/09/17 09:52:00,C,6.5
09/09/17 13:52:00,C,6
09/09/17 17:52:00,C,7
09/09/17 21:52:00,C,13.5
10/09/17 01:52:00,C,18.5
10/09/17 05:52:00,C,7.5
10/09/17 09:52:00,C,5.5
10/09/17 13:52:00,C,2.5
10/09/17 17:52:00,C,6
10/09/17 21:52:00,C,18.5
11/09/17 01:52:00,C,26.5
11/09/17 05:52:00,C,8
11/09/17 09:52:00,C,6
11/09/17 13:52:00,C,5
11/09/17 17:52:00,C,6.5
11/09/17 21:52:00,C,22
12/09/17 01:52:00,C,20
12/09/17 05:52:00,C,5.5
12/09/17 09:52:00,C,3
12/09/17 13:52:00,C,0.5
12/09/17 17:52:00,C,2
12/09/17 21:52:00,C,17
13/09/17 01:52:00,C,30.5
13/09/17 05:52:00,C,4.5
13/09/17 09:52:00,C,2
13/09/17 13:52:00,C,0.5
13/09/17 17:52:00,C,2.5
13/09/17 21:52:00,C,18
14/09/17 01:52:00,C,28
14/09/17 05:52:00,C,5.5
14/09/17 09:52:00,C,1.5
14/09/17 13:52:00,C,1
14/09/17 17:52:00,C,4
14/09/17 21:52:00,C,11
15/09/17 01:52:00,C,22
15/09/17 05:52:00,C,6.5
15/09/17 09:52:00,C,5
15/09/17 13:52:00,C,2.5
15/09/17 17:52:00,C,4
15/09/17 21:52:00,C,17.5
16/09/17 01:52:00,C,30
16/09/17 05:52:00,C,4.5
16/09/17 09:52:00,C,3
16/09/17 13:52:00,C,2.5
16/09/17 17:52:00,C,6.5
16/09/17 21:52:00,C,12
17/09/17 01:52:00,C,11
17/09/17 05:52:00,C,7
17/09/17 09:52:00,C,4
17/09/17 13:52:00,C,2
17/09/17 17:52:00,C,6.5
17/09/17 21:52:00,C,11.5
18/09/17 01:52:00,C,12.5
18/09/17 05:52:00,C,7.5
18/09/17 09:52:00,C,5
18/09/17 13:52:00,C,2.5
18/09/17 17:52:00,C,5
18/09/17 21:52:00,C,18
19/09/17 01:52:00,C,25
19/09/17 05:52:00,C,5.5
19/09/17 09:52:00,C,3
19/09/17 13:52:00,C,4.5
19/09/17 17:52:00,C,6.5
19/09/17 21:52:00,C,12
20/09/17 01:52:00,C,30
20/09/17 05:52:00,C,8
20/09/17 09:52:00,C,3.5
20/09/17 13:52:00,C,2
20/09/17 17:52:00,C,3.5
20/09/17 21:52:00,C,17
21/09/17 01:52:00,C,18.5
21/09/17 05:52:00,C,4.5
21/09/17 09:52:00,C,2
21/09/17 13:52:00,C,0.5
21/09/17 17:52:00,C,3
21/09/17 21:52:00,C,9.5
22/09/17 01:52:00,C,9
22/09/17 05:52:00,C,5
22/09/17 09:52:00,C,4
22/09/17 13:52:00,C,2
22/09/17 17:52:00,C,4.5
22/09/17 21:52:00,C,11.5
23/09/17 01:52:00,C,31.5
23/09/17 05:52:00,C,7
23/09/17 09:52:00,C,4
23/09/17 13:52:00,C,5.5
23/09/17 17:52:00,C,7.5
23/09/17 21:52:00,C,19
24/09/17 01:52:00,C,30
24/09/17 05:52:00,C,5
24/09/17 09:52:00,C,2
24/09/17 13:52:00,C,2
24/09/17 17:52:00,C,3.5
24/09/17 21:52:00,C,20.5
25/09/17 01:52:00,C,21.5
25/09/17 05:52:00,C,4.5
25/09/17 09:52:00,C,1
25/09/17 13:52:00,C,-0.5
25/09/17 17:52:00,C,1
25/09/17 21:52:00,C,16
26/09/17 01:52:00,C,22.5
26/09/17 05:52:00,C,2.5
26/09/17 09:52:00,C,0.5
26/09/17 13:52:00,C,2.5
26/09/17 17:52:00,C,4
26/09/17 21:52:00,C,7
27/09/17 01:52:00,C,7
27/09/17 05:52:00,C,4.5
27/09/17 09:52:00,C,3.5
27/09/17 13:52:00,C,3.5
27/09/17 17:52:00,C,4.5
27/09/17 21:52:00,C,8.5
28/09/17 01:52:00,C,23
28/09/17 05:52:00,C,6.5
28/09/17 09:52:00,C,1.5
28/09/17 13:52:00,C,1
28/09/17 17:52:00,C,3.5
28/09/17 21:52:00,C,17.5
29/09/17 01:52:00,C,23.5
29/09/17 05:52:00,C,3
29/09/17 09:52:00,C,0.5
29/09/17 13:52:00,C,-1
29/09/17 17:52:00,C,0.5
29/09/17 21:52:00,C,15
30/09/17 01:52:00,C,21
30/09/17 05:52:00,C,2.5
30/09/17 09:52:00,C,1
30/09/17 13:52:00,C,1
30/09/17 17:52:00,C,2.5
30/09/17 21:52:00,C,16.5
01/10/17 01:52:00,C,16
01/10/17 05:52:00,C,1.5
01/10/17 09:52:00,C,-1
01/10/17 13:52:00,C,-1.5
01/10/17 17:52:00,C,-1
01/10/17 21:52:00,C,13.5
02/10/17 01:52:00,C,18.5
02/10/17 05:52:00,C,-0.5
02/10/17 09:52:00,C,-1
02/10/17 13:52:00,C,0.5
02/10/17 17:52:00,C,4
02/10/17 21:52:00,C,20.5
03/10/17 01:52:00,C,10
03/10/17 05:52:00,C,3
03/10/17 09:52:00,C,4
03/10/17 13:52:00,C,0
03/10/17 17:52:00,C,2.5
03/10/17 21:52:00,C,13
04/10/17 01:52:00,C,9.5
04/10/17 05:52:00,C,5.5
04/10/17 09:52:00,C,5.5
04/10/17 13:52:00,C,6.5
04/10/17 17:52:00,C,6.5
04/10/17 21:52:00,C,12
05/10/17 01:52:00,C,13
05/10/17 05:52:00,C,6.5
05/10/17 09:52:00,C,1.5
05/10/17 13:52:00,C,0.5
05/10/17 17:52:00,C,4.5
05/10/17 21:52:00,C,7
06/10/17 01:52:00,C,8.5
06/10/17 05:52:00,C,4
06/10/17 09:52:00,C,0
06/10/17 13:52:00,C,-1
06/10/17 17:52:00,C,-0.5
06/10/17 21:52:00,C,14.5
07/10/17 01:52:00,C,7
07/10/17 05:52:00,C,4
07/10/17 09:52:00,C,4
07/10/17 13:52:00,C,3.5
07/10/17 17:52:00,C,4
07/10/17 21:52:00,C,8.5
08/10/17 01:52:00,C,17
08/10/17 05:52:00,C,-0.5
08/10/17 09:52:00,C,0.5
08/10/17 13:52:00,C,2.5
08/10/17 17:52:00,C,4
08/10/17 21:52:00,C,16.5
09/10/17 01:52:00,C,17
09/10/17 05:52:00,C,3.5
09/10/17 09:52:00,C,1.5
09/10/17 13:52:00,C,1
09/10/17 17:52:00,C,2
09/10/17 21:52:00,C,8
10/10/17 01:52:00,C,4
10/10/17 05:52:00,C,1
10/10/17 09:52:00,C,-1
10/10/17 13:52:00,C,-2
10/10/17 17:52:00,C,-1.5
10/10/17 21:52:00,C,3.5
11/10/17 01:52:00,C,4.5
11/10/17 05:52:00,C,1
11/10/17 09:52:00,C,0
11/10/17 13:52:00,C,0.5
11/10/17 17:52:00,C,1
11/10/17 21:52:00,C,5.5
12/10/17 01:52:00,C,3
12/10/17 05:52:00,C,1.5
12/10/17 09:52:00,C,1
12/10/17 13:52:00,C,-0.5
12/10/17 17:52:00,C,-1
12/10/17 21:52:00,C,9.5
13/10/17 01:52:00,C,8.5
13/10/17 05:52:00,C,0
13/10/17 09:52:00,C,-0.5
13/10/17 13:52:00,C,-1
13/10/17 17:52:00,C,0
13/10/17 21:52:00,C,11.5
14/10/17 01:52:00,C,8
14/10/17 05:52:00,C,1.5
14/10/17 09:52:00,C,2
14/10/17 13:52:00,C,1.5
14/10/17 17:52:00,C,2
14/10/17 21:52:00,C,5.5
15/10/17 01:52:00,C,3.5
15/10/17 05:52:00,C,1.5
15/10/17 09:52:00,C,1
15/10/17 13:52:00,C,1
15/10/17 17:52:00,C,1
15/10/17 21:52:00,C,5
16/10/17 01:52:00,C,2
16/10/17 05:52:00,C,0.5
16/10/17 09:52:00,C,0
16/10/17 13:52:00,C,0
16/10/17 17:52:00,C,0
16/10/17 21:52:00,C,3.5
17/10/17 01:52:00,C,1.5
17/10/17 05:52:00,C,0
17/10/17 09:52:00,C,-0.5
17/10/17 13:52:00,C,-0.5
17/10/17 17:52:00,C,-0.5
17/10/17 21:52:00,C,0
18/10/17 01:52:00,C,0.5
18/10/17 05:52:00,C,-2
18/10/17 09:52:00,C,-2
18/10/17 13:52:00,C,-1.5
18/10/17 17:52:00,C,-0.5
18/10/17 21:52:00,C,0
19/10/17 01:52:00,C,-0.5
19/10/17 05:52:00,C,-1.5
19/10/17 09:52:00,C,-1.5
19/10/17 13:52:00,C,-2
19/10/17 17:52:00,C,-1.5
19/10/17 21:52:00,C,1
20/10/17 01:52:00,C,-1
20/10/17 05:52:00,C,-2
20/10/17 09:52:00,C,-2.5
20/10/17 13:52:00,C,-2.5
20/10/17 17:52:00,C,-2
20/10/17 21:52:00,C,0
21/10/17 01:52:00,C,-0.5
21/10/17 05:52:00,C,-5
21/10/17 09:52:00,C,-5.5
21/10/17 13:52:00,C,-4.5
21/10/17 17:52:00,C,-4
21/10/17 21:52:00,C,-0.5
22/10/17 01:52:00,C,-0.5
22/10/17 05:52:00,C,-1.5
22/10/17 09:52:00,C,-2
22/10/17 13:52:00,C,-2
22/10/17 17:52:00,C,-4
22/10/17 21:52:00,C,4.5
23/10/17 01:52:00,C,-0.5
23/10/17 05:52:00,C,-4
23/10/17 09:52:00,C,-5
23/10/17 13:52:00,C,-5
23/10/17 17:52:00,C,-4.5
23/10/17 21:52:00,C,2
24/10/17 01:52:00,C,0
24/10/17 05:52:00,C,-1.5
24/10/17 09:52:00,C,-3.5
24/10/17 13:52:00,C,-5
24/10/17 17:52:00,C,-5
24/10/17 21:52:00,C,6
25/10/17 01:52:00,C,-0.5
25/10/17 05:52:00,C,-5.5
25/10/17 09:52:00,C,-5.5
25/10/17 13:52:00,C,-5
25/10/17 17:52:00,C,-3.5
25/10/17 21:52:00,C,2
26/10/17 01:52:00,C,0.5
26/10/17 05:52:00,C,-1
26/10/17 09:52:00,C,-2
26/10/17 13:52:00,C,-2
26/10/17 17:52:00,C,-1
26/10/17 21:52:00,C,3
27/10/17 01:52:00,C,1.5
27/10/17 05:52:00,C,2
27/10/17 09:52:00,C,2.5
27/10/17 13:52:00,C,2
27/10/17 17:52:00,C,2
27/10/17 21:52:00,C,11
28/10/17 01:52:00,C,1
28/10/17 05:52:00,C,-1
28/10/17 09:52:00,C,-1
28/10/17 13:52:00,C,-2
28/10/17 17:52:00,C,-2.5
28/10/17 21:52:00,C,7
29/10/17 01:52:00,C,0.5
29/10/17 05:52:00,C,-1.5
29/10/17 09:52:00,C,-2
29/10/17 13:52:00,C,-2
29/10/17 17:52:00,C,-2.5
29/10/17 21:52:00,C,0.5
30/10/17 01:52:00,C,1.5
30/10/17 05:52:00,C,-1
30/10/17 09:52:00,C,-1.5
30/10/17 13:52:00,C,-0.5
30/10/17 17:52:00,C,-0.5
30/10/17 21:52:00,C,7
31/10/17 01:52:00,C,2.5
31/10/17 05:52:00,C,0
31/10/17 09:52:00,C,-0.5
31/10/17 13:52:00,C,1
31/10/17 17:52:00,C,1
31/10/17 21:52:00,C,1.5
01/11/17 01:52:00,C,0.5
01/11/17 05:52:00,C,0
01/11/17 09:52:00,C,0
01/11/17 13:52:00,C,0.5
01/11/17 17:52:00,C,0.5
01/11/17 21:52:00,C,0.5
02/11/17 01:52:00,C,0.5
02/11/17 05:52:00,C,0
02/11/17 09:52:00,C,-2
02/11/17 13:52:00,C,-3.5
02/11/17 17:52:00,C,-4
02/11/17 21:52:00,C,0
03/11/17 01:52:00,C,-2
03/11/17 05:52:00,C,-4.5
03/11/17 09:52:00,C,-4
03/11/17 13:52:00,C,-2.5
03/11/17 17:52:00,C,-1
03/11/17 21:52:00,C,0.5
04/11/17 01:52:00,C,0
04/11/17 05:52:00,C,-0.5
04/11/17 09:52:00,C,-1
04/11/17 13:52:00,C,-2.5
04/11/17 17:52:00,C,-2.5
04/11/17 21:52:00,C,0
05/11/17 01:52:00,C,-3
05/11/17 04:52:00,C,-6.5
05/11/17 08:52:00,C,-7.5
05/11/17 12:52:00,C,-7.5
05/11/17 16:52:00,C,-6.5
05/11/17 20:52:00,C,-2.5
06/11/17 00:52:00,C,-3.5
06/11/17 04:52:00,C,-4
06/11/17 08:52:00,C,-3
06/11/17 12:52:00,C,-3
06/11/17 16:52:00,C,-3.5
06/11/17 20:52:00,C,-2.5
07/11/17 00:52:00,C,-4
07/11/17 04:52:00,C,-5
07/11/17 08:52:00,C,-6
07/11/17 12:52:00,C,-5.5
07/11/17 16:52:00,C,-8.5
07/11/17 20:52:00,C,-1.5
08/11/17 00:52:00,C,-8
08/11/17 04:52:00,C,-10.5
08/11/17 08:52:00,C,-11.5
08/11/17 12:52:00,C,-13
08/11/17 16:52:00,C,-13.5
08/11/17 20:52:00,C,-4
09/11/17 00:52:00,C,-11
09/11/17 04:52:00,C,-11
09/11/17 08:52:00,C,-12.5
09/11/17 12:52:00,C,-13.5
09/11/17 16:52:00,C,-13
09/11/17 20:52:00,C,-4.5
10/11/17 00:52:00,C,-8.5
10/11/17 04:52:00,C,-12
10/11/17 08:52:00,C,-10.5
10/11/17 12:52:00,C,-7
10/11/17 16:52:00,C,-7
10/11/17 20:52:00,C,-5
11/11/17 00:52:00,C,-6.5
11/11/17 04:52:00,C,-7
11/11/17 08:52:00,C,-7.5
11/11/17 12:52:00,C,-7.5
11/11/17 16:52:00,C,-8
11/11/17 20:52:00,C,-7
12/11/17 00:52:00,C,-8
12/11/17 04:52:00,C,-8
12/11/17 08:52:00,C,-10
12/11/17 12:52:00,C,-11.5
12/11/17 16:52:00,C,-14
12/11/17 20:52:00,C,-9.5
13/11/17 00:52:00,C,-9.5
13/11/17 04:52:00,C,-8.5
13/11/17 08:52:00,C,-7.5
13/11/17 12:52:00,C,-7.5
13/11/17 16:52:00,C,-7
13/11/17 20:52:00,C,-5.5
14/11/17 00:52:00,C,-6.5
14/11/17 04:52:00,C,-6.5
14/11/17 08:52:00,C,-7
14/11/17 12:52:00,C,-6.5
14/11/17 16:52:00,C,-6.5
14/11/17 20:52:00,C,-5.5
15/11/17 00:52:00,C,-7
15/11/17 04:52:00,C,-7
15/11/17 08:52:00,C,-7.5
15/11/17 12:52:00,C,-7.5
15/11/17 16:52:00,C,-10
15/11/17 20:52:00,C,-7
16/11/17 00:52:00,C,-10.5
16/11/17 04:52:00,C,-12.5
16/11/17 08:52:00,C,-11.5
16/11/17 12:52:00,C,-12.5
16/11/17 16:52:00,C,-10.5
16/11/17 20:52:00,C,-9.5
17/11/17 00:52:00,C,-10
17/11/17 04:52:00,C,-9
17/11/17 08:52:00,C,-7.5
17/11/17 12:52:00,C,-7
17/11/17 16:52:00,C,-6.5
17/11/17 20:52:00,C,-5.5
18/11/17 00:52:00,C,-6
18/11/17 04:52:00,C,-5.5
18/11/17 08:52:00,C,-6
18/11/17 12:52:00,C,-6
18/11/17 16:52:00,C,-6.5
18/11/17 20:52:00,C,-6
19/11/17 00:52:00,C,-7
19/11/17 04:52:00,C,-7
19/11/17 08:52:00,C,-7
19/11/17 12:52:00,C,-7
19/11/17 16:52:00,C,-8
19/11/17 20:52:00,C,-7.5
20/11/17 00:52:00,C,-7.5
20/11/17 04:52:00,C,-7.5
20/11/17 08:52:00,C,-7.5
20/11/17 12:52:00,C,-7.5
20/11/17 16:52:00,C,-7.5
20/11/17 20:52:00,C,-7
21/11/17 00:52:00,C,-7.5
21/11/17 04:52:00,C,-7.5
21/11/17 08:52:00,C,-7
21/11/17 12:52:00,C,-8.5
21/11/17 16:52:00,C,-9
21/11/17 20:52:00,C,-7.5
22/11/17 00:52:00,C,-9
22/11/17 04:52:00,C,-10
22/11/17 08:52:00,C,-10
22/11/17 12:52:00,C,-10
22/11/17 16:52:00,C,-8.5
22/11/17 20:52:00,C,-8
23/11/17 00:52:00,C,-8
23/11/17 04:52:00,C,-8
23/11/17 08:52:00,C,-8
23/11/17 12:52:00,C,-8
23/11/17 16:52:00,C,-8.5
23/11/17 20:52:00,C,-8
24/11/17 00:52:00,C,-8
24/11/17 04:52:00,C,-8
24/11/17 08:52:00,C,-8
24/11/17 12:52:00,C,-8
24/11/17 16:52:00,C,-8
24/11/17 20:52:00,C,-7.5
25/11/17 00:52:00,C,-8
25/11/17 04:52:00,C,-8.5
25/11/17 08:52:00,C,-8
25/11/17 12:52:00,C,-8
25/11/17 16:52:00,C,-8
25/11/17 20:52:00,C,-8
26/11/17 00:52:00,C,-9
26/11/17 04:52:00,C,-9.5
26/11/17 08:52:00,C,-10
26/11/17 12:52:00,C,-9.5
26/11/17 16:52:00,C,-9.5
26/11/17 20:52:00,C,-9
27/11/17 00:52:00,C,-9
27/11/17 04:52:00,C,-10
27/11/17 08:52:00,C,-9.5
27/11/17 12:52:00,C,-10.5
27/11/17 16:52:00,C,-11
27/11/17 20:52:00,C,-9.5
28/11/17 00:52:00,C,-9.5
28/11/17 04:52:00,C,-10
