"","Species","Estimate","Est.Error","l_95_CI_log","u_95_CI_log","Rhat","Bulk_ESS","Tail_ESS","nobs","effect","CI_low_trans","CI_high_trans","Estimate_trans","Est.Error_trans"
"Intercept","Salix richardsonii",4.22542292357231,0.635519713500506,2.72790169183803,5.50090407304482,1.00272140781377,1639.44322971618,1516.29329243436,76,"fixed",534.443367548476,528377.304870427,16804.3966315705,4.32035778146455
"Northern source","Salix richardsonii",-0.672321319009248,0.105218156508733,-0.876137736650484,-0.459447305367642,1.00020650209203,3737.20272921831,2791.49168042576,76,"fixed",0.133003253078728,0.340012668461691,0.212656509407504,1.27414295278075
"Sample year","Salix richardsonii",0.794441198409348,0.956667097771545,0.0255345730386304,3.51704426643822,1.0025482281853,1017.07628488502,1481.22263427189,76,"random",1.06055836326687,36.5887711516892,6.22932799317723,9.05038590542952
"Sigma","Salix richardsonii",0.453452813458787,0.03857115149676,0.384891427291946,0.536439459598507,1.0004200578595,3578.74164215187,3270.71403088199,76,"residual",2.42600352348075,3.3267043005744,2.84087950374036,1.09287666110256
"Intercept1","Salix pulchra",4.13363277677171,0.615466315687448,2.96479370435515,5.44870844940646,1.00203835848979,2244.96679159508,1808.48811678291,61,"fixed",922.133297545209,200665.101540722,13602.93982145,4.12540238844033
"Northern source1","Salix pulchra",-0.788460352712074,0.114507470747261,-1.01490886042824,-0.561559237317384,1.00057098431283,7002.52867778363,6170.13745867817,61,"fixed",0.0966253632435202,0.274149939894926,0.162756989175693,1.30168970709373
"Sample year1","Salix pulchra",0.62524715327859,0.906435625194284,0.00841572640737226,3.12327693999796,1.00302221788134,1709.14413795524,3399.82851335598,61,"random",1.01956689682989,17.461380661635,4.21936555604615,8.0618669267927
"Sigma1","Salix pulchra",0.441812140850643,0.0419614999986932,0.368462185744791,0.532609830634353,1.00047684664142,6823.64968306452,6171.68373966287,61,"residual",2.33594270157071,3.27462894235824,2.76574503131687,1.10144166292858
