Sample_ID,Match,Species,Sample_location,Sample_location_full,Year_planted
K15PBG10,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG11,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG12,K15PBg12,Betula nana,Kluane,Kluane Plateau,2015
K15PBG13,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG14,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG15,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG16,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG17,K15PBG17,Betula nana,Kluane,Kluane Plateau,2015
K15PBG18,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG2,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG3,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG4,K15PBg4,Betula nana,Kluane,Kluane Plateau,2015
K15PBG5,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG6,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG7,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG8,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PBG9,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG1,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG10,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG2,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG3,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG4,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG5,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG6,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG7,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG8,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PRBG9,NA,Betula nana,Kluane,Kluane Plateau,2015
K15PSa1,K15PSa1,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa10,K15PSa10,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa11,K15PSa11,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa12,K15PSa12,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa13,K15PSa13,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa14,K15PSa14,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa15,K15PSa15,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa2,K15PSa2,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa3,K15PSa3,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa4,K15PSa4,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa5,K15PSa5,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa6,K15PSa6,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa7,K15PSa7,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa8,K15PSa8,Salix arctica,Kluane,Kluane Plateau,2015
K15PSa9,K15PSa9,Salix arctica,Kluane,Kluane Plateau,2015
K15PSp1,K15PSp1,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp10,K15PSp10,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp2,K15PSp2,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp3,K15PSp3,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp4,K15PSp4,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp5,K15PSp5,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp6,K15PSp6,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp7,K15PSp7,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp8,K15PSp8,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSp9,K15PSp9,Salix pulchra,Kluane,Kluane Plateau,2015
K15PSr1,K15PSr1,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr10,K15PSr10,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr11,K15PSr11,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr12,K15PSr12,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr13,K15PSR13,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr14,K15PSR14,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr15,K15PSR15,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr2,K15PSr2,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr3,K15PSr3,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr4,K15PSr4,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr5,K15PSr5,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr6,K15PSr6,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr7,K15PSr7,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr8,K15PSr8,Salix richardsonii,Kluane,Kluane Plateau,2015
K15PSr9,K15PSr9,Salix richardsonii,Kluane,Kluane Plateau,2015
K15SBG1,NA,Betula nana,Kluane,Pika Camp,2015
K15SSr1,K15SSr1,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr10,K15Ssr10,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr2,K15SSr2,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr3,K15SSr3,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr4,K15SSr4,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr5,K15SSr5,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr6,K15SSr6,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr7,K15SSr7,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr8,K15SSr8,Salix richardsonii,Kluane,Pika Camp,2015
K15SSr9,K15SSr9,Salix richardsonii,Kluane,Pika Camp,2015
KPSp11,KPSp11,Salix pulchra,Kluane,Kluane Plateau,2015
KPSp12,KPSP12,Salix pulchra,Kluane,Kluane Plateau,2015
KPSp13,KPSP13,Salix pulchra,Kluane,Kluane Plateau,2015
KPSp14,KPSP14,Salix pulchra,Kluane,Kluane Plateau,2015
KPSp15,KPSP15,Salix pulchra,Kluane,Kluane Plateau,2015
H17Sp16,NA,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa1,HE16Sa1,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa10,HE16SA10,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa11,HE16SA11,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa12,HE16SA12,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa13,HE16SA13,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa14,HE16SA14,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa15,HE16SA15,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa16,HE16SA16,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa17,HE16SA17,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa18,HE16SA18,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa19,HE16SA19,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa2,HE16Sa2,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa20,HE16SA20,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa3,HE16Sa3,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa4,HE16Sa4,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa5,HE16Sa5,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa6,HE16SA6,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa7,HE16SA7,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa8,HE16SA8,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sa9,HE16SA9,Salix arctica,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp1,HE16SP1,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp10,HE16SP10,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp11,HE16SP11,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp12,HE16SP12,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp13,HE16SP13,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp14,HE16SP14,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp15,HE16SP15,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp16,HE16SP16,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp17,HE16SP17,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp18,HE16SP18,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp19,HE16SP19,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp2,HE16SP2,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp20,HE16SP20,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp21,HE16SP21,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp22,HE16SP22,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp23,HE16SP23,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp24,HE16SP24,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp25,HE16SP25,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp26,HE16SP26,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp27,HE16SP27,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp28,HE16SP28,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp29,HE16SP29,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp3,HE16SP3,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp30,HE16SP30,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp4,HE16SP4,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp5,HE16SP5,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp6,HE16SP6,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp7,HE16SP7,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp8,HE16SP8,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sp9,HE16SP9,Salix pulchra,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr1,HE16SR1,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr10,HE16SR10,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr11,HE16Sr11,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr12,HE16Sr12,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr13,HE16Sr13,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr14,HE16Sr14,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr15,HE16Sr15,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr16,HE16SR16,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr17,HE16SR17,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr18,HE16SR18,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr19,HE16SR19,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr2,HE16SR2,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr20,HE16SR20,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr21,HE16SR21,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr22,HE16SR22,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr23,HE16SR23,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr24,HE16SR24,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr25,HE16SR25,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr26,HE16Sr26,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr27,HE16Sr27,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr28,HE16Sr28,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr29,HE16Sr29,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr3,HE16SR3,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr30,HE16Sr30,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr4,HE16SR4,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr5,HE16SR5,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr6,HE16SR6,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr7,HE16SR7,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr8,HE16SR8,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
HE16Sr9,HE16SR9,Salix richardsonii,Qikiqtaruk,Qikiqtaruk,2016
KP16BN1,KP16BN1,Betula nana,Kluane,Kluane Plateau,2016
KP16BN2,KP16BN2,Betula nana,Kluane,Kluane Plateau,2016
KP16BN3,KP16BN3,Betula nana,Kluane,Kluane Plateau,2016
KP16Sa1,KP16Sa1,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa10,KP16Sa10,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa11,KP16Sa11,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa12,KP16Sa12,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa13,KP16Sa13,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa14,KP16Sa14,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa15,KP16Sa15,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa16,KP16Sa16,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa17,KP16Sa17,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa18,KP16Sa18,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa19,KP16Sa19,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa2,KP16Sa2,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa20,KP16Sa20,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa3,KP16Sa3,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa4,KP16Sa4,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa5,KP16Sa5,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa6,KP16Sa6,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa7,KP16Sa7,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa8,KP16Sa8,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sa9,KP16Sa9,Salix arctica,Kluane,Kluane Plateau,2016
KP16Sp1,KP16SP1,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp10,KP16SP10,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp11,KP16SP11,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp12,KP16SP12,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp13,KP16SP13,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp14,KP16SP14,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp15,KP16SP15,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp16,KP16SP16,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp17,KP16SP17,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp18,KP16SP18,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp19,KP16SP19,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp2,KP16SP2,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp20,KP16SP20,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp21,KP16Sp21,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp22,KP16Sp22,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp23,KP16Sp23,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp24,KP16Sp24,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp25,KP16Sp25,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp26,KP16Sp26,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp27,KP16Sp27,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp28,KP16Sp28,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp29,KP16Sp29,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp3,KP16SP3,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp30,KP16Sp30,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp31,KP16Sp31,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp32,KP16Sp32,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp33,KP16Sp33,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp34,KP16Sp34,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp35,KP16Sp35,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp36,KP16Sp36,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp37,KP16Sp37,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp38,KP16Sp38,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp39,KP16Sp39,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp4,KP16SP4,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp40,KP16Sp40,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp41,KP16SP41,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp42,KP16SP42,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp43,KP16SP43,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp44,KP16SP44,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp45,KP16SP45,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp46,KP16SP46,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp47,KP16SP47,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp48,KP16SP48,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp49,KP16SP49,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp5,KP16SP5,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp50,KP16SP50,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp51,KP16SP51,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp52,KP16SP52,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp53,KP16SP53,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp54,KP16SP54,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp55,KP16SP55,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp56,KP16SP56,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp57,KP16SP57,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp58,KP16SP58,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp59,KP16SP59,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp6,KP16SP6,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp60,KP16SP60,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp7,KP16SP7,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp8,KP16SP8,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sp9,KP16SP9,Salix pulchra,Kluane,Kluane Plateau,2016
KP16Sr1,KP16SR1,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr10,KP16SR10,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr11,KP16SR11,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr12,KP16SR12,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr13,KP16SR13,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr14,KP16SR14,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr15,KP16SR15,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr16,KP16SR16,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr17,KP16SR17,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr18,KP16SR18,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr19,KP16SR19,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr2,KP16SR2,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr20,KP16SR20,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr21,KP16Sr21,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr22,KP16Sr22,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr23,KP16Sr23,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr24,KP16Sr24,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr25,KP16Sr25,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr26,KP16Sr26,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr27,KP16Sr27,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr28,KP16Sr28,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr29,KP16Sr29,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr3,KP16SR3,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr30,KP16Sr30,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr31,KP16Sr31,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr32,KP16Sr32,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr33,KP16Sr33,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr34,KP16Sr34,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr35,KP16Sr35,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr36,KP16Sr36,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr37,KP16Sr37,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr38,KP16Sr38,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr39,KP16Sr39,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr4,KP16SR4,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr40,KP16Sr40,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr41,KP16SR41,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr42,KP16SR42,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr43,KP16SR43,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr44,KP16SR44,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr45,KP16SR45,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr46,KP16SR46,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr47,KP16SR47,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr48,KP16SR48,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr49,KP16SR49,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr5,KP16SR5,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr50,KP16SR50,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr51,KP16SR51,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr52,KP16SR52,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr53,KP16SR53,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr54,KP16SR54,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr55,KP16SR55,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr56,KP16SR56,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr57,KP16SR57,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr58,KP16SR58,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr59,KP16SR59,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr6,KP16SR6,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr60,KP16SR60,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr7,KP16SR7,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr8,KP16SR8,Salix richardsonii,Kluane,Kluane Plateau,2016
KP16Sr9,KP16SR9,Salix richardsonii,Kluane,Kluane Plateau,2016
PC16CESa1,PC16CESa1,Salix arctica,Kluane,Pika Camp,2016
PC16CESa2,PC16CESa2,Salix arctica,Kluane,Pika Camp,2016
PC16CESa3,PC16CESa3,Salix arctica,Kluane,Pika Camp,2016
PC16CESa4,PC16CESa4,Salix arctica,Kluane,Pika Camp,2016
PC16CESa5,PC16CESa5,Salix arctica,Kluane,Pika Camp,2016
PC16CESp1,PC16CESp1,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp10,PC16CESp10,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp2,PC16CESp2,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp3,PC16CESp3,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp4,PC16CESp4,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp5,PC16CESp5,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp6,PC16CESp6,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp7,PC16CESp7,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp8,PC16CESp8,Salix pulchra,Kluane,Pika Camp,2016
PC16CESp9,PC16CESp9,Salix pulchra,Kluane,Pika Camp,2016
PC16CESr1,PC16CESr1,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr10,PC16CESr10,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr2,PC16CESr2,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr3,PC16CESr3,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr4,PC16CESr4,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr5,PC16CESr5,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr6,PC16CESr6,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr7,PC16CESr7,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr8,PC16CESr8,Salix richardsonii,Kluane,Pika Camp,2016
PC16CESr9,PC16CESr9,Salix richardsonii,Kluane,Pika Camp,2016
PC16CWSa1,PC16CWSa1,Salix arctica,Kluane,Pika Camp,2016
PC16CWSa2,PC16CWSa2,Salix arctica,Kluane,Pika Camp,2016
PC16CWSa3,PC16CWSa3,Salix arctica,Kluane,Pika Camp,2016
PC16CWSa4,PC16CWSa4,Salix arctica,Kluane,Pika Camp,2016
PC16CWSa5,PC16CWSa5,Salix arctica,Kluane,Pika Camp,2016
PC16CWSp1,PC16CWSp1,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp10,PC16CWSp10,Salix pulchra,Kluane,Pika Camp,2016
PC16CWSp2,PC16CWSp2,Salix pulchra,Kluane,Pika Camp,2016
