"","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","mean_stem_elong","mean_leaf_length","mean_width","population","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter","Sample_ID","July_2023_notes","Sample_age"
"867","JA",2017,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SA7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"868","JA",2017,"Salix arctica","Common_garden",NA,8,18,2018,1.2,NA,NA,NA,13.24,11.95,11.06,1.42,2.88,2.12,"H17SA8",NA,2.14,12.08333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"869","JA",2017,"Salix arctica","Common_garden",NA,8,18,2018,7.2,NA,NA,NA,20.68,17.18,13.71,2.78,2.22,2.04,"H17SA9",NA,2.346666667,17.19,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"870","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"871","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,11.8,NA,NA,NA,24.57,25.04,21.98,5.56,4.35,2.06,"H17SP10",NA,3.99,23.86333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"872","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"873","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,5.3,NA,NA,NA,21.45,13.96,15.51,6.05,4.47,4.5,"H17SP12",NA,5.006666667,16.97333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"874","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,24.6,NA,NA,NA,20.81,17.54,16.59,4.46,3.86,2.88,"H17SP13",NA,3.733333333,18.31333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"875","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,23.3,NA,NA,NA,12.6,15.19,11.03,1.91,2,0.86,"H17SP14",NA,1.59,12.94,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"876","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,8.3,NA,NA,NA,2.93,1.09,3.48,2.88,1.32,1.3,"H17SP15",NA,1.833333333,2.5,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"877","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP15",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"878","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"879","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,3.1,NA,NA,NA,11.62,13.34,13.23,3.13,2.64,1.58,"H17SP18",NA,2.45,12.73,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"880","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"881","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"882","AB",2017,"Salix pulchra","Common_garden",NA,8,18,2018,5.5,NA,NA,NA,28.18,21.23,15.28,1.95,7.02,0.39,"H17SP20",NA,3.12,21.56333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"883","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,5.5,NA,NA,NA,29.39,28.09,16.68,3.17,2.32,1.13,"H17SP3",NA,2.206666667,24.72,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"884","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"885","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP5",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"886","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,9.3,NA,NA,NA,33.08,34.26,29.9,2.8,2.61,2.21,"H17SP6",NA,2.54,32.41333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"887","IMS",2017,"Salix pulchra","Common_garden",NA,8,18,2018,2.3,NA,NA,NA,20.54,8.66,12.03,2.07,1.38,1.97,"H17SP7",NA,1.806666667,13.74333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"888","SL",2017,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"889","CF",2017,"Salix pulchra","Common_garden",NA,8,18,2018,13.6,NA,NA,NA,32.25,33.01,33.18,4.43,4.36,4.33,"H17SP9",NA,4.373333333,32.81333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"890","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,9.5,NA,NA,NA,12.74,NA,NA,23.14,2.23,1.87,"H17SR1",NA,9.08,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"891","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,5.7,NA,NA,NA,22.04,19.64,22.75,15.41,3.15,NA,"H17SR10",NA,NA,21.47666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"892","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"893","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,0.5,NA,NA,NA,21.27,18.59,18.03,8.61,NA,NA,"H17SR12",NA,NA,19.29666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"894","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,14.4,NA,NA,NA,25.56,20.91,17.42,9.32,4.61,3.84,"H17SR13",NA,5.923333333,21.29666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"895","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR14",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"896","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,20.9,NA,NA,NA,26.25,29.52,27.32,25.1,NA,NA,"H17SR15",NA,NA,27.69666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"897","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"898","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"899","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,22.2,NA,NA,NA,20.33,23.85,27.24,13.72,12.61,NA,"H17SR18",NA,NA,23.80666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"900","IR",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"901","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"902","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,2.2,NA,NA,NA,11.67,10.84,NA,5.14,NA,NA,"H17SR20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"903","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"904","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21_CLONE",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"905","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR22",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"906","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR23",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"907","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,16.6,NA,NA,NA,27.05,25.76,23.32,12.48,15.4,8.06,"H17SR24",NA,11.98,25.37666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"908","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,33.58,27.15,18.43,22,NA,NA,"H17SR25",NA,NA,26.38666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"909","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"910","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR27",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"911","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,6.9,NA,NA,NA,NA,NA,NA,3.8,NA,NA,"H17SR28",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"912","AC",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"913","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,1.4,NA,NA,NA,NA,NA,NA,7.44,NA,NA,"H17SR3",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"914","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,3.8,NA,NA,NA,30.99,26.68,23.6,18.22,NA,NA,"H17SR30",NA,NA,27.09,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"915","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,2.1,NA,NA,NA,NA,NA,NA,11.31,NA,NA,"H17SR31",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"916","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,1.9,NA,NA,NA,NA,NA,NA,7.9,NA,NA,"H17SR32",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"917","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR33",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"918","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,25.05,NA,NA,NA,NA,NA,"H17SR34",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"919","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,3.7,NA,NA,NA,31.76,29.1,28.37,7.44,5.38,7.43,"H17SR35",NA,6.75,29.74333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"920","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,3.4,NA,NA,NA,31.29,30.11,34.2,32.45,13.64,NA,"H17SR36",NA,NA,31.86666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"921","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,2.1,NA,NA,NA,9.03,9.58,11.44,7.88,NA,NA,"H17SR37",NA,NA,10.01666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"922","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR38",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"923","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR39",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"924","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,6.4,NA,NA,NA,30.57,27.29,18.65,8.52,17.88,NA,"H17SR4",NA,NA,25.50333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"925","EW",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR40",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"926","LB",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,19.2,NA,NA,NA,25.34,26.82,20.96,15.11,11.04,9.97,"H17SR5",NA,12.04,24.37333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"927","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR6",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"928","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,2.6,NA,NA,NA,14.17,12.71,15.62,3.69,2.24,NA,"H17SR7",NA,NA,14.16666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"929","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"930","GD",2017,"Salix richardsonii","Common_garden",NA,8,18,2018,19.8,NA,NA,NA,18.12,22.11,23.68,9.42,10.32,5.31,"H17SR9",NA,8.35,21.30333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"931","AB",2015,"Salix pulchra","Common_garden",NA,8,18,2018,3.8,NA,NA,NA,25.1,11.62,NA,3.34,2,NA,"HE15SP26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"932","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA10",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"933","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,3.2,NA,NA,NA,21.11,16.8,14.23,2.52,2.4,3.49,"HE16SA14",NA,2.803333333,17.38,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"934","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"935","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"936","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"937","JA",2016,"Salix arctica","Common_garden",NA,8,18,2018,0.2,NA,NA,NA,8.93,20.5,12.26,2.88,3.39,2.5,"HE16SA3",NA,2.923333333,13.89666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"938","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,4.5,NA,NA,NA,15.04,11.81,7.41,4.09,2.68,3.3,"HE16SA6",NA,3.356666667,11.42,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"939","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,2.1,NA,NA,NA,23.8,20.7,17.48,3.52,3.12,2.63,"HE16SA7",NA,3.09,20.66,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"940","SAB",2016,"Salix arctica","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"941","AB",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"942","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP10",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"943","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"944","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP12",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"945","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP13",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"946","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP14",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"947","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,4.5,NA,NA,NA,19.96,18.07,17.74,4.65,3.45,2.08,"HE16SP15",NA,3.393333333,18.59,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"948","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP16",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"949","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,2.9,NA,NA,NA,12.52,11.68,12.48,2.85,2.73,2.11,"HE16SP17",NA,2.563333333,12.22666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"950","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"951","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"952","AB",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"953","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP20",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"954","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP21",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"955","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP22",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"956","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP23",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"957","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP24",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"958","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP25",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"959","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP26",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"960","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP27",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"961","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP28",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"962","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP29",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"963","JG",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP30",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"964","AB",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP4",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"965","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP6",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"966","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP7",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"967","SL",2016,"Salix pulchra","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SP8",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"968","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"969","AC",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"970","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"971","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"972","EW",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"973","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"974","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"975","GD",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"976","IR",2016,"Salix richardsonii","Common_garden",NA,8,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2",NA,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
