,X,Bed,Year_planted,Species,Site,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter,Length_1_mm,Length_2_mm,Length_3_mm,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,SampleID_standard,biovolume,mean_stem_elong,mean_leaf_length,mean_width,population,Latitude,Longitude,Elevation,Date_propagated,Date_planted,Mother_LS,Cutting_length,Cutting_diameter,Sample_ID,July_2023_notes,Sample_age
110,110,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,1.7,NA,NA,NA,11,16,NA,14,NA,NA,H15SR3,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
111,111,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR30,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
112,112,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR4,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
113,113,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR5,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
114,114,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR6,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
115,115,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR7,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
116,116,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR8,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
117,117,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H15SR9,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
118,118,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,26.6,NA,NA,NA,45,39,48,39,30,36,HESP11,NA,35,44,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
119,119,CF,2013,Salix pulchra,Common_garden,NA,8,11,2016,13.5,NA,NA,NA,59,53,64,37,45,50,HESP12,NA,44,58.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
120,120,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,28.5,NA,NA,NA,33,30,34,31,55,43,HESP12,NA,43,32.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
121,121,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,5.9,NA,NA,NA,31,36,30,34,21,15,HESP14,NA,23.33333333,32.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
122,122,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,12.3,NA,NA,NA,16,21,21,22,19,21,HESP17,NA,20.66666667,19.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
123,123,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,8.3,NA,NA,NA,35,33,31,36,29,34,HESP18,NA,33,33,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
124,124,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,12.3,NA,NA,NA,26,20,23,32,29,26,HESP2,NA,29,23,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
125,125,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,12,NA,NA,NA,39,42,34,41,36,36,HESP20,NA,37.66666667,38.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
126,126,AB,2013,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,55,29,29,HESP23,NA,37.66666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
127,127,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,21.5,NA,NA,NA,29,27,24,144,62,32,HESP24,NA,79.33333333,26.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
128,128,AB,2013,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,20,10,19,HESP26,NA,16.33333333,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
129,129,AB,2013,Salix pulchra,Common_garden,NA,8,11,2016,6.1,NA,NA,NA,31,32,31,35,44,29,HESP29,NA,36,31.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
130,130,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,37.2,NA,NA,NA,39,31,37,42,40,38,HESP3,NA,40,35.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
131,131,AB,2013,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HESP30,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
132,132,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,46,NA,NA,NA,24,20,26,31,31,25,HESP4,NA,29,23.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
133,133,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,31,NA,NA,NA,63,67,71,302,202,310,HESP4,NA,271.3333333,67,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
134,134,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,HESP5,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
135,135,CF,2013,Salix pulchra,Common_garden,NA,8,11,2016,17.4,NA,NA,NA,40,32,33,35,45,31,HESP6,NA,37,35,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
136,136,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HESP9,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
137,137,SW,2013,Salix richardsonii,Common_garden,NA,8,11,2016,8.2,NA,NA,NA,32,25,22,35,29,12,HESR13,NA,25.33333333,26.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
138,138,IR,2013,Salix richardsonii,Common_garden,NA,8,11,2016,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,HESR17,NA,NA,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
139,139,LB,2013,Salix richardsonii,Common_garden,NA,8,11,2016,4.4,NA,NA,NA,30,22,32,27,30,21,HESR2,NA,26,28,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
140,140,AC,2013,Salix richardsonii,Common_garden,NA,8,11,2016,22,NA,NA,NA,15,16,21,54,25,33,HESR21,NA,37.33333333,17.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
141,141,AC,2013,Salix richardsonii,Common_garden,NA,8,11,2016,3,NA,NA,NA,21,24,21,30,26,29,HESR23,NA,28.33333333,22,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
142,142,AC,2013,Salix richardsonii,Common_garden,NA,8,11,2016,12.5,NA,NA,NA,33,30,26,25,18,19,HESR26,NA,20.66666667,29.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
143,143,AC,2013,Salix richardsonii,Common_garden,NA,8,11,2016,8,NA,NA,NA,25,17,NA,65,26,49,HESR27,NA,46.66666667,NA,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
144,144,LB,2013,Salix richardsonii,Common_garden,NA,8,11,2016,5.6,NA,NA,NA,27,26,30,28,31,19,HESR3,NA,26,27.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
145,145,LB,2013,Salix richardsonii,Common_garden,NA,8,11,2016,5.2,NA,NA,NA,31,31,33,40,54,62,HESR4,NA,52,31.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
146,146,LB,2013,Salix richardsonii,Common_garden,NA,8,11,2016,2.5,NA,NA,NA,20,18,21,16,25,NA,HESR4B,NA,NA,19.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
147,147,SW,2013,Salix richardsonii,Common_garden,NA,8,11,2016,15.3,NA,NA,NA,27,25,30,26,45,23,HESR6,NA,31.33333333,27.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
148,148,SW,2013,Salix richardsonii,Common_garden,NA,8,11,2016,19.5,NA,NA,NA,32,34,35,36,31,49,HESR7,NA,38.66666667,33.66666667,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
149,149,SW,2013,Salix richardsonii,Common_garden,NA,8,11,2016,26,NA,NA,NA,29,27,29,54,39,34,HESR8,NA,42.33333333,28.33333333,NA,Northern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
150,150,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
151,151,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
152,152,IR,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
153,153,IR,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
154,154,IR,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
155,155,IR,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
156,156,IR,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
157,157,AB,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
158,158,AB,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSP9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
159,159,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
160,160,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
161,161,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
162,162,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
163,163,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
164,164,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
165,165,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
166,166,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
167,167,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15CSR9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
168,168,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
169,169,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
170,170,CF,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
171,171,CF,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
172,172,CF,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
173,173,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
174,174,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
175,175,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
176,176,MG,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESP8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
177,177,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15ESR1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
178,178,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
179,179,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
180,180,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
181,181,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
182,182,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
183,183,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
184,184,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
185,185,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
186,186,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
187,187,IMS,2015,Salix pulchra,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSP5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
188,188,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
189,189,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
190,190,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR11,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
191,191,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR12,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
192,192,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR13,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
193,193,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR14,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
194,194,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR15,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
195,195,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
196,196,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
197,197,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
198,198,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
199,199,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
200,200,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
201,201,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR8,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
202,202,IR,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15PSR9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
203,203,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR1,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
204,204,AC,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR10,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
205,205,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR2,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
206,206,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR3,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
207,207,LB,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR4,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
208,208,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR5,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
209,209,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR6,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
210,210,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR7,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
211,211,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,2.3,NA,NA,NA,28,24,22,16,NA,NA,K15SSR8,NA,NA,24.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
212,212,SW,2015,Salix richardsonii,Common_garden,NA,8,11,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K15SSR9,NA,NA,NA,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
213,213,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,28.3,NA,NA,NA,50,45,60,71,80,84,KLSPC1,NA,78.33333333,51.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
214,214,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,33,NA,NA,NA,46,48,47,43,41,28,KLSPC10,NA,37.33333333,47,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
215,215,AB,2013,Salix pulchra,Common_garden,NA,8,11,2016,35.1,NA,NA,NA,39,42,45,62,66,111,KLSPC13,NA,79.66666667,42,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
216,216,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,18.3,NA,NA,NA,53,43,45,36,36,37,KLSPC2,NA,36.33333333,47,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
217,217,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,24.4,NA,NA,NA,35,36,42,39,33,30,KLSPC3,NA,34,37.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
218,218,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,16.1,NA,NA,NA,74,65,75,314,317,275,KLSPC8,NA,302,71.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
219,219,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,39.5,NA,NA,NA,62,64,64,600,472,420,KLSPC9,NA,497.3333333,63.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
220,220,IMS,2013,Salix pulchra,Common_garden,NA,8,11,2016,53.1,NA,NA,NA,72,64,65,38.4,39.1,35.4,KLSPE1,NA,37.63333333,67,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
221,221,CF,2013,Salix pulchra,Common_garden,NA,8,11,2016,28.9,NA,NA,NA,63,58,55,312,103,111,KLSPE10,NA,175.3333333,58.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
222,222,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,35.8,NA,NA,NA,74,72,75,380,330,290,KLSPE11,NA,333.3333333,73.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
223,223,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,42.1,NA,NA,NA,59,69,67,618,423,330,KLSPE12,NA,457,65,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
224,224,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,44.1,NA,NA,NA,81,85,85,391,403,331,KLSPE14,NA,375,83.66666667,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
225,225,MG,2013,Salix pulchra,Common_garden,NA,8,11,2016,15.6,NA,NA,NA,56,57,62,106,107,80,KLSPE15,NA,97.66666667,58.33333333,NA,Southern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
