Sample_ID,Sample_Date,Year,Height,LL1,LL2,LL3,SE1,SE2,SE3,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes
KP16Sa13,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa14,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa15,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA9,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSa1,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSa2,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSa3,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSa4,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSa5,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA11,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA12,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA13,06/06/2017,2017,NA,,,,,,,,,,,,Hockey tape on stem
HE16SA15,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa16,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa17,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa18,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa19,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa20,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa7,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa8,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa9,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sa10,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA16,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA17,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA18,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA19,06/06/2017,2017,NA,,,,,,,,,,,,
HE16SA20,06/06/2017,2017,NA,,,,,,,,,,,,
KP16Sr31,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CWSr7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr25,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSR13,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr32,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CWSr8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr28,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr33,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CWSr9,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr26,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15SR29,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSR14,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr34,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CWSr10,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sr27,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15SR30,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSR15,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sr35,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PP16TSP1,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PP16TSP2,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PP16TSP3,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PP16TSP4,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PP16TSP5,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP49,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HER-SP 26,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HER-SP 30,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP50,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESp6,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15SP27,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sp31,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KPSP12,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP6,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SP1,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESp7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15SP28,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sp32,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KPSP13,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP7,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SP2,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESp8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SP3,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESp9,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KPSP14,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP9,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SP4,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16CESp10,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15SP30,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16Sp35,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KPSP15,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
KP16SP10,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
HE16SP5,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa1,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa2,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa4,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa5,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSa1,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSa3,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSa4,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
K15PSa5,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa6,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa8,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa13,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,NA
K15PSa14,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
H15Sa16,06/06/2017,2017,NA,NA,NA,NA,NA,NA,NA,,,,,,
PC16PVSr1,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSr2,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSr3,06/06/2017,2017,NA,,,,,,,,,,,,
PC16PVSr4,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16PVSr5,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
KP16SR56,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR59,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSr1,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSr2,06/06/2017,2017,NA,,,,,,,,,,,,
PC16CWSr3,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16CWSr4,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
PC16CWSr5,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR11,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
KP16SR12,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR13,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR14,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
KP16SR15,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
HE16Sr11,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr12,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr13,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr14,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
HE16Sr15,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves
HE16Sr26,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr27,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr28,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr29,06/06/2017,2017,NA,,,,,,,,,,,,
HE16Sr30,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR16,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
KP16SR17,06/06/2017,2017,NA,,,,,,,,,,,,
KP16SR18,06/06/2017,2017,NA,,,,,,,,,,,,Dead leaves 
KP16SR19,06/06/2017,2017,NA,,,,,,,,,,,, Dead leaves 
KP16SR20,06/06/2017,2017,NA,,,,,,,,,,,,
H15Sr18,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr17,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr6,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr5,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr12,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr13,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr14,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr15,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr16,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp3,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp4,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp6,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr11,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr10,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr9,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr8,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr4,11/08/2016,2016,No,,,,,,,,,,,,
K15CSp1,11/08/2016,2016,No,,,,,,,,,,,,
K15CSp2,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr1,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr2,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr3,11/08/2016,2016,No,,,,,,,,,,,,
K15CSr4,11/08/2016,2016,No,,,,,,,,,,,,
K15SSr4,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp7,11/08/2016,2016,No,,,,,,,,,,,,
K15SSr1,11/08/2016,2016,No,,,,,,,,,,,,
K15SSr2,11/08/2016,2016,No,,,,,,,,,,,,
K15SSr3,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr2,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr6,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr7,11/08/2016,2016,No,,,,,,,,,,,,
K15PSr5,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr5,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp26,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp30,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp28,11/08/2016,2016,No,,,,,,,,,,,,
K15PSr15,11/08/2016,2016,No,,,,,,,,,,,,
K15PSr14,11/08/2016,2016,No,,,,,,,,,,,,
K15PSr13,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr28,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr30,11/08/2016,2016,No,,,,,,,,,,,,
H15Sr25,11/08/2016,2016,No,,,,,,,,,,,,
K15ESp8,11/08/2016,2016,No,,,,,,,,,,,,
K15ESp7,11/08/2016,2016,No,,,,,,,,,,,,
K15ESp6,11/08/2016,2016,No,,,,,,,,,,,,
K15ESp5,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp1,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp2,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp3,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp4,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp5,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp21,11/08/2016,2016,No,,,,,,,,,,,,
H15Sp22,11/08/2016,2016,No,,,,,,,,,,,,
K15PSp1,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSp2,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSp3,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSp4,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSp5,11/08/2016,2016,Removed,,,,,,,,,,,,
H15Sr1,11/08/2016,2016,Removed,,,,,,9,,,,,,
K15PSr1,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSr2,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSr3,11/08/2016,2016,Removed,,,,,,,,,,,,
K15PSr4,11/08/2016,2016,Removed,,,,,,,,,,,,
K15CSp8,11/08/2016,2016,Removed,,,,,,,,,,,,
K15CSp9,11/08/2016,2016,Removed,,,,,,,,,,,,
K15Ssr10,11/08/2016,2016,Removed,,,,,,,,,,,,
K15CSr9,11/08/2016,2016,Removed,,,,,,,,,,,,
K15CSr8,11/08/2016,2016,Removed,,,,,,,,,,,,
KL-SPC 13,18/05/2015,2015,,30.98,27.09,23.4,,,,,,,,,
HE-SP 23,19/05/2015,2015,,11.9,13.53,19.41,,,,,,,,,
KL-SRC 13,20/05/2015,2015,,16.69,15.26,10.23,,,,,,,,,
KL-SRC 11,21/05/2015,2015,,18.31,11.85,18.58,,,,,,,,,Leaves at base
HE-SR 26,22/05/2015,2015,,12.13,11.45,9.46,,,,,,,,,
HE-SR 27,18/05/2015,2015,,17.44,21.83,9.11,,,,,,,,,
HE-SR 23,18/05/2015,2015,,15.51,13.66,13.3,,,,,,,,,
HE-SR 21,18/05/2015,2015,,10.34,8.62,9.83,,,,,,,,,
HE-SP 20,18/05/2015,2015,,21.4,20.68,12.09,,,,,,,,,
HE-SP 18,18/05/2015,2015,,30.3,29.36,34.53,,,,,,,,,
HE-SP 17,18/05/2015,2015,,11.25,10.36,9.59,,,,,,,,,
KL-SPE 11,18/05/2015,2015,,34.93,34.9,26.9,,,,,,,,,
KL-SPE 12,18/05/2015,2015,,20.97,25.58,23.86,,,,,,,,,
KL-SPE 14,18/05/2015,2015,,26.63,23.79,19.2,,,,,,,,,
KL-SPE 15,18/05/2015,2015,,22.42,19.27,18.42,,,,,,,,,
KL-SPC 10,18/05/2015,2015,,8.84,9.32,7.91,,,,,,,,,
KL-SPC 9,18/05/2015,2015,,19.74,15.12,16.28,,,,,,,,,
KL-SPC 8,18/05/2015,2015,,16.59,15.27,18.06,,,,,,,,,
KL-SRE 11,18/05/2015,2015,,28.71,25.27,18.87,,,,,,,,,
KL-SRE 13,18/05/2015,2015,,16.99,10.3,8.25,,,,,,,,,
KL-SRE 14,18/05/2015,2015,,10.98,8.31,10.84,,,,,,,,,
KL-SRC 10,18/05/2015,2015,,34.66,24.24,18.9,,,,,,,,,
KL-SRC 7,18/05/2015,2015,,12.13,15.15,15.9,,,,,,,,,
KL-SRC 6,18/05/2015,2015,,26.55,29.51,25.11,,,,,,,,,at base
KL-SPE 6,18/05/2015,2015,,23.01,20.31,16.77,,,,,,,,,
KL-SPE 7,18/05/2015,2015,,20.71,24.33,23.07,,,,,,,,,
KL-SPE 8,18/05/2015,2015,,23.7,12.25,14.4,,,,,,,,,
KL-SPE 9,18/05/2015,2015,,18.67,11.65,32.67,,,,,,,,,
KL-SPE 10,18/05/2015,2015,,15.17,16.39,9.19,,,,,,,,,
HE-SP 12,18/05/2015,2015,,12.61,14.89,10.77,,,,,,,,,
HE-SP 6,18/05/2015,2015,,15.35,12.1,12.71,,,,,,,,,
KL-SRE 7,18/05/2015,2015,,26.35,26.83,22.63,,,,,,,,,
KL-SRE 6,18/05/2015,2015,,21.62,23.95,17.98,,,,,,,,,
HE-SR 8,18/05/2015,2015,,11.16,12.04,9.43,,,,,,,,,
HE-SR 7,18/05/2015,2015,,13.27,11.35,11.25,,,,,,,,,
HE-SR 6,18/05/2015,2015,,14.4,11.68,10.77,,,,,,,,,
HE-SP 2,18/05/2015,2015,,14.68,13.11,14.07,,,,,,,,,
HE-SP 4,18/05/2015,2015,,21.53,16.91,12.17,,,,,,,,,
KL-SPE 5,18/05/2015,2015,,10.41,12.59,13.2,,,,,,,,,
KL-SPE 4,18/05/2015,2015,,15.94,17.35,11.45,,,,,,,,,
KL-SPE 2,18/05/2015,2015,,13.79,11.65,14.13,,,,,,,,,Stem growing out of base
KL-SPE 1,18/05/2015,2015,,10.67,18.31,12.77,,,,,,,,,
KL-SPC 1,18/05/2015,2015,,14.79,21.38,14.33,,,,,,,,,
KL-SPC 3,18/05/2015,2015,,11.59,7.88,9.05,,,,,,,,,
HE-SR 2,18/05/2015,2015,,11.27,10.95,11.05,,,,,,,,,At base
HE-SR 3,18/05/2015,2015,,9.57,7.6,7.32,,,,,,,,,At base
KL-SRE 4,18/05/2015,2015,,9.92,14.24,12.65,,,,,,,,,
KL-SRC 2,18/05/2015,2015,,26.82,19.39,23.72,,,,,,,,,
HEF-SR 4,18/05/2015,2015,,18.18,14.41,10.27,,,,,,,,,At base
KL-SRC 2,02/06/2015,2015,,45,40,40,75,75,6,,,,,,
HE-SR 3,02/06/2015,2015,,19,10,11,12,3,NA,,,,,,
KL-SRE 4,02/06/2015,2015,,43,43,31,,,,,,,,,
HEF-SR 4,02/06/2015,2015,,30,39,50,,,,,,,,,
HER-SP 24,02/06/2015,2015,,40,30,32,,,,,,,,,Catkin
KL-SPE 1,02/06/2015,2015,,35,30,35,,,,,,,,,
KL-SPC 1,02/06/2015,2015,,30,30,28,,,,,,,,,
KL-SPC 2,02/06/2015,2015,,17,10,24,,,,,,,,,
KL-SPE 2,02/06/2015,2015,,19,26,25,,,,,,,,,
HE-SP 2,02/06/2015,2015,,15,20,19,29,25,5,,,,,,
KL-SPC 3,02/06/2015,2015,,10,20,30,17,15,12,,,,,,Caterpillar herbivory (see photo)
HER-SP 3,02/06/2015,2015,,NA,NA,NA,NA,NA,NA,,,,,,Possible catkin (see photo)
KL-SPE 4,02/06/2015,2015,,35,25,30,,,,,,,,,
HE-SP 4,02/06/2015,2015,,15,19,20,,,,,,,,,
KL-SPE 5,02/06/2015,2015,,19,22,21,,,,,,,,,
HE-SR 2,02/06/2015,2015,,15,15,20,,,,,,,,,
KL-SRE 6,02/06/2015,2015,,40,42,45,80,45,40,,,,,,
HE-SR 6,02/06/2015,2015,,20,26,20,,,,,,,,,
KL-SRE 7,02/06/2015,2015,,30,30,2.3,,,,,,,,,
HE-SR 7,02/06/2015,2015,,20,23,25,,,,,,,,,
HE-SR 8,02/06/2015,2015,,19,25,25,23,20,20,,,,,,
KL-SRE 9,02/06/2015,2015,,25,28,29,,,,,,,,,
KL-SRE 10,02/06/2015,2015,,38,44,35,,,,,,,,,
HE-SR 13,02/06/2015,2015,,30,18,20,,,,,,,,,
KL-SPE 6,02/06/2015,2015,,45,39,35,20,20,12,,,,,,
KL-SPE 7,02/06/2015,2015,,35,25,20,,,,,,,,,Yellowy leaves
HE-SP 12,02/06/2015,2015,,25,21,22,,,,,,,,,
HE-SP 6,02/06/2015,2015,,22,15,15,,,,,,,,,
KL-SPE 8,02/06/2015,2015,,30,40,25,,,,,,,,,
KL-SPE 9,02/06/2015,2015,,21,30,35,,,,,,,,,
KL-SPE 10,02/06/2015,2015,,30,40,39,102,58,42,,,,,,
HER-SP 11,02/06/2015,2015,,25,34,19,,,,,,,,,
KL-SPE 11,02/06/2015,2015,,45,35,30,,,,,,,,,
KL-SPE 12,02/06/2015,2015,,32,35,36,,,,,,,,,
HE-SP 17,02/06/2015,2015,,17,15,15,,,,,,,,,
KL-SPC 8,02/06/2015,2015,,30,29,19,6,3,4,,,,,,
KL-SPC 9,02/06/2015,2015,,28,25,20,,,,,,,,,
KL-SPE 14,02/06/2015,2015,,46,46,40,,,,,,,,,
HE-SP 18,02/06/2015,2015,,27,30,21,26,30,10,,,,,,
KL-SPC 10,02/06/2015,2015,,32,15,26,,,,,,,,,
KL-SPE 15,02/06/2015,2015,,35,20,25,,,,,,,,,
HE-SP 20,02/06/2015,2015,,30,19,29,,,,,,,,,
KL-SRC 1,02/06/2015,2015,,25,35,17,,,,,,,,,
KL-SRC 7,02/06/2015,2015,,30,40,35,,,,,,,,,
KL-SRE 11,02/06/2015,2015,,25,45,24,,,,,,,,,
HE-SR 17,02/06/2015,2015,,30,26,26,,,,,,,,,
KL-SRE 13,02/06/2015,2015,,49,40,37,,,,,,,,,
KL-SRE 14,02/06/2015,2015,,45,35,30,80,55,34,,,,,,
KL-SRE 15,02/06/2015,2015,,55,50,30,,,,,,,,,
KL-SRC 10,02/06/2015,2015,,40,30,25,,,,,,,,,
KL-SRC 11,02/06/2015,2015,,32,30,25,59,50,46,,,,,,
HE-SR 26,02/06/2015,2015,,22,19,20,,,,,,,,,
HE-SR 21,02/06/2015,2015,,20,20,15,27,14,12,,,,,,
HE-SR 27,02/06/2015,2015,,20,15,15,,,,,,,,,
KL-SRC 13,02/06/2015,2015,,50,40,35,,,,,,,,,
HE-SR 23,02/06/2015,2015,,19,20,29,,,,,,,,,
KL-SPC 13,02/06/2015,2015,,40,45,30,54,50,41,,,,,,
HE-SP 23,02/06/2015,2015,,23,17,20,13,9,8,,,,,,
KL-SPC 13,18/06/2015,2015,,46,47,50,57,42,51,,,,,,
HE-SP 23,18/06/2015,2015,,27,23,22,11,14,15,,,,,,"N or P deficiency, scene fence"
HER-SP 30,18/06/2015,2015,,25,26,27,22,20,3,,,,,,
HER-SP 29,18/06/2015,2015,,36,35,32,25,22,NA,,,,,,
KL-SRC 13,18/06/2015,2015,,56,55,52,45,33,20,,,,,,
KL-SRC 11,18/06/2015,2015,,37,35,34,51,59,38,,,,,,
HE-SR 26,18/06/2015,2015,,21,22,23,13,8,6,,,,,,
HE-SR 27,18/06/2015,2015,,36,26,22,14,8,4,,,,,,
HE-SR 23,18/06/2015,2015,,27,24,22,14,10,8,,,,,,
HE-SR 21,18/06/2015,2015,,22,22,21,24,22,10,,,,,,
HE-SP 20,18/06/2015,2015,,35,32,35,43,20,30,,,,,,
HE-SP 18,18/06/2015,2015,,38,32,28,31,40,15,,,,,,
HE-SP 17,18/06/2015,2015,,18,20,17,19,15,10,,,,,,"N or P deficiency, scene fence"
KL-SPE 11,18/06/2015,2015,,53,50,55,152,100,100,,,,,,
KL-SPE 12,18/06/2015,2015,,41,42,45,160,140,145,,,,,,
KL-SPE 14,18/06/2015,2015,,55,55,56,95,80,40,,,,,,
KL-SPE 15,18/06/2015,2015,,40,33,30,62,52,41,,,,,,
KL-SPC 8,18/06/2015,2015,,36,35,35,20,15,20,,,,,,Herb 2
KL-SRE 11,18/06/2015,2015,,48,46,45,130,120,135,,,,,,
KL-SRE 15,18/06/2015,2015,,60,62,62,195,60,20,,,,,,
KL-SRE 13,18/06/2015,2015,,45,48,50,73,80,65,,,,,,
KL-SRE 14,18/06/2015,2015,,48,47,50,93,50,38,,,,,,
KL-SRC 10,18/06/2015,2015,,48,50,51,201,186,145,,,,,,
KL-SRC 7,18/06/2015,2015,,50,60,48,80,120,60,,,,,,
KL-SRC 6,18/06/2015,2015,,40,35,45,50,110,50,,,,,,
HE-SR 17,18/06/2015,2015,,40,25,30,15,10,2,,,,,,Herb 5
HER-SP 11,18/06/2015,2015,,45,43,50,45,40,25,,,,,,Herb 5
HER-SP 12,18/06/2015,2015,,45,36,43,30,25,25,,,,,,Herb 5
HER-SP 14,18/06/2015,2015,,30,14,15,10,1,NA,,,,,,Herb 50 
KL-SPC 10,18/06/2015,2015,,57,55,55,50,15,1,,,,,,
KL-SPC 9,18/06/2015,2015,,30,33,32,35,40,50,,,,,,
KP-SR 5,18/06/2015,2015,,16,15,NA,NA,NA,NA,,,,,,"Stem below surface, Herb 2"
HE-SP 12,18/06/2015,2015,,30,28,26,28,25,21,,,,,,
HE-SP 6,18/06/2015,2015,,23,21,20,13,14,18,,,,,,
KL-SPE 10,18/06/2015,2015,,44,43,41,91,89,48,,,,,,
KL-SPE 9,18/06/2015,2015,,51,52,53,96,98,111,,,,,,
KL-SPE 8,18/06/2015,2015,,51,50,44,50,34,78,,,,,,
KL-SPE 7,18/06/2015,2015,,48,43,40,140,110,95,,,,,,
KL-SPE 6,18/06/2015,2015,,59,57,54,180,172,136,,,,,,
KL-SRE 10,18/06/2015,2015,,55,48,45,78,55,55,,,,,,
KL-SRE 9,18/06/2015,2015,,50,35,35,65,40,70,,,,,,
KL-SRE 7,18/06/2015,2015,,37,40,39,120,100,95,,,,,,
KL-SRE 6,18/06/2015,2015,,55,56,58,120,70,50,,,,,,
HE-SR 13,18/06/2015,2015,,33,20,35,15,10,NA,,,,,,
HE-SR 8,18/06/2015,2015,,27,28,29,23,27,23,,,,,,"N or P deficiency, scene fence"
HE-SR 7,18/06/2015,2015,,30,27,20,6,18,17,,,,,,"N or P deficiency, scene fence"
HE-SR 6,18/06/2015,2015,,20,19,22,10,12,50,,,,,,"N or P deficiency, scene fence"
HE-SP 2,18/06/2015,2015,,21,19,23,8,12,8,,,,,,
HE-SP 4,18/06/2015,2015,,32,26,27,37,30,20,,,,,,
KL-SPE 5,18/06/2015,2015,,25,27,25,10,11,13,,,,,,
KL-SPE 4,18/06/2015,2015,,38,40,39,42,30,25,,,,,,
KL-SPE 2,18/06/2015,2015,,30,32,34,50,30,33,,,,,,
KL-SPE 1,18/06/2015,2015,,40,40,34,48,45,56,,,,,,
KL-SPC 1,18/06/2015,2015,,43,40,37,45,18,21,,,,,,
KL-SPC 2,18/06/2015,2015,,33,37,44,32,20,17,,,,,,
HER-SP 5,18/06/2015,2015,,9,9,7,8,NA,NA,,,,,,
HER-SP 4,18/06/2015,2015,,9,7,6,3,NA,NA,,,,,,Herb 10
HER-SP 3,18/06/2015,2015,,28,29,33,10,15,22,,,,,,
HER-SP 24,18/06/2015,2015,,56,40,38,47,26,4,,,,,,
KL-SPC 3,18/06/2015,2015,,36,35,25,30,25,35,,,,,,Herb 33
HE-SR 2,18/06/2015,2015,,27,24,25,32,10,9,,,,,,
HE-SR 3,18/06/2015,2015,,20,16,13,4,15,2,,,,,,
KL-SRE 4,18/06/2015,2015,,45,46,47,55,43,20,,,,,,
KL-SRC 2,18/06/2015,2015,,50,51,53,50,65,56,,,,,,
HEF-SR 4B,18/06/2015,2015,,22,18,18,10,NA,NA,,,,,,Leaves sticking out of the ground
HEF-SR 4,18/06/2015,2015,,51,36,34,55,NA,NA,,,,,,
HE-SR 2,15/05/2014,2014,,7,7,5,,,,,,,,,
HE-SR 3,15/05/2014,2014,,7,4,7,,,,,,,,,
HE-SR 4,15/05/2014,2014,,9,7,9,,,,,,,,,
