"","Species","Estimate","Est.Error","l_95_CI_log","u_95_CI_log","Rhat","Bulk_ESS","Tail_ESS","nobs","effect","CI_low_trans","CI_high_trans","Estimate_trans","Est.Error_trans"
"Intercept","Salix richardsonii",3.90335079279794,1.46992865909588,0.942034035768031,7.25542497611675,1.00228049314251,1917.32185832727,1751.93653134593,20,"fixed",8.75052350613582,7322637.74418069,8004.80566331067,29.5072447576234
"Northern source","Salix richardsonii",-1.08688569209081,0.210563765756372,-1.50957264245186,-0.671018132759611,1.00171009013051,3010.79549925419,2903.88029732854,20,"fixed",0.0309333786369907,0.216671234756265,0.0818680239437831,1.62391676631233
"Sample year","Salix richardsonii",1.91921368681227,1.78540703412633,0.062302702804683,6.76410187896836,1.00022990993805,1878.67068554597,1852.75337982437,20,"random",1.154257493792,5972.06699222792,83.0259181172178,61.0108441732821
"Sigma","Salix richardsonii",0.461470419511983,0.0834679596896417,0.330747934354297,0.655951895377139,1.00037755763092,2748.91954144765,3033.90842443754,20,"residual",2.14164722271233,3.91014537834793,2.89381270816553,1.21190327665687
"Intercept1","Salix pulchra",3.64710661522482,1.49099087181699,0.54324372074008,6.84963356146689,1.00082316536811,1807.68873797668,1875.96495828748,19,"fixed",3.49336303732166,5635980.86194523,4437.17559064004,30.9735419704678
"Northern source1","Salix pulchra",-1.56691895239253,0.255835637261056,-2.06326540867409,-1.05899704941314,1.00007480501228,3692.39053764026,2958.70739166732,19,"fixed",0.00864439475831547,0.0850016789346488,0.0271069745237401,1.80233550132929
"Sample year1","Salix pulchra",1.95496808306081,1.97870255495939,0.0628540138665684,6.93881938758035,1.00232121920835,2098.67441911448,1640.94030444136,19,"random",1.15572368558004,7032.0532742184,90.1504882253829,95.2143824477898
"Sigma1","Salix pulchra",0.550840763100781,0.103037623482809,0.39192254992681,0.786129201643209,1.00040893745504,3104.60589856486,3249.52675842488,19,"residual",2.46559959437425,5.12576836358554,3.55500947932813,1.26776168890673
