"","Species","population","SLA","LA","LDMC_percent","group_color","group_shape"
"359","Salix pulchra","S. Source",11.2892561983471,5464,38.6581469648562,"south","source"
"360","Salix pulchra","S. Source",11.8799011532125,7211.1,37.5386518243661,"south","source"
"361","Salix pulchra","S. Source",10.7559585492228,6227.7,38.0921052631579,"south","source"
"362","Salix pulchra","S. Source",11.9189504373178,8176.4,35.7850808555034,"south","source"
"363","Salix pulchra","S. Source",13.2205962059621,4878.4,37.4239350912779,"south","source"
"364","Salix pulchra","S. Source",11.5676998368679,7091,38.8466413181242,"south","source"
"365","Salix pulchra","S. Source",12.3343195266272,6253.5,36.7125271542361,"south","source"
"366","Salix pulchra","N. Source",12.2786689011252,5128.8,33.5232744783307,"north","source"
"367","Salix pulchra","N. Source",12.9560780834073,2920.3,34.9457364341085,"north","source"
"368","Salix pulchra","N. Source",13.572972972973,3013.2,32.1739130434783,"north","source"
"369","Salix pulchra","N. Source",9.916461916,423.8,62.6153846,"north","source"
"370","Salix pulchra","N. Source",7.536470588,161.9,56.6666667,"north","source"
"371","Salix pulchra","N. Source",10.42857143,250.4,66.5,"north","source"
"372","Salix pulchra","N. Source",8.513657056,513,52.72,"north","source"
"373","Salix pulchra","N. Source",11.07738815,606.5,45.9444444,"north","source"
"374","Salix pulchra","N. Source",11.55797101,179.5,59.1428571,"north","source"
"375","Salix pulchra","N. Source",11.12051121,557.9,42.7346154,"north","source"
"376","Salix pulchra","N. Source",11.44375,1268,45.1282051,"north","source"
"377","Salix pulchra","N. Source",10.79466119,235.2,48.7,"north","source"
"378","Salix pulchra","N. Source",9.24584323,314.1,52.625,"north","source"
"379","Salix pulchra","N. Source",9.053977273,346.4,54.1538462,"north","source"
"380","Salix pulchra","N. Source",10.60450563,384.6,49.9375,"north","source"
"381","Salix pulchra","N. Source",9.52259332,484.7,56.5555556,"north","source"
"382","Salix pulchra","N. Source",9.713382508,565.5,49.9473684,"north","source"
"383","Salix arctica","N. Source",19.3434210526316,2940.2,26.3431542461005,"north","source"
"384","Salix arctica","N. Source",15.8466049382716,5134.3,27,"north","source"
"385","Salix arctica","N. Source",17.5575431034483,8146.7,25.1626898047722,"north","source"
"386","Salix arctica","N. Source",19.1045602605863,5865.1,26.0169491525424,"north","source"
"387","Salix arctica","N. Source",17.4609037328094,8887.6,25.0245821042281,"north","source"
"388","Salix arctica","N. Source",17.0709198813056,5752.9,27.1118262268705,"north","source"
"389","Salix arctica","S. Source",14.8553278688525,7249.4,24.8725790010194,"south","source"
"390","Salix arctica","S. Source",13.1055979643766,5150.5,26.5182186234818,"south","source"
"391","Salix arctica","S. Source",13.3149572649573,6231.4,31.2,"south","source"
"392","Salix arctica","S. Source",16.6760869565217,3835.5,25.7558790593505,"south","source"
"393","Salix arctica","S. Source",12.9576991150442,7321.1,31.0269082921472,"south","source"
"394","Salix arctica","S. Source",12.6511705685619,3782.7,28.0224929709466,"south","source"
"395","Salix arctica","N. Source",17.4485714285714,3664.2,31.6742081447964,"north","source"
"396","Salix arctica","N. Source",13.3541795665635,4313.4,33.7160751565762,"north","source"
"397","Salix arctica","N. Source",10.3553610503282,4732.4,33.1880900508352,"north","source"
"398","Salix arctica","N. Source",11.2320512820513,3504.4,33.3689839572192,"north","source"
"399","Salix arctica","N. Source",10.1065420560748,3244.2,35.5481727574751,"north","source"
"400","Salix arctica","N. Source",12.3119402985075,4949.4,33.5839598997494,"north","source"
"401","Salix arctica","N. Source",12.4576923076923,4210.7,33.6318407960199,"north","source"
"402","Salix arctica","N. Source",12.6732638888889,3649.9,29.7213622291022,"north","source"
"403","Salix arctica","N. Source",12.9831932773109,4635,29.3103448275862,"north","source"
"404","Salix arctica","N. Source",13.4036388140162,9945.5,24.5046235138705,"north","source"
"405","Salix arctica","N. Source",12.2372745490982,6106.4,28.8773148148148,"north","source"
"406","Salix arctica","S. Garden",10.0679166666667,4832.6,37.4123148869836,"south","garden"
"407","Salix arctica","S. Garden",10.5738461538462,4811.1,32.5697924123121,"south","garden"
"408","Salix arctica","S. Garden",12.3503571428571,3458.1,32.6721120186698,"south","garden"
"409","Salix arctica","S. Garden",10.6186700767263,4151.9,34.5406360424028,"south","garden"
"410","Salix arctica","N. Garden",12.4101045296167,3561.7,31.4004376367615,"north","garden"
"411","Salix arctica","N. Garden",10.7295238095238,3379.8,31.6901408450704,"north","garden"
"412","Salix arctica","S. Garden",10.941091954023,3807.5,31.578947368421,"south","garden"
"413","Salix arctica","N. Garden",13.9540425531915,3279.2,29.2652552926526,"north","garden"
"414","Salix arctica","S. Garden",14.2972222222222,3088.2,30,"south","garden"
"415","Salix arctica","N. Garden",11.7733974358974,3673.3,31.7395727365209,"north","garden"
"416","Salix arctica","N. Garden",12.9571428571429,2267.5,29.2642140468227,"north","garden"
"417","Salix arctica","N. Garden",12.6006825938567,3692,30.8746048472076,"north","garden"
"418","Salix arctica","S. Garden",8.21297709923664,3227.7,33.3050847457627,"south","garden"
"419","Salix arctica","S. Garden",NA,NA,NA,"south","garden"
"420","Salix arctica","N. Garden",12.913125,2066.1,29.0909090909091,"north","garden"
"421","Salix arctica","N. Garden",10.5063197026022,2826.2,27.9045643153527,"north","garden"
"422","Salix arctica","S. Garden",12.9011799410029,4373.5,30.2139037433155,"south","garden"
"423","Salix arctica","N. Garden",10.0987012987013,3888,31.0483870967742,"north","garden"
"424","Salix arctica","N. Garden",9.38616714697406,3257,27.76,"north","garden"
"425","Salix arctica","S. Garden",9.73825363825364,4684.1,32.1309285237141,"south","garden"
"426","Salix arctica","S. Garden",9.27314211212516,7112.5,34.2410714285714,"south","garden"
"427","Salix arctica","S. Garden",10.087012987013,10097.1,30.1415236374586,"south","garden"
"428","Salix arctica","N. Garden",10.8067164179104,4344.3,29.0672451193059,"north","garden"
"429","Salix arctica","N. Garden",10.164404609475,7938.4,27.8232988956181,"north","garden"
"430","Salix arctica","S. Garden",10.0664259927798,5576.8,30.6755260243632,"south","garden"
"431","Salix arctica","S. Source",16.2395973154362,4839.4,25.5793991416309,"south","source"
"432","Salix arctica","S. Source",18.1751322751323,3435.1,22.7985524728589,"south","source"
"433","Salix arctica","S. Source",19.3154017857143,8653.3,23.982869379015,"south","source"
"434","Salix arctica","S. Source",11.7053050397878,4412.9,31.5217391304348,"south","source"
"435","Salix arctica","S. Source",13.6334190231362,5303.4,27.8453829634932,"south","source"
"436","Salix arctica","S. Source",11.7888888888889,7533.1,33.8453389830508,"south","source"
"437","Salix arctica","N. Source",12,6681.6,31.963260619977,"north","source"
"438","Salix arctica","N. Source",13.1246214415506,8667.5,29.4427106553723,"north","source"
"439","Salix arctica","N. Source",9.24487594390507,5999,30.0555812876332,"north","source"
"440","Salix arctica","S. Source",NA,NA,NA,"south","source"
"441","Salix arctica","S. Source",NA,NA,NA,"south","source"
"442","Salix arctica","S. Source",NA,NA,NA,"south","source"
"443","Salix arctica","S. Source",NA,NA,NA,"south","source"
"444","Salix arctica","S. Source",NA,NA,NA,"south","source"
"445","Salix arctica","S. Source",NA,NA,NA,"south","source"
"446","Salix arctica","S. Source",NA,NA,NA,"south","source"
"447","Salix arctica","S. Source",NA,NA,NA,"south","source"
"448","Salix arctica","S. Source",NA,NA,NA,"south","source"
"449","Salix arctica","S. Source",NA,NA,NA,"south","source"
"450","Salix arctica","S. Source",13.93,96,NA,"south","source"
"451","Salix arctica","S. Source",14.67,127,NA,"south","source"
"452","Salix arctica","S. Source",12.8,54,NA,"south","source"
"453","Salix arctica","S. Source",12.85,85,NA,"south","source"
"454","Salix arctica","S. Source",12.3,134,NA,"south","source"
"455","Salix arctica","S. Source",13.05,480,NA,"south","source"
"456","Salix arctica","S. Source",14.22,414,NA,"south","source"
"457","Salix arctica","S. Source",12.97,485,NA,"south","source"
"458","Salix arctica","S. Source",13.64,406,NA,"south","source"
"459","Salix arctica","S. Source",14.05,109,NA,"south","source"
"460","Salix arctica","N. Source",12.18,648,NA,"north","source"
"461","Salix arctica","N. Source",11.54,909,NA,"north","source"
"462","Salix arctica","N. Source",12.7,885,NA,"north","source"
"463","Salix arctica","N. Source",10.12,1215,NA,"north","source"
"464","Salix arctica","N. Source",12.25,804,NA,"north","source"
"465","Salix arctica","N. Source",10.06,2245,NA,"north","source"
"466","Salix arctica","N. Source",10.21,1511,NA,"north","source"
"467","Salix arctica","N. Source",14.26,1330,NA,"north","source"
"468","Salix arctica","N. Source",8.98,1234,NA,"north","source"
"469","Salix arctica","N. Source",11.98,945,NA,"north","source"
"470","Salix arctica","N. Source",10.88,2285,NA,"north","source"
"471","Salix arctica","S. Source",NA,99,NA,"south","source"
"472","Salix arctica","S. Source",NA,137,NA,"south","source"
"473","Salix arctica","S. Source",NA,74,NA,"south","source"
"474","Salix arctica","S. Source",NA,82,NA,"south","source"
"475","Salix arctica","S. Source",NA,149,NA,"south","source"
"476","Salix arctica","S. Source",NA,329,NA,"south","source"
"477","Salix arctica","S. Source",NA,496,NA,"south","source"
"478","Salix arctica","S. Source",NA,319,NA,"south","source"
"479","Salix arctica","S. Source",NA,385,NA,"south","source"
"480","Salix arctica","S. Source",NA,158,NA,"south","source"
"481","Salix arctica","N. Source",NA,607,NA,"north","source"
"482","Salix arctica","N. Source",NA,787,NA,"north","source"
"483","Salix arctica","N. Source",NA,956,NA,"north","source"
"484","Salix arctica","N. Source",NA,982,NA,"north","source"
"485","Salix arctica","N. Source",NA,850,NA,"north","source"
"486","Salix arctica","N. Source",NA,1888,NA,"north","source"
"487","Salix arctica","N. Source",NA,1185,NA,"north","source"
"488","Salix arctica","N. Source",NA,824,NA,"north","source"
"489","Salix arctica","N. Source",NA,1149,NA,"north","source"
"490","Salix arctica","N. Source",NA,1262,NA,"north","source"
"491","Salix arctica","N. Source",NA,1440,NA,"north","source"
"492","Salix arctica","N. Source",NA,2871,NA,"north","source"
"493","Salix arctica","N. Source",NA,NA,NA,"north","source"
"494","Salix arctica","N. Source",NA,NA,NA,"north","source"
"495","Salix arctica","N. Source",NA,NA,NA,"north","source"
"496","Salix arctica","N. Source",NA,NA,NA,"north","source"
"497","Salix arctica","N. Source",NA,NA,NA,"north","source"
"498","Salix arctica","N. Source",NA,NA,NA,"north","source"
"499","Salix arctica","N. Source",NA,NA,NA,"north","source"
"500","Salix arctica","N. Source",NA,NA,NA,"north","source"
"501","Salix arctica","N. Source",NA,NA,NA,"north","source"
"502","Salix arctica","N. Source",NA,NA,NA,"north","source"
"503","Salix arctica","N. Source",NA,NA,NA,"north","source"
"504","Salix arctica","N. Source",NA,NA,NA,"north","source"
"505","Salix arctica","S. Source",NA,NA,NA,"south","source"
"506","Salix arctica","S. Source",NA,NA,NA,"south","source"
"507","Salix arctica","S. Source",NA,NA,NA,"south","source"
"508","Salix arctica","S. Source",NA,NA,NA,"south","source"
"509","Salix arctica","S. Source",NA,NA,NA,"south","source"
"510","Salix arctica","S. Source",NA,NA,NA,"south","source"
"511","Salix arctica","S. Source",NA,NA,NA,"south","source"
"512","Salix arctica","S. Source",NA,NA,NA,"south","source"
"513","Salix arctica","S. Source",NA,NA,NA,"south","source"
"514","Salix arctica","S. Source",NA,NA,NA,"south","source"
"515","Salix arctica","N. Source",10.52758402,1109.3,38.4634146,"north","source"
"516","Salix arctica","N. Source",10.05552896,866.2,40.9607843,"north","source"
"517","Salix arctica","N. Source",10.33189033,708.7,39.6,"north","source"
"518","Salix arctica","N. Source",10.69727891,157,39.2,"north","source"
"519","Salix arctica","N. Source",9.24772746,1815.562,38.2519685,"north","source"
"520","Salix arctica","N. Source",10.61965318,584.4,34.6,"north","source"
"521","Salix arctica","N. Source",13.33161512,488.7,41.5714286,"north","source"
"522","Salix arctica","N. Source",11.40073193,627.8,39.0357143,"north","source"
"523","Salix arctica","N. Source",9.510846954,1656.7,39.127907,"north","source"
"524","Salix arctica","N. Source",9.102306463,2210.2,39.4504505,"north","source"
"525","Salix arctica","N. Source",11.45700637,762.6,33.0526316,"north","source"
"526","Salix arctica","N. Source",14.23935091,1188.3,30.8125,"north","source"
"527","Salix arctica","N. Source",11.30290011,487.5,40.4782609,"north","source"
"528","Salix arctica","N. Source",13.01891716,1044,35.6511628,"north","source"
"529","Salix arctica","N. Source",11.8266129,844.9,38.1538462,"north","source"
"530","Salix arctica","N. Source",10.28284672,256.1,45.6666667,"north","source"
"531","Salix arctica","N. Source",8.906217071,363.8,45.1904762,"north","source"
"532","Salix arctica","N. Source",7.335168617,645.2,48.4333333,"north","source"
"533","Salix arctica","N. Source",9.439606742,357.4,41.8823529,"north","source"
"534","Salix arctica","N. Source",NA,550.9,NA,"north","source"
"535","Salix arctica","N. Source",NA,1234.4,NA,"north","source"
"536","Salix arctica","N. Source",NA,723.3,NA,"north","source"
"537","Salix arctica","N. Source",NA,472,NA,"north","source"
"538","Salix arctica","N. Source",NA,2676.984,NA,"north","source"
"539","Salix arctica","N. Source",NA,1252.8,NA,"north","source"
"540","Salix arctica","N. Source",NA,287.2,NA,"north","source"
"541","Salix arctica","N. Source",NA,618.3,NA,"north","source"
"542","Salix arctica","N. Source",NA,1543.7,NA,"north","source"
"543","Salix arctica","N. Source",NA,1775.7,NA,"north","source"
"544","Salix arctica","N. Source",NA,676.4,NA,"north","source"
"545","Salix arctica","N. Source",NA,917.7,NA,"north","source"
"546","Salix arctica","N. Source",NA,564.8,NA,"north","source"
"547","Salix arctica","N. Source",NA,951.8,NA,"north","source"
"548","Salix arctica","N. Source",NA,328.3,NA,"north","source"
"549","Salix arctica","N. Source",NA,307.4,NA,"north","source"
"550","Salix arctica","N. Source",NA,481.4,NA,"north","source"
"551","Salix arctica","N. Source",NA,420.6,NA,"north","source"
"552","Salix arctica","N. Source",NA,337.9,NA,"north","source"
"553","Salix arctica","N. Source",NA,314.7,NA,"north","source"
"554","Salix arctica","N. Source",NA,NA,NA,"north","source"
"555","Salix arctica","N. Source",NA,NA,NA,"north","source"
"556","Salix arctica","N. Source",NA,NA,NA,"north","source"
"557","Salix arctica","N. Source",NA,NA,NA,"north","source"
"558","Salix arctica","N. Source",NA,NA,NA,"north","source"
"559","Salix arctica","N. Source",NA,NA,NA,"north","source"
"560","Salix arctica","N. Source",NA,NA,NA,"north","source"
"561","Salix arctica","N. Source",NA,NA,NA,"north","source"
"562","Salix arctica","N. Source",NA,NA,NA,"north","source"
"563","Salix arctica","N. Source",NA,NA,NA,"north","source"
"564","Salix arctica","S. Source",NA,NA,NA,"south","source"
"565","Salix arctica","S. Source",NA,NA,NA,"south","source"
"566","Salix arctica","S. Source",NA,NA,NA,"south","source"
"567","Salix arctica","S. Source",NA,NA,NA,"south","source"
"568","Salix arctica","S. Source",NA,NA,NA,"south","source"
"569","Salix arctica","S. Source",NA,NA,NA,"south","source"
"570","Salix arctica","S. Source",NA,NA,NA,"south","source"
"571","Salix arctica","S. Source",NA,NA,NA,"south","source"
"572","Salix arctica","S. Source",NA,NA,NA,"south","source"
"573","Salix arctica","S. Source",NA,NA,NA,"south","source"
"574","Salix arctica","S. Source",NA,NA,NA,"south","source"
"575","Salix arctica","S. Source",NA,NA,NA,"south","source"
"576","Salix arctica","S. Source",NA,NA,NA,"south","source"
"577","Salix arctica","S. Source",NA,NA,NA,"south","source"
"578","Salix arctica","S. Source",NA,NA,NA,"south","source"
"579","Salix arctica","S. Source",NA,NA,NA,"south","source"
"580","Salix arctica","S. Source",NA,NA,NA,"south","source"
"581","Salix arctica","S. Source",NA,NA,NA,"south","source"
"582","Salix arctica","S. Source",NA,NA,NA,"south","source"
"583","Salix arctica","S. Source",NA,NA,NA,"south","source"
"584","Salix arctica","S. Source",NA,NA,NA,"south","source"
"585","Salix arctica","S. Source",NA,NA,NA,"south","source"
"586","Salix arctica","S. Source",NA,NA,NA,"south","source"
"587","Salix arctica","S. Source",NA,NA,NA,"south","source"
"588","Salix arctica","S. Source",NA,NA,NA,"south","source"
"589","Salix arctica","S. Source",NA,NA,NA,"south","source"
"590","Salix arctica","S. Source",NA,NA,NA,"south","source"
"591","Salix arctica","S. Source",NA,NA,NA,"south","source"
"592","Salix arctica","S. Source",NA,NA,NA,"south","source"
"593","Salix arctica","S. Source",NA,NA,NA,"south","source"
