"","X.2","X.1","X","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","max_stem_elong","mean_leaf_length","mean_width","population"
"50",2086,2344,2344,"AB","H17Sp14",2017,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,15.5,10.85,6,9.09,14.44,17.49,19.7,36.21,29.02,27.91,"H17SP14",1009.05,3,31.0466666666667,17.21,8.425,"Northern"
"51",2087,2345,2345,"AB","H17Sp15",2017,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,9,4.5,3.4,10.17,16.15,9.11,7.98,11.14,12.28,18.24,"H17SP15",137.7,3,13.8866666666667,11.08,3.95,"Northern"
"52",2092,2350,2350,"AB","H17Sp18",2017,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,4.5,8.5,6.9,6.78,17.79,11.93,15.43,19.91,21.66,13.75,"H17SP18",263.925,3,18.44,15.05,7.7,"Northern"
"53",882,882,882,"AB","H17Sp20",2017,"Salix pulchra","Qikiqtaruk","2018-08-18",8,18,2018,5.5,NA,NA,NA,28.18,21.23,15.28,1.95,7.02,0.39,"H17SP20",NA,1,3.12,21.5633333333333,NA,"Northern"
"54",1438,1438,1438,"IMS","H17Sp3",2017,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,4.4,NA,NA,NA,NA,NA,NA,8.33,8.34,10.05,"H17SP3",NA,2,8.90666666666667,NA,NA,"Northern"
"55",1441,1441,1441,"IMS","H17Sp6",2017,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,4.5,NA,NA,NA,NA,NA,NA,34.02,13.09,10.1,"H17SP6",NA,2,19.07,NA,NA,"Northern"
"56",2707,2040,2040,"IMS","H17Sp7",2017,"Salix pulchra","Qikiqtaruk","2021-08-09",8,9,2021,3.6,4.3,1.2,7,16,17,17,16,13,6,"H17SP7",18.576,4,11.6666666666667,16.6666666666667,2.75,"Northern"
"57",1444,1444,1444,"CF","H17Sp9",2017,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,15.2,NA,NA,NA,27.11,26.28,25.31,31.07,26.18,28.4,"H17SP9",NA,2,28.55,26.2333333333333,NA,"Northern"
"58",1445,1445,1445,"LB","H17Sr1",2017,"Salix richardsonii","Qikiqtaruk","2019-08-23",8,23,2019,19.2,NA,NA,NA,NA,NA,NA,14.35,10.96,17.33,"H17SR1",NA,2,14.2133333333333,NA,NA,"Northern"
"59",2104,2362,2362,"GD","H17Sr10",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,6.8,12.7,11.2,10,28,30,30,33,28,45,"H17SR10",967.232,3,35.3333333333333,29.3333333333333,11.95,"Northern"
"60",2982,2982,2982,"GD","H17Sr12",2017,"Salix richardsonii","Qikiqtaruk","2022-08-16",8,17,2022,6,11,9,12,21,26,16,37,41,19,"H17SR12",594,5,32.3333333333333,21,10,"Northern"
"61",2107,2365,2365,"GD","H17Sr13",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,10.9,15.1,11.6,10,NA,NA,NA,43,18,31,"H17SR13",1909.244,3,30.6666666666667,NA,13.35,"Northern"
"62",2713,2046,2046,"GD","H17Sr15",2017,"Salix richardsonii","Qikiqtaruk","2021-08-09",8,9,2021,12.3,13,10,12,27,29,30,24,26,33,"H17SR15",1599,4,27.6666666666667,28.6666666666667,11.5,"Northern"
"63",2112,2370,2370,"IR","H17Sr18",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,5.8,10.3,10.4,10.14,NA,NA,NA,26.67,24.78,21.68,"H17SR18",621.296,3,24.3766666666667,NA,10.35,"Northern"
"64",3091,3091,3091,"IR","H17Sr19",2017,"Salix richardsonii","Qikiqtaruk","2022-07-22",7,23,2022,5.5,11.5,7.4,11,17,15,18,12,33,20,"H17SR19",468.05,5,21.6666666666667,16.6666666666667,9.45,"Northern"
"65",3115,3115,3115,"AC","H17Sr24",2017,"Salix richardsonii","Qikiqtaruk","2022-08-16",8,17,2022,9.5,14,11,12,36,32,31,60,16,21,"H17SR24",1463,5,32.3333333333333,33,12.5,"Northern"
"66",2121,2379,2379,"AC","H17Sr25",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,24.93,20.9,3.21,2.83,NA,NA,NA,9.02,7.32,7.36,"H17SR25",1672.52877,3,7.9,NA,12.055,"Northern"
"67",2718,2051,2051,"EW","H17Sr30",2017,"Salix richardsonii","Qikiqtaruk","2021-08-11",8,11,2021,10.6,26.4,21.3,13,34,30,32,25,39,82,"H17SR30",5960.592,4,48.6666666666667,32,23.85,"Northern"
"68",2132,2390,2390,"EW","H17Sr35",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,9.4,14.6,15.5,14,NA,NA,NA,74,53,62,"H17SR35",2127.22,3,63,NA,15.05,"Northern"
"69",2133,2391,2391,"EW","H17Sr36",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,14.6,20.8,9.4,11,32,28,38,68,56,64,"H17SR36",2854.592,3,62.6666666666667,32.6666666666667,15.1,"Northern"
"70",2134,2392,2392,"EW","H17Sr37",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,5.2,5,4.9,6,NA,NA,NA,28,25,15,"H17SR37",127.4,3,22.6666666666667,NA,4.95,"Northern"
"71",2137,2395,2395,"LB","H17Sr4",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,12,9.4,5.8,14,NA,NA,NA,44,23,18,"H17SR4",654.24,3,28.3333333333333,NA,7.6,"Northern"
"72",2139,2397,2397,"LB","H17Sr5",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,16.2,15.1,9,12,21,24,NA,36,67,32,"H17SR5",2201.58,3,45,NA,12.05,"Northern"
"73",2980,2980,2980,"GD","H17Sr7",2017,"Salix richardsonii","Qikiqtaruk","2022-08-16",8,17,2022,9,12,15,8,24,25,26,27,32,24,"H17SR7",1620,5,27.6666666666667,25,13.5,"Northern"
"74",2143,2401,2401,"GD","H17Sr9",2017,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,14.1,9.2,54,12,NA,NA,NA,65,62,34,"H17SR9",7004.88,3,53.6666666666667,NA,31.6,"Northern"
"75",3106,3106,3106,"SAB","H18Sa1",2018,"Salix arctica","Qikiqtaruk","2022-08-16",8,17,2022,4,9.5,7.5,9,25,35,27,12,11,7,"H18SA1",285,4,10,29,8.5,"Northern"
"76",2730,2063,2063,"SAB","H18Sa8",2018,"Salix arctica","Qikiqtaruk","2021-08-11",8,11,2021,4,11.5,11,10,31,33,33,16,17,15,"H18SA8",506,3,16,32.3333333333333,11.25,"Northern"
"77",2164,2422,2422,"IMS","H18Sp1",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,2.7,1.1,1.1,NA,NA,0,NA,9,7,6,"H18SP1",3.267,2,7.33333333333333,NA,1.1,"Northern"
"78",2169,2427,2427,"SL","H18Sp11",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,4.5,4.3,2.2,4,25,22,NA,25,29,10,"H18SP11",42.57,2,21.3333333333333,NA,3.25,"Northern"
"79",2173,2431,2431,"SL","H18Sp15",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,9.2,6.2,6.5,5,25,24,23,32,24,18,"H18SP15",370.76,2,24.6666666666667,24,6.35,"Northern"
"80",2174,2432,2432,"JG","H18Sp16",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,8.8,5.5,3.4,5,NA,NA,NA,12,22,15,"H18SP16",164.56,2,16.3333333333333,NA,4.45,"Northern"
"81",2176,2434,2434,"JG","H18Sp18",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,1.7,1.7,0.8,NA,NA,NA,NA,10,6,4,"H18SP18",2.312,2,6.66666666666667,NA,1.25,"Northern"
"82",2183,2441,2441,"MG","H18Sp24",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,2.2,1.7,1.5,4.5,NA,NA,NA,11,13,10.5,"H18SP24",5.61,2,11.5,NA,1.6,"Northern"
"83",1527,1527,1527,"AB","H18Sp29",2018,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,8.89,NA,NA,NA,NA,NA,NA,14.87,19.7,12.92,"H18SP29",NA,1,15.83,NA,NA,"Northern"
"84",1529,1529,1529,"AB","H18Sp30",2018,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,7.6,NA,NA,NA,NA,NA,NA,9.79,21.5,25.19,"H18SP30",NA,1,18.8266666666667,NA,NA,"Northern"
"85",1530,1530,1530,"IMS","H18Sp4",2018,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,18.1,NA,NA,NA,NA,NA,NA,26.77,33.61,22.77,"H18SP4",NA,1,27.7166666666667,NA,NA,"Northern"
"86",1531,1531,1531,"IMS","H18Sp5",2018,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,10.9,NA,NA,NA,NA,NA,NA,26.87,31.27,14.19,"H18SP5",NA,1,24.11,NA,NA,"Northern"
"87",2194,2452,2452,"CF","H18Sp7",2018,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,12.1,9.4,2.4,7,NA,NA,NA,12,11,14,"H18SP7",272.976,2,12.3333333333333,NA,5.9,"Northern"
"88",2744,2077,2077,"CF","H18Sp9",2018,"Salix pulchra","Qikiqtaruk","2021-08-11",8,11,2021,7.5,5,8.5,4,NA,12,9,2.5,4,10,"H18SP9",318.75,3,5.5,NA,6.75,"Northern"
"89",2198,2456,2456,"GD","H18Sr10",2018,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,5.6,6,1,6,18,NA,NA,25,32,22,"H18SR10",33.6,2,26.3333333333333,NA,3.5,"Northern"
"90",2962,2962,2962,"LB","H18Sr2",2018,"Salix richardsonii","Qikiqtaruk","2022-07-22",7,23,2022,5.1,8.4,6.9,8,20,18,21,25,11,15,"H18SR2",295.596,4,17,19.6666666666667,7.65,"Northern"
"91",1552,1552,1552,"AC","H18Sr24",2018,"Salix richardsonii","Qikiqtaruk","2019-08-23",8,23,2019,10.2,NA,NA,NA,NA,NA,NA,37.8,19.03,13.38,"H18SR24",NA,1,23.4033333333333,NA,NA,"Northern"
"92",2750,2083,2083,"EW","H18Sr27",2018,"Salix richardsonii","Qikiqtaruk","2021-08-11",8,11,2021,15.5,14.2,11.1,6,32,34,31,37,34,38,"H18SR27",2443.11,3,36.3333333333333,32.3333333333333,12.65,"Northern"
"93",2218,2476,2476,"EW","H18Sr29",2018,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,5.4,15.4,7.1,5,NA,NA,NA,43,42,40,"H18SR29",590.436,2,41.6666666666667,NA,11.25,"Northern"
"94",3171,3171,3171,"EW","H18Sr30",2018,"Salix richardsonii","Qikiqtaruk","2022-08-16",8,17,2022,10,14,12,14,30,30,25,45,32,24,"H18SR30",1680,4,33.6666666666667,28.3333333333333,13,"Northern"
"95",2753,2086,2086,"GD","H18Sr6",2018,"Salix richardsonii","Qikiqtaruk","2021-08-09",8,9,2021,2.8,4.8,3.5,9,15,14,14,5,7,8,"H18SR6",47.04,3,6.66666666666667,14.3333333333333,4.15,"Northern"
"96",2225,2483,2483,"GD","H18Sr8",2018,"Salix richardsonii","Qikiqtaruk","2020-08-19",8,19,2020,4.2,5.6,5.2,6,NA,NA,NA,18,14,20,"H18SR8",122.304,2,17.3333333333333,NA,5.4,"Northern"
"97",1566,1566,1566,"AB","HE15Sp26",2015,"Salix pulchra","Qikiqtaruk","2019-08-23",8,23,2019,4.7,NA,NA,NA,NA,NA,NA,10.4,19.09,17.39,"HE15SP26",NA,4,15.6266666666667,NA,NA,"Northern"
"98",1568,1568,1568,"SAB","HE16Sa14",2016,"Salix arctica","Qikiqtaruk","2019-08-23",8,23,2019,4,NA,NA,NA,27.57,25.95,24.72,16.61,18.42,15.67,"HE16SA14",NA,3,16.9,26.08,NA,"Northern"
"99",3028,3028,3028,"JA","HE16Sa3",2016,"Salix arctica","Qikiqtaruk","2022-08-16",8,17,2022,4,14.5,14,9,35,27,30,51,35,31,"HE16SA3",812,6,39,30.6666666666667,14.25,"Northern"
"100",350,350,350,"SAB","HE16Sa6",2016,"Salix arctica","Qikiqtaruk","2017-08-14",8,14,2017,3.5,NA,NA,NA,17,14,6,10,5,4,"HE16SA6",NA,1,6.33333333333333,12.3333333333333,NA,"Northern"
"101",1574,1574,1574,"SAB","HE16Sa7",2016,"Salix arctica","Qikiqtaruk","2019-08-23",8,23,2019,5.4,NA,NA,NA,30.66,30.85,32.48,18.54,29.6,25.37,"HE16SA7",NA,3,24.5033333333333,31.33,NA,"Northern"
"102",2243,2501,2501,"SL","HE16Sp15",2016,"Salix pulchra","Qikiqtaruk","2020-08-19",8,19,2020,5.1,8.2,4.8,4,20,18,18,55,24,15,"HE16SP15",200.736,4,31.3333333333333,18.6666666666667,6.5,"Northern"
