"","Species","plant_tag_id","sample_id","date_sampled","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","month","year","DOY","population","LDMC_g_g","Site","site_id","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m","date","MONTH"
"508","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","218","source",NA,"Kluane","KP17Traits1",NA,NA,60.97682,138.41019,1472,"06/08/2017",8
"509","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","218","source",NA,"Kluane","KP17Traits1",NA,NA,60.97682,138.41019,1472,"06/08/2017",8
"510","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","218","source",NA,"Kluane","KP17Traits1",NA,NA,60.97682,138.41019,1472,"06/08/2017",8
"511","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","218","source",NA,"Kluane","KP17Traits1",NA,NA,60.97682,138.41019,1472,"06/08/2017",8
"512","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","219","source",NA,"Kluane","KP17Traits2",NA,NA,60.96206,-138.41288,1716,"07/08/2017",8
"513","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","219","source",NA,"Kluane","KP17Traits2",NA,NA,60.96206,-138.41288,1716,"07/08/2017",8
"514","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","219","source",NA,"Kluane","KP17Traits2",NA,NA,60.96206,-138.41288,1716,"07/08/2017",8
"515","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","219","source",NA,"Kluane","KP17Traits2",NA,NA,60.96206,-138.41288,1716,"07/08/2017",8
"516","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","219","source",NA,"Kluane","KP17Traits2",NA,NA,60.96206,-138.41288,1716,"07/08/2017",8
"517","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","225","source",NA,"Kluane","PCTRAITSS1",NA,NA,61.21222,-138.27775,1649,"13/08/2017",8
"518","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","225","source",NA,"Kluane","PCTRAITSS1",NA,NA,61.21222,-138.27775,1649,"13/08/2017",8
"519","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","225","source",NA,"Kluane","PCTRAITSS1",NA,NA,61.21222,-138.27775,1649,"13/08/2017",8
"520","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","225","source",NA,"Kluane","PCTRAITSS1",NA,NA,61.21222,-138.27775,1649,"13/08/2017",8
"521","Salix pulchra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","225","source",NA,"Kluane","PCTRAITSS1",NA,NA,61.21222,-138.27775,1649,"13/08/2017",8
"522","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",20,NA,61.10549,-138.6618,1693,"07-Jul",7
"523","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",20,NA,61.10549,-138.6618,1693,"07-Jul",7
"524","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",20,NA,61.10549,-138.6618,1693,"07-Jul",7
"525","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",40,NA,61.10549,-138.6618,1693,"07-Jul",7
"526","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","188","source",NA,"Kluane","",15,NA,61.10549,-138.6618,1693,"07-Jul",7
"527","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source",NA,"Kluane","",50,NA,61.1726,-138.3824,980,"08-Jul",7
"528","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source",NA,"Kluane","",40,NA,61.1726,-138.3824,980,"08-Jul",7
"529","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source",NA,"Kluane","",35,NA,61.1726,-138.3824,980,"08-Jul",7
"530","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source",NA,"Kluane","",45,NA,61.1726,-138.3824,980,"08-Jul",7
"531","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","189","source",NA,"Kluane","",15,NA,61.1726,-138.3824,980,"08-Jul",7
"532","Salix richardsonii",NA,NA,NA,NA,17.30952381,NA,NA,NA,NA,340,NA,NA,"2014","July","source",NA,"Kluane","",21,NA,61.10549,-138.6618,1693,"Jul",7
"533","Salix richardsonii",NA,NA,NA,NA,17.4375,NA,NA,NA,NA,504,NA,NA,"2014","July","source",NA,"Kluane","",24,NA,61.10549,-138.6618,1693,"Jul",7
"534","Salix richardsonii",NA,NA,NA,NA,18.56315789,NA,NA,NA,NA,372.7,NA,NA,"2014","July","source",NA,"Kluane","",19,NA,61.10549,-138.6618,1693,"Jul",7
"535","Salix richardsonii",NA,NA,NA,NA,20.94210526,NA,NA,NA,NA,742.6,NA,NA,"2014","July","source",NA,"Kluane","",38,NA,61.10549,-138.6618,1693,"Jul",7
"536","Salix richardsonii",NA,NA,NA,NA,15.17631579,NA,NA,NA,NA,233.4,NA,NA,"2014","July","source",NA,"Kluane","",19,NA,61.10549,-138.6618,1693,"Jul",7
"537","Salix richardsonii",NA,NA,NA,NA,12.55897436,NA,NA,NA,NA,490.8,NA,NA,"2014","July","source",NA,"Kluane","",39,NA,61.1726,-138.3824,980,"Jul",7
"538","Salix richardsonii",NA,NA,NA,NA,13.66455696,NA,NA,NA,NA,523.2,NA,NA,"2014","July","source",NA,"Kluane","",39.5,NA,61.1726,-138.3824,980,"Jul",7
"539","Salix richardsonii",NA,NA,NA,NA,13.52555556,NA,NA,NA,NA,646.4,NA,NA,"2014","July","source",NA,"Kluane","",45,NA,61.1726,-138.3824,980,"Jul",7
"540","Salix richardsonii",NA,NA,NA,NA,10.29009901,NA,NA,NA,NA,509,NA,NA,"2014","July","source",NA,"Kluane","",50.5,NA,61.1726,-138.3824,980,"Jul",7
"541","Salix richardsonii",NA,NA,NA,NA,15.74666667,NA,NA,NA,NA,378,NA,NA,"2014","July","source",NA,"Kluane","",22.5,NA,61.1726,-138.3824,980,"Jul",7
"542","Salix richardsonii",NA,NA,NA,NA,12.10483871,NA,NA,NA,NA,899,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",62,NA,69.5749,-138.8631,76,"Jul",7
"543","Salix richardsonii",NA,NA,NA,NA,12.39325843,NA,NA,NA,NA,1179,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",89,NA,69.5749,-138.8631,76,"Jul",7
"544","Salix richardsonii",NA,NA,NA,NA,11.17532468,NA,NA,NA,NA,820,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",77,NA,69.5749,-138.8631,76,"Jul",7
"545","Salix richardsonii",NA,NA,NA,NA,9.970760234,NA,NA,NA,NA,1083,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",85.5,NA,69.5749,-138.8631,76,"Jul",7
"546","Salix richardsonii",NA,NA,NA,NA,10.23664122,NA,NA,NA,NA,622,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",65.5,NA,69.5749,-138.8631,76,"Jul",7
"547","Salix richardsonii",NA,NA,NA,NA,10.76875,NA,NA,NA,NA,761,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",80,NA,69.5749,-138.8631,76,"Jul",7
"548","Salix richardsonii",NA,NA,NA,NA,12.68306011,NA,NA,NA,NA,1114,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",91.5,NA,69.5749,-138.8631,76,"Jul",7
"549","Salix richardsonii",NA,NA,NA,NA,14.32258065,NA,NA,NA,NA,718,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",62,NA,69.5749,-138.8631,76,"Jul",7
"550","Salix richardsonii",NA,NA,NA,NA,9.990654206,NA,NA,NA,NA,1158,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",107,NA,69.5749,-138.8631,76,"Jul",7
"551","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"552","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,333,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"553","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,332.7,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"554","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,849,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"555","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,343.3,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.10549,-138.6618,1693,"Jul",7
"556","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,488.8,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.1726,-138.3824,980,"Jul",7
"557","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,556.3,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.1726,-138.3824,980,"Jul",7
"558","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,570.9,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.1726,-138.3824,980,"Jul",7
"559","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,530.3,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.1726,-138.3824,980,"Jul",7
"560","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,330.6,NA,NA,"2014","July","source",NA,"Kluane","",NA,NA,61.1726,-138.3824,980,"Jul",7
"561","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"562","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"563","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,901,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"564","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,622,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"565","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,719,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"566","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,962,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"567","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"568","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1058,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"569","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,980,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,NA,69.5749,-138.8631,76,"Jul",7
"570","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.744760479,69.5749,-138.8631,76,"Jul",7
"571","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.803592814,69.5749,-138.8631,76,"Jul",7
"572","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.657327586,69.5749,-138.8631,76,"Jul",7
"573","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.70095518,69.5749,-138.8631,76,"Jul",7
"574","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.748654467,69.5749,-138.8631,76,"Jul",7
"575","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.659192825,61.10549,-138.6618,1693,"Jul",7
"576","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.538229982,61.10549,-138.6618,1693,"Jul",7
"577","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.544132918,61.10549,-138.6618,1693,"Jul",7
"578","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.614583333,61.10549,-138.6618,1693,"Jul",7
"579","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.572864322,61.10549,-138.6618,1693,"Jul",7
"580","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.554140127,61.1726,-138.3824,980,"Jul",7
"581","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.534847051,61.1726,-138.3824,980,"Jul",7
"582","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.641657335,61.1726,-138.3824,980,"Jul",7
"583","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.699870634,61.1726,-138.3824,980,"Jul",7
"584","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Kluane","",NA,0.548472076,61.1726,-138.3824,980,"Jul",7
"585","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.65290222,69.5749,-138.8631,76,"Jul",7
"586","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.703477444,69.5749,-138.8631,76,"Jul",7
"587","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.74516129,69.5749,-138.8631,76,"Jul",7
"588","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.726870079,69.5749,-138.8631,76,"Jul",7
"589","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","July","source",NA,"Qikiqtaruk","",NA,0.718028696,69.5749,-138.8631,76,"Jul",7
"590","Salix richardsonii",NA,NA,NA,NA,9.566791511,NA,NA,NA,NA,428.7,0.09,NA,"2015","203","source",0.445,"Qikiqtaruk","HE15PTS1",40.05,0.715343915,69.57645,-138.994435,49,"22/07/2015",7
"591","Salix richardsonii",NA,NA,NA,NA,10.19388464,NA,NA,NA,NA,609.6,0.195,NA,"2015","203","source",0.368974359,"Qikiqtaruk","HE15PTS1",71.95,0.69339207,69.57645,-138.994435,49,"22/07/2015",7
"592","Salix richardsonii",NA,NA,NA,NA,10.6117837,NA,NA,NA,NA,468.1,0.145,NA,"2015","206","source",0.427241379,"Qikiqtaruk","HE15PTS2",61.95,0.717326733,69.57677,138.90984,29,"25/07/2015",7
"593","Salix richardsonii",NA,NA,NA,NA,11.48864418,NA,NA,NA,NA,784.7,0.225,NA,"2015","206","source",0.322888889,"Qikiqtaruk","HE15PTS2",72.65,0.65778781,69.57677,138.90984,29,"25/07/2015",7
"594","Salix richardsonii",NA,NA,NA,NA,12.30016051,NA,NA,NA,NA,440.7,0.085,NA,"2015","206","source",0.366470588,"Qikiqtaruk","HE15PTS2",31.15,0.653741497,69.57677,138.90984,29,"25/07/2015",7
"595","Salix richardsonii",NA,NA,NA,NA,11.6475827,NA,NA,NA,NA,531.3,0.1,NA,"2015","206","source",0.393,"Qikiqtaruk","HE15PTS3",39.3,0.731313131,69.56985,138.89821,-4,"25/07/2015",7
"596","Salix richardsonii",NA,NA,NA,NA,11.61092715,NA,NA,NA,NA,348.3,0.085,NA,"2015","206","source",0.355294118,"Qikiqtaruk","HE15PTS3",30.2,0.717312349,69.56985,138.89821,-4,"25/07/2015",7
"597","Salix richardsonii",NA,NA,NA,NA,9.796788141,NA,NA,NA,NA,856.1,0.205,NA,"2015","206","source",0.394878049,"Qikiqtaruk","HE15PTS3",80.95,0.720276498,69.56985,138.89821,-4,"25/07/2015",7
"598","Salix richardsonii",NA,NA,NA,NA,20.20352997,NA,NA,NA,NA,723.9,0.165,NA,"2015","206","source",0.190575758,"Qikiqtaruk","HE15PTS3",31.445,0.662912309,69.56985,138.89821,-4,"25/07/2015",7
"599","Salix richardsonii",NA,NA,NA,NA,10.16045627,NA,NA,NA,NA,621.5,0.18,NA,"2015","206","source",0.365277778,"Qikiqtaruk","HE15PTS3",65.75,0.673846154,69.56985,138.89821,-4,"25/07/2015",7
"600","Salix richardsonii",NA,NA,NA,NA,14.39469129,NA,NA,NA,NA,1135.6,0.245,NA,"2015","207","source",0.353673469,"Qikiqtaruk","HE15PTS5",86.65,0.560465116,69.57794,138.94218,40,"26/07/2015",7
"601","Salix richardsonii",NA,NA,NA,NA,9.98019802,NA,NA,NA,NA,500.1,0.075,NA,"2015","207","source",0.538666667,"Qikiqtaruk","HE15PTS5",40.4,0.487905605,69.57794,138.94218,40,"26/07/2015",7
"602","Salix richardsonii",NA,NA,NA,NA,11.58942065,NA,NA,NA,NA,934,0.14,NA,"2015","207","source",0.425357143,"Qikiqtaruk","HE15PTS5",59.55,0.594944708,69.57794,138.94218,40,"26/07/2015",7
"603","Salix richardsonii",NA,NA,NA,NA,10.81847826,NA,NA,NA,NA,554.3,0.095,NA,"2015","207","source",0.484210526,"Qikiqtaruk","HE15PTS5",46,0.72305141,69.57794,138.94218,40,"26/07/2015",7
"604","Salix richardsonii",NA,NA,NA,NA,9.736352357,NA,NA,NA,NA,929.7,0.215,NA,"2015","207","source",0.374883721,"Qikiqtaruk","HE15PTS5",80.6,0.604516129,69.57794,138.94218,40,"26/07/2015",7
"605","Salix richardsonii",NA,NA,NA,NA,10.40228789,NA,NA,NA,NA,540.9,0.125,NA,"2015","213","source",0.4196,"Qikiqtaruk","HE15PTS9",52.45,0.745414527,69.58015,138.92355,74,"01/08/2015",8
"606","Salix richardsonii",NA,NA,NA,NA,10.62539185,NA,NA,NA,NA,811.4,0.16,NA,"2015","213","source",0.39875,"Qikiqtaruk","HE15PTS9",63.8,0.659183673,69.58015,138.92355,74,"01/08/2015",8
"607","Salix richardsonii",NA,NA,NA,NA,10.14553473,NA,NA,NA,NA,388.2,0.1,NA,"2015","213","source",0.4535,"Qikiqtaruk","HE15PTS9",45.35,0.708597285,69.58015,138.92355,74,"01/08/2015",8
"608","Salix richardsonii",NA,NA,NA,NA,9.579346558,NA,NA,NA,NA,689.1,0.18,NA,"2015","213","source",0.476111111,"Qikiqtaruk","HE15PTS9",85.7,0.689626556,69.58015,138.92355,74,"01/08/2015",8
"609","Salix richardsonii",NA,NA,NA,NA,8.855405405,NA,NA,NA,NA,307.6,0.075,NA,"2015","213","source",0.493333333,"Qikiqtaruk","HE15PTS9",37,0.756256801,69.58015,138.92355,74,"01/08/2015",8
"610","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,337.6,NA,NA,"2015","203","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"611","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,857.3,NA,NA,"2015","203","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"22/07/2015",7
"612","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,846.7,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"613","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,884.6,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"614","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,325.6,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS2",NA,NA,69.57677,138.90984,29,"25/07/2015",7
"615","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,384.2,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"616","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"617","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"618","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,546.7,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"619","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,714.6,NA,NA,"2015","206","source",NA,"Qikiqtaruk","HE15PTS3",NA,NA,69.56985,138.89821,-4,"25/07/2015",7
"620","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1359,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"621","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,306.3,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"622","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,446.3,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"623","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,441,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"624","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,639.8,NA,NA,"2015","207","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"26/07/2015",7
"625","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,550.3,NA,NA,"2015","213","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"01/08/2015",8
"626","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,544.4,NA,NA,"2015","213","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"01/08/2015",8
"627","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,"2015","213","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"01/08/2015",8
"628","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,952.8,NA,NA,"2015","213","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"01/08/2015",8
"629","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,347.7,NA,NA,"2015","213","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"01/08/2015",8
"630","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
"631","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
"632","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
"633","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
"634","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS1",NA,NA,69.57645,-138.994435,49,"24/07/2016",7
"635","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"636","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"637","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"638","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"639","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS5",NA,NA,69.57794,138.94218,40,"24/07/2016",7
"640","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"24/07/2016",7
"641","Salix richardsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,"2016","206","source",NA,"Qikiqtaruk","HE15PTS9",NA,NA,69.58015,138.92355,74,"24/07/2016",7
