"","...1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"18",272,272,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",4.8,NA,NA,NA,22,20,11,5,4,5,"H15SA7",NA,"2",4.66666666666667,17.6666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",273,273,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA8",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",274,274,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",0.8,NA,NA,NA,NA,NA,NA,18,NA,NA,"H15SA9",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",334,334,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA1",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",335,335,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA10",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",336,336,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA11",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",337,337,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA12",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",338,338,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA13",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",339,339,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA14",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",340,340,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA15",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",341,341,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA16",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",342,342,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA17",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",343,343,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA18",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",344,344,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA19",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",345,345,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA2",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",346,346,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA20",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",347,347,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",4,NA,NA,NA,26,35,21,13,NA,NA,"HE16SA3",NA,"1",NA,27.3333333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",348,348,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA4",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",349,349,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA5",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",350,350,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",3.5,NA,NA,NA,17,14,6,10,5,4,"HE16SA6",NA,"1",6.33333333333333,12.3333333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",351,351,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",4,NA,NA,NA,17,16,6,7,NA,NA,"HE16SA7",NA,"1",NA,13,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",352,352,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",2.9,NA,NA,NA,10,17,NA,13,NA,NA,"HE16SA8",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",353,353,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA9",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",461,461,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA1",NA,"2",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",462,462,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",2.5,NA,NA,NA,22,26,18,15,8,NA,"K15PSA10",NA,"2",NA,22,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",463,463,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",2.9,NA,NA,NA,25,29,22,10,13,11,"K15PSA11",NA,"2",11.3333333333333,25.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",464,464,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",2.7,NA,NA,NA,31,24,25,4,4,8,"K15PSA12",NA,"2",5.33333333333333,26.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",465,465,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",2.1,NA,NA,NA,27,27,13,9,4,10,"K15PSA13",NA,"2",7.66666666666667,22.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",466,466,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA14",NA,"2",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",467,467,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",4.6,NA,NA,NA,32,31,19,11,9,NA,"K15PSA15",NA,"2",NA,27.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",468,468,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",5,NA,NA,NA,35,33,40,15,9,15,"K15PSA2",NA,"2",13,36,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",469,469,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA3",NA,"2",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",470,470,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA4",NA,"2",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",471,471,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSA5",NA,"2",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",472,472,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",1.1,NA,NA,NA,15,21,15,14,10,10,"K15PSA6",NA,"2",11.3333333333333,17,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",473,473,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",1.9,NA,NA,NA,44,45,35,13,12,11,"K15PSA7",NA,"2",12,41.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",474,474,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",2.7,NA,NA,NA,42,34,30,8,11,NA,"K15PSA8",NA,"2",NA,35.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",475,475,"JB",2015,"Salix arctica","Common_garden",NA,8,14,"2017",6.2,NA,NA,NA,33,38,36,8,12,8,"K15PSA9",NA,"2",9.33333333333333,35.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",537,537,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",538,538,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA10",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",539,539,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA11",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",540,540,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA12",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",541,541,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA13",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",542,542,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA14",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",543,543,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA15",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",544,544,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA16",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",545,545,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA17",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",546,546,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA18",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",547,547,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA19",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",548,548,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",549,549,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA20",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",550,550,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",551,551,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",552,552,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",1.7,NA,NA,NA,12,11,8,5,6,3,"KP16SA5",NA,"1",4.66666666666667,10.3333333333333,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",553,553,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",2.9,NA,NA,NA,18,10,10,7,4,NA,"KP16SA6",NA,"1",NA,12.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",554,554,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA7",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",555,555,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA8",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",556,556,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA9",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",683,683,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",684,684,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",1.7,NA,NA,NA,25,20,15,11,7,NA,"PC16CESA2",NA,"1",NA,20,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",685,685,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",686,686,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",687,687,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESA5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",708,708,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",709,709,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",710,710,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",711,711,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",712,712,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSA5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",733,733,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",734,734,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",735,735,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",736,736,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",737,737,"SAB",2016,"Salix arctica","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSA5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",758,758,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",1.3,NA,NA,NA,11,16,NA,6,NA,NA,"PP16MSA1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",759,759,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSA2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",760,760,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSA3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",761,761,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16MSA4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",762,762,"JA",2016,"Salix arctica","Common_garden",NA,8,13,"2017",4.2,NA,NA,NA,23,15,18,8,6,NA,"PP16MSA5",NA,"1",NA,18.6666666666667,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",783,783,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA1",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",784,784,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",3.6,NA,NA,NA,36.35,28.65,31.8,15.63,24.17,9.05,"H15SA10",NA,"3",16.2833333333333,32.2666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",785,785,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",0.5,NA,NA,NA,7.65,8.3,9.54,1.96,1.44,1.15,"H15SA11",NA,"3",1.51666666666667,8.49666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",786,786,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",3.6,NA,NA,NA,27.82,25.01,21.86,3.48,4.77,3.59,"H15SA12",NA,"3",3.94666666666667,24.8966666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",787,787,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",4.1,NA,NA,NA,22.02,19.37,18.8,4.67,4.29,3.29,"H15SA14",NA,"3",4.08333333333333,20.0633333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",788,788,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA16",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",789,789,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SA17",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",790,790,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",2.8,NA,NA,NA,2.98,3.1,1.99,0.88,0.76,0.92,"H15SA18",NA,"3",0.853333333333333,2.69,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",791,791,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",3,NA,NA,NA,31.91,16.48,13.78,3.32,2.28,1.57,"H15SA19",NA,"3",2.39,20.7233333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",792,792,"JB",2015,"Salix arctica","Common_garden",NA,8,18,"2018",5.8,NA,NA,NA,17.3,19.6,24.61,4.59,5.23,3.03,"H15SA20",NA,"3",4.28333333333333,20.5033333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
