"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"1749","SAB","KP16Sa18",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA18",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","SAB","KP16Sa19",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA19",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","SAB","KP16Sa20",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA20",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","JA","KP16Sa5",2016,"Salix arctica","Kluane","2019",1.2,NA,NA,NA,16.43,22.1,18.03,12.78,7.81,9.21,"KP16SA5",NA,3,18.8533333333333,9.93333333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","SAB","KP16Sa6",2016,"Salix arctica","Kluane","2019",4.6,NA,NA,NA,20.95,27.37,24.96,9.54,6.03,NA,"KP16SA6",NA,3,24.4266666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","SAB","KP16Sa8",2016,"Salix arctica","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SA8",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","CF","KP16Sp1",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","SL","KP16Sp11",2016,"Salix pulchra","Kluane","2019",2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP11",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","SL","KP16Sp13",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","SL","KP16Sp14",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP14",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","JG","KP16Sp16",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP16",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","JG","KP16Sp17",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP17",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","JG","KP16Sp18",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP18",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","JG","KP16Sp19",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP19",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","CF","KP16Sp2",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP2",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","SL","KP16Sp21",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP21",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","SL","KP16Sp22",2016,"Salix pulchra","Kluane","2019",20.3,NA,NA,NA,23.67,45.18,52.25,59.09,22.6,22.9,"KP16SP22",NA,3,40.3666666666667,34.8633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","SL","KP16Sp23",2016,"Salix pulchra","Kluane","2019",19.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP23",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","SL","KP16Sp24",2016,"Salix pulchra","Kluane","2019",17.6,NA,NA,NA,46.64,38.04,36.95,46.82,29.02,25.25,"KP16SP24",NA,3,40.5433333333333,33.6966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","SL","KP16Sp25",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP25",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","IMS","KP16Sp26",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP26",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","IMS","KP16Sp27",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP27",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","IMS","KP16Sp28",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP28",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","IMS","KP16Sp29",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP29",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","CF","KP16Sp3",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP3",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","IMS","KP16Sp30",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP30",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","AB","KP16Sp32",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP32",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","AB","KP16Sp33",2016,"Salix pulchra","Kluane","2019",26.4,NA,NA,NA,37.57,40.71,40.69,134.5,149.9,101,"KP16SP33",NA,3,39.6566666666667,128.466666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","AB","KP16Sp34",2016,"Salix pulchra","Kluane","2019",12,NA,NA,NA,NA,NA,NA,8.77,23.1,15.96,"KP16SP34",NA,3,NA,15.9433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","AB","KP16Sp35",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP35",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","JG","KP16Sp36",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP36",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","JG","KP16Sp37",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP37",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","JG","KP16Sp38",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP38",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","JG","KP16Sp39",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP39",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","IMS","KP16Sp41",2016,"Salix pulchra","Kluane","2019",10.9,NA,NA,NA,29.7,29,27.31,16.1,23.33,7.01,"KP16SP41",NA,3,28.67,15.48,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","CF","KP16Sp42",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP42",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","CF","KP16Sp43",2016,"Salix pulchra","Kluane","2019",17.5,NA,NA,NA,18.08,23.68,21.57,41.1,25.63,17.66,"KP16SP43",NA,3,21.11,28.13,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","CF","KP16Sp44",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP44",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","CF","KP16Sp45",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP45",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","CF","KP16Sp46",2016,"Salix pulchra","Kluane","2019",20.1,NA,NA,NA,28.58,36.98,41.7,24.82,38.04,28.94,"KP16SP46",NA,3,35.7533333333333,30.6,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","MG","KP16Sp47",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP47",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","MG","KP16Sp48",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP48",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","CF","KP16Sp5",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP5",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","CF","KP16Sp51",2016,"Salix pulchra","Kluane","2019",27.4,NA,NA,NA,31.94,37.16,34.5,38.68,37.08,16.73,"KP16SP51",NA,3,34.5333333333333,30.83,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","CF","KP16Sp52",2016,"Salix pulchra","Kluane","2019",17,NA,NA,NA,24.92,26.41,30.61,216,10.37,21.7,"KP16SP52",NA,3,27.3133333333333,82.69,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","CF","KP16Sp53",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP53",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","CF","KP16Sp54",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP54",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","CF","KP16Sp55",2016,"Salix pulchra","Kluane","2019",26.2,NA,NA,NA,24.12,24.94,27.25,13.93,23.05,10.06,"KP16SP55",NA,3,25.4366666666667,15.68,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","JG","KP16Sp56",2016,"Salix pulchra","Kluane","2019",15.5,NA,NA,NA,28.79,30.62,30.41,20.6,62.06,34.93,"KP16SP56",NA,3,29.94,39.1966666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","JG","KP16Sp57",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP57",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","JG","KP16Sp58",2016,"Salix pulchra","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP58",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","JG","KP16Sp59",2016,"Salix pulchra","Kluane","2019",14.7,NA,NA,NA,49.08,36.66,35.93,40.1,32.83,37.55,"KP16SP59",NA,3,40.5566666666667,36.8266666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","JG","KP16Sp60",2016,"Salix pulchra","Kluane","2019",23.4,NA,NA,NA,32.43,28.16,31.21,44.52,34.69,52.98,"KP16SP60",NA,3,30.6,44.0633333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","LB","KP16Sr1",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR1",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","EW","KP16Sr11",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR11",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","EW","KP16Sr12",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","EW","KP16Sr12",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR12",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","EW","KP16Sr13",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR13",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","EW","KP16Sr16",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR16",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","EW","KP16Sr17",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR17",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","EW","KP16Sr18",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR18",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","EW","KP16Sr19",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR19",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","EW","KP16Sr20",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR20",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","LB","KP16Sr21",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR21",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","LB","KP16Sr22",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR22",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","LB","KP16Sr23",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR23",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","LB","KP16Sr24",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR24",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","LB","KP16Sr25",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR25",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","IR","KP16Sr26",2016,"Salix richardsonii","Kluane","2019",25.5,NA,NA,NA,37.13,40.99,37.15,40.88,35.93,27.38,"KP16SR26",NA,3,38.4233333333333,34.73,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","IR","KP16Sr27",2016,"Salix richardsonii","Kluane","2019",23,NA,NA,NA,43.93,43.06,43.44,69.45,35.81,68.91,"KP16SR27",NA,3,43.4766666666667,58.0566666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","IR","KP16Sr28",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR28",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","IR","KP16Sr29",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR29",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","IR","KP16Sr30",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR30",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","AC","KP16Sr31",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR31",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","AC","KP16Sr32",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR32",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","AC","KP16Sr33",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR33",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","AC","KP16Sr34",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR34",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","AC","KP16Sr35",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR35",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","GD","KP16Sr36",2016,"Salix richardsonii","Kluane","2019",12.8,NA,NA,NA,40.96,40.93,34.86,65.98,26.28,10.97,"KP16SR36",NA,3,38.9166666666667,34.41,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","GD","KP16Sr37",2016,"Salix richardsonii","Kluane","2019",45.5,NA,NA,NA,42.98,49.12,49.51,93.22,187,106.1,"KP16SR37",NA,3,47.2033333333333,128.773333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","GD","KP16Sr38",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR38",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","GD","KP16Sr39",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR39",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","GD","KP16Sr40",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR40",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","LB","KP16Sr41",2016,"Salix richardsonii","Kluane","2019",18.9,NA,NA,NA,29.29,33.56,33.27,76.14,69.14,63.35,"KP16SR41",NA,3,32.04,69.5433333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","LB","KP16Sr43",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR43",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","LB","KP16Sr44",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR44",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","LB","KP16Sr45",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR45",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836","IR","KP16Sr46",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR46",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837","GD","KP16Sr51",2016,"Salix richardsonii","Kluane","2019",7.8,NA,NA,NA,25.61,39.24,41.65,85.5,77,41.46,"KP16SR51",NA,3,35.5,67.9866666666667,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838","GD","KP16Sr52",2016,"Salix richardsonii","Kluane","2019",37.6,NA,NA,NA,43.37,45.68,43.27,46.42,76.12,74.3,"KP16SR52",NA,3,44.1066666666667,65.6133333333333,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839","GD","KP16Sr53",2016,"Salix richardsonii","Kluane","2019",10,NA,NA,NA,38.95,38.29,27.61,48.06,37.62,36.81,"KP16SR53",NA,3,34.95,40.83,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","GD","KP16Sr54",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR54",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","GD","KP16Sr55",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR55",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","EW","KP16Sr56",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR56",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1843","EW","KP16Sr57",2016,"Salix richardsonii","Kluane","2019",35.4,NA,NA,NA,39.43,38.76,43.81,129.21,116.47,139.34,"KP16SR57",NA,3,40.6666666666667,128.34,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1844","EW","KP16Sr58",2016,"Salix richardsonii","Kluane","2019",8.6,NA,NA,NA,38.9,37.33,37.91,80.08,6.6,NA,"KP16SR58",NA,3,38.0466666666667,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1845","EW","KP16Sr59",2016,"Salix richardsonii","Kluane","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SR59",NA,3,NA,NA,NA,"Southern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
