"","SampleYear","Site","Canopy_Height_cm","SampleID","Width_cm","Width_2_cm","Species","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong"
"553",2014,"Kluane",95,"KL-SPS 1",361,NA,"Salix pulchra",NA,NA,NA,NA
"554",2014,"Kluane",51,"KL-SPS 10",200,NA,"Salix pulchra",NA,NA,NA,NA
"555",2014,"Kluane",106,"KL-SPS 12",429,NA,"Salix pulchra",NA,NA,NA,NA
"556",2014,"Kluane",53,"KL-SPS 13",293,NA,"Salix pulchra",NA,NA,NA,NA
"557",2014,"Kluane",39,"KL-SPS 14",105,NA,"Salix pulchra",NA,NA,NA,NA
"558",2014,"Kluane",67,"KL-SPS 15",130,NA,"Salix pulchra",NA,NA,NA,NA
"559",2014,"Kluane",77,"KL-SPS 16",176,NA,"Salix pulchra",NA,NA,NA,NA
"560",2014,"Kluane",61,"KL-SPS 17",196,NA,"Salix pulchra",NA,NA,NA,NA
"561",2014,"Kluane",67,"KL-SPS 18",132,NA,"Salix pulchra",NA,NA,NA,NA
"562",2014,"Kluane",93,"KL-SPS 19",208,NA,"Salix pulchra",NA,NA,NA,NA
"563",2014,"Kluane",104,"KL-SPS 2",208,NA,"Salix pulchra",NA,NA,NA,NA
"564",2014,"Kluane",51,"KL-SPS 20",123,NA,"Salix pulchra",NA,NA,NA,NA
"565",2014,"Kluane",124,"KL-SPS 3",287,NA,"Salix pulchra",NA,NA,NA,NA
"566",2014,"Kluane",87,"KL-SPS 4",324,NA,"Salix pulchra",NA,NA,NA,NA
"567",2014,"Kluane",88,"KL-SPS 5",272,NA,"Salix pulchra",NA,NA,NA,NA
"568",2014,"Kluane",66,"KL-SPS 6",202,NA,"Salix pulchra",NA,NA,NA,NA
"569",2014,"Kluane",44,"KL-SPS 7",143,NA,"Salix pulchra",NA,NA,NA,NA
"570",2014,"Kluane",50,"KL-SPS 8",146,NA,"Salix pulchra",NA,NA,NA,NA
"571",2014,"Kluane",55,"KL-SPS 9",109,NA,"Salix pulchra",NA,NA,NA,NA
"572",2014,"Kluane",73.1,"KL-SRS 1",196,NA,"Salix richardsonii",NA,NA,NA,NA
"573",2014,"Kluane",47,"KL-SRS 12",66,NA,"Salix richardsonii",NA,NA,NA,NA
"574",2014,"Kluane",54,"KL-SRS 13",185,NA,"Salix richardsonii",NA,NA,NA,NA
"575",2014,"Kluane",56,"KL-SRS 14",119,NA,"Salix richardsonii",NA,NA,NA,NA
"576",2014,"Kluane",70,"KL-SRS 15",143,NA,"Salix richardsonii",NA,NA,NA,NA
"577",2014,"Kluane",51,"KL-SRS 16",139,NA,"Salix richardsonii",NA,NA,NA,NA
"578",2014,"Kluane",62,"KL-SRS 19",176,NA,"Salix richardsonii",NA,NA,NA,NA
"579",2014,"Kluane",80.3,"KL-SRS 2",181,NA,"Salix richardsonii",NA,NA,NA,NA
"580",2014,"Kluane",61,"KL-SRS 3",143,NA,"Salix richardsonii",NA,NA,NA,NA
"581",2014,"Kluane",56.6,"KL-SRS 4",186,NA,"Salix richardsonii",NA,NA,NA,NA
"582",2014,"Kluane",57.5,"KL-SRS 5",137,NA,"Salix richardsonii",NA,NA,NA,NA
"583",2014,"Kluane",44.5,"KL-SRS 7",126,NA,"Salix richardsonii",NA,NA,NA,NA
"584",2014,"Kluane",63,"KL-SRS 8",68,NA,"Salix richardsonii",NA,NA,NA,NA
"585",2013,"Kluane",64,"KL-SRE 8",124,89,"Salix richardsonii",NA,NA,NA,NA
"586",2013,"Kluane",150,"KL-SPC 1",487,355,"Salix pulchra",NA,NA,NA,NA
"587",2013,"Kluane",150,"KL-SPC 1",487,355,"Salix pulchra",NA,NA,NA,NA
"588",2013,"Kluane",41,"KL-SPC 10",344,259,"Salix pulchra",NA,NA,NA,NA
"589",2013,"Kluane",41,"KL-SPC 10",344,259,"Salix pulchra",NA,NA,NA,NA
"590",2013,"Kluane",83,"KL-SPC 11",397,298,"Salix pulchra",NA,NA,NA,NA
"591",2013,"Kluane",97,"KL-SPC 12",419,176,"Salix pulchra",NA,NA,NA,NA
"592",2013,"Kluane",102,"KL-SPC 13",128,126,"Salix pulchra",NA,NA,NA,NA
"593",2013,"Kluane",102,"KL-SPC 13",128,126,"Salix pulchra",NA,NA,NA,NA
"594",2013,"Kluane",166,"KL-SPC 14",345,157,"Salix pulchra",NA,NA,NA,NA
"595",2013,"Kluane",111,"KL-SPC 15",490,NA,"Salix pulchra",NA,NA,NA,NA
"596",2013,"Kluane",77,"KL-SPC 2",453,223,"Salix pulchra",NA,NA,NA,NA
"597",2013,"Kluane",77,"KL-SPC 2",453,223,"Salix pulchra",NA,NA,NA,NA
"598",2013,"Kluane",118,"KL-SPC 3",447,339,"Salix pulchra",NA,NA,NA,NA
"599",2013,"Kluane",118,"KL-SPC 3",447,339,"Salix pulchra",NA,NA,NA,NA
"600",2013,"Kluane",95,"KL-SPC 4",462,155,"Salix pulchra",NA,NA,NA,NA
"601",2013,"Kluane",220,"KL-SPC 5",NA,296,"Salix pulchra",NA,NA,NA,NA
"602",2013,"Kluane",42,"KL-SPC 6",194,108,"Salix pulchra",NA,NA,NA,NA
"603",2013,"Kluane",51,"KL-SPC 7",NA,249,"Salix pulchra",NA,NA,NA,NA
"604",2013,"Kluane",62,"KL-SPC 8",466,282,"Salix pulchra",NA,NA,NA,NA
"605",2013,"Kluane",62,"KL-SPC 8",466,282,"Salix pulchra",NA,NA,NA,NA
"606",2013,"Kluane",48,"KL-SPC 9",374,354,"Salix pulchra",NA,NA,NA,NA
"607",2013,"Kluane",48,"KL-SPC 9",374,354,"Salix pulchra",NA,NA,NA,NA
"608",2013,"Kluane",163,"KL-SRC 1",275,178,"Salix richardsonii",NA,NA,NA,NA
"609",2013,"Kluane",69,"KL-SRC 10",178,237,"Salix richardsonii",NA,NA,NA,NA
"610",2013,"Kluane",137,"KL-SRC 11",327,288,"Salix richardsonii",NA,NA,NA,NA
"611",2013,"Kluane",161,"KL-SRC 12",325,394,"Salix richardsonii",NA,NA,NA,NA
"612",2013,"Kluane",138,"KL-SRC 13",202,134,"Salix richardsonii",NA,NA,NA,NA
"613",2013,"Kluane",193,"KL-SRC 14",215,149,"Salix richardsonii",NA,NA,NA,NA
"614",2013,"Kluane",178,"KL-SRC 15",510,NA,"Salix richardsonii",NA,NA,NA,NA
"615",2013,"Kluane",146,"KL-SRC 3",184,169,"Salix richardsonii",NA,NA,NA,NA
"616",2013,"Kluane",134,"KL-SRC 4",NA,201,"Salix richardsonii",NA,NA,NA,NA
"617",2013,"Kluane",118,"KL-SRC 5",156,74,"Salix richardsonii",NA,NA,NA,NA
"618",2013,"Kluane",155,"KL-SRC 7",198,178,"Salix richardsonii",NA,NA,NA,NA
"619",2013,"Kluane",38,"KL-SRC 8",112,78,"Salix richardsonii",NA,NA,NA,NA
"620",2013,"Kluane",53,"KL-SRC 9",179,134,"Salix richardsonii",NA,NA,NA,NA
"621",2013,"Kluane",58,"KL-SPE 11",128,99,"Salix pulchra",NA,NA,NA,NA
"622",2013,"Kluane",41,"KL-SPE 12",37,82,"Salix pulchra",NA,NA,NA,NA
"623",2013,"Kluane",72,"KL-SPE 14",184,140,"Salix pulchra",NA,NA,NA,NA
"624",2013,"Kluane",27,"KL-SPE 15",136,103,"Salix pulchra",NA,NA,NA,NA
"625",2013,"Kluane",46,"KL-SPE 2",227,170,"Salix pulchra",NA,NA,NA,NA
"626",2013,"Kluane",44,"KL-SPE 3",118,111,"Salix pulchra",NA,NA,NA,NA
"627",2013,"Kluane",52,"KL-SPE 4",218,173,"Salix pulchra",NA,NA,NA,NA
"628",2013,"Kluane",35,"KL-SPE 5",108,567,"Salix pulchra",NA,NA,NA,NA
"629",2013,"Kluane",37,"KL-SPE 6",54,40,"Salix pulchra",NA,NA,NA,NA
"630",2013,"Kluane",66,"KL-SPE 7",274,174,"Salix pulchra",NA,NA,NA,NA
"631",2013,"Kluane",47,"KL-SPE 8",262,148,"Salix pulchra",NA,NA,NA,NA
"632",2013,"Kluane",58,"KL-SPE 9",259,251,"Salix pulchra",NA,NA,NA,NA
"633",2013,"Kluane",43,"KL-SRE 1",145,92,"Salix richardsonii",NA,NA,NA,NA
"634",2013,"Kluane",34,"KL-SRE 11",62,56,"Salix richardsonii",NA,NA,NA,NA
"635",2013,"Kluane",36,"KL-SRE 12",46,27,"Salix richardsonii",NA,NA,NA,NA
"636",2013,"Kluane",43,"KL-SRE 13",130,89,"Salix richardsonii",NA,NA,NA,NA
"637",2013,"Kluane",35,"KL-SRE 14",62,142,"Salix richardsonii",NA,NA,NA,NA
"638",2013,"Kluane",48,"KL-SRE 15",119,69,"Salix richardsonii",NA,NA,NA,NA
"639",2013,"Kluane",49,"KL-SRE 3",48,39,"Salix richardsonii",NA,NA,NA,NA
"640",2013,"Kluane",36,"KL-SRE 5",60,42,"Salix richardsonii",NA,NA,NA,NA
"641",2021,"Kluane",193,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"642",2021,"Kluane",144,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"643",2021,"Kluane",98,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"644",2021,"Kluane",42,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"645",2021,"Kluane",NA,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"646",2021,"Kluane",119,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"647",2021,"Kluane",95,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"648",2021,"Kluane",136,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"649",2021,"Kluane",159,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"650",2021,"Kluane",183,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"651",2021,"Kluane",156,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"652",2021,"Kluane",74,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"653",2021,"Kluane",103,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"654",2021,"Kluane",110,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"655",2021,"Kluane",92,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"656",2021,"Kluane",130,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"657",2021,"Kluane",104,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"658",2021,"Kluane",119,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"659",2021,"Kluane",93,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"660",2021,"Kluane",102,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"661",2021,"Kluane",8.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"662",2021,"Kluane",18.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"663",2021,"Kluane",6.7,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"664",2021,"Kluane",58,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"665",2021,"Kluane",6.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"666",2021,"Kluane",69,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"667",2014,"Kluane",2.3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"668",2014,"Kluane",3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"669",2014,"Kluane",4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"670",2014,"Kluane",1.9,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"671",2014,"Kluane",2.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"672",2014,"Kluane",4.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"673",2014,"Kluane",2.9,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"674",2014,"Kluane",4.1,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"675",2014,"Kluane",5.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"676",2014,"Kluane",6.4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"677",2015,"Qikiqtaruk",8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"678",2015,"Qikiqtaruk",9.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"679",2015,"Qikiqtaruk",6.1,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"680",2015,"Qikiqtaruk",4.4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"681",2015,"Qikiqtaruk",16.2,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"682",2015,"Qikiqtaruk",8.1,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"683",2015,"Qikiqtaruk",16.4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"684",2015,"Qikiqtaruk",9.2,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"685",2015,"Qikiqtaruk",11.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"686",2015,"Qikiqtaruk",18.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"687",2015,"Qikiqtaruk",14,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"688",2015,"Qikiqtaruk",18.3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"689",2015,"Qikiqtaruk",15.2,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"690",2015,"Qikiqtaruk",17.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"691",2015,"Qikiqtaruk",19.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"692",2015,"Qikiqtaruk",6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"693",2015,"Qikiqtaruk",10.3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"694",2015,"Qikiqtaruk",7.4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"695",2015,"Qikiqtaruk",2.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"696",2015,"Qikiqtaruk",5.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"697",2016,"Qikiqtaruk",5.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"698",2016,"Qikiqtaruk",3.2,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"699",2016,"Qikiqtaruk",7.2,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"700",2016,"Qikiqtaruk",5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"701",2016,"Qikiqtaruk",4.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"702",2016,"Qikiqtaruk",11.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"703",2016,"Qikiqtaruk",14.1,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"704",2016,"Qikiqtaruk",14.3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"705",2016,"Qikiqtaruk",18,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"706",2016,"Qikiqtaruk",13.9,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"707",2016,"Kluane",8.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"708",2016,"Kluane",6.7,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"709",2016,"Kluane",2.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"710",2016,"Kluane",5.9,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"711",2016,"Kluane",4.1,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"712",2016,"Kluane",6.7,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"713",2016,"Kluane",6.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"714",2016,"Kluane",12.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"715",2016,"Kluane",4.9,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"716",2016,"Kluane",5.7,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"717",2016,"Kluane",3.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"718",2016,"Kluane",7,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"719",2016,"Kluane",5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"720",2016,"Kluane",5.4,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"721",2016,"Kluane",6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"722",2017,"Kluane",4.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"723",2017,"Kluane",5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"724",2017,"Kluane",3,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"725",2017,"Kluane",5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"726",2017,"Kluane",5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"727",2017,"Kluane",9.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"728",2017,"Kluane",2.8,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"729",2017,"Kluane",3.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"730",2017,"Kluane",6.6,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"731",2017,"Kluane",5.5,NA,NA,NA,"Salix arctica",NA,NA,NA,NA
"732",2014,"Kluane",54.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"733",2014,"Kluane",37.4,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"734",2014,"Kluane",53,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"735",2014,"Kluane",66.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"736",2014,"Kluane",32.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"737",2014,"Kluane",50.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"738",2014,"Kluane",37.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"739",2014,"Kluane",21.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"740",2014,"Kluane",44.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"741",2014,"Kluane",67.6,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"742",2015,"Qikiqtaruk",21.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"743",2015,"Qikiqtaruk",21.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"744",2015,"Qikiqtaruk",30.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"745",2015,"Qikiqtaruk",24.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"746",2015,"Qikiqtaruk",21.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"747",2015,"Qikiqtaruk",41.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"748",2015,"Qikiqtaruk",32.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"749",2015,"Qikiqtaruk",25.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"750",2015,"Qikiqtaruk",50.6,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"751",2015,"Qikiqtaruk",47.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"752",2015,"Qikiqtaruk",21.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"753",2015,"Qikiqtaruk",23.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"754",2015,"Qikiqtaruk",21.4,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"755",2015,"Qikiqtaruk",12,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"756",2015,"Qikiqtaruk",33.6,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"757",2015,"Qikiqtaruk",27.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"758",2015,"Qikiqtaruk",22.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"759",2015,"Qikiqtaruk",29.4,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"760",2015,"Qikiqtaruk",20.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"761",2015,"Qikiqtaruk",28.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"762",2016,"Qikiqtaruk",20.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"763",2016,"Qikiqtaruk",24.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"764",2016,"Qikiqtaruk",23.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"765",2016,"Qikiqtaruk",29,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"766",2016,"Qikiqtaruk",31.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"767",2016,"Qikiqtaruk",44,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"768",2016,"Qikiqtaruk",20.5,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"769",2016,"Qikiqtaruk",20,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"770",2016,"Qikiqtaruk",36.4,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"771",2016,"Qikiqtaruk",32.9,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"772",2016,"Kluane",32.2,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"773",2016,"Kluane",27,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"774",2016,"Kluane",28.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"775",2016,"Kluane",16.2,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"776",2016,"Kluane",61.3,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"777",2016,"Kluane",70.1,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"778",2016,"Kluane",26.6,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"779",2016,"Kluane",102.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"780",2016,"Kluane",282,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"781",2016,"Kluane",40.8,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"782",2017,"Kluane",107,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"783",2017,"Kluane",146,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"784",2017,"Kluane",106,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"785",2017,"Kluane",183,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"786",2017,"Kluane",126,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"787",2017,"Kluane",84,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"788",2017,"Kluane",62,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"789",2017,"Kluane",49,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"790",2017,"Kluane",84,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"791",2017,"Kluane",68,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"792",2017,"Kluane",81,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"793",2017,"Kluane",28,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"794",2017,"Kluane",40,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"795",2017,"Kluane",89,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"796",2017,"Kluane",33,NA,NA,NA,"Salix pulchra",NA,NA,NA,NA
"797",2014,"Kluane",73.1,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"798",2014,"Kluane",80.3,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"799",2014,"Kluane",61,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"800",2014,"Kluane",56.6,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"801",2014,"Kluane",57.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"802",2014,"Kluane",69,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"803",2014,"Kluane",69,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"804",2014,"Kluane",72,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"805",2014,"Kluane",61,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"806",2014,"Kluane",74,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"807",2015,"Qikiqtaruk",32.1,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"808",2015,"Qikiqtaruk",37.4,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"809",2015,"Qikiqtaruk",35,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"810",2015,"Qikiqtaruk",49.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"811",2015,"Qikiqtaruk",31,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"812",2015,"Qikiqtaruk",41.2,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"813",2015,"Qikiqtaruk",42.3,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"814",2015,"Qikiqtaruk",43.1,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"815",2015,"Qikiqtaruk",37.2,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"816",2015,"Qikiqtaruk",43,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"817",2015,"Qikiqtaruk",49.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"818",2015,"Qikiqtaruk",54.4,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"819",2015,"Qikiqtaruk",35.7,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"820",2015,"Qikiqtaruk",26.3,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"821",2015,"Qikiqtaruk",41.4,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"822",2015,"Qikiqtaruk",25.3,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"823",2015,"Qikiqtaruk",42.8,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"824",2015,"Qikiqtaruk",31.2,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"825",2015,"Qikiqtaruk",41,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"826",2015,"Qikiqtaruk",31,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"827",2016,"Qikiqtaruk",16.8,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"828",2016,"Qikiqtaruk",20.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"829",2016,"Qikiqtaruk",15.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"830",2016,"Qikiqtaruk",24,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"831",2016,"Qikiqtaruk",18.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"832",2016,"Qikiqtaruk",44.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"833",2016,"Qikiqtaruk",51.2,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"834",2016,"Qikiqtaruk",38.2,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"835",2016,"Qikiqtaruk",45.4,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"836",2016,"Qikiqtaruk",54.5,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"837",2016,"Qikiqtaruk",29.6,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"838",2016,"Qikiqtaruk",20.4,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
"839",2016,"Qikiqtaruk",32.6,NA,NA,NA,"Salix richardsonii",NA,NA,NA,NA
