"","...1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"599",1459,1459,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21_CLONE",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",1460,1460,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR22",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",1461,1461,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR23",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",1462,1462,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",13.4,NA,NA,NA,17.12,15.28,12.25,13.76,16.65,10.38,"H17SR24",NA,"2",13.5966666666667,14.8833333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",1463,1463,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",2.6,NA,NA,NA,NA,NA,NA,15.43,NA,NA,"H17SR25",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",1464,1464,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR26",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",1465,1465,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR27",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",1466,1466,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR28",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",1467,1467,"AC",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR29",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",1468,1468,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR3",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",1469,1469,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",7.9,NA,NA,NA,32.16,36.96,32.82,22.22,30.97,19.73,"H17SR30",NA,"2",24.3066666666667,33.98,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",1470,1470,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR31",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",1471,1471,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR32",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",1472,1472,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR33",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",1473,1473,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR34",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",1474,1474,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",3.6,NA,NA,NA,27.45,NA,NA,18.74,13.29,15.98,"H17SR35",NA,"2",16.0033333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",1475,1475,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",10.2,NA,NA,NA,32.22,28.15,28.69,54.89,43.2,27.37,"H17SR36",NA,"2",41.82,29.6866666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",1476,1476,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR37",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",1477,1477,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR38",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",1478,1478,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR39",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",1479,1479,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",7.8,NA,NA,NA,NA,NA,NA,39.43,NA,NA,"H17SR4",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",1480,1480,"EW",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR40",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",1481,1481,"LB",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",14.4,NA,NA,NA,NA,NA,NA,31.29,22.58,53.25,"H17SR5",NA,"2",35.7066666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",1482,1482,"GD",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR6",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",1483,1483,"GD",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",3.7,NA,NA,NA,24.28,22.94,24.92,19.3,13.91,13.62,"H17SR7",NA,"2",15.61,24.0466666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",1484,1484,"GD",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR8",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",1485,1485,"GD",2017,"Salix richardsonii","Common_garden",NA,8,23,"2019",12.4,NA,NA,NA,32.91,39.01,40,49.79,27.38,17.32,"H17SR9",NA,"2",31.4966666666667,37.3066666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",1536,1536,"LB",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR1",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",1537,1537,"GD",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",1.4,NA,NA,NA,18.5,17.08,22.65,14.69,NA,NA,"H18SR10",NA,"1",NA,19.41,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",1538,1538,"SW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR11",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",1539,1539,"SW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",0.7,NA,NA,NA,10.89,9.14,10.45,8.74,NA,NA,"H18SR12",NA,"1",NA,10.16,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",1540,1540,"SW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR13",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",1541,1541,"SW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR14",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",1542,1542,"SW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR15",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",1543,1543,"IR",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR16",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",1544,1544,"IR",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR17",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",1545,1545,"IR",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR18",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",1546,1546,"IR",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR19",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",1547,1547,"LB",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",19.6,NA,NA,NA,17.33,13.72,15.82,10.49,NA,NA,"H18SR2",NA,"1",NA,15.6233333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",1548,1548,"IR",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR20",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",1549,1549,"AC",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR21",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",1550,1550,"AC",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR22",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",1551,1551,"AC",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR23",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",1552,1552,"AC",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",10.2,NA,NA,NA,NA,NA,NA,37.8,19.03,13.38,"H18SR24",NA,"1",23.4033333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",1553,1553,"AC",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR25",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",1554,1554,"EW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR26",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",1555,1555,"EW",2018,"Salix richardsonii","Common_garden",NA,8,25,"2019",4.3,NA,NA,NA,28.81,26.21,19.19,14.84,NA,NA,"H18SR27",NA,"1",NA,24.7366666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",1556,1556,"EW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR28",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",1557,1557,"EW",2018,"Salix richardsonii","Common_garden",NA,8,25,"2019",4.4,NA,NA,NA,12.55,14.93,20.95,14.42,12.4,NA,"H18SR29",NA,"1",NA,16.1433333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",1558,1558,"LB",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR3",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",1559,1559,"EW",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",9.7,NA,NA,NA,35.82,28.86,NA,28.89,NA,NA,"H18SR30",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",1560,1560,"LB",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR4",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",1561,1561,"LB",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR5",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",1562,1562,"GD",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",1.9,NA,NA,NA,8.37,NA,NA,6.69,13.25,NA,"H18SR6",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",1563,1563,"GD",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR7",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",1564,1564,"GD",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",1.6,NA,NA,NA,23.43,19.91,21.38,12.85,13,12,"H18SR8",NA,"1",12.6166666666667,21.5733333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",1565,1565,"GD",2018,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SR9",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",1603,1603,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",1604,1604,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR10",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",1605,1605,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR11",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",1606,1606,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR13",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",1607,1607,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR15",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",1608,1608,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR17",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",1609,1609,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR18",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",1610,1610,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR19",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",1611,1611,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR2",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"665",1612,1612,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR20",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"666",1613,1613,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR21",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"667",1614,1614,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR22",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"668",1615,1615,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR23",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"669",1616,1616,"GD",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR25",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"670",1617,1617,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR26",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",1618,1618,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"672",1619,1619,"EW",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR27",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"673",1620,1620,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR4",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"674",1621,1621,"IR",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR5",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"675",1622,1622,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR6",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"676",1623,1623,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR7",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"677",1624,1624,"AC",2016,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR9",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"678",1644,1644,"SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",10.8,NA,NA,NA,NA,NA,NA,22.36,7.08,9.37,"HESR13",NA,"6",12.9366666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"679",1645,1645,"IR",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR17",NA,"6",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"680",1646,1646,"LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",5.2,NA,NA,NA,NA,NA,NA,32.3,18.85,41.62,"HESR2",NA,"6",30.9233333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"681",1647,1647,"AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",5.8,NA,NA,NA,NA,NA,NA,14.74,17.25,17.8,"HESR21",NA,"6",16.5966666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",1648,1648,"AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",2,NA,NA,NA,8.15,5.78,12.9,13.87,11.23,7.07,"HESR23",NA,"6",10.7233333333333,8.94333333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"683",1649,1649,"AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",11.3,NA,NA,NA,18.66,14.23,15.99,1,1,NA,"HESR26",NA,"6",NA,16.2933333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"684",1650,1650,"AC",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",5.6,NA,NA,NA,NA,NA,NA,6.96,5.71,3.96,"HESR27",NA,"6",5.54333333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"685",1651,1651,"LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",12.4,NA,NA,NA,20.37,17.98,15.39,11.88,11.9,14.15,"HESR3",NA,"6",12.6433333333333,17.9133333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"686",1652,1652,"LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",8.4,NA,NA,NA,NA,NA,NA,19.34,19.59,8.99,"HESR4",NA,"6",15.9733333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",1653,1653,"LB",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HESR4B_CLONE",NA,"6",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"688",1654,1654,"SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",17.2,NA,NA,NA,NA,NA,NA,7.91,11.42,16.1,"HESR6",NA,"6",11.81,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"689",1655,1655,"SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",11,NA,NA,NA,NA,NA,NA,12.44,34.96,12.47,"HESR7",NA,"6",19.9566666666667,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"690",1656,1656,"SW",2013,"Salix richardsonii","Common_garden",NA,8,23,"2019",8.3,NA,NA,NA,NA,NA,NA,26.78,13.35,20.45,"HESR8",NA,"6",20.1933333333333,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"691",1657,1657,"LB",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR2",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"692",1658,1658,"LB",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR3",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"693",1659,1659,"SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15CSR5",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"694",1679,1679,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR10",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"695",1680,1680,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR11",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"696",1681,1681,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR12",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"697",1682,1682,"AC",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR15",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",1683,1683,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR6",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699",1684,1684,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR7",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",1685,1685,"IR",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15PSR9",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"701",1686,1686,"SW",2015,"Salix richardsonii","Common_garden",NA,8,23,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K15SSR5",NA,"4",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
