"","...1","X.x","Bed","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","biovolume","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","X.y","Latitude","Longitude","Elevation","Date_propagated","Date_planted","Mother_LS","Cutting_length","Cutting_diameter"
"297",699,699,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR10",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",700,700,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",701,701,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",702,702,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",703,703,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",704,704,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR6",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",705,705,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR7",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",706,706,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR8",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",707,707,"IR",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CESR9",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",723,723,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",724,724,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR10",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",725,725,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",726,726,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",727,727,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",728,728,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",729,729,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR6",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",730,730,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR7",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",731,731,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR8",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",732,732,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16CWSR9",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",748,748,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",749,749,"SW",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR10",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",750,750,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",751,751,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",752,752,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",753,753,"EW",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",754,754,"SW",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR6",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",755,755,"SW",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR7",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",756,756,"SW",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR8",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",757,757,"SW",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC16PVSR9",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",773,773,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR1",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",774,774,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR10",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",775,775,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR2",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",776,776,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR3",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",777,777,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR4",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",778,778,"GD",2016,"Salix richardsonii","Common_garden",NA,8,13,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR5",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",779,779,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR6",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",780,780,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR7",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",781,781,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR8",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",782,782,"AC",2016,"Salix richardsonii","Common_garden",NA,8,14,"2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PP16TSR9",NA,"1",NA,NA,NA,"Southern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",828,828,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR11",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",829,829,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR12",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",830,830,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",4.3,NA,NA,NA,NA,NA,NA,6.55,NA,NA,"H15SR13",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",831,831,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR14",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",832,832,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR15",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",833,833,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR16",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",834,834,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR17",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",835,835,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR18",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",836,836,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",6.3,NA,NA,NA,17.29,19.58,21.54,18.37,22.19,10.78,"H15SR19",NA,"3",17.1133333333333,19.47,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",837,837,"SW",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",9.2,NA,NA,NA,12.55,11.85,12.9,9.42,5.84,7.09,"H15SR20",NA,"3",7.45,12.4333333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",838,838,"IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR22",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",839,839,"IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR23",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",840,840,"IR",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR24",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",841,841,"AC",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR25",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",842,842,"AC",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR26",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",843,843,"AC",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.4,NA,NA,NA,NA,NA,NA,27.51,25.41,16.41,"H15SR29",NA,"3",23.11,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",844,844,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR3",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",845,845,"AC",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR30",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",846,846,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR4",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",847,847,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",9.5,NA,NA,NA,26.83,24.64,23.14,13.45,23.62,12.05,"H15SR5",NA,"3",16.3733333333333,24.87,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",848,848,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR6",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",849,849,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR8",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",850,850,"LB",2015,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SR9",NA,"3",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",890,890,"LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",9.5,NA,NA,NA,12.74,NA,NA,23.14,2.23,1.87,"H17SR1",NA,"1",9.08,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",891,891,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",5.7,NA,NA,NA,22.04,19.64,22.75,15.41,3.15,NA,"H17SR10",NA,"1",NA,21.4766666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",892,892,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR11",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",893,893,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",0.5,NA,NA,NA,21.27,18.59,18.03,8.61,NA,NA,"H17SR12",NA,"1",NA,19.2966666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",894,894,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",14.4,NA,NA,NA,25.56,20.91,17.42,9.32,4.61,3.84,"H17SR13",NA,"1",5.92333333333333,21.2966666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",895,895,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR14",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",896,896,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",20.9,NA,NA,NA,26.25,29.52,27.32,25.1,NA,NA,"H17SR15",NA,"1",NA,27.6966666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",897,897,"IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR16",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",898,898,"IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR17",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",899,899,"IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",22.2,NA,NA,NA,20.33,23.85,27.24,13.72,12.61,NA,"H17SR18",NA,"1",NA,23.8066666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",900,900,"IR",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR19",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",901,901,"LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR2",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",902,902,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",2.2,NA,NA,NA,11.67,10.84,NA,5.14,NA,NA,"H17SR20",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",903,903,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",904,904,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21_CLONE",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",905,905,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR22",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",906,906,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR23",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",907,907,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",16.6,NA,NA,NA,27.05,25.76,23.32,12.48,15.4,8.06,"H17SR24",NA,"1",11.98,25.3766666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",908,908,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,33.58,27.15,18.43,22,NA,NA,"H17SR25",NA,"1",NA,26.3866666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",909,909,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR26",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",910,910,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR27",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",911,911,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",6.9,NA,NA,NA,NA,NA,NA,3.8,NA,NA,"H17SR28",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",912,912,"AC",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR29",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",913,913,"LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",1.4,NA,NA,NA,NA,NA,NA,7.44,NA,NA,"H17SR3",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",914,914,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.8,NA,NA,NA,30.99,26.68,23.6,18.22,NA,NA,"H17SR30",NA,"1",NA,27.09,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",915,915,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",2.1,NA,NA,NA,NA,NA,NA,11.31,NA,NA,"H17SR31",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",916,916,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",1.9,NA,NA,NA,NA,NA,NA,7.9,NA,NA,"H17SR32",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",917,917,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR33",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",918,918,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,25.05,NA,NA,NA,NA,NA,"H17SR34",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",919,919,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.7,NA,NA,NA,31.76,29.1,28.37,7.44,5.38,7.43,"H17SR35",NA,"1",6.75,29.7433333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",920,920,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",3.4,NA,NA,NA,31.29,30.11,34.2,32.45,13.64,NA,"H17SR36",NA,"1",NA,31.8666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",921,921,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",2.1,NA,NA,NA,9.03,9.58,11.44,7.88,NA,NA,"H17SR37",NA,"1",NA,10.0166666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",922,922,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR38",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",923,923,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR39",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",924,924,"LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",6.4,NA,NA,NA,30.57,27.29,18.65,8.52,17.88,NA,"H17SR4",NA,"1",NA,25.5033333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",925,925,"EW",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR40",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",926,926,"LB",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",19.2,NA,NA,NA,25.34,26.82,20.96,15.11,11.04,9.97,"H17SR5",NA,"1",12.04,24.3733333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",927,927,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR6",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",928,928,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",2.6,NA,NA,NA,14.17,12.71,15.62,3.69,2.24,NA,"H17SR7",NA,"1",NA,14.1666666666667,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",929,929,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR8",NA,"1",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",930,930,"GD",2017,"Salix richardsonii","Common_garden",NA,8,18,"2018",19.8,NA,NA,NA,18.12,22.11,23.68,9.42,10.32,5.31,"H17SR9",NA,"1",8.35,21.3033333333333,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",968,968,"IR",2016,"Salix richardsonii","Common_garden",NA,8,18,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SR1",NA,"2",NA,NA,NA,"Northern Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA
