"","Bed","SampleID","Year_planted","Species","Site","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","SampleID_standard","Sample_age","mean_stem_elong","mean_leaf_length","mean_width","population","total_leaf_dry_mass_g","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","LDMC_g_g","Dry_mass","total_leaf_dry_mass_mg","Wood_density_mg_mm3","Lat","Lon","Elevation_m"
"1439","IMS","H17Sp4",2017,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP4",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","IMS","H17Sp5",2017,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP5",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","IMS","H17Sp6",2017,"Salix pulchra","Qikiqtaruk","2019",4.5,NA,NA,NA,NA,NA,NA,34.02,13.09,10.1,"H17SP6",2,19.07,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","IMS","H17Sp7",2017,"Salix pulchra","Qikiqtaruk","2019",1.8,NA,NA,NA,NA,NA,NA,17.11,11.98,NA,"H17SP7",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","SL","H17Sp8",2017,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SP8",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","CF","H17Sp9",2017,"Salix pulchra","Qikiqtaruk","2019",15.2,NA,NA,NA,27.11,26.28,25.31,31.07,26.18,28.4,"H17SP9",2,28.55,26.2333333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","LB","H17Sr1",2017,"Salix richardsonii","Qikiqtaruk","2019",19.2,NA,NA,NA,NA,NA,NA,14.35,10.96,17.33,"H17SR1",2,14.2133333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","GD","H17Sr10",2017,"Salix richardsonii","Qikiqtaruk","2019",9.6,NA,NA,NA,30,27.6,31.2,24.37,30.91,33.5,"H17SR10",2,29.5933333333333,29.6,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","GD","H17Sr11",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR11",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","GD","H17Sr12",2017,"Salix richardsonii","Qikiqtaruk","2019",2,NA,NA,NA,26.76,16.81,NA,41.69,24.52,NA,"H17SR12",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","GD","H17Sr13",2017,"Salix richardsonii","Qikiqtaruk","2019",12,NA,NA,NA,28.61,31.19,25.39,40.88,14.45,21.5,"H17SR13",2,25.61,28.3966666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","GD","H17Sr14",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR14",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","GD","H17Sr15",2017,"Salix richardsonii","Qikiqtaruk","2019",11,NA,NA,NA,30.5,19.6,21.6,24.4,13.34,21.6,"H17SR15",2,19.78,23.9,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","IR","H17Sr16",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR16",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","IR","H17Sr17",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR17",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1454","IR","H17Sr18",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR18",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","IR","H17Sr19",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR19",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456","LB","H17Sr2",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR2",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","AC","H17Sr20",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR20",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","AC","H17Sr21",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","AC","H17Sr21_clone",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR21_CLONE",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","AC","H17Sr22",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR22",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","AC","H17Sr23",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR23",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","AC","H17Sr24",2017,"Salix richardsonii","Qikiqtaruk","2019",13.4,NA,NA,NA,17.12,15.28,12.25,13.76,16.65,10.38,"H17SR24",2,13.5966666666667,14.8833333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","AC","H17Sr25",2017,"Salix richardsonii","Qikiqtaruk","2019",2.6,NA,NA,NA,NA,NA,NA,15.43,NA,NA,"H17SR25",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","AC","H17Sr26",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR26",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","AC","H17Sr27",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR27",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","AC","H17Sr28",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR28",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","AC","H17Sr29",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR29",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","LB","H17Sr3",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR3",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","EW","H17Sr30",2017,"Salix richardsonii","Qikiqtaruk","2019",7.9,NA,NA,NA,32.16,36.96,32.82,22.22,30.97,19.73,"H17SR30",2,24.3066666666667,33.98,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","EW","H17Sr31",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR31",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","EW","H17Sr32",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR32",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","EW","H17Sr33",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR33",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","EW","H17Sr34",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR34",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","EW","H17Sr35",2017,"Salix richardsonii","Qikiqtaruk","2019",3.6,NA,NA,NA,27.45,NA,NA,18.74,13.29,15.98,"H17SR35",2,16.0033333333333,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","EW","H17Sr36",2017,"Salix richardsonii","Qikiqtaruk","2019",10.2,NA,NA,NA,32.22,28.15,28.69,54.89,43.2,27.37,"H17SR36",2,41.82,29.6866666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","EW","H17Sr37",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR37",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477","EW","H17Sr38",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR38",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","EW","H17Sr39",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR39",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479","LB","H17Sr4",2017,"Salix richardsonii","Qikiqtaruk","2019",7.8,NA,NA,NA,NA,NA,NA,39.43,NA,NA,"H17SR4",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480","EW","H17Sr40",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR40",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481","LB","H17Sr5",2017,"Salix richardsonii","Qikiqtaruk","2019",14.4,NA,NA,NA,NA,NA,NA,31.29,22.58,53.25,"H17SR5",2,35.7066666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482","GD","H17Sr6",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR6",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483","GD","H17Sr7",2017,"Salix richardsonii","Qikiqtaruk","2019",3.7,NA,NA,NA,24.28,22.94,24.92,19.3,13.91,13.62,"H17SR7",2,15.61,24.0466666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484","GD","H17Sr8",2017,"Salix richardsonii","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17SR8",2,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485","GD","H17Sr9",2017,"Salix richardsonii","Qikiqtaruk","2019",12.4,NA,NA,NA,32.91,39.01,40,49.79,27.38,17.32,"H17SR9",2,31.4966666666667,37.3066666666667,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486","SAB","H18Sa1",2018,"Salix arctica","Qikiqtaruk","2019",0.6,NA,NA,NA,11.36,10.32,11.78,6.03,NA,NA,"H18SA1",1,NA,11.1533333333333,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487","SAB","H18Sa10",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA10",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","JB","H18Sa11",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA11",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","JB","H18Sa12",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA12",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","JB","H18Sa13",2018,"Salix arctica","Qikiqtaruk","2019",0.4,NA,NA,NA,9.56,7.2,NA,56.05,NA,NA,"H18SA13",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","JA","H18Sa14",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA14",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","JA","H18Sa15",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA15",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","JA","H18Sa16",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA16",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","JA","H18Sa17",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA17",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","JA","H18Sa18",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA18",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496","JA","H18Sa19",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA19",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497","SAB","H18Sa2",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA2",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498","JA","H18Sa20",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA20",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499","SAB","H18Sa3",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA3",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","SAB","H18Sa4",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA4",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","SAB","H18Sa5",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA5",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","SAB","H18Sa6",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA6",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503","SAB","H18Sa7",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA7",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504","SAB","H18Sa8",2018,"Salix arctica","Qikiqtaruk","2019",2.5,NA,NA,NA,29.18,28.39,23.4,11.12,NA,NA,"H18SA8",1,NA,26.99,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","SAB","H18Sa9",2018,"Salix arctica","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SA9",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","IMS","H18Sp1",2018,"Salix pulchra","Qikiqtaruk","2019",3.4,NA,NA,NA,NA,NA,NA,4.18,3.12,NA,"H18SP1",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","IMS","H18Sp1",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP1",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","CF","H18Sp10",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP10",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","SL","H18Sp11",2018,"Salix pulchra","Qikiqtaruk","2019",2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP11",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","SL","H18Sp12",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP12",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","SL","H18Sp13",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP13",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","SL","H18Sp14",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP14",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","SL","H18Sp15",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP15",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","JG","H18Sp16",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP16",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","JG","H18Sp17",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP17",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","JG","H18Sp18",2018,"Salix pulchra","Qikiqtaruk","2019",1.5,NA,NA,NA,NA,NA,NA,8.55,NA,NA,"H18SP18",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","JG","H18Sp19",2018,"Salix pulchra","Qikiqtaruk","2019",2.4,NA,NA,NA,NA,NA,NA,6.42,NA,NA,"H18SP19",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","IMS","H18Sp2",2018,"Salix pulchra","Qikiqtaruk","2019",8.3,NA,NA,NA,NA,NA,NA,6.8,NA,NA,"H18SP2",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","JG","H18Sp20",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP20",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","MG","H18Sp22",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP22",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","MG","H18Sp23",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP23",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","MG","H18Sp24",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP24",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","MG","H18Sp25",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP25",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","AB","H18Sp26",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP26",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","AB","H18Sp27",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP27",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","AB","H18Sp28",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP28",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","AB","H18Sp29",2018,"Salix pulchra","Qikiqtaruk","2019",8.89,NA,NA,NA,NA,NA,NA,14.87,19.7,12.92,"H18SP29",1,15.83,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","IMS","H18Sp3",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP3",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","AB","H18Sp30",2018,"Salix pulchra","Qikiqtaruk","2019",7.6,NA,NA,NA,NA,NA,NA,9.79,21.5,25.19,"H18SP30",1,18.8266666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","IMS","H18Sp4",2018,"Salix pulchra","Qikiqtaruk","2019",18.1,NA,NA,NA,NA,NA,NA,26.77,33.61,22.77,"H18SP4",1,27.7166666666667,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","IMS","H18Sp5",2018,"Salix pulchra","Qikiqtaruk","2019",10.9,NA,NA,NA,NA,NA,NA,26.87,31.27,14.19,"H18SP5",1,24.11,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","IMS","H18Sp6",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP6",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","CF","H18Sp7",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP7",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","CF","H18Sp8",2018,"Salix pulchra","Qikiqtaruk","2019",1.2,NA,NA,NA,20.69,18.7,16.02,8.51,9.28,NA,"H18SP8",1,NA,18.47,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","CF","H18Sp9",2018,"Salix pulchra","Qikiqtaruk","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H18SP9",1,NA,NA,NA,"Northern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
