"","Species","plant_tag_id","sample_id","date_sampled","site_id","SLA","leaf_mass_per_area_g_m2","actual_leaf_dry_matter_content_perc","equivalent_water_thickness_cm","total_rehydrated_leaf_mass_g","LA","leaf_fresh_mass_g","number_leaves","Site","year","DOY","total_leaf_dry_mass_mg","LDMC_g_g","Plant_height_veg_m","Plant_height_repro_m","Seed_mass_dry_mg","Wood_density_mg_mm3","Species_sex","Lat","Lon","Elevation_m","date","Data_contributor","Data_coPIs","ValueKindName","MONTH"
"180","Salix arctica",NA,NA,NA,"HE15PTS2",NA,NA,NA,NA,NA,287.2,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.57677,138.90984,29,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"181","Salix arctica",NA,NA,NA,"HE15PTS2",NA,NA,NA,NA,NA,618.3,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.57677,138.90984,29,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"182","Salix arctica",NA,NA,NA,"HE15PTS2",NA,NA,NA,NA,NA,1543.7,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.57677,138.90984,29,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"183","Salix arctica",NA,NA,NA,"HE15PTS2",NA,NA,NA,NA,NA,1775.7,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.57677,138.90984,29,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"184","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,676.4,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.56985,138.89821,-4,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"185","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,917.7,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.56985,138.89821,-4,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"186","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,564.8,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.56985,138.89821,-4,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"187","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,951.8,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.56985,138.89821,-4,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"188","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,328.3,NA,NA,"Qikiqtaruk","2015","206",NA,NA,NA,NA,NA,NA,"",69.56985,138.89821,-4,"25/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"189","Salix arctica",NA,NA,NA,"HE15PTS11",NA,NA,NA,NA,NA,307.4,NA,NA,"Qikiqtaruk","2015","209",NA,NA,NA,NA,NA,NA,"",69.57632,138.86952,59,"28/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"190","Salix arctica",NA,NA,NA,"HE15PTS11",NA,NA,NA,NA,NA,481.4,NA,NA,"Qikiqtaruk","2015","209",NA,NA,NA,NA,NA,NA,"",69.57632,138.86952,59,"28/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"191","Salix arctica",NA,NA,NA,"HE15PTS11",NA,NA,NA,NA,NA,420.6,NA,NA,"Qikiqtaruk","2015","209",NA,NA,NA,NA,NA,NA,"",69.57632,138.86952,59,"28/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"192","Salix arctica",NA,NA,NA,"HE15PTS11",NA,NA,NA,NA,NA,337.9,NA,NA,"Qikiqtaruk","2015","209",NA,NA,NA,NA,NA,NA,"",69.57632,138.86952,59,"28/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"193","Salix arctica",NA,NA,NA,"HE15PTS11",NA,NA,NA,NA,NA,314.7,NA,NA,"Qikiqtaruk","2015","209",NA,NA,NA,NA,NA,NA,"",69.57632,138.86952,59,"28/07/2015","Haydn Thomas, Isla Myers-Smith","Jakob Assmann, Joe Boyle, Santeri Lehtonen, Isabell Eischeid","Single","7"
"194","Salix arctica",NA,NA,NA,"HE15PTS1",NA,NA,NA,NA,NA,NA,0.083,NA,"Qikiqtaruk","2016","206",NA,NA,0.056,0.064,NA,NA,"",69.57645,-138.994435,49,"24/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"195","Salix arctica",NA,NA,NA,"HE15PTS1",NA,NA,NA,NA,NA,NA,0.141,NA,"Qikiqtaruk","2016","206",NA,NA,0.032,0.05,NA,NA,"",69.57645,-138.994435,49,"24/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"196","Salix arctica",NA,NA,NA,"HE15PTS1",NA,NA,NA,NA,NA,NA,0.126,NA,"Qikiqtaruk","2016","206",NA,NA,0.072,0.045,NA,NA,"",69.57645,-138.994435,49,"24/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"197","Salix arctica",NA,NA,NA,"HE15PTS1",NA,NA,NA,NA,NA,NA,0.098,NA,"Qikiqtaruk","2016","206",NA,NA,0.05,0.036,NA,NA,"",69.57645,-138.994435,49,"24/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"198","Salix arctica",NA,NA,NA,"HE15PTS1",NA,NA,NA,NA,NA,NA,0.081,NA,"Qikiqtaruk","2016","206",NA,NA,0.046,0.063,NA,NA,"",69.57645,-138.994435,49,"24/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"199","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,NA,0.129,NA,"Qikiqtaruk","2016","208",NA,NA,0.116,0.075,NA,NA,"",69.56985,138.89821,-4,"26/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"200","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,NA,0.223,NA,"Qikiqtaruk","2016","208",NA,NA,0.141,NA,NA,NA,"",69.56985,138.89821,-4,"26/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"201","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,NA,0.159,NA,"Qikiqtaruk","2016","208",NA,NA,0.143,0.185,NA,NA,"",69.56985,138.89821,-4,"26/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"202","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,NA,0.136,NA,"Qikiqtaruk","2016","208",NA,NA,0.18,0.21,NA,NA,"",69.56985,138.89821,-4,"26/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"203","Salix arctica",NA,NA,NA,"HE15PTS3",NA,NA,NA,NA,NA,NA,0.164,NA,"Qikiqtaruk","2016","208",NA,NA,0.139,0.061,NA,NA,"",69.56985,138.89821,-4,"26/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"204","Salix arctica",NA,NA,NA,"HE16PCTraits1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","180",NA,NA,0.085,0.087,NA,NA,"",61.21649,-138.28606,1631,"28/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"205","Salix arctica",NA,NA,NA,"HE16PCTraits1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","180",NA,NA,0.067,0,NA,NA,"",61.21649,-138.28606,1631,"28/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"206","Salix arctica",NA,NA,NA,"HE16PCTraits1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","180",NA,NA,0.028,0.036,NA,NA,"",61.21649,-138.28606,1631,"28/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"207","Salix arctica",NA,NA,NA,"HE16PCTraits1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","180",NA,NA,0.059,0.022,NA,NA,"",61.21649,-138.28606,1631,"28/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"208","Salix arctica",NA,NA,NA,"HE16PCTraits1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","180",NA,NA,0.041,0.036,NA,NA,"",61.21649,-138.28606,1631,"28/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"209","Salix arctica",NA,NA,NA,"HE16PCTraits4",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","181",NA,NA,0.067,0,NA,NA,"",61.219,-138.28477,1577,"29/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"210","Salix arctica",NA,NA,NA,"HE16PCTraits4",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","181",NA,NA,0.065,0.086,NA,NA,"",61.219,-138.28477,1577,"29/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"211","Salix arctica",NA,NA,NA,"HE16PCTraits4",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","181",NA,NA,0.128,0,NA,NA,"",61.219,-138.28477,1577,"29/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"212","Salix arctica",NA,NA,NA,"HE16PCTraits4",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","181",NA,NA,0.049,0.045,NA,NA,"",61.219,-138.28477,1577,"29/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"213","Salix arctica",NA,NA,NA,"HE16PCTraits4",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","181",NA,NA,0.057,0,NA,NA,"",61.219,-138.28477,1577,"29/06/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","6"
"214","Salix arctica",NA,NA,NA,"HE16KPTraits3",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","190",NA,NA,0.038,0,NA,NA,"",60.95528,-138.41401,1875,"08/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"215","Salix arctica",NA,NA,NA,"HE16KPTraits3",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","190",NA,NA,0.07,0.085,NA,NA,"",60.95528,-138.41401,1875,"08/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"216","Salix arctica",NA,NA,NA,"HE16KPTraits3",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","190",NA,NA,0.05,0.078,NA,NA,"",60.95528,-138.41401,1875,"08/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"217","Salix arctica",NA,NA,NA,"HE16KPTraits3",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","190",NA,NA,0.054,0.046,NA,NA,"",60.95528,-138.41401,1875,"08/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"218","Salix arctica",NA,NA,NA,"HE16KPTraits3",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2016","190",NA,NA,0.06,0.099,NA,NA,"",60.95528,-138.41401,1875,"08/07/2016","Haydn Thomas","Sandra Angers-Blondin, John Godlee, Eleanor Walker","Single","7"
"219","Salix arctica",NA,NA,NA,"KP17Traits2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","219",NA,NA,0.048,0,NA,NA,"",60.96206,-138.41288,1716,"07/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"220","Salix arctica",NA,NA,NA,"KP17Traits2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","219",NA,NA,0.05,0,NA,NA,"",60.96206,-138.41288,1716,"07/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"221","Salix arctica",NA,NA,NA,"KP17Traits2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","219",NA,NA,0.03,0,NA,NA,"",60.96206,-138.41288,1716,"07/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"222","Salix arctica",NA,NA,NA,"KP17Traits2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","219",NA,NA,0.05,0,NA,NA,"",60.96206,-138.41288,1716,"07/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"223","Salix arctica",NA,NA,NA,"KP17Traits2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","219",NA,NA,0.05,0,NA,NA,"",60.96206,-138.41288,1716,"07/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"224","Salix arctica",NA,NA,NA,"PCTRAITSS1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","225",NA,NA,0.098,NA,NA,NA,"",61.21222,-138.27775,1649,"13/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"225","Salix arctica",NA,NA,NA,"PCTRAITSS1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","225",NA,NA,0.028,0.043,NA,NA,"",61.21222,-138.27775,1649,"13/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"226","Salix arctica",NA,NA,NA,"PCTRAITSS1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","225",NA,NA,0.035,NA,NA,NA,"",61.21222,-138.27775,1649,"13/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"227","Salix arctica",NA,NA,NA,"PCTRAITSS1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","225",NA,NA,0.066,0.041,NA,NA,"",61.21222,-138.27775,1649,"13/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"228","Salix arctica",NA,NA,NA,"PCTRAITSS1",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","225",NA,NA,0.055,NA,NA,NA,"",61.21222,-138.27775,1649,"13/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"229","Salix arctica",NA,NA,NA,"PCTRAITSS2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","226",NA,NA,NA,NA,NA,NA,"",61.2143,-138.28691,1652,"14/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"230","Salix arctica",NA,NA,NA,"PCTRAITSS2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","226",NA,NA,NA,NA,NA,NA,"",61.2143,-138.28691,1652,"14/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"231","Salix arctica",NA,NA,NA,"PCTRAITSS2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","226",NA,NA,NA,NA,NA,NA,"",61.2143,-138.28691,1652,"14/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"232","Salix arctica",NA,NA,NA,"PCTRAITSS2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","226",NA,NA,NA,NA,NA,NA,"",61.2143,-138.28691,1652,"14/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"233","Salix arctica",NA,NA,NA,"PCTRAITSS2",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2017","226",NA,NA,NA,NA,NA,NA,"",61.2143,-138.28691,1652,"14/08/2017","Haydn Thomas","Izzy Rich, Cameron Cosgrove, Matt Little","Single","8"
"234","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.548,0.502,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"235","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.374,0.36,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"236","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",10,NA,0.53,0.495,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"237","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",15,NA,0.663,0.661,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"238","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.325,0.26,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"239","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.505,0.48,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"240","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.373,0.243,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"241","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",5,NA,0.211,0.171,NA,NA,"m",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"242","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",10,NA,0.445,0.441,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"243","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Kluane","2014","188",NA,NA,0.676,0.611,NA,NA,"f",61.10549,-138.6618,1693,"07-Jul","Isla Myers-Smith","","Individual Mean","7"
"244","Salix pulchra",NA,NA,NA,"",17.38,NA,NA,NA,NA,246,NA,NA,"Kluane","2014","July",13,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"245","Salix pulchra",NA,NA,NA,"",15.78,NA,NA,NA,NA,132,NA,NA,"Kluane","2014","July",9,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"246","Salix pulchra",NA,NA,NA,"",12.88,NA,NA,NA,NA,301,NA,NA,"Kluane","2014","July",17,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"247","Salix pulchra",NA,NA,NA,"",12.03,NA,NA,NA,NA,230,NA,NA,"Kluane","2014","July",19,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"248","Salix pulchra",NA,NA,NA,"",12.56,NA,NA,NA,NA,127,NA,NA,"Kluane","2014","July",12.5,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"249","Salix pulchra",NA,NA,NA,"",19.97,NA,NA,NA,NA,273,NA,NA,"Kluane","2014","July",16,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"250","Salix pulchra",NA,NA,NA,"",17.89,NA,NA,NA,NA,150,NA,NA,"Kluane","2014","July",9,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"251","Salix pulchra",NA,NA,NA,"",1.8,NA,NA,NA,NA,148,NA,NA,"Kluane","2014","July",96,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"252","Salix pulchra",NA,NA,NA,"",13.17,NA,NA,NA,NA,222,NA,NA,"Kluane","2014","July",18,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"253","Salix pulchra",NA,NA,NA,"",25.41,NA,NA,NA,NA,218,NA,NA,"Kluane","2014","July",8.5,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"254","Salix pulchra",NA,NA,NA,"",10.24,NA,NA,NA,NA,198,NA,NA,"Qikiqtaruk","2014","July",18.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"255","Salix pulchra",NA,NA,NA,"",8.21,NA,NA,NA,NA,288,NA,NA,"Qikiqtaruk","2014","July",31,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"256","Salix pulchra",NA,NA,NA,"",9.16,NA,NA,NA,NA,323,NA,NA,"Qikiqtaruk","2014","July",37.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"257","Salix pulchra",NA,NA,NA,"",10.91,NA,NA,NA,NA,585,NA,NA,"Qikiqtaruk","2014","July",52,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"258","Salix pulchra",NA,NA,NA,"",9.58,NA,NA,NA,NA,325,NA,NA,"Qikiqtaruk","2014","July",30,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"259","Salix pulchra",NA,NA,NA,"",11.61,NA,NA,NA,NA,420,NA,NA,"Qikiqtaruk","2014","July",38.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"260","Salix pulchra",NA,NA,NA,"",9.97,NA,NA,NA,NA,614,NA,NA,"Qikiqtaruk","2014","July",57,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"261","Salix pulchra",NA,NA,NA,"",9.33,NA,NA,NA,NA,406,NA,NA,"Qikiqtaruk","2014","July",42.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"262","Salix pulchra",NA,NA,NA,"",8.83,NA,NA,NA,NA,316,NA,NA,"Qikiqtaruk","2014","July",38.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"263","Salix pulchra",NA,NA,NA,"",9.04,NA,NA,NA,NA,483,NA,NA,"Qikiqtaruk","2014","July",51.5,NA,NA,NA,NA,NA,"",69.5749,-138.8631,76,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"264","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,206,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"265","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,152,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"266","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,137,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"267","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,227,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"268","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,187,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"269","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,366,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"270","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,172,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"271","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,197,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
"272","Salix pulchra",NA,NA,NA,"",NA,NA,NA,NA,NA,252,NA,NA,"Kluane","2014","July",NA,NA,NA,NA,NA,NA,"",61.10549,-138.6618,1693,"Jul","Isla Myers-Smith","Jennifer Lowe; Haydn Thomas","Individual Mean","7"
