"","SampleID","Match","SampleSite","SampleDate","Date_propagated","Date_planted","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Mother_LS","Length_1_mm","Length_2_mm","Length_3_mm","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Cutting_length","Cutting_diameter","biovolume","Site","SampleYear","mean_stem_elong","mean_leaf_length","mean_width","SampleID_standard"
"243","KP16SP32","KP16Sp32","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,55,121,146,34,NA,NA,NA,NA,NA,NA,33.6,24.1,971630,"Kluane",2016,NA,NA,133.5,"KP16SP32"
"244","KP16SP33","KP16Sp33","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,91,158,85,25,NA,NA,NA,NA,NA,NA,45.4,16.6,1222130,"Kluane",2016,NA,NA,121.5,"KP16SP33"
"245","KP16SP34","KP16Sp34","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,75,125,94,15,NA,NA,NA,NA,NA,NA,42.6,13.9,881250,"Kluane",2016,NA,NA,109.5,"KP16SP34"
"246","KP16SP35","KP16Sp35","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,60,170,182,31,NA,NA,NA,NA,NA,NA,36.2,14,1856400,"Kluane",2016,NA,NA,176,"KP16SP35"
"247","KP16SP37","KP16Sp37","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,51,111,102,2.6,NA,NA,NA,NA,NA,NA,30,13.7,577422,"Kluane",2016,NA,NA,106.5,"KP16SP37"
"248","KP16SP38","KP16Sp38","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,71,121,110,35,NA,NA,NA,NA,NA,NA,34.7,9.6,945010,"Kluane",2016,NA,NA,115.5,"KP16SP38"
"249","KP16SP40","KP16Sp40","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,92,367,298,38,NA,NA,NA,NA,NA,NA,27.8,6.7,10061672,"Kluane",2016,NA,NA,332.5,"KP16SP40"
"250","KP16SA1","KP16Sa1","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,4,37,25,4,NA,NA,NA,NA,NA,NA,13.6,4.7,3700,"Kluane",2016,NA,NA,31,"KP16SA1"
"251","KP16SA2","KP16Sa2","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,7,122,68,7,NA,NA,NA,NA,NA,NA,26.1,9.1,58072,"Kluane",2016,NA,NA,95,"KP16SA2"
"252","KP16SA3","KP16Sa3","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,50,43,5,NA,NA,NA,NA,NA,NA,5.3,7.2,10750,"Kluane",2016,NA,NA,46.5,"KP16SA3"
"253","KP16SA4","KP16Sa4","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6.5,54,32,8,NA,NA,NA,NA,NA,NA,21.4,8,11232,"Kluane",2016,NA,NA,43,"KP16SA4"
"254","KP16SA5","KP16Sa5","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6,45,61,7,NA,NA,NA,NA,NA,NA,11.5,8.1,16470,"Kluane",2016,NA,NA,53,"KP16SA5"
"255","KP16SA6","KP16Sa6","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,55,40,7,NA,NA,NA,NA,NA,NA,19.9,7.8,11000,"Kluane",2016,NA,NA,47.5,"KP16SA6"
"256","KP16SA7","KP16Sa7","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,4,155,32,5,NA,NA,NA,NA,NA,NA,14.2,4.9,19840,"Kluane",2016,NA,NA,93.5,"KP16SA7"
"257","KP16SA8","KP16Sa8","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,6,57,50,6,NA,NA,NA,NA,NA,NA,15.9,8.3,17100,"Kluane",2016,NA,NA,53.5,"KP16SA8"
"258","KP16SA9","KP16Sa9","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,5,55,37,10,NA,NA,NA,NA,NA,NA,19.1,9.5,10175,"Kluane",2016,NA,NA,46,"KP16SA9"
"259","KP16SA10","KP16Sa10","Kluane Plateau",2016-07-08,NA,2016-07-09,2016,7,66,57,20,NA,NA,NA,NA,NA,NA,17.8,10.3,26334,"Kluane",2016,NA,NA,61.5,"KP16SA10"
"260","KP16SA11","KP16Sa11","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,62,41,8,NA,NA,NA,NA,NA,NA,20.1,7.5,15252,"Kluane",2016,NA,NA,51.5,"KP16SA11"
"261","KP16SA13","KP16Sa13","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,4.5,50,23,13,NA,NA,NA,NA,NA,NA,13.1,9.8,5175,"Kluane",2016,NA,NA,36.5,"KP16SA13"
"262","KP16SA14","KP16Sa14","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,7,41,35,9,NA,NA,NA,NA,NA,NA,17.2,9.7,10045,"Kluane",2016,NA,NA,38,"KP16SA14"
"263","KP16SA15","KP16Sa15","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,4.5,53,40,8,NA,NA,NA,NA,NA,NA,16.9,7.4,9540,"Kluane",2016,NA,NA,46.5,"KP16SA15"
"264","KP16SA16","KP16Sa16","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,5,68,25,6,NA,NA,NA,NA,NA,NA,13,6.9,8500,"Kluane",2016,NA,NA,46.5,"KP16SA16"
"265","KP16SA18","KP16Sa18","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,7.2,42,6,NA,NA,NA,NA,NA,NA,15.4,6.5,1814.4,"Kluane",2016,NA,NA,24.6,"KP16SA18"
"266","KP16SA19","KP16Sa19","Kluane Plateau",2016-07-08,2016-07-08,2016-08-08,2016,6,64,53,6,NA,NA,NA,NA,NA,NA,17.5,6.7,20352,"Kluane",2016,NA,NA,58.5,"KP16SA19"
"270","HE16SP1","HE16SP1","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,23,39,27,9,NA,NA,NA,NA,NA,NA,43,NA,24219,"Qikiqtaruk",2016,NA,NA,33,"HE16SP1"
"271","HE16SP2","HE16SP2","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,26,39,27,9,NA,NA,NA,NA,NA,NA,37,NA,27378,"Qikiqtaruk",2016,NA,NA,33,"HE16SP2"
"272","HE16SP3","HE16SP3","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,24,36,26,10,NA,NA,NA,NA,NA,NA,49,NA,22464,"Qikiqtaruk",2016,NA,NA,31,"HE16SP3"
"273","HE16SP4","HE16SP4","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,35,43,47,10,NA,NA,NA,NA,NA,NA,51,NA,70735,"Qikiqtaruk",2016,NA,NA,45,"HE16SP4"
"274","HE16SP5","HE16SP5","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,29,55,51,9,NA,NA,NA,NA,NA,NA,62,NA,81345,"Qikiqtaruk",2016,NA,NA,53,"HE16SP5"
"275","HE16SP6","HE16SP6","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,71,496,404,23,NA,NA,NA,NA,NA,NA,57,NA,14227264,"Qikiqtaruk",2016,NA,NA,450,"HE16SP6"
"276","HE16SP7","HE16SP7","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,55,NA,NA,21,NA,NA,NA,NA,NA,NA,50,NA,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SP7"
"277","HE16SP8","HE16SP8","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,34,184,170,9,NA,NA,NA,NA,NA,NA,31,NA,1063520,"Qikiqtaruk",2016,NA,NA,177,"HE16SP8"
"278","HE16SP9","HE16SP9","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,53,222,170,11,NA,NA,NA,NA,NA,NA,41,NA,2000220,"Qikiqtaruk",2016,NA,NA,196,"HE16SP9"
"279","HE16SP10","HE16SP10","Qikiqtaruk",2016-07-11,2016-07-11,2016-08-06,2016,40,232,227,25,NA,NA,NA,NA,NA,NA,59,NA,2106560,"Qikiqtaruk",2016,NA,NA,229.5,"HE16SP10"
"280","HE16SP12","HE16SP12","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,17,40,47,7,38,42,NA,40,38,NA,18.3,4.6,31960,"Qikiqtaruk",2016,NA,NA,43.5,"HE16SP12"
"281","HE16SP13","HE16SP13","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,23,100,59,7,36,50,NA,30,21,NA,25.1,7.1,135700,"Qikiqtaruk",2016,NA,NA,79.5,"HE16SP13"
"282","HE16SP15","HE16SP15","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,19,111,72,7,43,41,NA,35,15,NA,19.9,6.6,151848,"Qikiqtaruk",2016,NA,NA,91.5,"HE16SP15"
"283","HE16SP16","HE16SP16","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,21,194,153,10.5,42,41,NA,54,53,NA,31.5,9,623322,"Qikiqtaruk",2016,NA,NA,173.5,"HE16SP16"
"284","HE16SP17","HE16SP17","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,28.5,188,155,7.3,33,33,NA,40,42,NA,30.4,7.4,830490,"Qikiqtaruk",2016,NA,NA,171.5,"HE16SP17"
"285","HE16SP18","HE16SP18","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,39,281,175,10.9,47,48,NA,49,76,NA,35,8.6,1917825,"Qikiqtaruk",2016,NA,NA,228,"HE16SP18"
"286","HE16SP19","HE16SP19","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,13,59,46,10.6,57,49,NA,105,57,NA,31.4,7.1,35282,"Qikiqtaruk",2016,NA,NA,52.5,"HE16SP19"
"287","HE16SP20","HE16SP20","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,26.5,230,130,7.9,46,46,NA,22,26,NA,38.2,5.9,792350,"Qikiqtaruk",2016,NA,NA,180,"HE16SP20"
"288","HE16SA1","HE16Sa1","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,25,NA,NA,8,NA,NA,NA,NA,NA,NA,31.6,5.7,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SA1"
"289","HE16SA2","HE16Sa2","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,6,NA,NA,18,NA,NA,NA,NA,NA,NA,15.3,9.7,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SA2"
"290","HE16SA3","HE16Sa3","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,8,172,83,10,NA,NA,NA,NA,NA,NA,18.1,7,114208,"Qikiqtaruk",2016,NA,NA,127.5,"HE16SA3"
"291","HE16SA5","HE16Sa5","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,10,235,143,6.9,NA,NA,NA,NA,NA,NA,26.9,6.9,336050,"Qikiqtaruk",2016,NA,NA,189,"HE16SA5"
"292","HE16SR11","HE16Sr11","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,124,NA,764,31.8,61,61,NA,121,100,NA,34,11,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SR11"
"293","HE16SR12","HE16Sr12","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,68,427,237,24,47,43,NA,105,50,NA,39.2,8.8,6881532,"Qikiqtaruk",2016,NA,NA,332,"HE16SR12"
"294","HE16SR13","HE16Sr13","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,70,491,284,27,45,54,NA,60,71,NA,28.7,9.3,9761080,"Qikiqtaruk",2016,NA,NA,387.5,"HE16SR13"
"295","HE16SR14","HE16Sr14","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,34,206,147,16,44,40,NA,30,24,NA,28.2,8.7,1029588,"Qikiqtaruk",2016,NA,NA,176.5,"HE16SR14"
"296","HE16SR15","HE16Sr15","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,38,232,150,18,40,35,NA,24,25,NA,32.1,10.2,1322400,"Qikiqtaruk",2016,NA,NA,191,"HE16SR15"
"297","HE16SR16","HE16SR16","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,67,331,220,33,47,46,NA,95,48,NA,31.2,11.2,4878940,"Qikiqtaruk",2016,NA,NA,275.5,"HE16SR16"
"298","HE16SR17","HE16SR17","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,65,229,221,26.6,104,89,NA,65,63,NA,36.5,10.9,3289585,"Qikiqtaruk",2016,NA,NA,225,"HE16SR17"
"299","HE16SR18","HE16SR18","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,59,183,155,20.3,82,81,NA,270,277,NA,36.7,9.6,1673535,"Qikiqtaruk",2016,NA,NA,169,"HE16SR18"
"300","HE16SR19","HE16SR19","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,62,403,624,21.7,58,62,NA,172,151,NA,33.6,10,15591264,"Qikiqtaruk",2016,NA,NA,513.5,"HE16SR19"
"301","HE16SR20","HE16SR20","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-09,2016,33,132,188,9,50,48,NA,61,67,NA,38,7.1,818928,"Qikiqtaruk",2016,NA,NA,160,"HE16SR20"
"302","HE16SA6","HE16SA6","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,8,60,19,8,NA,NA,NA,NA,NA,NA,20.2,7.7,9120,"Qikiqtaruk",2016,NA,NA,39.5,"HE16SA6"
"303","HE16SA7","HE16SA7","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,11,56,27,6,NA,NA,NA,NA,NA,NA,27.6,6.1,16632,"Qikiqtaruk",2016,NA,NA,41.5,"HE16SA7"
"304","HE16SA9","HE16SA9","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,7,127,88,8.6,NA,NA,NA,NA,NA,NA,30.2,8.3,78232,"Qikiqtaruk",2016,NA,NA,107.5,"HE16SA9"
"305","HE16SA10","HE16SA10","Qikiqtaruk",2016-07-23,2016-07-24,2016-08-06,2016,6,40,66,23.6,NA,NA,NA,NA,NA,NA,20.8,6.2,15840,"Qikiqtaruk",2016,NA,NA,53,"HE16SA10"
"306","HE16SP21","HE16SP21","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,39,217,277,16.9,48,52,NA,124,49,NA,45.2,11.9,2344251,"Qikiqtaruk",2016,NA,NA,247,"HE16SP21"
"307","HE16SP23","HE16SP23","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,55,1005,462,12,50,48,NA,112,103,NA,46.4,9.3,25537050,"Qikiqtaruk",2016,NA,NA,733.5,"HE16SP23"
"308","HE16SP24","HE16SP24","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,77,515,306,15.6,62,46,NA,205,66,NA,44.9,8.8,12134430,"Qikiqtaruk",2016,NA,NA,410.5,"HE16SP24"
"309","HE16SP25","HE16SP25","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,83,238,283,14.9,53,51,NA,81,137,NA,47.2,13.6,5590382,"Qikiqtaruk",2016,NA,NA,260.5,"HE16SP25"
"310","HE16SP26","HE16SP26","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,91,367,568,12.7,66,67,NA,109,88,NA,35.2,9.8,18969496,"Qikiqtaruk",2016,NA,NA,467.5,"HE16SP26"
"311","HE16SP27","HE16SP27","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,39,141,89,12.9,40,42,NA,31,38,NA,36,11.5,489411,"Qikiqtaruk",2016,NA,NA,115,"HE16SP27"
"312","HE16SP28","HE16SP28","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,35,NA,NA,8.1,54,49,NA,79,38,NA,20.5,8.8,NA,"Qikiqtaruk",2016,NA,NA,NA,"HE16SP28"
"313","HE16SP29","HE16SP29","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,53,652,426,13,51,55,NA,166,156,NA,44.5,12.1,14720856,"Qikiqtaruk",2016,NA,NA,539,"HE16SP29"
"314","HE16SP30","HE16SP30","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,52,428,402,15.6,97,76,NA,181,260,NA,46.5,12.9,8946912,"Qikiqtaruk",2016,NA,NA,415,"HE16SP30"
"315","HE16SR21","HE16SR21","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,69,115,95,20,NA,NA,NA,NA,NA,NA,35.6,8.5,753825,"Qikiqtaruk",2016,NA,NA,105,"HE16SR21"
"316","HE16SR22","HE16SR22","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,77,120,109,15,NA,NA,NA,NA,NA,NA,34.7,10.1,1007160,"Qikiqtaruk",2016,NA,NA,114.5,"HE16SR22"
"317","HE16SR23","HE16SR23","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,62,157,128,24,NA,NA,NA,NA,NA,NA,39.1,8.5,1245952,"Qikiqtaruk",2016,NA,NA,142.5,"HE16SR23"
"318","HE16SR25","HE16SR25","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,29,68,80,25,NA,NA,NA,NA,NA,NA,22.5,7.4,157760,"Qikiqtaruk",2016,NA,NA,74,"HE16SR25"
"319","HE16SR26","HE16Sr26","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,35,110,40,10,NA,NA,NA,NA,NA,NA,25.2,8.8,154000,"Qikiqtaruk",2016,NA,NA,75,"HE16SR26"
"320","HE16SR27","HE16Sr27","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,25,127,161,15,NA,NA,NA,NA,NA,NA,30.4,8.2,511175,"Qikiqtaruk",2016,NA,NA,144,"HE16SR27"
"321","HE16SR28","HE16Sr28","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,30,106,82,19,NA,NA,NA,NA,NA,NA,24,8,260760,"Qikiqtaruk",2016,NA,NA,94,"HE16SR28"
"322","HE16SR29","HE16Sr29","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,38,126,95,19,NA,NA,NA,NA,NA,NA,30.5,9.5,454860,"Qikiqtaruk",2016,NA,NA,110.5,"HE16SR29"
"323","HE16SA11","HE16SA11","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,8,44,29,9,NA,NA,NA,NA,NA,NA,28,8.4,10208,"Qikiqtaruk",2016,NA,NA,36.5,"HE16SA11"
"324","HE16SA12","HE16SA12","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,12,54,44,7,NA,NA,NA,NA,NA,NA,15.6,7.7,28512,"Qikiqtaruk",2016,NA,NA,49,"HE16SA12"
"325","HE16SA13","HE16SA13","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,8.5,44,69,5,NA,NA,NA,NA,NA,NA,24,3.5,25806,"Qikiqtaruk",2016,NA,NA,56.5,"HE16SA13"
"326","HE16SA14","HE16SA14","Qikiqtaruk",2016-07-24,2016-07-25,2016-08-06,2016,12,39,35,5.1,NA,NA,NA,NA,NA,NA,19.1,5.7,16380,"Qikiqtaruk",2016,NA,NA,37,"HE16SA14"
"327","KP16SP41","KP16SP41","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,106,179,73,34,74,81,NA,151,145,NA,50.8,7.6,1385102,"Kluane",2016,NA,NA,126,"KP16SP41"
"328","KP16SP42","KP16SP42","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,99.5,248,251,25,52,55,NA,121,140,NA,42,9.8,6193676,"Kluane",2016,NA,NA,249.5,"KP16SP42"
"329","KP16SP43","KP16SP43","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,73,251,162,17,66,62,NA,87,263,NA,47.5,8.3,2968326,"Kluane",2016,NA,NA,206.5,"KP16SP43"
"330","KP16SP44","KP16SP44","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,127,256,191,34,86,87,NA,65,115,NA,41.9,7.4,6209792,"Kluane",2016,NA,NA,223.5,"KP16SP44"
"331","KP16SP45","KP16SP45","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,93,185,154,24,59,54,NA,135,141,NA,41.1,8.7,2649570,"Kluane",2016,NA,NA,169.5,"KP16SP45"
"332","KP16SP46","KP16SP46","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,140,276,273,37,9.4,8.7,NA,12.6,18.7,NA,42.9,10.3,10548720,"Kluane",2016,NA,NA,274.5,"KP16SP46"
"333","KP16SP47","KP16SP47","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,108,279,190,29.1,8.1,7.3,NA,13.3,13.2,NA,32.5,14.9,5725080,"Kluane",2016,NA,NA,234.5,"KP16SP47"
"334","KP16SP48","KP16SP48","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,52,118,107,19.5,3.1,4.3,NA,8,13.7,NA,36.2,11.6,656552,"Kluane",2016,NA,NA,112.5,"KP16SP48"
"335","KP16SP49","KP16SP49","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,101,310,226,43.8,6.3,5.8,NA,12.3,7.4,NA,36.4,11,7076060,"Kluane",2016,NA,NA,268,"KP16SP49"
"336","KP16SP50","KP16SP50","Kluane Plateau",2016-08-07,NA,2016-08-08,2016,58,132,212,22.7,6.8,7.1,NA,16.6,13.9,NA,41.5,13.4,1623072,"Kluane",2016,NA,NA,172,"KP16SP50"
"337","KP16SP51","KP16SP51","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,150,146,121,26,75,77,NA,121,85,NA,42.3,12.4,2649900,"Kluane",2016,NA,NA,133.5,"KP16SP51"
"338","KP16SP52","KP16SP52","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,37,193,97,19,61,72,NA,110,140,NA,35,8.1,692677,"Kluane",2016,NA,NA,145,"KP16SP52"
"339","KP16SP53","KP16SP53","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,112,264,257,39,65,72,NA,136,148,NA,30.5,7,7598976,"Kluane",2016,NA,NA,260.5,"KP16SP53"
"340","KP16SP56","KP16SP56","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,107,159,148,33,6.2,5.9,NA,8,3.1,NA,41.2,10.8,2517924,"Kluane",2016,NA,NA,153.5,"KP16SP56"
"341","KP16SP57","KP16SP57","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,47,184,184,15.1,6.3,6.2,NA,7.2,7.5,NA,34.8,7.9,1591232,"Kluane",2016,NA,NA,184,"KP16SP57"
"342","KP16SP59","KP16SP59","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,41,146,102,15.2,4.9,4.6,NA,3.9,5.5,NA,47.5,10.4,610572,"Kluane",2016,NA,NA,124,"KP16SP59"
"343","KP16SP60","KP16SP60","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,87,354,338,31.7,7.2,6.6,NA,9.8,13.4,NA,37.8,18.6,10409724,"Kluane",2016,NA,NA,346,"KP16SP60"
"344","KP16SR41","KP16SR41","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,141,102,81,32,61,63,NA,131,142,NA,43.4,9.1,1164942,"Kluane",2016,NA,NA,91.5,"KP16SR41"
"345","KP16SR42","KP16SR42","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,108,154,186,37,72,75,NA,119,138,NA,38.5,11.4,3093552,"Kluane",2016,NA,NA,170,"KP16SR42"
"346","KP16SR43","KP16SR43","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,111,272,250,61,71,85,NA,132,162,NA,51.6,10.3,7548000,"Kluane",2016,NA,NA,261,"KP16SR43"
"347","KP16SR44","KP16SR44","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,66,222,187,34,66,71,NA,207,109,NA,43.5,12.7,2739924,"Kluane",2016,NA,NA,204.5,"KP16SR44"
"348","KP16SR45","KP16SR45","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,76,206,207,44,62,59,NA,96,105,NA,43.4,11.3,3240792,"Kluane",2016,NA,NA,206.5,"KP16SR45"
"349","KP16SR46","KP16SR46","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,124.5,245,193,64.1,6.5,6.9,NA,14.5,14.5,NA,54.8,14.3,5886982.5,"Kluane",2016,NA,NA,219,"KP16SR46"
"350","KP16SR47","KP16SR47","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,116,193,179,33.5,8.5,9.3,NA,9.4,15.6,NA,35.4,11.2,4007452,"Kluane",2016,NA,NA,186,"KP16SR47"
"351","KP16SR48","KP16SR48","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,61,54,37,18.1,4.2,4.4,NA,8.4,7.2,NA,39.9,6.9,121878,"Kluane",2016,NA,NA,45.5,"KP16SR48"
"352","KP16SR49","KP16SR49","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,88,213,198,47.6,8.1,7.5,NA,10.1,10.9,NA,45.5,20.4,3711312,"Kluane",2016,NA,NA,205.5,"KP16SR49"
"353","KP16SR50","KP16SR50","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,143,165,215,51.8,7.3,6.8,NA,11.5,13.1,NA,37.5,19.1,5072925,"Kluane",2016,NA,NA,190,"KP16SR50"
"354","KP16SR51","KP16SR51","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,67,142,115,35,56,57,NA,101,138,NA,46.7,10.5,1094110,"Kluane",2016,NA,NA,128.5,"KP16SR51"
"355","KP16SR52","KP16SR52","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,71,145,104,25,51,50,NA,115,133,NA,34.1,9.7,1070680,"Kluane",2016,NA,NA,124.5,"KP16SR52"
"356","KP16SR53","KP16SR53","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,92,248,218,36,46,48,NA,71,56,NA,36.3,9.1,4973888,"Kluane",2016,NA,NA,233,"KP16SR53"
"357","KP16SR54","KP16SR54","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,66,123,114,20,70,81,NA,165,183,NA,28.1,7.7,925452,"Kluane",2016,NA,NA,118.5,"KP16SR54"
"358","KP16SR55","KP16SR55","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,44,102,65,12,50,53,NA,90,96,NA,31.7,8.1,291720,"Kluane",2016,NA,NA,83.5,"KP16SR55"
"359","KP16SR56","KP16SR56","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,102,189,197,36.8,5.3,5.8,NA,12.2,12.1,NA,46.6,9.6,3797766,"Kluane",2016,NA,NA,193,"KP16SR56"
"360","KP16SR57","KP16SR57","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,70,122,95,22.7,6.7,6.1,NA,9.6,4,NA,43.4,12.7,811300,"Kluane",2016,NA,NA,108.5,"KP16SR57"
"361","KP16SR58","KP16SR58","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,54,104,84,20.8,5.7,5.6,NA,4.4,5.5,NA,33.2,9.2,471744,"Kluane",2016,NA,NA,94,"KP16SR58"
"362","KP16SR59","KP16SR59","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,96,119,66,27.1,5.9,4.3,NA,4.3,6.1,NA,45.9,15.9,753984,"Kluane",2016,NA,NA,92.5,"KP16SR59"
"363","KP16SR60","KP16SR60","Kluane Plateau",2016-08-07,NA,2016-08-09,2016,71,175,162,26.9,6,6.6,NA,14.3,9.2,NA,45.4,12.7,2012850,"Kluane",2016,NA,NA,168.5,"KP16SR60"
"366","K15psa1","K15PSa1","Kluane Plateau",2015-08-18,2015-08-18,2015-08-20,2015,17.1,68,NA,0.7,NA,NA,NA,NA,NA,NA,22,5,NA,"Kluane",2015,NA,NA,NA,"K15PSA1"
