"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes"
"759","IMS","K15PSp1",NA,"K15PSp1",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"763","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"764","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early dead growth",NA,NA
"765","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"766","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scen. leaves from last year",NA,NA
"767","IMS","K15PSp2",NA,"K15PSp2",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"771","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"772","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early dead growth",NA,NA
"773","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"774","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scen. leaves from last year",NA,NA
"775","IMS","K15PSp3",NA,"K15PSp3",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"779","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"780","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early dead growth",NA,NA
"781","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"782","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scen. leaves from last year",NA,NA
"783","IMS","K15PSp4",NA,"K15PSp4",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"787","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"788","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"790","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","IMS","K15PSp5",NA,"K15PSp5",2015,"Salix pulchra","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","LB","K15PSr1",NA,"K15PSr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","LB","K15PSr1",NA,"K15PSr1",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA
"794","LB","K15PSr1",NA,"K15PSr1",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"795","LB","K15PSr1",NA,"K15PSr1",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","IR","K15PSr10",NA,"K15PSr10",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"797","IR","K15PSr10",NA,"K15PSr10",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"798","IR","K15PSr10",NA,"K15PSr10",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"799","IR","K15PSr10",NA,"K15PSr10",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","IR","K15PSr11",NA,"K15PSr11",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"801","IR","K15PSr11",NA,"K15PSr11",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"802","IR","K15PSr11",NA,"K15PSr11",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"803","IR","K15PSr11",NA,"K15PSr11",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","IR","K15PSr12",NA,"K15PSr12",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"805","IR","K15PSr12",NA,"K15PSr12",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"806","IR","K15PSr12",NA,"K15PSr12",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"807","IR","K15PSr12",NA,"K15PSr12",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","AC","K15PSr13",NA,"K15PSr13",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","AC","K15PSr13",NA,"K15PSr13",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"810","AC","K15PSr13",NA,"K15PSr13",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","AC","K15PSr13",NA,"K15PSr13",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","AC","K15PSr14",NA,"K15PSr14",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","AC","K15PSr14",NA,"K15PSr14",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"814","AC","K15PSr14",NA,"K15PSr14",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible growth ",NA,NA
"815","AC","K15PSr14",NA,"K15PSr14",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","AC","K15PSr15",NA,"K15PSr15",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","AC","K15PSr15",NA,"K15PSr15",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No leaves",NA,NA
"818","AC","K15PSr15",NA,"K15PSr15",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","AC","K15PSr15",NA,"K15PSr15",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","LB","K15PSr2",NA,"K15PSr2",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","LB","K15PSr2",NA,"K15PSr2",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA
"822","LB","K15PSr2",NA,"K15PSr2",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","LB","K15PSr2",NA,"K15PSr2",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","LB","K15PSr3",NA,"K15PSr3",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","LB","K15PSr3",NA,"K15PSr3",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA
"826","LB","K15PSr3",NA,"K15PSr3",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","LB","K15PSr3",NA,"K15PSr3",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","LB","K15PSr4",NA,"K15PSr4",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","LB","K15PSr4",NA,"K15PSr4",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA
"830","LB","K15PSr4",NA,"K15PSr4",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","LB","K15PSr4",NA,"K15PSr4",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","LB","K15PSr5",NA,"K15PSr5",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","LB","K15PSr5",NA,"K15PSr5",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"834","LB","K15PSr5",NA,"K15PSr5",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","LB","K15PSr5",NA,"K15PSr5",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","IR","K15PSr6",NA,"K15PSr6",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"837","IR","K15PSr6",NA,"K15PSr6",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"838","IR","K15PSr6",NA,"K15PSr6",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"839","IR","K15PSr6",NA,"K15PSr6",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","IR","K15PSr7",NA,"K15PSr7",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"841","IR","K15PSr7",NA,"K15PSr7",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"842","IR","K15PSr7",NA,"K15PSr7",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"843","IR","K15PSr7",NA,"K15PSr7",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","IR","K15PSr8",NA,"K15PSr8",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"845","IR","K15PSr8",NA,"K15PSr8",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"846","IR","K15PSr8",NA,"K15PSr8",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"847","IR","K15PSr8",NA,"K15PSr8",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","IR","K15PSr9",NA,"K15PSr9",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"849","IR","K15PSr9",NA,"K15PSr9",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/",NA,NA
"850","IR","K15PSr9",NA,"K15PSr9",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"851","IR","K15PSr9",NA,"K15PSr9",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","LB","K15SSr1",NA,"K15SSr1",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","LB","K15SSr1",NA,"K15SSr1",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"854","LB","K15SSr1",NA,"K15SSr1",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","LB","K15SSr1",NA,"K15SSr1",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","AC","K15SSr10",NA,"K15SSr10",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","AC","K15SSr10",NA,"K15SSr10",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Removed",NA,NA
"858","AC","K15SSr10",NA,"K15SSr10",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","AC","K15SSr10",NA,"K15SSr10",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"862","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","LB","K15SSr2",NA,"K15SSr2",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","LB","K15SSr3",NA,"K15SSr3",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","LB","K15SSr3",NA,"K15SSr3",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"867","LB","K15SSr3",NA,"K15SSr3",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"868","LB","K15SSr3",NA,"K15SSr3",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","LB","K15SSr4",NA,"K15SSr4",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","LB","K15SSr4",NA,"K15SSr4",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"871","LB","K15SSr4",NA,"K15SSr4",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early growth",NA,NA
"872","LB","K15SSr4",NA,"K15SSr4",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","SW","K15SSr5",NA,"K15SSr5",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","SW","K15SSr5",NA,"K15SSr5",2015,"Salix richardsonii","Kluane",NA,"09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA
"875","SW","K15SSr5",NA,"K15SSr5",2015,"Salix richardsonii","Kluane",NA,"26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible early dead growth",NA,NA
"876","SW","K15SSr5",NA,"K15SSr5",2015,"Salix richardsonii","Kluane",NA,"05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","SW","K15SSr6",NA,"K15SSr6",2015,"Salix richardsonii","Kluane",NA,"11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
