Sample_ID,Match,Species,Sample_location,Sample_location_full,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Year_dead,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Survived_2021,Bed,Row,Column,Notes,Field_notes,Data_notes
KLSpS1,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,95,361,NA,2.5,NA,NA,NA,NA,NA,NA,Male,55,NA,18,2013,0,0,0,0,0,0,0,0,1,5,2,NA,,
KLSpS10,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,51,200,NA,1.9,NA,NA,NA,NA,NA,NA,Unknown,52,NA,14,2013,0,0,0,0,0,0,0,0,6,2,6,NA,,
KLSpS11,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,82,87,NA,1.6,NA,NA,NA,NA,NA,NA,Unknown,55,NA,16,2013,0,0,0,0,0,0,0,0,7,6,3,NA,,
KLSpS12,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,106,429,NA,2.6,NA,NA,NA,NA,NA,NA,Unknown,56,NA,9,2013,0,0,0,0,0,0,0,0,7,6,4,NA,,
KLSpS13,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,53,293,NA,2.9,NA,NA,NA,NA,NA,NA,Unknown,60,NA,NA,2013,0,0,0,0,0,0,0,0,7,6,5,NA,,
KLSpS14,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,39,105,NA,1,NA,NA,NA,NA,NA,NA,Female,52,NA,14,2013,0,0,0,0,0,0,0,0,7,6,6,NA,,
KLSpS15,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,67,130,NA,1.7,NA,NA,NA,NA,NA,NA,Unknown,56,NA,18,2013,0,0,0,0,0,0,0,0,7,6,7,NA,,
KLSpS16,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,77,176,NA,2.2,NA,NA,NA,NA,NA,NA,Unknown,58,NA,8,2013,0,0,0,0,0,0,0,0,8,2,3,NA,,
KLSpS17,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,61,196,NA,3.5,NA,NA,NA,NA,NA,NA,Unknown,47,NA,9,2013,0,0,0,0,0,0,0,0,8,2,4,NA,,
KLSpS18,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,67,132,NA,1.8,NA,NA,NA,NA,NA,NA,Female,58,NA,NA,2013,0,0,0,0,0,0,0,0,8,2,5,NA,,
KLSpS19,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,93,208,NA,2.7,NA,NA,NA,NA,NA,NA,Unknown,53,NA,NA,2013,0,0,0,0,0,0,0,0,8,2,6,NA,,
KLSpS2,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,104,208,NA,4.4,NA,NA,NA,NA,NA,NA,Unknown,54,NA,11,2013,0,0,0,0,0,0,0,0,1,5,3,NA,,
KLSpS20,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,51,123,NA,1.4,NA,NA,NA,NA,NA,NA,Female,44,NA,15,2013,0,0,0,0,0,0,0,0,8,2,7,NA,,
KLSpS3,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,124,287,NA,5,NA,NA,NA,NA,NA,NA,Unknown,51,NA,11,2013,0,0,0,0,0,0,0,0,1,5,4,NA,,
KLSpS4,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,87,324,NA,3.7,NA,NA,NA,NA,NA,NA,Female,56,NA,18,2013,0,0,0,0,0,0,0,0,1,5,5,NA,,
KLSpS5,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,88,272,NA,3.9,NA,NA,NA,NA,NA,NA,Unknown,56,NA,18,2013,0,0,0,0,0,0,0,0,1,5,6,NA,,
KLSpS6,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,66,202,NA,2.1,NA,NA,NA,NA,NA,NA,Unknown,58,NA,NA,2013,0,0,0,0,0,0,0,0,6,2,2,NA,,
KLSpS7,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,44,143,NA,1.2,NA,NA,NA,NA,NA,NA,Unknown,51,NA,10,2013,0,0,0,0,0,0,0,0,6,2,3,NA,,
KLSpS8,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,50,146,NA,1.6,NA,NA,NA,NA,NA,NA,Unknown,50,NA,NA,2013,0,0,0,0,0,0,0,0,6,2,4,NA,,
KLSpS9,#N/A,Salix pulchra,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,55,109,NA,1.8,NA,NA,NA,NA,NA,NA,Unknown,52,NA,12,2013,0,0,0,0,0,0,0,0,6,2,5,NA,,
KLSrS1,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,73.1,196,NA,3.7,NA,NA,NA,NA,NA,NA,Male,60,NA,15,2013,0,0,0,0,0,0,0,0,5,6,3,NA,,
KLSrS10,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,38,71,NA,1.7,NA,NA,NA,NA,NA,NA,Female,46,NA,11,2013,0,0,0,0,0,0,0,0,2,1,6,NA,,
KLSrS11,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,49,88,NA,1.7,NA,NA,NA,NA,NA,NA,Unknown,49,NA,10,2013,0,0,0,0,0,0,0,0,3,5,3,NA,,
KLSrS12,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,47,66,NA,1.7,NA,NA,NA,NA,NA,NA,Female,47,NA,10,2013,0,0,0,0,0,0,0,0,3,5,4,NA,,
KLSrS13,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,54,185,NA,3.1,NA,NA,NA,NA,NA,NA,Female,49,NA,NA,2013,0,0,0,0,0,0,0,0,3,5,5,NA,,
KLSrS14,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,56,119,NA,2.2,NA,NA,NA,NA,NA,NA,Female,44,NA,14,2013,0,0,0,0,0,0,0,0,3,5,6,NA,,
KLSrS15,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,70,143,NA,3,NA,NA,NA,NA,NA,NA,Unknown,52,NA,18,2013,0,0,0,0,0,0,0,0,3,5,7,NA,,
KLSrS16,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,51,139,NA,2.2,NA,NA,NA,NA,NA,NA,Unknown,46,NA,NA,2013,0,0,0,0,0,0,0,0,4,1,3,NA,,
KLSrS17,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,45,99,NA,2.7,NA,NA,NA,NA,NA,NA,Female,48,NA,13,2013,0,0,0,0,0,0,0,0,4,1,4,NA,,
KLSrS18,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,58,87,NA,2.6,NA,NA,NA,NA,NA,NA,Unknown,57,NA,NA,2013,0,0,0,0,0,0,0,0,4,1,5,NA,,
KLSrS19,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,62,176,NA,1.7,NA,NA,NA,NA,NA,NA,Female,58,NA,17,2013,0,0,0,0,0,0,0,0,4,1,6,NA,,
KLSrS2,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,80.3,181,NA,4.8,NA,NA,NA,NA,NA,NA,Female,72,NA,21,2013,0,0,0,0,0,0,0,0,5,6,4,NA,,
KLSrS20,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,63,71,NA,1.3,NA,NA,NA,NA,NA,NA,Unknown,45,NA,NA,2013,0,0,0,0,0,0,0,0,4,1,7,NA,,
KLSrS3,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,61,143,NA,3.3,NA,NA,NA,NA,NA,NA,Female,47,NA,16,2013,0,0,0,0,0,0,0,0,5,6,5,NA,,
KLSrS4,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,56.6,186,NA,3.1,NA,NA,NA,NA,NA,NA,Female,50,NA,18,2013,0,0,0,0,0,0,0,0,5,6,6,NA,,
KLSrS5,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,57.5,137,NA,2.7,NA,NA,NA,NA,NA,NA,Female,53,NA,13,2013,0,0,0,0,0,0,0,0,5,6,7,NA,,
KLSrS6,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,61,93,NA,1.9,NA,NA,NA,NA,NA,NA,Female,58,NA,11,2013,0,0,0,0,0,0,0,0,2,1,2,NA,,
KLSrS7,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,44.5,126,NA,1.2,NA,NA,NA,NA,NA,NA,Unknown,46,NA,15,2013,0,0,0,0,0,0,0,0,2,1,3,NA,,
KLSrS8,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,63,68,NA,2.1,NA,NA,NA,NA,NA,NA,Unknown,47,NA,15,2013,0,0,0,0,0,0,0,0,2,1,4,NA,,
KLSrS9,#N/A,Salix richardsonii,Kluane,Pika Camp,14/07/2007,NA,14/07/2010,2014,62,80,NA,1.3,NA,NA,NA,NA,NA,NA,Female,46,NA,13,2013,0,0,0,0,0,0,0,0,2,1,5,NA,,
KPSr1,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,107.4,306.5,NA,6,NA,NA,NA,NA,NA,NA,Male,59.9,NA,16,2013,0,0,0,0,0,0,0,0,2,1,1,NA,,
KPSr10,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,136.1,500+,NA,5.2,NA,NA,NA,NA,NA,NA,Male,57.3,NA,13,2013,0,0,0,0,0,0,0,0,6,6,1,NA,,
KPSr2,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,142.7,308.1,NA,4.2,NA,NA,NA,NA,NA,NA,Female,55.8,NA,17,2013,0,0,0,0,0,0,0,0,2,2,1,NA,,
KPSr3,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,672.1,193.3,NA,3.8,NA,NA,NA,NA,NA,NA,Male,60.4,NA,16,2013,0,0,0,0,0,0,0,0,2,3,1,NA,,
KPSr4,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,76.2,226,NA,3.3,NA,NA,NA,NA,NA,NA,Female,56.5,NA,15,2013,0,0,0,0,0,0,0,0,2,4,1,NA,,
KPSr6,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,149.8,500+,NA,9.5,NA,NA,NA,NA,NA,NA,Female,53.6,NA,15,2013,0,0,0,0,0,0,0,0,6,2,1,NA,,
KPSr7,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,195.5,500+,NA,11,NA,NA,NA,NA,NA,NA,Male,63.2,NA,15,2013,0,0,0,0,0,0,0,0,6,3,1,NA,,
KPSr8,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,130.1,266.4,NA,3.9,NA,NA,NA,NA,NA,NA,Unknown,43.2,NA,13,2013,0,0,0,0,0,0,0,0,6,4,1,NA,,
KPSr9,#N/A,Salix richardsonii,Kluane,Kluane Plateau,14/08/2027,NA,14/08/2027,2014,138.9,33.16,NA,4.8,NA,NA,NA,NA,NA,NA,Male,62,NA,13,2013,0,0,0,0,0,0,0,0,6,5,1,NA,,
HERSp26,HER-SP 26,Salix pulchra,Qikiqtaruk,QHI,14/08/2015,NA,14/08/2024,2014,43.4,145.1,NA,1.1,NA,NA,NA,NA,NA,NA,Female,62.3,NA,18,2017,NA,0,1,1,0,0,0,0,8,2,2,NA,,
HEFSr4B_clone,HEF-SR 4B,Salix richardsonii,Qikiqtaruk,QHI,14/08/2015,NA,14/08/2024,2014,67.2,NA,NA,2.8,NA,NA,NA,NA,NA,NA,Male,46.4,NA,15,2018,1,1,1,1,1,0,0,0,5,4,2,NA,Dead or gone in garden in 2021,
HERSp30,HER-SP 30,Salix pulchra,Qikiqtaruk,QHI,14/08/2015,NA,14/08/2024,2014,32.9,350.9,NA,1.1,NA,NA,NA,NA,NA,NA,Male,55.2,NA,18,2018,1,1,1,1,1,0,0,0,8,6,2,NA,"Dead or gone in garden in 2021, marked as ""no signs of life"" in 2019.",
HERSp5,HER-SP 5,Salix pulchra,Qikiqtaruk,QHI,14/08/2015,NA,14/08/2024,2014,31.6,115.5,NA,0.8,NA,NA,NA,NA,NA,NA,Male,54.8,NA,7,2016,1,1,1,0,0,0,0,0,1,1,6,NA,,
H15Sa13,H15Sa13,Salix arctica,Qikiqtaruk,QHI,15/07/2024,15/07/2024,15/08/2020,2015,9,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,46,6,NA,2017,NA,NA,0,1,0,0,0,0,12,3,5,NA,Not in garden in 2021,"Absent from datasheets from 2018 onwards, presumably dead by 2018."
K15PSr13,K15PSR13,Salix richardsonii,Kluane,Kluane Plateau,15/07/2004,15/07/2004,15/08/2018,2015,43,99,NA,2.8,NA,NA,NA,NA,NA,NA,NA,26.1,9.8,NA,2017,NA,NA,0,1,0,0,0,0,4,2,4,NA,Not in garden in 2021,"Absent from datasheets from 2018 onwards, presumably dead by 2018."
H15BN1,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,38,>500,NA,0.7,NA,NA,NA,NA,NA,NA,NA,46,7,NA,2015,NA,NA,0,0,0,0,0,0,10,4,2,NA,,
H15BN10,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,29,>500,NA,0.7,NA,NA,NA,NA,NA,NA,NA,37,6,NA,2015,NA,NA,0,0,0,0,0,0,10,3,4,NA,,
H15BN11,H15Bn11,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,38,314,NA,0.8,NA,NA,NA,NA,NA,NA,NA,52,9,NA,2015,NA,NA,0,0,0,0,0,0,9,4,3,NA,,
H15BN12,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,36,264,NA,0.6,NA,NA,NA,NA,NA,NA,NA,46,7,NA,2015,NA,NA,0,0,0,0,0,0,9,3,7,NA,,
H15BN13,H15BN13,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,30,177,NA,1.4,NA,NA,NA,NA,NA,NA,NA,34,12,NA,2015,NA,NA,0,0,0,0,0,0,9,1,3,NA,,
H15BN14,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,23,>500,NA,0.4,NA,NA,NA,NA,NA,NA,NA,31,5,NA,2015,NA,NA,0,0,0,0,0,0,9,4,7,NA,,
H15BN15,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,29,>500,NA,0.4,NA,NA,NA,NA,NA,NA,NA,34,5,NA,2015,NA,NA,0,0,0,0,0,0,10,2,4,NA,,
H15BN16,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,32,435,NA,0.8,NA,NA,NA,NA,NA,NA,NA,50,8,NA,2015,NA,NA,0,0,0,0,0,0,10,1,2,NA,,
H15BN17,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,33,394,NA,0.7,NA,NA,NA,NA,NA,NA,NA,33,6,NA,2015,NA,NA,0,0,0,0,0,0,10,4,4,NA,,
H15BN18,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,27,230,NA,1.1,NA,NA,NA,NA,NA,NA,NA,36,8,NA,2015,NA,NA,0,0,0,0,0,0,9,3,5,NA,,
H15BN19,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,18,156,NA,0.9,NA,NA,NA,NA,NA,NA,NA,35,11,NA,2015,NA,NA,0,0,0,0,0,0,10,1,6,NA,,
H15BN2,H15Bn2,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,29,430,NA,0.4,NA,NA,NA,NA,NA,NA,NA,49,5,NA,2015,NA,NA,0,0,0,0,0,0,10,3,2,NA,,
H15BN20,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,39,154,NA,2,NA,NA,NA,NA,NA,NA,NA,41,7,NA,2015,NA,NA,0,0,0,0,0,0,10,4,6,NA,,
H15BN21,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2019,15/07/2019,15/08/2019,2015,14,70,NA,1.8,NA,NA,NA,NA,NA,NA,NA,23,6,NA,2015,NA,NA,0,0,0,0,0,0,10,5,2,NA,,
H15BN22,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,39,255,NA,0.9,NA,NA,NA,NA,NA,NA,NA,50,8,NA,2015,NA,NA,0,0,0,0,0,0,10,1,4,NA,,
H15BN23,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,12,336,NA,0.4,NA,NA,NA,NA,NA,NA,NA,43,5,NA,2015,NA,NA,0,0,0,0,0,0,10,3,2,NA,,
H15BN24,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,31,>500,NA,0.9,NA,NA,NA,NA,NA,NA,NA,33,7,NA,2015,NA,NA,0,0,0,0,0,0,10,2,6,NA,,
H15BN25,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,19,365,NA,0.7,NA,NA,NA,NA,NA,NA,NA,40,4,NA,2015,NA,NA,0,0,0,0,0,0,9,1,5,NA,,
H15BN26,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,23,354,NA,0.8,NA,NA,NA,NA,NA,NA,NA,50,6,NA,2015,NA,NA,0,0,0,0,0,0,10,2,2,NA,,
H15BN27,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,16,251,NA,0.6,NA,NA,NA,NA,NA,NA,NA,41,6,NA,2015,NA,NA,0,0,0,0,0,0,9,2,3,NA,,
H15BN28,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,20,>500,NA,0.8,NA,NA,NA,NA,NA,NA,NA,56,6,NA,2015,NA,NA,0,0,0,0,0,0,10,3,6,NA,,
H15BN29,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,22,326,NA,1.2,NA,NA,NA,NA,NA,NA,NA,43,4,NA,2015,NA,NA,0,0,0,0,0,0,10,5,4,NA,,
H15BN3,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,24,160,NA,0.6,NA,NA,NA,NA,NA,NA,NA,27,5,NA,2015,NA,NA,0,0,0,0,0,0,9,3,3,NA,,
H15BN30,H15Bn30,Betula nana,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2019,2015,14,180,NA,0.6,NA,NA,NA,NA,NA,NA,NA,38,5,NA,2015,NA,NA,0,0,0,0,0,0,9,3,3,NA,,
H15BN4,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,30,>500,NA,0.6,NA,NA,NA,NA,NA,NA,NA,33,6,NA,2015,NA,NA,0,0,0,0,0,0,9,5,5,NA,,
H15BN5,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,36,279,NA,0.6,NA,NA,NA,NA,NA,NA,NA,39,5,NA,2015,NA,NA,0,0,0,0,0,0,10,5,6,NA,,
H15BN6,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,38,>500,NA,0.5,NA,NA,NA,NA,NA,NA,NA,34,6,NA,2015,NA,NA,0,0,0,0,0,0,9,5,3,NA,,
H15BN7,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,44,336,NA,1.3,NA,NA,NA,NA,NA,NA,NA,41,8,NA,2015,NA,NA,0,0,0,0,0,0,9,2,7,NA,,
H15BN8,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,24,480,NA,0.3,NA,NA,NA,NA,NA,NA,NA,41,5,NA,2015,NA,NA,0,0,0,0,0,0,9,2,5,NA,,
H15BN9,#N/A,Betula nana,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2019,2015,24,240,NA,0.4,NA,NA,NA,NA,NA,NA,NA,48,5,NA,2015,NA,NA,0,0,0,0,0,0,9,5,7,NA,,
H15Sa1,H15Sa1,Salix arctica,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2020,2015,23,82,NA,18,NA,NA,NA,NA,NA,NA,NA,41,12,NA,2015,NA,NA,0,0,0,0,0,0,12,5,1,NA,,
H15Sa16,H15Sa16,Salix arctica,Qikiqtaruk,QHI,15/07/2025,15/07/2025,15/08/2020,2015,31,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,43,6,NA,2015,NA,NA,0,0,0,0,0,0,12,5,7,NA,,
H15Sa17,H15Sa17,Salix arctica,Qikiqtaruk,QHI,15/07/2025,15/07/2025,15/08/2020,2015,20,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,23,7,NA,2015,NA,NA,0,0,0,0,0,0,12,4,7,NA,,
H15Sa2,H15Sa2,Salix arctica,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2020,2015,9,89,NA,28,NA,NA,NA,NA,NA,NA,NA,47,10,NA,2015,NA,NA,0,0,0,0,0,0,12,4,1,NA,,
H15Sa4,H15Sa4,Salix arctica,Qikiqtaruk,QHI,15/07/2021,15/07/2021,15/08/2020,2015,4,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,34,8,NA,2015,NA,NA,0,0,0,0,0,0,12,2,1,NA,,
H15Sa6,H15Sa6,Salix arctica,Qikiqtaruk,QHI,15/07/2022,15/07/2022,15/08/2020,2015,7,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,37,8,NA,2015,NA,NA,0,0,0,0,0,0,12,5,3,NA,,
H15Sa8,H15Sa8,Salix arctica,Qikiqtaruk,QHI,15/07/2022,15/07/2022,15/08/2020,2015,9,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,33,9,NA,2015,NA,NA,0,0,0,0,0,0,12,3,3,NA,,
H15Sp21,H15Sp21,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,30,NA,NA,0.9,NA,NA,NA,NA,NA,NA,Female,51.8,7,9,2015,NA,NA,0,0,0,0,0,0,3,4,3,NA,,
H15Sp22,H15Sp22,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,42,NA,NA,0.8,NA,NA,NA,NA,NA,NA,Female,42.1,6,10,2015,NA,NA,0,0,0,0,0,0,3,4,6,NA,,
H15Sp28,H15SP28,Salix pulchra,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,19,NA,NA,1.1,NA,NA,NA,NA,NA,NA,Female,255,12,17,2015,NA,NA,0,0,0,0,0,0,8,5,4,NA,,
H15Sr1,H15Sr1,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,73.5,372,NA,3,NA,NA,NA,NA,NA,NA,Male,35.4,7,NA,2015,NA,NA,0,0,0,0,0,0,6,6,1,NA,,
H15Sr10,H15Sr10,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,42,209,NA,1.6,NA,NA,NA,NA,NA,NA,Female,39.5,11,13,2015,NA,NA,0,0,0,0,0,0,6,2,4,NA,,
H15Sr14,H15Sr14,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,26,160,NA,1.7,NA,NA,NA,NA,NA,NA,Male,32.6,12,11,2015,NA,NA,0,0,0,0,0,0,2,5,4,NA,,
H15Sr15,H15Sr15,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,42,340,NA,2.1,NA,NA,NA,NA,NA,NA,Male,36.1,6,12,2015,NA,NA,0,0,0,0,0,0,2,5,5,NA,,
H15Sr17,H15Sr17,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,59,281,NA,2.4,NA,NA,NA,NA,NA,NA,Female,49.8,11,9,2015,NA,NA,0,0,0,0,0,0,2,3,2,NA,,
H15Sr18,H15Sr18,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,54,>500,NA,1.9,NA,NA,NA,NA,NA,NA,Male,40.5,8,7,2015,NA,NA,0,0,0,0,0,0,2,3,3,NA,,
H15Sr2,H15Sr2,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,45,380,NA,0.8,NA,NA,NA,NA,NA,NA,Male,42.5,7,7,2015,NA,NA,0,0,0,0,0,0,6,5,1,NA,,
H15Sr21,H15Sr21,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,48,193,NA,1.5,NA,NA,NA,NA,NA,NA,Male,39.5,6,10,2015,NA,NA,0,0,0,0,0,0,7,5,3,NA,,
H15Sr22,H15Sr22,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,34,380,NA,1.9,NA,NA,NA,NA,NA,NA,Male,29.6,12,19,2015,NA,NA,0,0,0,0,0,0,7,5,5,NA,,
H15Sr23,H15Sr23,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,31,379,NA,1.6,NA,NA,NA,NA,NA,NA,Male,36.5,9,7,2015,NA,NA,0,0,0,0,0,0,7,5,6,NA,,
H15Sr25,H15Sr25,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,40,208,NA,1.4,NA,NA,NA,NA,NA,NA,Male,30,10,9,2015,NA,NA,0,0,0,0,0,0,4,4,3,NA,,
H15Sr26,H15Sr26,Salix richardsonii,Qikiqtaruk,QHI,15/07/2018,15/07/2018,15/08/2018,2015,59,412,NA,3.4,NA,NA,NA,NA,NA,NA,Male,60.8,10,9,2015,NA,NA,0,0,0,0,0,0,4,4,6,NA,,
