Bed,SampleID,Bed_old,SampleID_old,Year_planted,Species,Site,Plant_ID_fulcrum,Sample_Date,Month,Day,Year,Canopy_Height_cm,Width_cm,Width_2_cm,Stem_diameter ,Stem_Elongation_1_mm,Stem_Elongation_2_mm,Stem_Elongation_3_mm,Length_1_mm,Length_2_mm,Length_3_mm,Fresh_mass,Dry_mass,LA,LDMC,SLA,Notes_canopy_height_prev_cm,August_2021_notes,July_2021_notes
AC,HESr27,NA,HESr27,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,20,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,HESr27,NA,HESr27,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,36,26,22,14,8,4,NA,NA,NA,NA,NA,NA,NA,NA
AC,HESr27,NA,HESr27,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,14,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,HESr29,NA,HESr29,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,15,15,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr3,NA,HESr3,2013,Salix richardsonii,Qikiqtaruk,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,9.57,7.6,7.32,NA,NA,NA,NA,NA,NA,NA,NA,At base,NA,NA
LB,HESr3,NA,HESr3,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,19,10,11,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr3,NA,HESr3,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,20,16,13,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr3,NA,HESr3,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr4,NA,HEFSr4,2013,Salix richardsonii,Qikiqtaruk,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,18.18,14.41,10.27,NA,NA,NA,NA,NA,NA,NA,NA,At base,NA,NA
LB,HESr4,NA,HEFSr4,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,39,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr4,NA,HEFSr4,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,51,36,34,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr4,NA,HESr4,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,9,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,HESr4B,NA,HEFSr4B,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,22,18,18,10,NA,NA,NA,NA,NA,NA,NA,Leaves sticking out of the ground,NA,NA
SW,HESr6,NA,HESr6,2013,Salix richardsonii,Qikiqtaruk,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,14.4,11.68,10.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr6,NA,HESr6,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,20,26,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr6,NA,HESr6,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,20,19,22,10,12,50,NA,NA,NA,NA,NA,"N or P deficiency, scene fence",NA,NA
SW,HESr6,NA,HESr6,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,14,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr7,NA,HESr7,2013,Salix richardsonii,Qikiqtaruk,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,13.27,11.35,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr7,NA,HESr7,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,20,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr7,NA,HESr7,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,30,27,20,6,18,17,NA,NA,NA,NA,NA,"N or P deficiency, scene fence",NA,NA
SW,HESr7,NA,HESr7,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,9,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr8,NA,HESr8,2013,Salix richardsonii,Qikiqtaruk,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,11.16,12.04,9.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr8,NA,HESr8,2013,Salix richardsonii,Qikiqtaruk,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,19,25,25,23,20,20,NA,NA,NA,NA,NA,NA,NA,NA
SW,HESr8,NA,HESr8,2013,Salix richardsonii,Qikiqtaruk,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,27,28,29,23,27,23,NA,NA,NA,NA,NA,"N or P deficiency, scene fence",NA,NA
SW,HESr8,NA,HESr8,2013,Salix richardsonii,Qikiqtaruk,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,12,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,14.79,21.38,14.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,30,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,43,40,37,45,18,21,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC1,NA,KLSpC1,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,12,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,8.84,9.32,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,32,15,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,57,55,55,50,15,1,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC10,NA,KLSpC10,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,21,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC12,NA,KLSpC12,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,12,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,30.98,27.09,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,40,45,30,54,50,41,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,46,47,50,57,42,51,NA,NA,NA,NA,NA,NA,NA,NA
AB,KLSPC13,NA,KLSpC13,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,25,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,17,10,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC2,NA,KLSpC2,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,33,37,44,32,20,17,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,11.59,7.88,9.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,10,20,30,17,15,12,NA,NA,NA,NA,NA,Caterpillar herbivory (see photo),NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,36,35,25,30,25,35,NA,NA,NA,NA,NA,Herb 33,NA,NA
IMS,KLSPC3,NA,KLSpC3,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,17,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,16.59,15.27,18.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,29,19,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,36,35,35,20,15,20,NA,NA,NA,NA,NA,Herb 2,NA,NA
MG,KLSPC8,NA,KLSpC8,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,25,27,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,19.74,15.12,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,28,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,30,33,32,35,40,50,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSPC9,NA,KLSpC9,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,13,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,10.67,18.31,12.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,35,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,40,40,34,48,45,56,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE1,NA,KLSpE1,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,8,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,15.17,16.39,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,40,39,102,58,42,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,44,43,41,91,89,48,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE10,NA,KLSpE10,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,13,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,34.93,34.9,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,45,35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,53,50,55,152,100,100,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE11,NA,KLSpE11,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,18,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE12,NA,KLSpE12,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,20.97,25.58,23.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE12,NA,KLSpE12,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,32,35,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE12,NA,KLSpE12,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,41,42,45,160,140,145,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE12,NA,KLSpE12,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,15,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE13,NA,KLSpE13,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,6,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,26.63,23.79,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,46,46,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,55,55,56,95,80,40,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE14,NA,KLSpE14,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,15,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,22.42,19.27,18.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,35,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,40,33,30,62,52,41,NA,NA,NA,NA,NA,NA,NA,NA
MG,KLSpE15,NA,KLSpE15,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,26,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,13.79,11.65,14.13,NA,NA,NA,NA,NA,NA,NA,NA,Stem growing out of base,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,19,26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,30,32,34,50,30,33,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE2,NA,KLSpE2,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,31,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE4,NA,KLSpE4,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,15.94,17.35,11.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE4,NA,KLSpE4,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,35,25,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE4,NA,KLSpE4,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,38,40,39,42,30,25,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE4,NA,KLSpE4,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE5,NA,KLSpE5,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,10.41,12.59,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE5,NA,KLSpE5,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,19,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE5,NA,KLSpE5,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,25,27,25,10,11,13,NA,NA,NA,NA,NA,NA,NA,NA
IMS,KLSpE5,NA,KLSpE5,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,11,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE6,NA,KLSpE6,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,23.01,20.31,16.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE6,NA,KLSpE6,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,45,39,35,20,20,12,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE6,NA,KLSpE6,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,59,57,54,180,172,136,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE6,NA,KLSpE6,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,17,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE7,NA,KLSpE7,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,20.71,24.33,23.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE7,NA,KLSpE7,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,35,25,20,NA,NA,NA,NA,NA,NA,NA,NA,Yellowy leaves,NA,NA
CF,KLSpE7,NA,KLSpE7,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,48,43,40,140,110,95,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE7,NA,KLSpE7,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE8,NA,KLSpE8,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,23.7,12.25,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE8,NA,KLSpE8,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,40,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE8,NA,KLSpE8,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,51,50,44,50,34,78,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE8,NA,KLSpE8,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,12,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE9,NA,KLSpE9,2013,Salix pulchra,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,18.67,11.65,32.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE9,NA,KLSpE9,2013,Salix pulchra,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,21,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE9,NA,KLSpE9,2013,Salix pulchra,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,51,52,53,96,98,111,NA,NA,NA,NA,NA,NA,NA,NA
CF,KLSpE9,NA,KLSpE9,2013,Salix pulchra,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,19,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,KLSrC1,NA,KLSrC1,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,25,35,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC10,NA,KLSrC10,2013,Salix richardsonii,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,34.66,24.24,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC10,NA,KLSrC10,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,40,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC10,NA,KLSrC10,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,48,50,51,201,186,145,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC10,NA,KLSrC10,2013,Salix richardsonii,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,KLSrC11,NA,KLSrC11,2013,Salix richardsonii,Kluane,NA,21/05/2015,5,21,2015,NA,NA,NA,NA,18.31,11.85,18.58,NA,NA,NA,NA,NA,NA,NA,NA,Leaves at base,NA,NA
AC,KLSrC11,NA,KLSrC11,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,32,30,25,59,50,46,NA,NA,NA,NA,NA,NA,NA,NA
AC,KLSrC11,NA,KLSrC11,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,37,35,34,51,59,38,NA,NA,NA,NA,NA,NA,NA,NA
AC,KLSrC13,NA,KLSrC13,2013,Salix richardsonii,Kluane,NA,20/05/2015,5,20,2015,NA,NA,NA,NA,16.69,15.26,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,KLSrC13,NA,KLSrC13,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,50,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AC,KLSrC13,NA,KLSrC13,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,56,55,52,45,33,20,NA,NA,NA,NA,NA,NA,NA,NA
LB,KLSrC2,NA,KLSrC2,2013,Salix richardsonii,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,26.82,19.39,23.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LB,KLSrC2,NA,KLSrC2,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,45,40,40,75,75,6,NA,NA,NA,NA,NA,NA,NA,NA
LB,KLSrC2,NA,KLSrC2,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,50,51,53,50,65,56,NA,NA,NA,NA,NA,NA,NA,NA
LB,KLSrC2,NA,KLSrC2,2013,Salix richardsonii,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,22,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC6,NA,KLSrC6,2013,Salix richardsonii,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,26.55,29.51,25.11,NA,NA,NA,NA,NA,NA,NA,NA,at base,NA,NA
IR,KLSrC6,NA,KLSrC6,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,40,35,45,50,110,50,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC6,NA,KLSrC6,2013,Salix richardsonii,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,11,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC7,NA,KLSrC7,2013,Salix richardsonii,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,12.13,15.15,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC7,NA,KLSrC7,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,30,40,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrC7,NA,KLSrC7,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,50,60,48,80,120,60,NA,NA,NA,NA,NA,NA,NA,NA
SW,KLSrE10,NA,KLSrE10,2013,Salix richardsonii,Kluane,NA,02/06/2015,6,2,2015,NA,NA,NA,NA,38,44,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW,KLSrE10,NA,KLSrE10,2013,Salix richardsonii,Kluane,NA,18/06/2015,6,18,2015,NA,NA,NA,NA,55,48,45,78,55,55,NA,NA,NA,NA,NA,NA,NA,NA
SW,KLSrE10,NA,KLSrE10,2013,Salix richardsonii,Kluane,NA,15/08/2015,8,15,2015,NA,NA,NA,NA,15,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IR,KLSrE11,NA,KLSrE11,2013,Salix richardsonii,Kluane,NA,18/05/2015,5,18,2015,NA,NA,NA,NA,28.71,25.27,18.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
