"","Bed","SampleID","Bed_old","SampleID_old","Year_planted","Species","Site","Plant_ID_fulcrum","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm","Fresh_mass","Dry_mass","LA","LDMC","SLA","Notes_canopy_height_prev_cm","August_2021_notes","July_2021_notes","Sample_age","mean_stem_elong","mean_leaf_length"
"902","AC","H17Sr20",NA,"H17Sr20",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.2,NA,NA,NA,11.67,10.84,NA,5.14,NA,NA,NA,NA,NA,NA,NA,"100% senesced",NA,NA,1,NA,NA
"903","AC","H17Sr21",NA,"H17Sr21",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"904","AC","H17Sr21_clone",NA,"H17Sr21_clone",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"905","AC","H17Sr22",NA,"H17Sr22",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,1,NA,NA
"906","AC","H17Sr23",NA,"H17Sr23",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,1,NA,NA
"907","AC","H17Sr24",NA,"H17Sr24",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,16.6,NA,NA,NA,27.05,25.76,23.32,12.48,15.4,8.06,NA,NA,NA,NA,NA,"87% senesced and nutrient deficiency",NA,NA,1,25.3766666666667,11.98
"908","AC","H17Sr25",NA,"H17Sr25",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,33.58,27.15,18.43,22,NA,NA,NA,NA,NA,NA,NA,"43% Herbivory and 50% senesced",NA,NA,1,26.3866666666667,NA
"909","AC","H17Sr26",NA,"H17Sr26",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"910","AC","H17Sr27",NA,"H17Sr27",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"911","AC","H17Sr28",NA,"H17Sr28",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,6.9,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"912","AC","H17Sr29",NA,"H17Sr29",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"913","LB","H17Sr3",NA,"H17Sr3",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,1.4,NA,NA,NA,NA,NA,NA,7.44,NA,NA,NA,NA,NA,NA,NA,"98% Senesced",NA,NA,1,NA,NA
"914","EW","H17Sr30",NA,"H17Sr30",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.8,NA,NA,NA,30.99,26.68,23.6,18.22,NA,NA,NA,NA,NA,NA,NA,"20% Senesced, 10% herbivory",NA,NA,1,27.09,NA
"915","EW","H17Sr31",NA,"H17Sr31",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.1,NA,NA,NA,NA,NA,NA,11.31,NA,NA,NA,NA,NA,NA,NA,"90% Senesced, 50% herbivory",NA,NA,1,NA,NA
"916","EW","H17Sr32",NA,"H17Sr32",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,1.9,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,"100% Senesced",NA,NA,1,NA,NA
"917","EW","H17Sr33",NA,"H17Sr33",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"918","EW","H17Sr34",NA,"H17Sr34",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,25.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10% Senesced, 50% herbivory, nutrient deficiency",NA,NA,1,NA,NA
"919","EW","H17Sr35",NA,"H17Sr35",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.7,NA,NA,NA,31.76,29.1,28.37,7.44,5.38,7.43,NA,NA,NA,NA,NA,"10% Senesced, 10% herbivory",NA,NA,1,29.7433333333333,6.75
"920","EW","H17Sr36",NA,"H17Sr36",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.4,NA,NA,NA,31.29,30.11,34.2,32.45,13.64,NA,NA,NA,NA,NA,NA,"60% Senesced, 25% herbivory, nutrient deficiency",NA,NA,1,31.8666666666667,NA
"921","EW","H17Sr37",NA,"H17Sr37",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.1,NA,NA,NA,9.03,9.58,11.44,7.88,NA,NA,NA,NA,NA,NA,NA,"Green, 20% herbivory ",NA,NA,1,10.0166666666667,NA
"922","EW","H17Sr38",NA,"H17Sr38",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"923","EW","H17Sr39",NA,"H17Sr39",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe alive",NA,NA,1,NA,NA
"924","LB","H17Sr4",NA,"H17Sr4",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,6.4,NA,NA,NA,30.57,27.29,18.65,8.52,17.88,NA,NA,NA,NA,NA,NA,"80% Senesced, 5% herbivory",NA,NA,1,25.5033333333333,NA
"925","EW","H17Sr40",NA,"H17Sr40",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maybe alive",NA,NA,1,NA,NA
"926","LB","H17Sr5",NA,"H17Sr5",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,19.2,NA,NA,NA,25.34,26.82,20.96,15.11,11.04,9.97,NA,NA,NA,NA,NA,"80% Senesced",NA,NA,1,24.3733333333333,12.04
"927","GD","H17Sr6",NA,"H17Sr6",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"928","GD","H17Sr7",NA,"H17Sr7",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.6,NA,NA,NA,14.17,12.71,15.62,3.69,2.24,NA,NA,NA,NA,NA,NA,"50% Senesced, 40% herbivory",NA,NA,1,14.1666666666667,NA
"929","GD","H17Sr8",NA,"H17Sr8",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,1,NA,NA
"930","GD","H17Sr9",NA,"H17Sr9",2017,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,19.8,NA,NA,NA,18.12,22.11,23.68,9.42,10.32,5.31,NA,NA,NA,NA,NA,"50% Senesced",NA,NA,1,21.3033333333333,8.35
"931","AB","HE15Sp26",NA,"HE15Sp26",2015,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.8,NA,NA,NA,25.1,11.62,NA,3.34,2,NA,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,3,NA,NA
"932","SAB","HE16Sa10",NA,"HE16Sa10",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"933","SAB","HE16Sa14",NA,"HE16Sa14",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.2,NA,NA,NA,21.11,16.8,14.23,2.52,2.4,3.49,NA,NA,NA,NA,NA,"Herbivory 40%, senescence 30%",NA,NA,2,17.38,2.80333333333333
"934","SAB","HE16Sa17",NA,"HE16Sa17",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"935","SAB","HE16Sa19",NA,"HE16Sa19",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"936","SAB","HE16Sa20",NA,"HE16Sa20",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"937","JA","HE16Sa3",NA,"HE16Sa3",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,0.2,NA,NA,NA,8.93,20.5,12.26,2.88,3.39,2.5,NA,NA,NA,NA,NA,"Senescence 33%, Herbivory 50%",NA,NA,2,13.8966666666667,2.92333333333333
"938","SAB","HE16Sa6",NA,"HE16Sa6",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,4.5,NA,NA,NA,15.04,11.81,7.41,4.09,2.68,3.3,NA,NA,NA,NA,NA,"Senescence 90%",NA,NA,2,11.42,3.35666666666667
"939","SAB","HE16Sa7",NA,"HE16Sa7",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.1,NA,NA,NA,23.8,20.7,17.48,3.52,3.12,2.63,NA,NA,NA,NA,NA,"Herbivory 20%, senescence 10%",NA,NA,2,20.66,3.09
"940","SAB","HE16Sa8",NA,"HE16Sa8",2016,"Salix arctica","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"941","AB","HE16Sp1",NA,"HE16Sp1",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"942","SL","HE16Sp10",NA,"HE16Sp10",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"943","SL","HE16Sp11",NA,"HE16Sp11",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"944","SL","HE16Sp12",NA,"HE16Sp12",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"945","SL","HE16Sp13",NA,"HE16Sp13",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"946","SL","HE16Sp14",NA,"HE16Sp14",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"947","SL","HE16Sp15",NA,"HE16Sp15",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,4.5,NA,NA,NA,19.96,18.07,17.74,4.65,3.45,2.08,NA,NA,NA,NA,NA,"Nutrient deficiency, herbivory 10%, senescence 15%",NA,NA,2,18.59,3.39333333333333
"948","JG","HE16Sp16",NA,"HE16Sp16",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"949","JG","HE16Sp17",NA,"HE16Sp17",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.9,NA,NA,NA,12.52,11.68,12.48,2.85,2.73,2.11,NA,NA,NA,NA,NA,"Nutrient deficiency, no senescence ",NA,NA,2,12.2266666666667,2.56333333333333
"950","JG","HE16Sp18",NA,"HE16Sp18",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"951","JG","HE16Sp19",NA,"HE16Sp19",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"952","AB","HE16Sp2",NA,"HE16Sp2",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"953","JG","HE16Sp20",NA,"HE16Sp20",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"954","JG","HE16Sp21",NA,"HE16Sp21",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"955","JG","HE16Sp22",NA,"HE16Sp22",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"956","JG","HE16Sp23",NA,"HE16Sp23",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"957","JG","HE16Sp24",NA,"HE16Sp24",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"958","JG","HE16Sp25",NA,"HE16Sp25",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"959","JG","HE16Sp26",NA,"HE16Sp26",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead",NA,NA,2,NA,NA
"960","JG","HE16Sp27",NA,"HE16Sp27",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"961","JG","HE16Sp28",NA,"HE16Sp28",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"962","JG","HE16Sp29",NA,"HE16Sp29",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"963","JG","HE16Sp30",NA,"HE16Sp30",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"964","AB","HE16Sp4",NA,"HE16Sp4",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,2,NA,NA
"965","SL","HE16Sp6",NA,"HE16Sp6",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"966","SL","HE16Sp7",NA,"HE16Sp7",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"967","SL","HE16Sp8",NA,"HE16Sp8",2016,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"968","IR","HE16Sr1",NA,"HE16Sr1",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"969","AC","HE16Sr10",NA,"HE16Sr10",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"970","EW","HE16Sr11",NA,"HE16Sr11",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"971","EW","HE16Sr13",NA,"HE16Sr13",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"972","EW","HE16Sr15",NA,"HE16Sr15",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"973","GD","HE16Sr17",NA,"HE16Sr17",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"974","GD","HE16Sr18",NA,"HE16Sr18",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"975","GD","HE16Sr19",NA,"HE16Sr19",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"976","IR","HE16Sr2",NA,"HE16Sr2",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"977","GD","HE16Sr20",NA,"HE16Sr20",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"978","GD","HE16Sr21",NA,"HE16Sr21",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"979","GD","HE16Sr22",NA,"HE16Sr22",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"980","GD","HE16Sr23",NA,"HE16Sr23",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"981","GD","HE16Sr25",NA,"HE16Sr25",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"982","EW","HE16Sr26",NA,"HE16Sr26",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"983","EW","HE16Sr27",NA,"HE16Sr27",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"984","EW","HE16Sr27",NA,"HE16Sr27",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"985","IR","HE16Sr4",NA,"HE16Sr4",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"986","IR","HE16Sr5",NA,"HE16Sr5",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May still be alive",NA,NA,2,NA,NA
"987","AC","HE16Sr6",NA,"HE16Sr6",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"988","AC","HE16Sr7",NA,"HE16Sr7",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"989","AC","HE16Sr9",NA,"HE16Sr9",2016,"Salix richardsonii","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,2,NA,NA
"990","MG","HESp11",NA,"HERSp11",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,22.6,NA,NA,NA,27.94,32.27,28.07,6.1,5.83,4.34,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,29.4266666666667,5.42333333333333
"991","CF","HESp12",NA,"HESp12",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,10.8,NA,NA,NA,13.48,14.7,15.38,3.87,3.6,3.63,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,14.52,3.7
"992","MG","HESp12",NA,"HERSp12",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,30.5,NA,NA,NA,22.66,20.8,17.14,6.43,3.42,6.48,NA,NA,NA,NA,NA,"Senescence 95%",NA,NA,5,20.2,5.44333333333333
"993","MG","HESp14",NA,"HERSp14",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,2.7,NA,NA,NA,23.25,18.73,21.75,9.45,11.86,9.45,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,21.2433333333333,10.2533333333333
"994","MG","HESp17",NA,"HESp17",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,13.2,NA,NA,NA,14.24,12.55,12.13,3.44,3,2.3,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,12.9733333333333,2.91333333333333
"995","MG","HESp18",NA,"HESp18",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,3.1,NA,NA,NA,6.74,2.81,5.81,1.15,0.44,0.99,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,5.12,0.86
"996","IMS","HESp2",NA,"HESp2",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,11.2,NA,NA,NA,21.18,19.29,26.71,2.69,1.93,1.77,NA,NA,NA,NA,NA,"All brown leaves ",NA,NA,5,22.3933333333333,2.13
"997","MG","HESp20",NA,"HESp20",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,11.3,NA,NA,NA,27.21,23.33,20.7,3.62,2.61,3.55,NA,NA,NA,NA,NA,"Senescence 95%, Herbivory 10%",NA,NA,5,23.7466666666667,3.26
"998","AB","HESp23",NA,"HESp23",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not dead ",NA,NA,5,NA,NA
"999","IMS","HESp24",NA,"HERSp24",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,25.4,NA,NA,NA,24.37,23.15,22.59,4.94,3.66,3.29,NA,NA,NA,NA,NA,"Browning leaves, herbivory 10%, 85% senescence ",NA,NA,5,23.37,3.96333333333333
"1000","AB","HESp26",NA,"HERSp26",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead",NA,NA,5,NA,NA
"1001","AB","HESp29",NA,"HERSp29",2013,"Salix pulchra","Qikiqtaruk",NA,"18/08/2018","8","18",2018,9.2,NA,NA,NA,25.05,32.14,31.26,7,6.27,5.76,NA,NA,NA,NA,NA,"Senescence 100%",NA,NA,5,29.4833333333333,6.34333333333333
