"","Year_planted","Cutting_length","SampleID_standard","Species","Site","max_mean_width_cm","max_canopy_height_cm"
"76",2017,28.9,"H17SP9","Salix pulchra","Qikiqtaruk",18.15,17.6
"77",2017,27,"H17SP10","Salix pulchra","Qikiqtaruk",13,11.8
"78",2017,36.8,"H17SP11","Salix pulchra","Qikiqtaruk",NA,NA
"79",2017,29.8,"H17SP12","Salix pulchra","Qikiqtaruk",19.75,9.2
"80",2017,37.2,"H17SP13","Salix pulchra","Qikiqtaruk",12.35,24.6
"81",2017,33.3,"H17SP14","Salix pulchra","Qikiqtaruk",11.05,23.3
"82",2017,26.8,"H17SP15","Salix pulchra","Qikiqtaruk",8.7,10.2
"83",2017,35.9,"H17SP16","Salix pulchra","Qikiqtaruk",NA,NA
"84",2017,40.2,"H17SP17","Salix pulchra","Qikiqtaruk",NA,NA
"85",2017,28.5,"H17SP18","Salix pulchra","Qikiqtaruk",10.45,5.2
"86",2017,46.5,"H17SP19","Salix pulchra","Qikiqtaruk",NA,NA
"87",2017,30,"H17SP20","Salix pulchra","Qikiqtaruk",NA,5.5
"88",2017,35.5,"H17SR1","Salix richardsonii","Qikiqtaruk",15.1,19.2
"89",2017,31.2,"H17SR2","Salix richardsonii","Qikiqtaruk",NA,NA
"90",2017,32.7,"H17SR3","Salix richardsonii","Qikiqtaruk",NA,1.4
"91",2017,39,"H17SR4","Salix richardsonii","Qikiqtaruk",13.75,12
"92",2017,35.2,"H17SR5","Salix richardsonii","Qikiqtaruk",15.1,19.2
"93",2017,30.5,"H17SR6","Salix richardsonii","Qikiqtaruk",NA,NA
"94",2017,30.5,"H17SR7","Salix richardsonii","Qikiqtaruk",16.2,12.3
"95",2017,31.9,"H17SR8","Salix richardsonii","Qikiqtaruk",NA,NA
"96",2017,37.7,"H17SR9","Salix richardsonii","Qikiqtaruk",34.15,19.8
"97",2017,39.2,"H17SR10","Salix richardsonii","Qikiqtaruk",26.65,12
"98",2017,40.5,"H17SR11","Salix richardsonii","Qikiqtaruk",NA,NA
"99",2017,29.3,"H17SR12","Salix richardsonii","Qikiqtaruk",11.7,6.7
"100",2017,43.9,"H17SR13","Salix richardsonii","Qikiqtaruk",18.6,14.4
"101",2017,28.5,"H17SR14","Salix richardsonii","Qikiqtaruk",NA,NA
"102",2017,30.5,"H17SR15","Salix richardsonii","Qikiqtaruk",21.05,20.9
"103",2017,33,"H17SR16","Salix richardsonii","Qikiqtaruk",NA,NA
"104",2017,35.5,"H17SR17","Salix richardsonii","Qikiqtaruk",NA,NA
"105",2017,44,"H17SR18","Salix richardsonii","Qikiqtaruk",16.75,22.2
"106",2017,23.1,"H17SR19","Salix richardsonii","Qikiqtaruk",11.15,6.8
"107",2017,37.8,"H17SR20","Salix richardsonii","Qikiqtaruk",NA,2.2
"108",2017,28.2,"H17SR21","Salix richardsonii","Qikiqtaruk",NA,NA
"109",2017,35.3,"H17SR22","Salix richardsonii","Qikiqtaruk",NA,NA
"110",2017,39.2,"H17SR35","Salix richardsonii","Qikiqtaruk",32.1,19
"111",2017,41.1,"H17SR36","Salix richardsonii","Qikiqtaruk",NA,14.6
"112",2017,40.9,"H17SR37","Salix richardsonii","Qikiqtaruk",11.65,9.2
"113",2017,35.9,"H17SR39","Salix richardsonii","Qikiqtaruk",NA,NA
"114",2017,31.6,"H17SR40","Salix richardsonii","Qikiqtaruk",NA,NA
"115",2016,29.9,"PC16PVSR1","Salix richardsonii","Kluane",NA,NA
"116",2016,40.4,"PC16PVSR2","Salix richardsonii","Kluane",NA,NA
"117",2016,30.5,"PC16PVSR3","Salix richardsonii","Kluane",NA,NA
"118",2016,28.5,"PC16PVSR4","Salix richardsonii","Kluane",NA,NA
"119",2016,43.5,"PC16PVSR5","Salix richardsonii","Kluane",NA,NA
"120",2016,34.8,"PC16PVSR6","Salix richardsonii","Kluane",NA,NA
"121",2016,33.5,"PC16PVSR7","Salix richardsonii","Kluane",NA,NA
"122",2016,39.5,"PC16PVSR8","Salix richardsonii","Kluane",NA,NA
"123",2016,35.4,"PC16PVSP1","Salix pulchra","Kluane",NA,NA
"124",2016,17,"PC16PVSP2","Salix pulchra","Kluane",NA,NA
"125",2016,23.4,"PC16PVSP3","Salix pulchra","Kluane",NA,NA
"126",2016,35.2,"PC16PVSP4","Salix pulchra","Kluane",NA,NA
"127",2016,36,"PC16PVSP5","Salix pulchra","Kluane",NA,NA
"128",2016,37.2,"PC16PVSP6","Salix pulchra","Kluane",NA,NA
"129",2016,40.9,"PC16PVSP7","Salix pulchra","Kluane",NA,NA
"130",2016,41,"PC16PVSP8","Salix pulchra","Kluane",NA,6.4
"131",2016,36.5,"PC16PVSP9","Salix pulchra","Kluane",NA,NA
"132",2016,29,"PC16PVSP10","Salix pulchra","Kluane",NA,NA
"133",2016,21.9,"PC16PVSA1","Salix arctica","Kluane",NA,NA
"134",2016,20.3,"PC16PVSA2","Salix arctica","Kluane",NA,NA
"135",2016,15.6,"PC16PVSA3","Salix arctica","Kluane",NA,NA
"136",2016,19.8,"PC16PVSA4","Salix arctica","Kluane",NA,NA
"137",2016,35.4,"PC16CWSR1","Salix richardsonii","Kluane",NA,NA
"138",2016,34.2,"PC16CWSR2","Salix richardsonii","Kluane",NA,NA
"139",2016,31.4,"PC16CWSR3","Salix richardsonii","Kluane",NA,NA
"140",2016,29.6,"PC16CWSR4","Salix richardsonii","Kluane",NA,NA
"141",2016,33.1,"PC16CWSR5","Salix richardsonii","Kluane",NA,NA
"142",2016,36.1,"PC16CWSR7","Salix richardsonii","Kluane",NA,NA
"143",2016,16.2,"PC16CWSR8","Salix richardsonii","Kluane",NA,NA
"144",2016,421.7,"PC16CWSP2","Salix pulchra","Kluane",NA,NA
"145",2016,32.7,"PC16CWSP3","Salix pulchra","Kluane",NA,NA
"146",2016,36.3,"PC16CWSP4","Salix pulchra","Kluane",NA,NA
"147",2016,31,"PC16CWSP6","Salix pulchra","Kluane",NA,10.6
"148",2016,34.3,"PC16CWSP7","Salix pulchra","Kluane",36,60
"149",2016,37.8,"PC16CWSP9","Salix pulchra","Kluane",42,14.7
"150",2016,34.4,"PC16CWSP10","Salix pulchra","Kluane",NA,NA
"151",2016,32.2,"PC16CESR1","Salix richardsonii","Kluane",NA,NA
"152",2016,36.6,"PC16CESR2","Salix richardsonii","Kluane",NA,NA
"153",2016,37.9,"PC16CESR3","Salix richardsonii","Kluane",NA,NA
"154",2016,21.5,"PC16CESR4","Salix richardsonii","Kluane",NA,NA
"155",2016,22.2,"PC16CESR5","Salix richardsonii","Kluane",NA,NA
"156",2016,29,"PC16CESR6","Salix richardsonii","Kluane",NA,NA
"157",2016,19.2,"PC16CESR7","Salix richardsonii","Kluane",NA,NA
"158",2016,31.4,"PC16CESR8","Salix richardsonii","Kluane",NA,NA
"159",2016,26.6,"PC16CESR9","Salix richardsonii","Kluane",NA,NA
"160",2016,34.4,"PC16CESP1","Salix pulchra","Kluane",NA,NA
"161",2016,35.3,"PC16CESP2","Salix pulchra","Kluane",NA,NA
"162",2016,34.3,"PC16CESP3","Salix pulchra","Kluane",NA,NA
"163",2016,38.3,"PC16CESP5","Salix pulchra","Kluane",NA,NA
"164",2016,22.6,"PC16CESP6","Salix pulchra","Kluane",NA,NA
"165",2016,28.8,"PC16CESP7","Salix pulchra","Kluane",70.5,35.4
"166",2016,29.9,"PC16CESP8","Salix pulchra","Kluane",NA,NA
"167",2016,25,"PC16CESP9","Salix pulchra","Kluane",NA,NA
"168",2016,24.8,"PC16CESP10","Salix pulchra","Kluane",NA,NA
"169",2016,NA,"PC16CESA2","Salix arctica","Kluane",36.85,10.5
"170",2016,NA,"PC16CESA5","Salix arctica","Kluane",NA,NA
"171",2016,27.5,"PP16TSR2","Salix richardsonii","Kluane",NA,NA
"172",2016,26.4,"PP16TSR3","Salix richardsonii","Kluane",NA,NA
"173",2016,29.5,"PP16TSR4","Salix richardsonii","Kluane",NA,NA
"174",2016,33.7,"PP16TSR10","Salix richardsonii","Kluane",NA,NA
"175",2016,32.1,"PP16TSP1","Salix pulchra","Kluane",NA,NA
"176",2016,28.1,"PP16TSP3","Salix pulchra","Kluane",NA,NA
"177",2016,NA,"PP16TSP6","Salix pulchra","Kluane",NA,NA
"178",2016,NA,"PP16TSP7","Salix pulchra","Kluane",NA,23
"179",2016,NA,"PP16TSP8","Salix pulchra","Kluane",NA,NA
"180",2016,NA,"PP16TSP9","Salix pulchra","Kluane",NA,NA
"181",2016,NA,"PP16TSP10","Salix pulchra","Kluane",NA,NA
"182",2016,33.4,"KP16SR1","Salix richardsonii","Kluane",NA,7
"183",2016,34.5,"KP16SR2","Salix richardsonii","Kluane",NA,NA
"184",2016,40.6,"KP16SR4","Salix richardsonii","Kluane",NA,NA
"185",2016,36.4,"KP16SR5","Salix richardsonii","Kluane",NA,NA
"186",2016,29.9,"KP16SR7","Salix richardsonii","Kluane",NA,NA
"187",2016,35.7,"KP16SR8","Salix richardsonii","Kluane",NA,NA
"188",2016,33.8,"KP16SR9","Salix richardsonii","Kluane",NA,NA
"189",2016,37.2,"KP16SR10","Salix richardsonii","Kluane",NA,NA
"190",2016,26,"KP16SR11","Salix richardsonii","Kluane",NA,NA
"191",2016,35.7,"KP16SR12","Salix richardsonii","Kluane",NA,NA
"192",2016,30.1,"KP16SR13","Salix richardsonii","Kluane",NA,NA
"193",2016,40.3,"KP16SR14","Salix richardsonii","Kluane",NA,NA
"194",2016,32.1,"KP16SR15","Salix richardsonii","Kluane",NA,NA
"195",2016,33.7,"KP16SR17","Salix richardsonii","Kluane",NA,NA
"196",2016,39.2,"KP16SR18","Salix richardsonii","Kluane",NA,NA
"197",2016,31.7,"KP16SR19","Salix richardsonii","Kluane",NA,1.6
"198",2016,26.6,"KP16SR20","Salix richardsonii","Kluane",NA,NA
"199",2016,36.2,"KP16SR21","Salix richardsonii","Kluane",NA,NA
"200",2016,38.1,"KP16SR22","Salix richardsonii","Kluane",NA,NA
"201",2016,37.2,"KP16SR23","Salix richardsonii","Kluane",NA,NA
"202",2016,32.4,"KP16SR24","Salix richardsonii","Kluane",NA,NA
"203",2016,26.1,"KP16SR25","Salix richardsonii","Kluane",NA,NA
"204",2016,42.4,"KP16SR26","Salix richardsonii","Kluane",11.9,31.2
"205",2016,41.7,"KP16SR27","Salix richardsonii","Kluane",30.5,35.6
"206",2016,36.9,"KP16SR28","Salix richardsonii","Kluane",NA,NA
"207",2016,32.9,"KP16SR29","Salix richardsonii","Kluane",NA,NA
"208",2016,36.5,"KP16SR30","Salix richardsonii","Kluane",NA,NA
"209",2016,37,"KP16SR31","Salix richardsonii","Kluane",NA,NA
"210",2016,44.8,"KP16SR32","Salix richardsonii","Kluane",NA,NA
"211",2016,43.4,"KP16SR33","Salix richardsonii","Kluane",NA,NA
"212",2016,33.9,"KP16SR34","Salix richardsonii","Kluane",NA,NA
"213",2016,38,"KP16SR35","Salix richardsonii","Kluane",NA,NA
"214",2016,37.1,"KP16SR36","Salix richardsonii","Kluane",41.65,47.4
"215",2016,49.3,"KP16SR37","Salix richardsonii","Kluane",67.5,83
"216",2016,29,"KP16SR38","Salix richardsonii","Kluane",NA,NA
"217",2016,34.2,"KP16SR39","Salix richardsonii","Kluane",NA,NA
"218",2016,36.1,"KP16SP1","Salix pulchra","Kluane",NA,NA
"219",2016,34.3,"KP16SP2","Salix pulchra","Kluane",NA,NA
"220",2016,28,"KP16SP5","Salix pulchra","Kluane",NA,NA
"221",2016,33,"KP16SP7","Salix pulchra","Kluane",NA,NA
"222",2016,44.3,"KP16SP8","Salix pulchra","Kluane",NA,NA
"223",2016,34.2,"KP16SP10","Salix pulchra","Kluane",NA,NA
"224",2016,34.3,"KP16SP11","Salix pulchra","Kluane",NA,2.7
"225",2016,25.8,"KP16SP12","Salix pulchra","Kluane",NA,NA
"226",2016,25,"KP16SP13","Salix pulchra","Kluane",NA,NA
"227",2016,40.1,"KP16SP14","Salix pulchra","Kluane",NA,NA
"228",2016,43.3,"KP16SP15","Salix pulchra","Kluane",NA,NA
"229",2016,35.9,"KP16SP16","Salix pulchra","Kluane",NA,NA
"230",2016,36,"KP16SP17","Salix pulchra","Kluane",NA,NA
"231",2016,32.5,"KP16SP18","Salix pulchra","Kluane",NA,NA
"232",2016,33.2,"KP16SP19","Salix pulchra","Kluane",NA,NA
"233",2016,35.7,"KP16SP20","Salix pulchra","Kluane",NA,NA
"234",2016,40.3,"KP16SP21","Salix pulchra","Kluane",NA,NA
"235",2016,35.2,"KP16SP22","Salix pulchra","Kluane",NA,21.8
"236",2016,34.4,"KP16SP23","Salix pulchra","Kluane",NA,19.99
"237",2016,28.8,"KP16SP24","Salix pulchra","Kluane",28.5,26.1
"238",2016,32.1,"KP16SP25","Salix pulchra","Kluane",NA,NA
"239",2016,22.1,"KP16SP27","Salix pulchra","Kluane",NA,NA
"240",2016,26.6,"KP16SP28","Salix pulchra","Kluane",NA,NA
"241",2016,29.5,"KP16SP29","Salix pulchra","Kluane",NA,NA
"242",2016,32.4,"KP16SP31","Salix pulchra","Kluane",NA,NA
"243",2016,33.6,"KP16SP32","Salix pulchra","Kluane",NA,NA
"244",2016,45.4,"KP16SP33","Salix pulchra","Kluane",54.5,42.2
"245",2016,42.6,"KP16SP34","Salix pulchra","Kluane",NA,17
"246",2016,36.2,"KP16SP35","Salix pulchra","Kluane",NA,NA
"247",2016,30,"KP16SP37","Salix pulchra","Kluane",NA,NA
"248",2016,34.7,"KP16SP38","Salix pulchra","Kluane",NA,NA
"249",2016,27.8,"KP16SP40","Salix pulchra","Kluane",NA,NA
"250",2016,13.6,"KP16SA1","Salix arctica","Kluane",NA,NA
"251",2016,26.1,"KP16SA2","Salix arctica","Kluane",NA,NA
"252",2016,5.3,"KP16SA3","Salix arctica","Kluane",NA,NA
"253",2016,21.4,"KP16SA4","Salix arctica","Kluane",NA,NA
"254",2016,11.5,"KP16SA5","Salix arctica","Kluane",NA,1.9
"255",2016,19.9,"KP16SA6","Salix arctica","Kluane",11.15,7.2
"256",2016,14.2,"KP16SA7","Salix arctica","Kluane",NA,NA
"257",2016,15.9,"KP16SA8","Salix arctica","Kluane",NA,NA
"258",2016,19.1,"KP16SA9","Salix arctica","Kluane",NA,NA
"259",2016,17.8,"KP16SA10","Salix arctica","Kluane",NA,NA
"260",2016,20.1,"KP16SA11","Salix arctica","Kluane",NA,NA
"261",2016,13.1,"KP16SA13","Salix arctica","Kluane",NA,NA
"262",2016,17.2,"KP16SA14","Salix arctica","Kluane",NA,NA
"263",2016,16.9,"KP16SA15","Salix arctica","Kluane",NA,NA
