"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","Bed","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Sample_ID","Sample_age"
"3176","HESR3",25,27,28,7,23,2023,"Common_garden","Northern","Salix richardsonii",26.6666666666667,"LB",2013,15.6,26.7,21,12,11,14,20,15,23.85,NA,NA,NA,"HeSR3",10
"3177","HESR7",26,29,25,7,23,2023,"Common_garden","Northern","Salix richardsonii",26.6666666666667,"SW",2013,11.4,25.1,19.8,12,17,12,7,12,22.45,NA,NA,NA,"HeSR7",10
"3178","HESR8",27,29,25,7,23,2023,"Common_garden","Northern","Salix richardsonii",27,"SW",2013,16.2,22.9,17.2,20,4,16,32,17.3333333333333,20.05,NA,NA,NA,"HeSR8",10
"3179","KLSPC1",25,21,18,7,23,2023,"Common_garden","Southern","Salix pulchra",21.3333333333333,"IMS",2013,10.2,5.5,5.9,27,5,4,4,4.33333333333333,5.7,NA,NA,NA,"KLSpC1",10
"3180","KLSPC10",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSpC10",10
"3181","KLSPC13",51,62,43,7,23,2023,"Common_garden","Southern","Salix pulchra",52,"AB",2013,32.3,110.4,72.9,45,50,55,26,43.6666666666667,91.65,NA,NA,NA,"KLSPC13",10
"3182","KLSPC3",23,29,26,7,23,2023,"Common_garden","Southern","Salix pulchra",26,"IMS",2013,20.9,46.5,24.6,13,6,11,12,9.66666666666667,35.55,NA,NA,NA,"KLSpC3",10
"3183","KLSPC8",25,24,30,7,23,2023,"Common_garden","Southern","Salix pulchra",26.3333333333333,"MG",2013,5.7,18.3,22.9,24,5,7,11,7.66666666666667,20.6,NA,NA,NA,"KLSpC8",10
"3184","KLSPC9",38,32,37,7,23,2023,"Common_garden","Southern","Salix pulchra",35.6666666666667,"MG",2013,16.5,46.6,28.7,23,54,16,18,29.3333333333333,37.65,NA,NA,NA,"KLSpC9",10
"3185","KLSPE1",23,22,27,7,23,2023,"Common_garden","Southern","Salix pulchra",24,"IMS",2013,27.1,18.2,13.6,23,14,19,12,15,15.9,NA,NA,NA,"KLSPE1",10
"3186","KLSPE10",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"CF",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSPE10",10
"3187","KLSPE11",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE11",10
"3188","KLSPE12",34,32,42,7,23,2023,"Common_garden","Southern","Salix pulchra",36,"MG",2013,34.1,108.3,80.7,44,184,52,79,105,94.5,NA,NA,NA,"KLSpE12",10
"3189","KLSPE14",60,56,50,7,23,2023,"Common_garden","Southern","Salix pulchra",55.3333333333333,"MG",2013,45.3,75.4,61.2,28,34,55,63,50.6666666666667,68.3,NA,NA,NA,"KLSpE14",10
"3190","KLSPE15",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"MG",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSpE15",10
"3191","KLSPE2",44,48,40,7,23,2023,"Common_garden","Southern","Salix pulchra",44,"IMS",2013,24,102.3,87.5,49,40,122,15,59,94.9,NA,NA,NA,"KLSPE2",10
"3192","KLSPE4",53,44,42,7,23,2023,"Common_garden","Southern","Salix pulchra",46.3333333333333,"IMS",2013,32.5,84.9,58.4,55,55,275,234,188,71.65,NA,NA,NA,"KLSPE4",10
"3193","KLSPE5",30,34,24,7,23,2023,"Common_garden","Southern","Salix pulchra",29.3333333333333,"IMS",2013,21.2,41.7,33.2,25,30,15,32,25.6666666666667,37.45,NA,NA,NA,"KLSpE5",10
"3194","KLSPE6",84,82,69,7,23,2023,"Common_garden","Southern","Salix pulchra",78.3333333333333,"CF",2013,95.9,183.5,117,68,463,357,515,445,150.25,NA,NA,NA,"KLSPE6",10
"3195","KLSPE7",35,29,34,7,23,2023,"Common_garden","Southern","Salix pulchra",32.6666666666667,"CF",2013,28.7,34.7,27.4,20,42,11,15,22.6666666666667,31.05,NA,NA,NA,"KLSPE7",10
"3196","KLSPE8",54,42,45,7,23,2023,"Common_garden","Southern","Salix pulchra",47,"CF",2013,24.1,57.2,42.9,40,182,28,22,77.3333333333333,50.05,NA,NA,NA,"KLSPE8",10
"3197","KLSPE9",42,51,48,7,23,2023,"Common_garden","Southern","Salix pulchra",47,"CF",2013,28.9,123.9,93.8,45,48,70,114,77.3333333333333,108.85,NA,NA,NA,"KLSPE9",10
"3198","KLSRC10",68,67,59,7,23,2023,"Common_garden","Southern","Salix richardsonii",64.6666666666667,"IR",2013,108.7,160.2,130.7,85,253,55,87,131.666666666667,145.45,NA,NA,NA,"KLSRC10",10
"3199","KLSRC2",56,67,54,7,23,2023,"Common_garden","Southern","Salix richardsonii",59,"LB",2013,115.7,126.1,112.5,95,104,83,86,91,119.3,NA,NA,NA,"KLSRC2",10
"3200","KLSRC6",47,43,45,7,23,2023,"Common_garden","Southern","Salix richardsonii",45,"IR",2013,93.7,142.3,106.6,60,55,40,63,52.6666666666667,124.45,NA,NA,NA,"KLSRC6",10
"3201","KLSRE10",50,58,61,7,23,2023,"Common_garden","Southern","Salix richardsonii",56.3333333333333,"SW",2013,81.4,113.9,78.6,55,35,554,88,225.666666666667,96.25,NA,NA,NA,"KLSRE10",10
"3202","KLSRE11",65,59,74,7,23,2023,"Common_garden","Southern","Salix richardsonii",66,"IR",2013,100.5,154.8,138.7,90,52,65,112,76.3333333333333,146.75,NA,NA,NA,"KLSRE11",10
"3203","KLSRE13",44,38,40,7,23,2023,"Common_garden","Southern","Salix richardsonii",40.6666666666667,"IR",2013,105.3,140.7,107.3,66,92,84,79,85,124,NA,NA,NA,"KLSRE13",10
"3204","KLSRE14",49,42,41,7,23,2023,"Common_garden","Southern","Salix richardsonii",44,"IR",2013,42.7,106.8,67.8,30,30,10,13,17.6666666666667,87.3,NA,NA,NA,"KLSRE14",10
"3205","KLSRE15",50,53,48,7,23,2023,"Common_garden","Southern","Salix richardsonii",50.3333333333333,"IR",2013,86.3,130.7,82.9,50,77,54,230,120.333333333333,106.8,NA,NA,NA,"KLSRE15",10
"3206","KLSRE4",54,55,59,7,23,2023,"Common_garden","Southern","Salix richardsonii",56,"LB",2013,102.6,273,239.5,115,128,110,116,118,256.25,NA,NA,NA,"KLSRE4",10
"3207","KLSRE6",52,54,50,7,23,2023,"Common_garden","Southern","Salix richardsonii",52,"SW",2013,83.4,126.5,97,48,78,65,32,58.3333333333333,111.75,NA,NA,NA,"KLSRE6",10
"3208","KLSRE7",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix richardsonii",NA,"SW",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRE7",10
"3209","KLSRE9",49,56,52,7,23,2023,"Common_garden","Southern","Salix richardsonii",52.3333333333333,"SW",2013,78.8,127.1,124.6,62,98,35,25,52.6666666666667,125.85,NA,NA,NA,"KLSRE9",10
"3210","H15SP1",28,18,19,7,23,2023,"Common_garden","Northern","Salix pulchra",21.6666666666667,"IMS",2015,3.7,4.9,5.5,9,12,15,4,10.3333333333333,5.2,NA,NA,NA,"H15Sp1",8
"3211","H15SP10",39,33,32,7,23,2023,"Common_garden","Northern","Salix pulchra",34.6666666666667,"CF",2015,5.7,8.8,8.8,18,59,5,6,23.3333333333333,8.8,NA,NA,NA,"H15Sp10",8
"3212","H15SP13",35,36,30,7,23,2023,"Common_garden","Northern","Salix pulchra",33.6666666666667,"CF",2015,10,13.2,9.6,17,26,23,21,23.3333333333333,11.4,NA,NA,NA,"H15Sp13",8
"3213","H15SP15",20,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,8.7,21.8,19.5,12,10,6,4,6.66666666666667,20.65,NA,NA,NA,"H15Sp15",8
"3214","H15SP17",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp17",8
"3215","H15SP18",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp18",8
"3216","H15SP19",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"CF",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp19",8
"3217","H15SP2",19,14,12,7,23,2023,"Common_garden","Northern","Salix pulchra",15,"IMS",2015,5.2,7.3,5.2,5,4,5,6,5,6.25,NA,NA,NA,"H15Sp2",8
"3218","H15SP20",23,26,25,7,23,2023,"Common_garden","Northern","Salix pulchra",24.6666666666667,"CF",2015,5.6,9.8,9.9,10,15,23,17,18.3333333333333,9.85,NA,NA,NA,"H15Sp20",8
"3219","H15SP23",20,22,14,7,23,2023,"Common_garden","Northern","Salix pulchra",18.6666666666667,"MG",2015,5.1,11.3,8.4,7,15,11,21,15.6666666666667,9.85,NA,NA,NA,"H15Sp23",8
"3220","H15SP24",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"MG",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp24",8
"3221","H15SP25",21,24,25,7,23,2023,"Common_garden","Northern","Salix pulchra",23.3333333333333,"AB",2015,8.3,18.4,16.5,11,20,9,24,17.6666666666667,17.45,NA,NA,NA,"H15SP25",8
"3222","H15SP27",24,29,31,7,23,2023,"Common_garden","Northern","Salix pulchra",28,"AB",2015,9.8,22.9,23,11,20,9,15,14.6666666666667,22.95,NA,NA,NA,"H15SP27",8
"3223","H15SP29",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"AB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15SP29",8
"3224","H15SP5",22,27,30,7,23,2023,"Common_garden","Northern","Salix pulchra",26.3333333333333,"IMS",2015,9.4,15.7,15.4,12,22,12,15,16.3333333333333,15.55,NA,NA,NA,"H15Sp5",8
"3225","H15SP6",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix pulchra",NA,"IMS",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sp6",8
"3226","H15SP8",25,20,19,7,23,2023,"Common_garden","Northern","Salix pulchra",21.3333333333333,"IMS",2015,9.8,17.5,10.8,10,3,2,12,5.66666666666667,14.15,NA,NA,NA,"H15Sp8",8
"3227","H15SP9",26,19,23,7,23,2023,"Common_garden","Northern","Salix pulchra",22.6666666666667,"CF",2015,13.9,18.3,10.6,12,7,4,9,6.66666666666667,14.45,NA,NA,NA,"H15Sp9",8
"3228","H15SR19",25,12,19,7,23,2023,"Common_garden","Northern","Salix richardsonii",18.6666666666667,"SW",2015,5.3,15.6,10.9,9,20,4,3,9,13.25,NA,NA,NA,"H15Sr19",8
"3229","H15SR20",9,19,15,7,23,2023,"Common_garden","Northern","Salix richardsonii",14.3333333333333,"SW",2015,5.2,5.8,3.8,9,2,3,2,2.33333333333333,4.8,NA,NA,NA,"H15Sr20",8
"3230","H15SR5",37,34,30,7,23,2023,"Common_garden","Northern","Salix richardsonii",33.6666666666667,"LB",2015,20.6,22.8,13.5,12,24,18,35,25.6666666666667,18.15,NA,NA,NA,"H15Sr5",8
"3231","K15SSR8",50,43,40,7,23,2023,"Common_garden","Southern","Salix richardsonii",44.3333333333333,"SW",2015,38.9,28.4,26.9,18,214,61,75,116.666666666667,27.65,NA,NA,NA,"K15SSr8",8
"3232","KLSPC2",22,21,23,7,23,2023,"Common_garden","Southern","Salix pulchra",22,"IMS",2013,9.6,10.5,4.9,4,3,2,4,3,7.7,NA,NA,NA,"KLSpC2",10
"3233","KLSPE3",27,32,33,7,23,2023,"Common_garden","Southern","Salix pulchra",30.6666666666667,"IMS",2013,12.9,10,9.4,12,18,15,12,15,9.7,NA,NA,NA,"KLSPE3",10
"3234","KLSRC13",68,63,71,7,23,2023,"Common_garden","Southern","Salix richardsonii",67.3333333333333,"AC",2013,75.8,150,143.5,115,190,175,37,134,146.75,NA,NA,NA,"KLSRC13",10
"3235","KLSRC7",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix richardsonii",NA,"IR",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KLSRC7",10
"3236","KPSR5",48,44,62,7,23,2023,"Common_garden","Southern","Salix richardsonii",51.3333333333333,"CF",2013,53.4,110.5,84,57,457,54,392,301,97.25,NA,NA,NA,"KP_Sr_5",10
"3237","H15SA10",37,42,47,7,23,2023,"Common_garden","Northern","Salix arctica",42,"JB",2015,6.3,34.6,36.4,15,42,19,31,30.6666666666667,35.5,NA,NA,NA,"H15Sa10",8
"3238","H15SA11",25,16,18,7,23,2023,"Common_garden","Northern","Salix arctica",19.6666666666667,"JB",2015,2.6,4.4,3,7,10,12,NA,NA,3.7,NA,NA,NA,"H15Sa11",8
"3239","H15SA12",52,48,41,7,23,2023,"Common_garden","Northern","Salix arctica",47,"JB",2015,4.9,27.5,19.8,23,14,17,9,13.3333333333333,23.65,NA,NA,NA,"H15Sa12",8
"3240","H15SA14",31,30,27,7,23,2023,"Common_garden","Northern","Salix arctica",29.3333333333333,"JB",2015,3.6,16.1,10.6,11,7,15,12,11.3333333333333,13.35,NA,NA,NA,"H15Sa14",8
"3241","H15SA15",24,27,29,7,23,2023,"Common_garden","Northern","Salix arctica",26.6666666666667,"JB",2015,3.4,12.2,9.9,5,4,6,8,6,11.05,NA,NA,NA,"H15sa15",8
"3242","H15SA18",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15sa18",8
"3243","H15SA19",35,43,42,7,23,2023,"Common_garden","Northern","Salix arctica",40,"JB",2015,6.7,25.2,20.2,12,18,20,28,22,22.7,NA,NA,NA,"H15sa19",8
"3244","H15SA20",32,30,28,7,23,2023,"Common_garden","Northern","Salix arctica",30,"JB",2015,3.9,10.4,9.1,6,12,7,1,6.66666666666667,9.75,NA,NA,NA,"H15sa20",8
"3245","H15SA3",64,41,53,7,23,2023,"Common_garden","Northern","Salix arctica",52.6666666666667,"JB",2015,4.9,23.3,11.2,7,6,24,31,20.3333333333333,17.25,NA,NA,NA,"H15Sa3",8
"3246","H15SA7",28,26,29,7,23,2023,"Common_garden","Northern","Salix arctica",27.6666666666667,"JB",2015,4.7,16.1,12.4,11,7,3,6,5.33333333333333,14.25,NA,NA,NA,"H15Sa7",8
"3247","H15SA9",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix arctica",NA,"JB",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H15Sa9",8
"3248","H15SR29",23,21,25,7,23,2023,"Common_garden","Northern","Salix richardsonii",23,"AC",2015,6.2,5.8,11.2,5,17,8,15,13.3333333333333,8.5,NA,NA,NA,"H15SR29",8
"3249","HE16SA14",37,25,25,7,23,2023,"Common_garden","Northern","Salix arctica",29,"SAB",2016,6.4,25.7,21.8,6,6,10,12,9.33333333333333,23.75,NA,NA,NA,"HE16SA14",7
"3250","HE16SA3",58,49,41,7,23,2023,"Common_garden","Northern","Salix arctica",49.3333333333333,"JA",2016,7.6,24.1,20.7,8,5,12,22,13,22.4,NA,NA,NA,"HE16Sa3",7
"3251","HE16SA6",24,21,20,7,23,2023,"Common_garden","Northern","Salix arctica",21.6666666666667,"SAB",2016,4.2,10.3,6.2,5,2,7,4,4.33333333333333,8.25,NA,NA,NA,"HE16SA6",7
"3252","HE16SA7",35,37,51,7,23,2023,"Common_garden","Northern","Salix arctica",41,"SAB",2016,6,30.9,22.3,12,4,16,13,11,26.6,NA,NA,NA,"HE16SA7",7
"3253","HE16SA8",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HE16SA8",7
"3254","HE16SP15",26,22,27,7,23,2023,"Common_garden","Northern","Salix pulchra",25,"SL",2016,6.2,20.7,14.9,5,15,12,19,15.3333333333333,17.8,NA,NA,NA,"HE16SP15",7
"3255","HE16SP17",46,50,42,7,23,2023,"Common_garden","Northern","Salix pulchra",46,"JG",2016,6.3,15.4,9.2,9,88,86,NA,NA,12.3,NA,NA,NA,"HE16SP17",7
"3256","K15PSA10",32,25,34,7,23,2023,"Common_garden","Southern","Salix arctica",30.3333333333333,"JB",2015,5.2,13.9,12,5,2,11,14,9,12.95,NA,NA,NA,"K15PSa10",8
"3257","K15PSA11",62,66,58,7,23,2023,"Common_garden","Southern","Salix arctica",62,"JB",2015,8.1,39.2,21.2,34,28,31,15,24.6666666666667,30.2,NA,NA,NA,"K15PSa11",8
"3258","K15PSA12",51,49,48,7,23,2023,"Common_garden","Southern","Salix arctica",49.3333333333333,"JB",2015,6.1,34.3,32.7,11,28,22,44,31.3333333333333,33.5,NA,NA,NA,"K15PSa12",8
"3259","K15PSA15",44,49,40,7,23,2023,"Common_garden","Southern","Salix arctica",44.3333333333333,"JB",2015,5.6,22.2,20.5,10,7,13,15,11.6666666666667,21.35,NA,NA,NA,"K15PSa15",8
"3260","K15PSA2",52,49,54,7,23,2023,"Common_garden","Southern","Salix arctica",51.6666666666667,"JB",2015,6.6,26.6,20.3,12,18,12,30,20,23.45,NA,NA,NA,"K15PSa2",8
"3261","K15PSA6",51,52,52,7,23,2023,"Common_garden","Southern","Salix arctica",51.6666666666667,"JB",2015,10.1,30.9,30.3,13,20,16,9,15,30.6,NA,NA,NA,"K15PSa6",8
"3262","K15PSA7",73,67,65,7,23,2023,"Common_garden","Southern","Salix arctica",68.3333333333333,"JB",2015,10.3,57.8,49.7,28,22,14,20,18.6666666666667,53.75,NA,NA,NA,"K15PSa7",8
"3263","K15PSA8",36,35,37,7,23,2023,"Common_garden","Southern","Salix arctica",36,"JB",2015,4.2,25.8,23.1,20,5,9,12,8.66666666666667,24.45,NA,NA,NA,"K15PSa8",8
"3264","K15PSA9",54,57,68,7,23,2023,"Common_garden","Southern","Salix arctica",59.6666666666667,"JB",2015,9.4,37.2,36.9,23,48,45,36,43,37.05,NA,NA,NA,"K15PSa9",8
"3265","KP16SA13",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa13",7
"3266","KP16SA15",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix arctica",NA,"SAB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sa15",7
"3267","KP16SA6",42,39,45,7,23,2023,"Common_garden","Southern","Salix arctica",42,"SAB",2016,7.2,12.2,10.1,16,6,3,11,6.66666666666667,11.15,NA,NA,NA,"KP16Sa6",7
"3268","KP16SP24",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sp24",7
"3269","KP16SP33",49,42,49,7,23,2023,"Common_garden","Southern","Salix pulchra",46.6666666666667,"AB",2016,32.9,57.4,45.6,38,46,18,58,40.6666666666667,51.5,NA,NA,NA,"KP16Sp33",7
"3270","KP16SP39",44,39,35,7,23,2023,"Common_garden","Southern","Salix pulchra",39.3333333333333,"JG",2016,7.9,11.4,6.5,5,6,73,4,27.6666666666667,8.95,NA,NA,NA,"KP16Sp39",7
"3271","KP16SP41",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP41",7
"3272","KP16SP43",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16SP43",7
"3273","KP16SP46",32,35,33,7,23,2023,"Common_garden","Southern","Salix pulchra",33.3333333333333,"CF",2016,25,28.2,15,20,9,32,12,17.6666666666667,21.6,NA,NA,NA,"KP16SP46",7
"3274","KP16SP47",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kp16sp47",7
"3275","KP16SP51",37,35,30,7,23,2023,"Common_garden","Southern","Salix pulchra",34,"CF",2016,21.7,17.2,14.1,7,11,68,55,44.6666666666667,15.65,NA,NA,NA,"KP16SP51",7
"3276","KP16SP52",55,39,40,7,23,2023,"Common_garden","Southern","Salix pulchra",44.6666666666667,"CF",2016,18.9,47.3,38.2,14,63,44,38,48.3333333333333,42.75,NA,NA,NA,"KP16SP52",7
"3277","KP16SP55",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,25.1,10.5,6.9,8,7,2,3,4,8.7,NA,NA,NA,"KP16SP55",7
"3278","KP16SP56",55,53,56,7,23,2023,"Common_garden","Southern","Salix pulchra",54.6666666666667,"JG",2016,41.1,60.5,57.2,19,131,84,31,82,58.85,NA,NA,NA,"KP16SP56",7
"3279","KP16SP59",36,41,42,7,23,2023,"Common_garden","Southern","Salix pulchra",39.6666666666667,"JG",2016,22.3,72.9,40.9,19,28,16,25,23,56.9,NA,NA,NA,"Kp16sp59",7
"3280","KP16SP60",39,32,27,7,23,2023,"Common_garden","Southern","Salix pulchra",32.6666666666667,"JG",2016,34.3,46,27.5,25,295,34,27,118.666666666667,36.75,NA,NA,NA,"Kp16sp60",7
"3281","KP16SR26",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr26",7
"3282","KP16SR27",NA,NA,NA,7,23,2023,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KP16Sr27",7
"3283","KP16SR36",50,52,48,7,23,2023,"Common_garden","Southern","Salix richardsonii",50,"GD",2016,47.4,43.9,39.4,35,78,42,102,74,41.65,NA,NA,NA,"KP16Sr36",7
"3284","KP16SR37",45,47,60,7,23,2023,"Common_garden","Southern","Salix richardsonii",50.6666666666667,"GD",2016,76.2,66.2,63,48,427,385,149,320.333333333333,64.6,NA,NA,NA,"KP16Sr37",7
"3285","KP16SR41",24,29,28,7,23,2023,"Common_garden","Southern","Salix richardsonii",27,"LB",2016,26.1,16.8,12.5,22,11,14,22,15.6666666666667,14.65,NA,NA,NA,"KP16SR41",7
"3286","KP16SR51",35,32,31,7,23,2023,"Common_garden","Southern","Salix richardsonii",32.6666666666667,"GD",2016,27.4,27.9,14.5,18,13,39,15,22.3333333333333,21.2,NA,NA,NA,"KP16SR51",7
"3287","KP16SR52",46,53,49,7,23,2023,"Common_garden","Southern","Salix richardsonii",49.3333333333333,"GD",2016,39.4,52.5,53.3,25,95,109,92,98.6666666666667,52.9,NA,NA,NA,"KP16SR52",7
"3288","KP16SR53",39,40,42,7,23,2023,"Common_garden","Southern","Salix richardsonii",40.3333333333333,"GD",2016,21.6,45.2,37.6,22,54,41,57,50.6666666666667,41.4,NA,NA,NA,"KP16SR53",7
"3289","KP16SR57",46,44,43,7,23,2023,"Common_garden","Southern","Salix richardsonii",44.3333333333333,"EW",2016,65.9,64.7,50.2,49,124,228,109,153.666666666667,57.45,NA,NA,NA,"Kp16sr57",7
"3290","KP16SR58",33,35,37,7,23,2023,"Common_garden","Southern","Salix richardsonii",35,"EW",2016,38.6,75.2,55.4,29,66,84,42,64,65.3,NA,NA,NA,"Kp16sr58",7
"3291","KP16SR60",49,48,50,7,23,2023,"Common_garden","Southern","Salix richardsonii",49,"EW",2016,56,47.9,38.6,25,139,42,47,76,43.25,NA,NA,NA,"Kp16sr60",7
"3292","PC16CESA2",67,56,61,7,23,2023,"Common_garden","Southern","Salix arctica",61.3333333333333,"JA",2016,10.5,40.3,33.4,27,15,22,11,16,36.85,NA,NA,NA,"PC16CESa2",7
"3293","PC16CESP7",44,50,42,7,23,2023,"Common_garden","Southern","Salix pulchra",45.3333333333333,"AB",2016,35.4,74.6,66.4,26,39,58,90,62.3333333333333,70.5,NA,NA,NA,"PC16CESp7",7
"3294","PC16CWSP7",49,52,45,7,23,2023,"Common_garden","Southern","Salix pulchra",48.6666666666667,"SL",2016,58.8,38.2,31.1,18,32,131,44,69,34.65,NA,NA,NA,"PC16CWSp7",7
"3295","PC16CWSP9",35,36,40,7,23,2023,"Common_garden","Southern","Salix pulchra",37,"SL",2016,14.7,47.3,36.7,13,16,24,19,19.6666666666667,42,NA,NA,NA,"PC16CWSp9",7
"3296","PP16MSA1",24,23,18,7,23,2023,"Common_garden","Southern","Salix arctica",21.6666666666667,"JA",2016,3.5,5.8,5.3,6,3,2,2,2.33333333333333,5.55,NA,NA,NA,"PP16MSa1",7
"3297","PP16MSA5",36,33,29,7,23,2023,"Common_garden","Southern","Salix arctica",32.6666666666667,"JA",2016,3.8,13,10.4,5,7,11,4,7.33333333333333,11.7,NA,NA,NA,"PP16MSa5",7
"3298","H17SA10",45,48,41,7,23,2023,"Common_garden","Northern","Salix arctica",44.6666666666667,"JA",2017,7.6,27.9,18.6,11,12,8,7,9,23.25,NA,NA,NA,"H17Sa10",6
"3299","H17SA12",36,33,32,7,23,2023,"Common_garden","Northern","Salix arctica",33.6666666666667,"SAB",2017,5.4,11,7.5,9,9,4,3,5.33333333333333,9.25,NA,NA,NA,"H17Sa12",6
"3300","H17SA13",NA,NA,NA,7,23,2023,"Common_garden","Northern","Salix arctica",NA,"SAB",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H17Sa13",6
"3301","H17SA15",51,44,48,7,23,2023,"Common_garden","Northern","Salix arctica",47.6666666666667,"SAB",2017,5.9,13.5,9.1,8,10,15,13,12.6666666666667,11.3,NA,NA,NA,"H17Sa15",6
"3302","H17SA17",37,52,39,7,23,2023,"Common_garden","Northern","Salix arctica",42.6666666666667,"JB",2017,5.1,21.2,14.8,7,26,15,19,20,18,NA,NA,NA,"H17sa17",6
"3303","H17SA18",44,43,39,7,23,2023,"Common_garden","Northern","Salix arctica",42,"JB",2017,6.4,33.8,15.6,13,3,10,22,11.6666666666667,24.7,NA,NA,NA,"H17sa18",6
"3304","H17SA6",48,47,48,7,23,2023,"Common_garden","Northern","Salix arctica",47.6666666666667,"JA",2017,7.7,24.9,22.3,11,32,19,55,35.3333333333333,23.6,NA,NA,NA,"H17Sa6",6
"3305","H17SA8",35,37,34,7,23,2023,"Common_garden","Northern","Salix arctica",35.3333333333333,"JA",2017,4.2,17.2,8.5,7,12,7,11,10,12.85,NA,NA,NA,"H17Sa8",6
"3306","H17SA9",32,34,28,7,23,2023,"Common_garden","Northern","Salix arctica",31.3333333333333,"JA",2017,10,34.5,29.4,15,8,22,18,16,31.95,NA,NA,NA,"H17Sa9",6
"3307","H17SP10",17,19,16,7,23,2023,"Common_garden","Northern","Salix pulchra",17.3333333333333,"AB",2017,6.8,14.7,11.3,10,10,15,3,9.33333333333333,13,NA,NA,NA,"H17sp10",6
"3308","H17SP12",18,20,19,7,23,2023,"Common_garden","Northern","Salix pulchra",19,"AB",2017,9.2,21.3,18.2,7,5,7,15,9,19.75,NA,NA,NA,"H17sp12",6
