"","SampleID_standard","Length_1_mm","Length_2_mm","Length_3_mm","Month","Day","Year","Site","population","Species","mean_leaf_length","Bed","Year_planted","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","mean_stem_elong","mean_width","Latitude","Longitude","Elevation","Sample_ID","Sample_age"
"576","KP16SP27",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"577","KP16SP28",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"578","KP16SP29",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"579","KP16SP3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"580","KP16SP30",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"581","KP16SP31",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"582","KP16SP32",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"583","KP16SP33",44,48,32,8,14,2017,"Common_garden","Southern","Salix pulchra",41.3333333333333,"AB",2016,23.5,NA,NA,NA,52,39,43,44.6666666666667,NA,NA,NA,NA,NA,1
"584","KP16SP34",46,60,61,8,14,2017,"Common_garden","Southern","Salix pulchra",55.6666666666667,"AB",2016,17,NA,NA,NA,150,27,26,67.6666666666667,NA,NA,NA,NA,NA,1
"585","KP16SP35",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"586","KP16SP36",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"587","KP16SP37",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"588","KP16SP38",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"589","KP16SP39",10,10,11,8,13,2017,"Common_garden","Southern","Salix pulchra",10.3333333333333,"JG",2016,2.9,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,1
"590","KP16SP4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"591","KP16SP40",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"592","KP16SP41",30,34,34,8,13,2017,"Common_garden","Southern","Salix pulchra",32.6666666666667,"IMS",2016,11,NA,NA,NA,44,38,1,27.6666666666667,NA,NA,NA,NA,NA,1
"593","KP16SP42",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"594","KP16SP43",26,26,32,8,13,2017,"Common_garden","Southern","Salix pulchra",28,"CF",2016,24.5,NA,NA,NA,32,13,10,18.3333333333333,NA,NA,NA,NA,NA,1
"595","KP16SP44",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"596","KP16SP45",5,5,5,8,13,2017,"Common_garden","Southern","Salix pulchra",5,"CF",2016,25.5,NA,NA,NA,26,6,14,15.3333333333333,NA,NA,NA,NA,NA,1
"597","KP16SP46",27,30,28,8,13,2017,"Common_garden","Southern","Salix pulchra",28.3333333333333,"CF",2016,27.5,NA,NA,NA,12,11,11,11.3333333333333,NA,NA,NA,NA,NA,1
"598","KP16SP47",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"599","KP16SP48",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"600","KP16SP49",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"MG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"601","KP16SP5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"602","KP16SP50",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"603","KP16SP51",32,34,31,8,13,2017,"Common_garden","Southern","Salix pulchra",32.3333333333333,"CF",2016,32,NA,NA,NA,65,29,17,37,NA,NA,NA,NA,NA,1
"604","KP16SP52",27,35,21,8,13,2017,"Common_garden","Southern","Salix pulchra",27.6666666666667,"CF",2016,24.5,NA,NA,NA,29,33,21,27.6666666666667,NA,NA,NA,NA,NA,1
"605","KP16SP53",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"606","KP16SP54",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"CF",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"607","KP16SP55",26,20,20,8,13,2017,"Common_garden","Southern","Salix pulchra",22,"CF",2016,23.5,NA,NA,NA,25,5,10,13.3333333333333,NA,NA,NA,NA,NA,1
"608","KP16SP56",25,24,19,8,13,2017,"Common_garden","Southern","Salix pulchra",22.6666666666667,"JG",2016,31,NA,NA,NA,15,13,10,12.6666666666667,NA,NA,NA,NA,NA,1
"609","KP16SP57",50,46,45,8,13,2017,"Common_garden","Southern","Salix pulchra",47,"JG",2016,18.5,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,1
"610","KP16SP58",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"JG",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"611","KP16SP59",45,39,35,8,13,2017,"Common_garden","Southern","Salix pulchra",39.6666666666667,"JG",2016,11,NA,NA,NA,38,22,NA,NA,NA,NA,NA,NA,NA,1
"612","KP16SP6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"613","KP16SP60",42,45,39,8,13,2017,"Common_garden","Southern","Salix pulchra",42,"JG",2016,18,NA,NA,NA,36,58,22,38.6666666666667,NA,NA,NA,NA,NA,1
"614","KP16SP7",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"615","KP16SP8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"616","KP16SP9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"617","KP16SR1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"618","KP16SR10",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"619","KP16SR11",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"620","KP16SR12",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"621","KP16SR13",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"622","KP16SR14",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"623","KP16SR15",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"624","KP16SR16",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"625","KP16SR17",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"626","KP16SR18",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"627","KP16SR19",5,4,10,8,14,2017,"Common_garden","Southern","Salix richardsonii",6.33333333333333,"EW",2016,1.6,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,1
"628","KP16SR2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"629","KP16SR20",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"630","KP16SR21",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"631","KP16SR22",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"632","KP16SR23",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"633","KP16SR25",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"634","KP16SR25",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"635","KP16SR26",66,46,49,8,14,2017,"Common_garden","Southern","Salix richardsonii",53.6666666666667,"IR",2016,21,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,1
"636","KP16SR27",55,54,53,8,14,2017,"Common_garden","Southern","Salix richardsonii",54,"IR",2016,10,NA,NA,NA,86,21,13,40,NA,NA,NA,NA,NA,1
"637","KP16SR28",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"638","KP16SR29",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"639","KP16SR3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"640","KP16SR30",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"641","KP16SR31",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"642","KP16SR32",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"643","KP16SR33",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"644","KP16SR34",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"645","KP16SR35",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"AC",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"646","KP16SR36",24,22,20,8,13,2017,"Common_garden","Southern","Salix richardsonii",22,"GD",2016,3.8,NA,NA,NA,18,16,9,14.3333333333333,NA,NA,NA,NA,NA,1
"647","KP16SR37",23,30,27,8,13,2017,"Common_garden","Southern","Salix richardsonii",26.6666666666667,"GD",2016,34.8,NA,NA,NA,56,47,18,40.3333333333333,NA,NA,NA,NA,NA,1
"648","KP16SR38",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"649","KP16SR39",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"650","KP16SR4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"651","KP16SR40",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"652","KP16SR41",29,30,26,8,13,2017,"Common_garden","Southern","Salix richardsonii",28.3333333333333,"LB",2016,27,NA,NA,NA,27,23,8,19.3333333333333,NA,NA,NA,NA,NA,1
"653","KP16SR42",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"654","KP16SR43",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"655","KP16SR44",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"656","KP16SR45",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"LB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"657","KP16SR46",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"658","KP16SR47",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"659","KP16SR48",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"660","KP16SR49",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"661","KP16SR5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"662","KP16SR50",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"663","KP16SR51",28,15,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,3,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,1
"664","KP16SR52",30,32,32,8,13,2017,"Common_garden","Southern","Salix richardsonii",31.3333333333333,"GD",2016,28,NA,NA,NA,15,26,11,17.3333333333333,NA,NA,NA,NA,NA,1
"665","KP16SR53",22,20,22,8,13,2017,"Common_garden","Southern","Salix richardsonii",21.3333333333333,"GD",2016,2.1,NA,NA,NA,17,11,NA,NA,NA,NA,NA,NA,NA,1
"666","KP16SR54",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"667","KP16SR55",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"668","KP16SR56",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"669","KP16SR57",26,23,28,8,14,2017,"Common_garden","Southern","Salix richardsonii",25.6666666666667,"EW",2016,17,NA,NA,NA,23,31,19,24.3333333333333,NA,NA,NA,NA,NA,1
"670","KP16SR58",8,5,25,8,14,2017,"Common_garden","Southern","Salix richardsonii",12.6666666666667,"EW",2016,4.2,NA,NA,NA,36,22,NA,NA,NA,NA,NA,NA,NA,1
"671","KP16SR59",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"EW",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"672","KP16SR6",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"673","KP16SR60",26,25,25,8,14,2017,"Common_garden","Southern","Salix richardsonii",25.3333333333333,"EW",2016,6.6,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,1
"674","KP16SR7",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"675","KP16SR8",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"676","KP16SR9",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"677","KPSP11",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"678","KPSP12",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"679","KPSP13",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"680","KPSP14",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"681","KPSP15",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"682","KPSR5",46,40,43,8,13,2017,"Common_garden","Southern","Salix richardsonii",43,"CF",2013,27,NA,NA,NA,110,110,100,106.666666666667,NA,NA,NA,NA,NA,4
"683","PC16CESA1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"684","PC16CESA2",25,20,15,8,13,2017,"Common_garden","Southern","Salix arctica",20,"JA",2016,1.7,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,1
"685","PC16CESA3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"686","PC16CESA4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"687","PC16CESA5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"688","PC16CESP1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"689","PC16CESP10",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"690","PC16CESP2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"691","PC16CESP3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"692","PC16CESP4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"693","PC16CESP5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"IMS",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"694","PC16CESP6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"695","PC16CESP7",35,29,14,8,14,2017,"Common_garden","Southern","Salix pulchra",26,"AB",2016,4.6,NA,NA,NA,52,21,9,27.3333333333333,NA,NA,NA,NA,NA,1
"696","PC16CESP8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"697","PC16CESP9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix pulchra",NA,"AB",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"698","PC16CESR1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"699","PC16CESR10",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"700","PC16CESR2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"701","PC16CESR3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"702","PC16CESR4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"703","PC16CESR5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix richardsonii",NA,"GD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"704","PC16CESR6",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"705","PC16CESR7",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"706","PC16CESR8",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"707","PC16CESR9",NA,NA,NA,8,14,2017,"Common_garden","Southern","Salix richardsonii",NA,"IR",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"708","PC16CWSA1",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"709","PC16CWSA2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"710","PC16CWSA3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"711","PC16CWSA4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"712","PC16CWSA5",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix arctica",NA,"JA",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"713","PC16CWSP1",44,38,42,8,13,2017,"Common_garden","Southern","Salix pulchra",41.3333333333333,"SL",2016,13.5,NA,NA,NA,1,28,30,19.6666666666667,NA,NA,NA,NA,NA,1
"714","PC16CWSP10",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"715","PC16CWSP2",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"716","PC16CWSP3",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"717","PC16CWSP4",NA,NA,NA,8,13,2017,"Common_garden","Southern","Salix pulchra",NA,"SL",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
